,disney_male,disney_female,tuple,walt_male,walt_female,co_male,co_female,average_male,average_female,male-female
45,-0.90569127,-0.80643463,"('incompetent', 'competent')",-1.6752353,-1.6278075,-0.6904748,-0.6761137,-1.0904671,-1.0367853,-0.0536818
84,0.8473781,0.92233306,"('inferior', 'superior')",1.1178867,1.0861741,0.5856476,0.65037155,0.8503041,0.8862929,-0.0359888
1,0.8328357,1.0425003,"('unfriendly', 'friendly')",1.0785841,1.2767798,0.99899673,1.1969274,0.9701389,1.1720692,-0.2019303
72,0.82336915,0.9551188,"('unambitious', 'ambitious')",0.93609697,0.8851294,-1.0222838,-0.9626551,0.2457275,0.292531,-0.0468035
14,-0.82262003,-1.4157417,"('antisocial', 'social')",-1.0570041,-1.4429626,-0.33083275,-0.6858782,-0.7368189,-1.1815275,0.4447086
13,-0.81846946,-0.9414547,"('impolite', 'polite')",-1.2189701,-1.2555215,-0.035215538,-0.024002887,-0.6908851,-0.7403263,0.0494412
16,0.7953377,0.9768713,"('unpopular', 'popular')",1.5301999,1.6015618,0.055362463,0.08982686,0.7936334,0.88942,-0.0957866
68,-0.787197,-0.9207911,"('dependent', 'independent')",-1.2991166,-1.40861,-1.7441621,-1.5842077,-1.2768253,-1.3045362,0.0277109
82,0.73300743,0.8447365,"('poor', 'rich')",0.28142273,0.33768615,5.9769993,5.968782,2.3304764,2.3837349,-0.0532585
80,-0.7184348,-1.2691759,"('dominated', 'dominating')",-2.0060692,-2.2400029,-0.48007113,-0.7530627,-1.0681917,-1.4207471,0.3525554
12,0.6969232,1.0780975,"('unsupportive', 'supportive')",0.67115885,0.9396327,-1.8339561,-1.4292468,-0.1552914,0.1961612,-0.3514526
46,-0.6963464,-0.9154964,"('uncompetitive', 'competitive')",-1.5087402,-1.7134259,-0.015559571,0.018386586,-0.7402155,-0.8701785,0.129963
21,-0.69162714,-0.9502187,"('immoral', 'moral')",-1.1590638,-1.3486111,-0.48950005,-0.50146407,-0.7800636,-0.9334313,0.1533677
10,-0.6583808,-0.74107397,"('unsympathetic', 'sympathetic')",-1.6048634,-1.7774364,-0.18793713,-0.24886325,-0.8170604,-0.9224579,0.1053975
61,0.61324584,0.39343035,"('illogical', 'logical')",0.41271082,0.15647882,-0.5687175,-0.5542025,0.1524131,-0.0014311,0.1538442
74,0.6063069,0.53621876,"('undedicated', 'dedicated')",0.11220801,0.12849258,0.4453164,0.4562943,0.3879438,0.3736686,0.0142752
50,0.6031577,1.0048068,"('clumsy', 'skillful')",-0.14132644,0.04329684,-0.23960704,-0.03767521,0.0740747,0.3368094,-0.2627347
75,-0.6015497,-0.4808098,"('meek', 'impulsive')",-0.05030747,0.10561327,-0.070807174,0.14094576,-0.2408881,-0.0780836,-0.1628045
70,-0.59109354,-0.61678874,"('lethargic', 'energetic')",-2.049606,-2.0555367,0.34688634,0.45946744,-0.7646044,-0.7376194,-0.026985
2,-0.5407743,-0.6958316,"('unlikable', 'likable')",-0.48614088,-0.6293685,0.847369,0.72535974,-0.0598487,-0.1999468,0.1400981
69,-0.53920925,-0.47510803,"('lazy', 'industrious')",0.34377658,0.46989757,-1.5604818,-1.5272657,-0.5853048,-0.5108254,-0.0744794
52,-0.5376584,-0.36281848,"('irrational', 'rational')",0.97128904,1.0131632,-0.86160326,-0.8000007,-0.1426575,-0.0498853,-0.0927722
42,0.48771596,0.5540818,"('unreliable', 'reliable')",-0.060631633,-0.029936677,-2.1723151,-1.9407179,-0.5817436,-0.4721909,-0.1095527
40,-0.4826916,-0.4167478,"('stingy', 'generous')",-0.51154065,-0.513646,-2.3352163,-2.4816835,-1.1098162,-1.1373591,0.0275429
36,-0.42924947,-0.2134978,"('hostile', 'amicable')",0.93406945,1.060752,-0.76780874,-0.62871313,-0.0876629,0.072847,-0.1605099
66,-0.4208942,-0.63080454,"('inactive', 'active')",-0.059757486,-0.22770542,-0.19866487,-0.35024875,-0.2264388,-0.4029196,0.1764808
44,-0.41572216,-0.64282197,"('prejudiced', 'unprejudiced')",-1.1160349,-1.2432016,-0.7419193,-0.88866097,-0.7578921,-0.9248948,0.1670027
62,0.40996435,0.5774319,"('incompetent', 'brilliant')",-0.7366188,-0.6481576,0.33177894,0.5261948,0.0017082,0.151823,-0.1501148
87,0.40334406,0.20033656,"('unsuccessful', 'successful')",0.38518775,0.38198423,0.20107567,0.19766094,0.3298692,0.2599939,0.0698753
4,-0.3980821,-0.07357998,"('disliked', 'liked')",0.04795993,0.45743737,-6.1927347,-5.7738247,-2.1809522,-1.7966558,-0.3842964
48,0.367005,0.45230645,"('unintelligent', 'intelligent')",-0.057433877,-0.11112459,-0.08090135,-0.14387299,0.0762233,0.0657696,0.0104537
86,-0.3660193,-0.45743814,"('uninfluential', 'influential')",-0.5686107,-0.58756244,-0.54772073,-0.5113217,-0.4941169,-0.5187741,0.0246572
54,0.3642316,0.42922002,"('incapable', 'capable')",0.77220094,0.7900468,0.63900185,0.77011913,0.5918115,0.6631287,-0.0713172
49,0.3377864,0.53420496,"('unable', 'able')",-0.014892303,0.07240252,-0.6060325,-0.43297753,-0.0943795,0.0578767,-0.1522562
63,0.32817852,0.54166955,"('unperceptive', 'insightful')",-0.26629007,-0.023854394,0.761888,1.1707209,0.2745922,0.5628454,-0.2882532
6,0.318738,0.54507107,"('distant', 'open')",1.2008629,1.4298517,-1.3760532,-1.0772841,0.0478492,0.2992129,-0.2513637
24,-0.30970547,-0.40256038,"('dishonest', 'honest')",-0.93650657,-1.0729609,0.39619797,0.27147305,-0.283338,-0.4013494,0.1180114
0,-0.29226688,-0.5837321,"('unsociable', 'sociable')",-0.53208494,-0.8492031,-0.03626255,-0.2303135,-0.2868715,-0.5544163,0.2675448
39,0.28944904,0.33324444,"('exploitative', 'cooperative')",0.3688293,0.27530512,0.5784285,0.6038549,0.4122356,0.4041348,0.0081008
38,0.288667,0.59708214,"('untruthful', 'truthful')",-0.42361748,-0.15796465,0.1025346,0.4369222,-0.0108053,0.2920132,-0.3028185
58,-0.28542697,-0.35441938,"('undiscriminating', 'discriminating')",-0.32388607,-0.32674906,0.22541875,0.22761905,-0.1279648,-0.1511831,0.0232183
28,0.27677658,0.26499635,"('disloyal', 'loyal')",-0.44833654,-0.39127308,0.9072036,0.793138,0.2452145,0.2222871,0.0229274
43,0.26786083,0.26215604,"('irresponsible', 'responsible')",-1.1747464,-1.231117,0.6034453,0.70987266,-0.1011468,-0.0863628,-0.014784
20,-0.26758382,-0.39043376,"('rough', 'thoughtful')",-0.3197678,-0.41152295,0.1821502,0.14638993,-0.1350671,-0.2185223,0.0834552
33,0.26717857,0.24096741,"('wrong', 'right')",0.90742105,0.8346571,-1.1792761,-1.0650464,-0.0015588,0.003526,-0.0050848
35,-0.24028257,0.06265037,"('corrupt', 'incorrupt')",0.2903408,0.42572078,-1.4803507,-1.4849695,-0.4767642,-0.3321995,-0.1445647
83,0.22445169,0.0141574815,"('powerless', 'powerful')",0.223872,0.19933076,-0.8589052,-0.86034596,-0.1368605,-0.2156192,0.0787587
79,-0.22254534,0.15949179,"('wavering', 'unwavering')",0.16528757,0.37774527,-0.9176658,-0.58902496,-0.3249745,-0.0172626,-0.3077119
34,-0.19285476,-0.1533019,"('mean', 'honorable')",0.20963806,0.35805914,5.061044,4.9574704,1.6926092,1.7207425,-0.0281333
76,0.1832207,-0.061109006,"('anxious', 'daring')",-1.1052765,-1.3808799,0.48831433,0.41133988,-0.1445805,-0.3435497,0.1989692
27,-0.1786544,0.17761075,"('hardhearted', 'softhearted')",-0.49439657,-0.41547537,-0.122808605,-0.030977106,-0.2652865,-0.0896139,-0.1756726
17,0.17815478,0.44240597,"('nasty', 'nice')",0.11557355,0.26158935,-0.44889888,-0.15721875,-0.0517235,0.1822589,-0.2339824
67,-0.16447835,-0.23181954,"('doubtful', 'determined')",-0.29129404,-0.35432923,0.071026914,-0.10172458,-0.1282485,-0.2292911,0.1010426
57,-0.15922645,-0.17362668,"('unimaginative', 'imaginative')",-0.82824636,-0.9484549,-2.5233047,-2.3875153,-1.1702592,-1.1698656,-0.0003936
25,0.15877171,0.20987847,"('egoistic', 'altruistic')",0.23610413,0.33629936,0.76401764,0.7441727,0.3862978,0.4301169,-0.0438191
65,-0.1378089,-0.60245854,"('insecure', 'secure')",-0.5274338,-0.9523133,0.2649516,0.054597482,-0.1334304,-0.5000581,0.3666277
30,0.107246354,-0.11359819,"('intolerant', 'tolerant')",-0.67352647,-0.8482352,0.49552545,0.6700155,-0.0235849,-0.0972726,0.0736877
29,-0.10123716,-0.13285412,"('unfair', 'fair')",-0.8035339,-0.80710024,-0.88962424,-1.0767219,-0.5981318,-0.6722254,0.0740936
55,0.07760756,-0.23074031,"('incompetent', 'clever')",-0.6938573,-1.0462273,0.65284026,0.43164045,0.0121968,-0.2817757,0.2939725
60,-0.066520505,-0.15174262,"('inefficient', 'efficient')",-1.279249,-1.4003834,0.39340365,0.51893884,-0.3174553,-0.3443957,0.0269404
7,-0.06435224,0.040149294,"('insensitive', 'sensitive')",-0.82089347,-0.80996346,-0.06736226,0.070961416,-0.317536,-0.2329509,-0.0845851
73,-0.059035167,0.04523249,"('helpless', 'self-reliant')",0.19430928,0.4655055,-3.177228,-2.8418648,-1.0139846,-0.7770422,-0.2369424
51,0.034445386,-0.041003343,"('uneducated', 'educated')",-0.099714965,-0.052935928,1.4214858,1.1912639,0.4520721,0.3657749,0.0862972
78,-0.022656776,0.35288212,"('nonresilient', 'resilient')",-0.41454867,-0.1777855,0.15920526,0.2165136,-0.0926667,0.1305367,-0.2232034
47,0.019376699,-0.113014564,"('stupid', 'smart')",0.37339926,0.2339296,4.130595,3.972317,1.5077904,1.3644107,0.1433797
19,-0.017068783,0.32729036,"('inhospitable', 'hospitable')",0.33076194,0.69117326,-0.5073433,-0.007080336,-0.06455,0.3371278,-0.4016778
18,-0.013537101,-0.020923678,"('disagreeable', 'welcoming')",0.63320696,0.45100355,-1.3758622,-1.4243788,-0.2520641,-0.331433,0.0793689
