,disney_male,disney_female,tuple,walt_male,walt_female,co_male,co_female,average_male,average_female,male-female
53,1.6389152,1.9165952,"('uncreative', 'creative')",1.2220378,1.3694243,1.147807,1.3256879,1.3362533,1.5372359,-0.2009826
3,-1.4970744,-1.7905232,"('repellent', 'pleasant')",-1.5405849,-1.7948067,0.9695488,0.6279927,-0.6893702,-0.9857791,0.2964089
9,1.4932411,1.9117944,"('unaffectionate', 'caring')",1.6224942,1.7680626,0.28457886,0.6441535,1.133438,1.4413368,-0.3078988
77,-1.4443998,-1.4468561,"('unmotivated', 'motivated')",-1.1148878,-1.0727475,-0.752625,-0.63628113,-1.1039708,-1.0519616,-0.0520092
22,-1.4430828,-1.8389221,"('untrustworthy', 'trustworthy')",-1.7729232,-1.9855337,-0.6987126,-0.73121864,-1.3049062,-1.5185582,0.213652
15,1.253803,1.4033531,"('boring', 'funny')",1.7614357,1.8302011,0.8396887,1.1406701,1.2849758,1.4580749,-0.1730991
81,-1.2281581,-1.5008785,"('submissive', 'aggressive')",-2.2602868,-2.4377425,-0.11718574,-0.20300865,-1.2018769,-1.3805432,0.1786663
32,1.2180645,1.223145,"('unkind', 'kind')",0.59669405,0.45741296,0.9896359,0.9760234,0.9347982,0.8855271,0.0492711
59,1.2078066,1.4179292,"('foolish', 'wise')",1.5812296,1.6916093,-0.42263597,-0.17830768,0.7888001,0.9770769,-0.1882768
8,1.1581603,1.613279,"('unaffectionate', 'affectionate')",2.0697002,2.197674,-0.21117237,0.099149264,1.0055627,1.3033675,-0.2978048
88,1.145925,1.197991,"('low', 'eminent')",0.4160594,0.5246998,-0.102110475,0.083083086,0.4866246,0.6019246,-0.1153
31,-1.1107332,-0.8356121,"('evil', 'good')",0.09590804,0.24745497,-1.8097206,-1.6088859,-0.9415153,-0.7323476,-0.2091677
85,1.1014581,1.4633687,"('insignificant', 'prestigious')",2.425452,2.6689305,-0.84271747,-0.65394735,0.8947309,1.1594507,-0.2647198
56,1.0781636,1.0577364,"('impractical', 'practical')",0.06366984,0.19838545,0.56671935,0.8079332,0.5695176,0.6880183,-0.1185007
11,1.0773958,1.2411993,"('unhelpful', 'helpful')",-0.19107458,-0.02694618,2.915288,3.052044,1.267203,1.422099,-0.154896
37,-1.0747,-0.9528964,"('fake', 'genuine')",-2.0181754,-2.0353231,-0.04873494,0.06842333,-1.0472035,-0.9732654,-0.0739381
71,1.0482948,1.3056102,"('diffident', 'self-confident')",1.9592191,2.274714,-0.08041453,0.19715977,0.9756998,1.2591613,-0.2834615
26,1.0012103,0.8012573,"('hardhearted', 'benevolent')",2.1581793,2.0207074,0.8134954,0.76076764,1.324295,1.1942441,0.1300509
23,0.9962919,1.1717777,"('insincere', 'sincere')",0.092052735,0.065517545,5.4641075,5.40878,2.1841507,2.2153584,-0.0312077
64,-0.98363334,-1.3065993,"('shy', 'confident')",-1.2014925,-1.3407689,-5.0889554,-5.111861,-2.4246937,-2.5864099,0.1617162
41,-0.95715797,-0.85601085,"('unforgiving', 'forgiving')",-1.2331094,-1.1498687,0.13145164,0.17808208,-0.6862719,-0.6092658,-0.0770061
5,0.9324755,1.2132374,"('distant', 'outgoing')",1.074284,1.3258055,-1.3889786,-1.0553145,0.2059269,0.4945761,-0.2886492
