,molson_male,molson_female,tuple,coors_male,coors_female,beverage_male,beverage_female,co_male,co_female,average_male,average_female,male-female
46,-0.9897169,-0.75620806,"('uncompetitive', 'competitive')",-1.7594274,-1.89337,-0.5586151,-0.45678666,-0.078906305,-0.22305909,-0.8466664,-0.832356,-0.0143104
7,-0.9875332,-0.7672449,"('insensitive', 'sensitive')",-1.2890372,-1.3467883,-0.28636,-0.19739415,0.43533096,0.3623989,-0.5318999,-0.4872571,-0.0446428
59,0.9543293,0.6574737,"('foolish', 'wise')",1.1558504,1.0323704,0.86135685,0.7034484,-0.269909,-0.40617645,0.6754069,0.496779,0.1786279
78,-0.952025,-0.8864676,"('nonresilient', 'resilient')",-0.09291139,-0.19995488,0.18392111,0.060116116,0.21935475,0.14009447,-0.1604151,-0.221553,0.0611379
60,-0.9166996,-0.32660678,"('inefficient', 'efficient')",-2.63405,-2.5002697,-0.08802331,0.23874795,0.08352146,0.35297123,-0.8888129,-0.5587893,-0.3300236
28,-0.9077265,-1.1566275,"('disloyal', 'loyal')",-1.2239228,-1.4324275,0.0480889,-0.10032967,1.4768078,1.4271188,-0.1516882,-0.3155665,0.1638783
66,0.89380705,0.60900027,"('inactive', 'active')",0.66966206,0.5146093,-0.064235404,-0.17777807,0.62480086,0.46317047,0.5310087,0.3522505,0.1787582
76,-0.8568345,-0.53453845,"('anxious', 'daring')",-1.6569502,-1.616028,-1.1013682,-0.97920555,0.06048041,0.36347714,-0.8886681,-0.6915737,-0.1970944
17,-0.8555233,-0.929209,"('nasty', 'nice')",-0.8562611,-0.93151003,-1.2050657,-1.3005787,-0.7288351,-0.6156652,-0.9114213,-0.9442407,0.0328194
49,-0.8135954,-0.5664679,"('unable', 'able')",-0.8376591,-0.7732585,-0.20792593,-0.1058825,-0.8375405,-0.53903973,-0.6741803,-0.4961622,-0.1780181
88,-0.8119057,-0.90599585,"('low', 'eminent')",-1.1813251,-1.2216374,-0.12244049,-0.13099669,-0.1895389,-0.10196623,-0.5763026,-0.590149,0.0138464
43,-0.77677935,-0.6161377,"('irresponsible', 'responsible')",-1.695145,-1.7060874,0.046428584,0.19403736,0.8260216,0.89817005,-0.3998685,-0.3075044,-0.0923641
35,0.77246505,0.30958685,"('corrupt', 'incorrupt')",2.7277458,2.700289,-0.41095456,-0.6143184,-0.754014,-0.8467503,0.5838106,0.3872018,0.1966088
86,-0.7675216,-0.86209995,"('uninfluential', 'influential')",-1.7022867,-1.9191618,-0.08252503,-0.21126541,-0.66562307,-0.7570222,-0.8044891,-0.9373873,0.1328982
67,0.7641889,0.7277017,"('doubtful', 'determined')",0.28713512,0.38331458,0.6555535,0.7682287,-0.23194382,-0.13566849,0.3687334,0.4358941,-0.0671607
36,0.74538594,0.29721624,"('hostile', 'amicable')",2.0467126,2.0151079,0.16989055,-0.11349048,-0.27162254,-0.42521623,0.6725917,0.4434043,0.2291874
4,0.7329363,0.5889313,"('disliked', 'liked')",0.67357963,0.69222444,1.0283662,0.92106384,-6.6606097,-6.45108,-1.0564319,-1.0622151,0.0057832
22,-0.71455044,-0.65692127,"('untrustworthy', 'trustworthy')",-1.1802584,-1.3517784,-1.5016582,-1.5176454,-0.77580583,-0.7411091,-1.0430682,-1.0668635,0.0237953
0,-0.7050396,-0.6470886,"('unsociable', 'sociable')",-1.8655618,-2.0590076,0.5495237,0.38726988,0.26374996,0.16693896,-0.4393319,-0.5379718,0.0986399
84,0.6831216,0.5935868,"('inferior', 'superior')",1.5143746,1.5165627,0.8680806,0.9253508,0.8480116,0.8626612,0.9783971,0.9745403,0.0038568
6,0.6426204,0.32766134,"('distant', 'open')",1.0965248,1.1221759,1.7500286,1.6049876,-0.5718511,-0.59575963,0.7293307,0.6147663,0.1145644
75,0.62293285,0.570208,"('meek', 'impulsive')",1.0175079,1.1057231,-0.5221473,-0.4322821,-0.3830566,-0.3150701,0.1838092,0.2321448,-0.0483356
74,0.62007713,0.5552212,"('undedicated', 'dedicated')",-0.15901004,-0.24074776,0.637703,0.70089704,0.28714025,0.38744166,0.3464776,0.350703,-0.0042254
23,-0.5791585,-0.45538694,"('insincere', 'sincere')",-1.7796584,-1.9021683,0.05461264,0.091465,6.1935406,5.9968925,0.9723341,0.9327006,0.0396335
80,-0.5772083,-0.35945353,"('dominated', 'dominating')",-0.502282,-0.6564741,-0.72274435,-0.7157032,-0.4476825,-0.40418336,-0.5624793,-0.5339535,-0.0285258
52,0.57341754,-0.0023047114,"('irrational', 'rational')",0.87397486,0.61533815,0.67685366,0.39150444,-0.56778836,-0.8553568,0.3891144,0.0372953,0.3518191
68,-0.50907004,-0.3542419,"('dependent', 'independent')",-0.89846396,-0.857491,-0.66940033,-0.6517268,-1.5469247,-1.4815775,-0.9059647,-0.8362592,-0.0697055
8,-0.5067319,-0.88649285,"('unaffectionate', 'affectionate')",0.0014708117,-0.17391187,1.3022692,1.1449457,0.5914952,0.3715707,0.3471258,0.1140279,0.2330979
29,0.4918328,0.4627124,"('unfair', 'fair')",0.15638228,0.20857026,0.12156477,0.11497063,-0.84251904,-0.8413888,-0.0181848,-0.0137839,-0.0044009
87,0.46922532,0.52507883,"('unsuccessful', 'successful')",-0.17685004,-0.28298825,0.94787866,0.8562303,0.028931327,-0.0053113922,0.3172963,0.2732524,0.0440439
39,0.4549252,0.5292073,"('exploitative', 'cooperative')",0.5349023,0.6009497,0.70441794,0.8414043,0.19063608,0.32765546,0.4712204,0.5748042,-0.1035838
64,0.43450668,0.4017195,"('shy', 'confident')",-0.6191583,-0.6666913,-0.07351432,-0.106886744,-5.922592,-5.75155,-1.5451895,-1.5308522,-0.0143373
50,0.41340655,0.21490328,"('clumsy', 'skillful')",0.9987341,0.8435844,0.28041592,0.19636801,0.5104041,0.4693892,0.5507401,0.4310612,0.1196789
47,-0.41067493,-0.32278788,"('stupid', 'smart')",-0.8111507,-0.88698846,-0.026479088,-0.009934314,5.141414,4.9957504,0.9732773,0.9440099,0.0292674
16,0.3795795,0.45568582,"('unpopular', 'popular')",1.0498744,1.0468304,-0.14202848,-0.10987617,0.2634808,0.2036152,0.3877266,0.3990638,-0.0113372
24,-0.37392965,-0.4893161,"('dishonest', 'honest')",-1.4671327,-1.6854013,0.10828257,0.02944376,1.0235068,0.89754665,-0.1773182,-0.3119318,0.1346136
37,-0.3474487,-0.41623428,"('fake', 'genuine')",-0.2921108,-0.40487504,0.29694006,0.15858454,0.51109,0.34503064,0.0421176,-0.0793735,0.1214911
13,-0.3040916,-0.08610287,"('impolite', 'polite')",-1.4420962,-1.4538794,-0.33441752,-0.30130664,0.1315747,0.14521018,-0.4872576,-0.4240197,-0.0632379
38,0.30201378,0.2474823,"('untruthful', 'truthful')",-0.5266003,-0.5471135,0.12706308,0.13418902,0.37017122,0.3609118,0.0681619,0.0488674,0.0192945
63,0.2876594,0.46258646,"('unperceptive', 'insightful')",-0.6718502,-0.73661405,0.4109132,0.42339915,0.6019338,0.50042415,0.157164,0.1624489,-0.0052849
1,0.28104103,-0.13142082,"('unfriendly', 'friendly')",0.5490879,0.25700125,1.4780297,1.1993406,1.8876289,1.5676304,1.0489469,0.7231379,0.325809
34,-0.28024876,-0.15485205,"('mean', 'honorable')",-0.09308549,-0.051791415,-0.037000485,-0.0127816275,5.29279,5.2458243,1.2206138,1.2565998,-0.035986
40,0.23558474,-0.10775464,"('stingy', 'generous')",0.09350075,-0.16031717,0.4714489,0.24692872,-2.2182133,-2.516744,-0.3544197,-0.6344718,0.2800521
58,0.22208875,0.099564776,"('undiscriminating', 'discriminating')",0.04518009,-0.13539222,0.38016963,0.35888994,0.24583122,0.31650567,0.2233174,0.159892,0.0634254
51,-0.22051026,0.06464118,"('uneducated', 'educated')",-1.0124806,-1.0726095,-0.20210789,-0.1650552,0.6013904,0.6452456,-0.2084271,-0.1319445,-0.0764826
19,-0.21581121,-0.38275492,"('inhospitable', 'hospitable')",0.6438883,0.66525203,0.38386017,0.33318907,-0.04804572,0.033024266,0.1909729,0.1621776,0.0287953
18,-0.19563785,-0.23156649,"('disagreeable', 'welcoming')",-0.8092904,-0.7694738,0.21003863,0.14499088,-0.99740845,-1.0370388,-0.4480745,-0.473272,0.0251975
82,-0.19543193,-0.032369327,"('poor', 'rich')",-0.69556034,-0.6298981,-0.3750581,-0.22309387,6.5157666,6.421887,1.3124291,1.3841314,-0.0717023
61,-0.1894177,-0.16508435,"('illogical', 'logical')",-0.917947,-0.99320596,0.16924879,0.119520836,-0.32768962,-0.35533792,-0.3164514,-0.3485268,0.0320754
83,-0.18122463,-0.13260658,"('powerless', 'powerful')",0.15032342,0.1730847,0.30169028,0.4472226,-1.23872,-1.1518354,-0.2419827,-0.1660337,-0.075949
44,-0.17005476,-0.0110036265,"('prejudiced', 'unprejudiced')",-0.20514037,0.01500001,-0.749113,-0.59706056,-1.6000621,-1.3714339,-0.6810926,-0.4911245,-0.1899681
41,0.14686266,0.10918419,"('unforgiving', 'forgiving')",-0.79544187,-0.9397826,0.23854613,0.10652599,0.50037473,0.4395814,0.0225854,-0.0711228,0.0937082
53,0.1115096,-0.007690504,"('uncreative', 'creative')",0.9024185,0.748455,0.21994919,0.2573309,1.0822662,1.1105555,0.5790359,0.5271627,0.0518732
15,-0.108822204,-0.31358686,"('boring', 'funny')",0.7916105,0.74499327,0.9661605,0.8903823,0.0024577733,0.22968854,0.4128516,0.3878693,0.0249823
54,-0.096624024,-0.20676255,"('incapable', 'capable')",0.012813766,0.03791899,0.87676066,0.9072129,0.84813863,0.79473406,0.4102722,0.3832759,0.0269963
79,0.09565361,-0.44434097,"('wavering', 'unwavering')",1.1089855,1.0214466,0.49062377,0.28752914,-0.41444105,-0.4331709,0.3202055,0.107866,0.2123395
26,0.08572812,-0.21132345,"('hardhearted', 'benevolent')",0.15286757,-0.06544158,1.7883105,1.6390961,1.0948657,0.8966571,0.780443,0.5647471,0.2156959
12,0.08232449,0.07434184,"('unsupportive', 'supportive')",-0.42546725,-0.5158331,0.9991666,0.9440369,-1.4693336,-1.5709593,-0.2033274,-0.2671034,0.063776
2,-0.079652205,-0.017911056,"('unlikable', 'likable')",0.35412666,0.35844207,0.8291963,0.86828566,0.7455501,0.8889904,0.4623052,0.5244517,-0.0621465
31,-0.06766914,-0.50673467,"('evil', 'good')",1.3310816,1.2206132,-0.37940806,-0.58606744,-1.9364262,-2.0046406,-0.2631055,-0.4692073,0.2061018
72,0.056628164,0.110666454,"('unambitious', 'ambitious')",-0.68569547,-0.72289526,-0.55547637,-0.472668,-0.39529705,-0.35241038,-0.3949602,-0.3593268,-0.0356334
9,-0.039570585,-0.28173816,"('unaffectionate', 'caring')",0.011088625,-0.14149557,1.4228885,1.2857043,1.4281532,1.2149731,0.70564,0.5193609,0.1862791
25,-0.037359953,-0.33691555,"('egoistic', 'altruistic')",1.4078065,1.3869139,0.58490103,0.5272737,0.9026989,0.7751024,0.7145116,0.5880936,0.126418
32,-0.025791734,-0.03962985,"('unkind', 'kind')",-1.2870833,-1.4255404,0.2760097,0.2517786,1.4290327,1.3478962,0.0980418,0.0336261,0.0644157
42,-0.022725843,0.052592594,"('unreliable', 'reliable')",0.0715663,0.099284716,0.48773652,0.5867177,-2.6745622,-2.3916354,-0.5344963,-0.4132601,-0.1212362
56,0.007561527,0.28445718,"('impractical', 'practical')",-0.9759056,-0.87998086,0.78130597,0.9857798,-0.21970767,0.019801458,-0.1016864,0.1025144,-0.2042008
