,dte_male,dte_female,tuple,energy_male,energy_female,co_male,co_female,average_male,average_female,male-female
1,-2.0466871,-2.2062418,"('unfriendly', 'friendly')",0.33614764,0.24008352,0.43744257,0.5890447,-0.4243656,-0.4590379,0.0346723
6,-1.8381001,-1.7630186,"('distant', 'open')",-0.7551111,-0.90124977,-1.6732479,-1.3474263,-1.422153,-1.3372316,-0.0849214
8,-1.7059947,-1.762217,"('unaffectionate', 'affectionate')",-0.7409581,-0.7550677,-0.61814076,-0.18447225,-1.0216978,-0.9005857,-0.1211121
27,-1.5712818,-1.5276058,"('hardhearted', 'softhearted')",-0.22726738,-0.24176025,-0.23264648,0.078479216,-0.6770652,-0.563629,-0.1134362
9,-1.5435728,-1.7363639,"('unaffectionate', 'caring')",0.34200191,0.3462357,0.12209196,0.43250686,-0.3598263,-0.3192071,-0.0406192
78,-1.5291984,-1.3473381,"('nonresilient', 'resilient')",-0.33037722,-0.11071262,-0.56569535,-0.53827095,-0.8084237,-0.6654406,-0.1429831
5,-1.3947624,-1.2514772,"('distant', 'outgoing')",-0.17111775,-0.24989219,-1.6187749,-1.2297585,-1.0615517,-0.910376,-0.1511757
10,-1.391162,-1.4609044,"('unsympathetic', 'sympathetic')",-0.057043597,0.004743684,-0.38365144,-0.5356811,-0.610619,-0.6639473,0.0533283
73,1.3772088,1.3657076,"('helpless', 'self-reliant')",1.2444106,1.2449825,-3.0646777,-3.0661857,-0.1476861,-0.1518319,0.0041458
31,-1.374184,-1.2077266,"('evil', 'good')",-1.6011053,-1.6925457,-1.9505951,-1.8075348,-1.6419614,-1.569269,-0.0726924
40,-1.3501167,-1.2592604,"('stingy', 'generous')",-0.16936362,-0.14290595,-3.453766,-3.2695196,-1.6577489,-1.5572287,-0.1005202
18,-1.2317399,-1.2366748,"('disagreeable', 'welcoming')",-0.774807,-0.82380635,-1.3256122,-1.1731986,-1.1107197,-1.0778933,-0.0328264
28,-1.201913,-1.1980706,"('disloyal', 'loyal')",0.1454689,0.21262491,0.6626719,0.7509721,-0.1312574,-0.0781579,-0.0530995
15,1.1755888,0.721805,"('boring', 'funny')",0.4265585,0.17719397,1.1023612,0.80843025,0.9015028,0.5691431,0.3323597
41,-1.1593775,-1.055692,"('unforgiving', 'forgiving')",-0.7083537,-0.59368616,0.5262128,0.3774235,-0.4471728,-0.4239848,-0.023188
45,-1.1230508,-0.96560216,"('incompetent', 'competent')",-0.19020578,0.066840276,-0.06019284,-0.23754634,-0.4578165,-0.3787694,-0.0790471
56,1.049271,1.1988201,"('impractical', 'practical')",1.9898818,2.14248,0.64548993,0.4934526,1.2282142,1.2782509,-0.0500367
86,-1.0348284,-1.0758606,"('uninfluential', 'influential')",0.8804753,0.856881,-0.825197,-0.74388355,-0.3265167,-0.3209544,-0.0055623
55,-0.98477954,-0.8635273,"('incompetent', 'clever')",-0.06356746,0.12302917,0.4532654,0.23779666,-0.1983605,-0.1675672,-0.0307933
66,-0.9249257,-1.1131685,"('inactive', 'active')",-0.6552118,-0.87913924,0.25380784,0.28796157,-0.4421099,-0.5681154,0.1260055
48,-0.9131211,-0.886774,"('unintelligent', 'intelligent')",1.0413201,0.98257285,-0.18297084,-0.2723662,-0.0182573,-0.0588558,0.0405985
26,-0.8884036,-1.0792937,"('hardhearted', 'benevolent')",1.0094956,0.8995171,1.0486236,1.1237491,0.3899052,0.3146575,0.0752477
25,-0.8624364,-1.1420002,"('egoistic', 'altruistic')",0.6279159,0.47618842,1.1287792,1.1118345,0.2980862,0.1486742,0.149412
53,-0.850588,-1.1680952,"('uncreative', 'creative')",0.79719555,0.72716826,0.38724098,0.3307213,0.1112828,-0.0367352,0.148018
74,-0.85056794,-0.86229765,"('undedicated', 'dedicated')",0.25075972,0.24218476,0.0909859,-0.08312983,-0.1696074,-0.2344142,0.0648068
39,0.8501669,0.89673215,"('exploitative', 'cooperative')",0.013873262,0.15288186,0.48344067,0.533459,0.4491603,0.527691,-0.0785307
0,-0.7924218,-0.81171954,"('unsociable', 'sociable')",0.4901148,0.6121745,0.29648226,0.013714865,-0.0019416,-0.0619434,0.0600018
24,-0.758271,-0.66167474,"('dishonest', 'honest')",0.75955,0.7707551,0.013875527,0.30632526,0.0050515,0.1384685,-0.133417
68,-0.70349634,-0.7691825,"('dependent', 'independent')",-0.28291434,-0.33179185,-1.066477,-1.4809446,-0.6842959,-0.8606397,0.1763438
82,-0.672145,-1.0849696,"('poor', 'rich')",0.15698104,0.033866502,6.1700115,5.9468794,1.8849492,1.6319254,0.2530238
72,-0.65878546,-0.6662216,"('unambitious', 'ambitious')",0.79223454,0.71629906,-1.03013,-0.9377222,-0.2988937,-0.2958816,-0.0030121
51,-0.6283856,-0.7945482,"('uneducated', 'educated')",-0.013421997,-0.04923974,0.9202142,0.71041673,0.0928022,-0.0444571,0.1372593
57,-0.6186727,-0.895002,"('unimaginative', 'imaginative')",1.1741427,1.037975,-2.3865662,-2.9767253,-0.6103654,-0.9445841,0.3342187
30,0.6038197,0.38301343,"('intolerant', 'tolerant')",1.7389491,1.6351666,0.92707527,0.7704352,1.089948,0.9295384,0.1604096
64,0.58765966,0.84230244,"('shy', 'confident')",1.0376217,1.1808234,-4.848249,-5.1540966,-1.0743225,-1.0436569,-0.0306656
58,-0.57640123,-0.83058053,"('undiscriminating', 'discriminating')",0.971267,0.77888,0.13997367,-0.09154515,0.1782798,-0.0477486,0.2260284
19,-0.54510874,-0.80492234,"('inhospitable', 'hospitable')",-0.96660995,-1.0827606,-0.39319605,-0.47271127,-0.6349716,-0.7867981,0.1518265
2,0.54135,0.47330245,"('unlikable', 'likable')",1.4203717,1.40185,1.311588,1.4565117,1.0911032,1.1105547,-0.0194515
67,0.53089374,0.6897501,"('doubtful', 'determined')",0.37811077,0.3757017,-0.06094694,0.14428227,0.2826859,0.4032447,-0.1205588
17,-0.5153596,-0.6203701,"('nasty', 'nice')",-0.86741996,-1.0139257,0.10713984,-0.18547195,-0.4252133,-0.6065892,0.1813759
23,-0.4899375,-0.59354085,"('insincere', 'sincere')",0.3156934,0.40343443,5.159103,5.3457484,1.6616197,1.7185473,-0.0569276
80,0.4854767,0.64618224,"('dominated', 'dominating')",0.38525242,0.586507,0.34210834,0.24167278,0.4042792,0.491454,-0.0871748
34,-0.47686136,-0.52172184,"('mean', 'honorable')",0.5767987,0.5875107,4.5138044,4.797097,1.537914,1.620962,-0.083048
76,0.46063453,0.35573065,"('anxious', 'daring')",-0.06028478,0.02931824,0.50014347,0.34380275,0.3001644,0.2429506,0.0572138
20,-0.44755107,-0.6319681,"('rough', 'thoughtful')",-0.06424133,-0.08270144,0.59775484,0.2769473,0.0286541,-0.1459074,0.1745615
22,-0.44004142,-0.31590196,"('untrustworthy', 'trustworthy')",-0.87164193,-0.78424406,-0.34474277,-0.5566555,-0.5521421,-0.5522672,0.0001251
69,0.4021897,0.5060554,"('lazy', 'industrious')",0.48596716,0.43837672,-0.90342253,-0.85972863,-0.0050885,0.0282345,-0.033323
81,0.37678576,0.48209834,"('submissive', 'aggressive')",1.7856593,2.0289166,-0.23668686,-0.24385318,0.6419194,0.7557206,-0.1138012
47,0.37605,0.24036814,"('stupid', 'smart')",1.3313718,1.3162671,5.0607514,5.2744484,2.2560577,2.2770279,-0.0209702
36,-0.36928695,-0.8007794,"('hostile', 'amicable')",-0.75348294,-1.1748778,-0.2054519,-0.47131965,-0.4427406,-0.815659,0.3729184
50,0.35075015,0.28125817,"('clumsy', 'skillful')",-0.15356636,-0.05328442,0.13804682,0.26025748,0.1117435,0.1627437,-0.0510002
38,-0.34535837,-0.22331649,"('untruthful', 'truthful')",0.5229148,0.5261821,0.13693649,0.28207842,0.104831,0.1949813,-0.0901503
32,-0.32870632,-0.41984543,"('unkind', 'kind')",0.5073705,0.5755139,1.1400164,1.1991905,0.4395602,0.4516197,-0.0120595
84,0.32858783,0.37969676,"('inferior', 'superior')",0.22032759,0.29510844,0.5025283,0.44235206,0.3504812,0.3723857,-0.0219045
88,0.31209737,-0.19807422,"('low', 'eminent')",0.81137115,0.40415272,1.0979048,0.4808125,0.7404578,0.2289637,0.5114941
29,-0.30461353,-0.32051665,"('unfair', 'fair')",-0.6934384,-0.84664756,-0.6021002,-0.8535195,-0.533384,-0.6735613,0.1401773
35,-0.2817245,-0.5362181,"('corrupt', 'incorrupt')",-1.1376088,-1.3517277,-0.5498454,-0.6901185,-0.6563929,-0.8593548,0.2029619
3,-0.27799296,-0.29005194,"('repellent', 'pleasant')",-0.27295056,-0.2199469,0.84519523,0.58476853,0.0980839,0.0249232,0.0731607
87,0.27612475,0.14612669,"('unsuccessful', 'successful')",0.36678883,0.44948423,0.78508794,0.5612497,0.4760005,0.3856202,0.0903803
49,-0.26812255,-0.26362735,"('unable', 'able')",0.070682056,0.055924945,-0.10977801,-0.11197099,-0.1024062,-0.1065578,0.0041516
12,-0.2521585,-0.111606985,"('unsupportive', 'supportive')",1.0206274,1.1127971,-1.9622136,-1.9999554,-0.3979149,-0.3329217,-0.0649932
75,0.24190375,0.08068977,"('meek', 'impulsive')",-0.22778231,-0.43500015,-0.0715687,-0.14798361,-0.0191491,-0.1674313,0.1482822
14,0.223107,0.2095286,"('antisocial', 'social')",1.3570724,1.4732516,0.16813633,-0.12014311,0.5827719,0.520879,0.0618929
7,0.21794203,0.07974022,"('insensitive', 'sensitive')",1.0685133,1.0024964,-0.15708369,-0.20712367,0.3764572,0.2917043,0.0847529
60,0.21714824,0.4352843,"('inefficient', 'efficient')",2.0226293,2.3199542,0.14558405,0.1361189,0.7951206,0.9637858,-0.1686652
62,0.215416,0.38915268,"('incompetent', 'brilliant')",0.8086462,1.0712711,0.26874772,0.35901222,0.4309366,0.6064787,-0.1755421
13,-0.2084146,-0.036410335,"('impolite', 'polite')",0.30576968,0.39923033,-0.16854313,-0.13596363,-0.0237293,0.0756188,-0.0993481
42,0.20657817,0.33139086,"('unreliable', 'reliable')",0.33637518,0.45852953,-2.2105844,-2.2423513,-0.555877,-0.4841437,-0.0717333
79,-0.19931088,-0.46655166,"('wavering', 'unwavering')",-0.5437466,-0.7229514,-0.43312344,-0.51663667,-0.3920603,-0.5687133,0.176653
33,0.17586777,0.2557485,"('wrong', 'right')",0.98080915,0.7823709,-1.03999,-0.9165519,0.0388956,0.0405225,-0.0016269
4,-0.1748546,-0.11340006,"('disliked', 'liked')",0.7172222,0.6691848,-5.6821427,-5.936575,-1.7132584,-1.7935967,0.0803383
63,-0.14607316,0.025520068,"('unperceptive', 'insightful')",0.6822527,0.92861474,0.27783492,0.25368726,0.2713381,0.4026074,-0.1312693
77,-0.1381782,0.04908716,"('unmotivated', 'motivated')",0.4623303,0.5053361,-1.0601223,-1.1921641,-0.2453234,-0.2125803,-0.0327431
83,0.13229065,0.16292968,"('powerless', 'powerful')",1.3858165,1.3372867,-1.4153802,-1.344506,0.0342423,0.0519034,-0.0176611
52,-0.1315867,-0.25855172,"('irrational', 'rational')",-0.15583539,-0.3045191,-0.49706483,-0.5022545,-0.2614956,-0.3551084,0.0936128
71,0.12791565,0.099172115,"('diffident', 'self-confident')",1.7633646,1.6013103,0.23167065,0.37276545,0.7076503,0.6910826,0.0165677
21,0.12540708,0.32260108,"('immoral', 'moral')",1.5279253,1.6986088,-0.3891371,-0.44642574,0.4213984,0.524928,-0.1035296
85,0.12369878,-0.15926395,"('insignificant', 'prestigious')",0.44759613,0.1128647,-0.32710448,-0.3905484,0.0813968,-0.1456492,0.227046
54,-0.11659703,-0.47860035,"('incapable', 'capable')",-0.12141703,-0.2663168,0.84031194,0.85532033,0.200766,0.0368011,0.1639649
37,-0.11188774,0.02884794,"('fake', 'genuine')",0.09980413,0.3057703,-0.50431913,-0.21710768,-0.1721342,0.0391702,-0.2113044
43,-0.104665816,-0.010063298,"('irresponsible', 'responsible')",1.2725129,1.4484428,0.41639674,0.52450657,0.5280813,0.6542954,-0.1262141
61,0.10209082,-0.10166262,"('illogical', 'logical')",1.177255,1.0170916,-0.09362299,-0.35446817,0.3952409,0.1869869,0.208254
59,0.09617942,0.101912856,"('foolish', 'wise')",1.0349574,1.0261811,-0.11321972,0.10689707,0.3393057,0.4116637,-0.072358
46,-0.0958955,0.054069556,"('uncompetitive', 'competitive')",0.2985421,0.47300074,-0.6808803,-0.9469528,-0.1594112,-0.1399608,-0.0194504
44,0.08264719,0.43775332,"('prejudiced', 'unprejudiced')",-0.31505704,-0.07668368,-0.8792423,-0.6117008,-0.3705507,-0.0835437,-0.287007
65,-0.031399697,-0.029875457,"('insecure', 'secure')",0.5935216,0.7345352,0.4322818,0.28942156,0.3314679,0.3313604,0.0001075
11,-0.029735316,0.23274119,"('unhelpful', 'helpful')",0.7842502,1.0344303,2.4950335,2.7164054,1.0831828,1.3278589,-0.2446761
16,-0.022026405,-0.12935555,"('unpopular', 'popular')",-0.33863258,-0.42394888,0.5662679,0.5640636,0.0685363,0.0035864,0.0649499
70,0.014337314,-0.028706456,"('lethargic', 'energetic')",0.48994726,0.6224188,0.44005615,0.47584647,0.3147802,0.3565196,-0.0417394
