,pg&e_male,pg&e_female,tuple,corp_male,corp_female,average_male,average_female,male-female
18,-2.0011747,-1.9007461,"('disagreeable', 'welcoming')",-0.008710802,0.19197127,-1.0049428,-0.8543874,-0.1505554
15,1.9043003,1.2158887,"('boring', 'funny')",1.6748562,1.152008,1.7895782,1.1839484,0.6056298
56,1.646121,1.4048902,"('impractical', 'practical')",-0.5705334,-0.7029649,0.5377938,0.3509626,0.1868312
85,1.566246,1.0620979,"('insignificant', 'prestigious')",1.4899814,0.7554428,1.5281137,0.9087703,0.6193434
68,-1.4859563,-1.2729497,"('dependent', 'independent')",-1.1273018,-0.7829981,-1.3066291,-1.0279739,-0.2786552
62,1.4369886,1.2439724,"('incompetent', 'brilliant')",-0.6184899,-0.9116216,0.4092493,0.1661754,0.2430739
40,-1.3849101,-1.2093534,"('stingy', 'generous')",-1.4116622,-1.1973392,-1.3982861,-1.2033463,-0.1949398
2,1.2893813,1.0789372,"('unlikable', 'likable')",1.8349096,1.3676412,1.5621455,1.2232893,0.3388562
81,-1.2838936,-1.1677725,"('submissive', 'aggressive')",-0.07664541,-0.04652442,-0.6802695,-0.6071485,-0.073121
70,-1.2629371,-1.0592893,"('lethargic', 'energetic')",-0.5306842,-0.6924217,-0.8968107,-0.8758555,-0.0209552
29,1.1477506,1.2976973,"('unfair', 'fair')",0.10738559,0.009181663,0.6275681,0.6534395,-0.0258714
69,1.1294372,0.6508633,"('lazy', 'industrious')",1.7295665,1.0385011,1.4295018,0.8446822,0.5848196
38,-1.1150277,-1.2767613,"('untruthful', 'truthful')",-0.73994917,-0.7956587,-0.9274884,-1.0362101,0.1087217
10,-1.0987248,-0.74824095,"('unsympathetic', 'sympathetic')",-2.2038927,-1.7622448,-1.6513088,-1.2552428,-0.396066
73,1.0418111,0.97786516,"('helpless', 'self-reliant')",0.9385795,0.7216727,0.9901953,0.8497689,0.1404264
86,-1.0231227,-0.7373222,"('uninfluential', 'influential')",-2.0567098,-1.9815356,-1.5399163,-1.3594289,-0.1804874
39,1.0184842,1.5709867,"('exploitative', 'cooperative')",-0.5902542,-0.26819745,0.214115,0.6513947,-0.4372797
46,-1.0116667,-0.83714396,"('uncompetitive', 'competitive')",-1.0966843,-1.0447488,-1.0541755,-0.9409463,-0.1132292
84,0.9459876,0.7083311,"('inferior', 'superior')",0.3613926,-0.14799836,0.6536901,0.2801664,0.3735237
21,0.943726,1.1423757,"('immoral', 'moral')",-0.24701475,-0.052280635,0.3483556,0.5450475,-0.1966919
51,-0.94242805,-0.78607607,"('uneducated', 'educated')",-0.16562611,-0.24318513,-0.5540271,-0.5146306,-0.0393965
77,0.93558115,1.3053666,"('unmotivated', 'motivated')",-0.47197407,-0.45937356,0.2318035,0.4229965,-0.191193
53,0.8354417,0.9503264,"('uncreative', 'creative')",-0.66520965,-0.71560526,0.085116,0.1173606,-0.0322446
83,0.79120594,0.48094344,"('powerless', 'powerful')",-0.4528401,-0.83766896,0.1691829,-0.1783628,0.3475457
26,0.7093161,0.3978866,"('hardhearted', 'benevolent')",0.64001274,0.48179,0.6746644,0.4398383,0.2348261
13,-0.64515585,-0.49848977,"('impolite', 'polite')",-1.6047215,-1.2541608,-1.1249387,-0.8763252,-0.2486135
8,-0.6436677,-0.56484103,"('unaffectionate', 'affectionate')",-0.6253489,-0.50782347,-0.6345083,-0.5363322,-0.0981761
14,0.6315983,0.38159892,"('antisocial', 'social')",-0.4700098,-0.6415305,0.0807942,-0.1299658,0.21076
45,0.6300851,0.2953267,"('incompetent', 'competent')",-1.6077157,-1.7404454,-0.4888153,-0.7225593,0.233744
64,-0.6172384,-0.61690456,"('shy', 'confident')",-0.015878033,-0.0776819,-0.3165582,-0.3472932,0.030735
41,-0.61476696,-0.77279687,"('unforgiving', 'forgiving')",-1.1396034,-1.290154,-0.8771852,-1.0314754,0.1542902
35,-0.6040574,-1.1701686,"('corrupt', 'incorrupt')",1.2256469,0.45687595,0.3107947,-0.3566464,0.6674411
63,-0.5836508,-0.26670772,"('unperceptive', 'insightful')",-0.26871553,-0.13599686,-0.4261832,-0.2013523,-0.2248309
47,-0.57422924,-0.9144027,"('stupid', 'smart')",-0.49314925,-0.7886922,-0.5336893,-0.8515475,0.3178582
