,manitowoc_male,manitowoc_female,tuple,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
55,-2.2915728,-2.1045156,"('incompetent', 'clever')",1.0312853,1.2074376,0.0113911405,-0.30610898,-0.4162988,-0.4010623,-0.0152365
28,-2.194253,-2.1958346,"('disloyal', 'loyal')",-0.76873964,-1.0615733,1.5130001,1.3329924,-0.4833308,-0.6414718,0.158141
23,-2.0342948,-1.699601,"('insincere', 'sincere')",-0.6439103,-0.21127172,5.750794,5.996011,1.0241963,1.3617126,-0.3375163
77,-2.0338905,-1.7874672,"('unmotivated', 'motivated')",-0.34714475,-0.08369559,-0.90751255,-0.7935319,-1.0961827,-0.8882316,-0.2079511
69,1.8881229,1.521353,"('lazy', 'industrious')",1.1108836,0.9746765,-0.8029643,-0.60745955,0.732014,0.6295233,0.1024907
10,-1.8809592,-1.6930686,"('unsympathetic', 'sympathetic')",-0.22612482,-0.2320404,0.15118077,-0.148101,-0.6519678,-0.69107,0.0391022
86,-1.8711623,-1.937926,"('uninfluential', 'influential')",0.05683902,-0.35695252,0.46681958,0.23880333,-0.4491679,-0.6853584,0.2361905
60,-1.7848907,-1.3187114,"('inefficient', 'efficient')",0.68246895,1.2064109,0.06758979,0.1495088,-0.344944,0.0124028,-0.3573468
65,-1.7711254,-1.6693813,"('insecure', 'secure')",0.6898177,0.7655751,-0.41466835,-0.5649308,-0.4986587,-0.489579,-0.0090797
0,-1.7180128,-1.7289802,"('unsociable', 'sociable')",0.0017767362,0.0054665357,-0.72177815,-0.9579989,-0.8126714,-0.8938375,0.0811661
14,-1.7171502,-1.7082134,"('antisocial', 'social')",1.0359765,1.1665896,-1.0684649,-1.2731619,-0.5832129,-0.6049286,0.0217157
46,-1.6435263,-1.5231252,"('uncompetitive', 'competitive')",0.36522847,0.15427423,-0.8729874,-1.0994377,-0.7170951,-0.8227629,0.1056678
62,-1.6245899,-1.2586869,"('incompetent', 'brilliant')",0.07203594,0.5799407,0.14683811,0.33144775,-0.468572,-0.1157662,-0.3528058
81,-1.6234647,-1.4773316,"('submissive', 'aggressive')",0.12615141,0.4413587,-0.7588856,-0.79848695,-0.7520663,-0.6114866,-0.1405797
7,-1.579079,-1.3886397,"('insensitive', 'sensitive')",0.06877817,0.17147245,0.81588334,0.8556895,-0.2314725,-0.1204926,-0.1109799
52,1.530452,1.2056836,"('irrational', 'rational')",-0.6420168,-1.0830474,0.44178882,0.40631866,0.443408,0.1763183,0.2670897
35,1.4999413,1.2036467,"('corrupt', 'incorrupt')",-1.1022189,-1.259511,0.07274367,0.06480545,0.156822,0.0029804,0.1538416
58,-1.4851984,-1.392661,"('undiscriminating', 'discriminating')",0.9329446,0.92690086,-0.121123746,-0.15113503,-0.2244592,-0.2056317,-0.0188275
44,1.4244399,1.4095078,"('prejudiced', 'unprejudiced')",-0.77938354,-0.51768935,-1.3198203,-1.3668523,-0.2249213,-0.1583446,-0.0665767
75,1.4126973,1.20827,"('meek', 'impulsive')",-0.55974495,-0.6771673,-0.38001642,-0.4220463,0.1576453,0.0363521,0.1212932
59,1.3039821,1.3173915,"('foolish', 'wise')",-0.1321074,-0.20834252,0.5901172,0.86877173,0.5873307,0.6592735,-0.0719428
13,-1.3017142,-1.061738,"('impolite', 'polite')",-0.32825148,-0.04836428,-0.48369408,-0.38472188,-0.7045533,-0.4982747,-0.2062786
20,-1.2947984,-1.2117364,"('rough', 'thoughtful')",0.48729667,0.7565664,0.5764033,0.55377144,-0.0770328,0.0328671,-0.1098999
21,-1.2840445,-1.1928515,"('immoral', 'moral')",0.11932637,0.39162266,-0.9502518,-1.0232644,-0.70499,-0.6081644,-0.0968256
32,-1.2026193,-1.0737847,"('unkind', 'kind')",0.52774364,0.73999393,1.2611831,1.2504263,0.1954358,0.3055452,-0.1101094
61,-1.1837878,-1.1697623,"('illogical', 'logical')",-0.31492478,-0.31960464,-0.09602274,-0.078099266,-0.5315784,-0.5224887,-0.0090897
11,-1.1686888,-0.84884155,"('unhelpful', 'helpful')",-0.118904024,0.26309237,2.26289,2.3448992,0.3250991,0.5863833,-0.2612842
70,-1.1502709,-0.8734305,"('lethargic', 'energetic')",-0.08878095,0.052733444,1.1184492,1.0605931,-0.0402009,0.0799654,-0.1201663
40,1.1354381,0.9696429,"('stingy', 'generous')",0.3461396,-0.015234896,-1.7447741,-2.0373032,-0.0877322,-0.3609651,0.2732329
15,1.0767282,0.95394456,"('boring', 'funny')",0.5222056,0.53602695,0.6450433,0.7469028,0.7479924,0.7456248,0.0023676
24,-1.0600597,-0.73514545,"('dishonest', 'honest')",-0.49690157,-0.14896518,1.2312137,1.2138832,-0.1085825,0.1099242,-0.2185067
45,-1.024579,-1.0002146,"('incompetent', 'competent')",0.4311566,0.19985023,-0.19550227,-0.4870101,-0.2629749,-0.4291248,0.1661499
27,1.0220356,0.9302488,"('hardhearted', 'softhearted')",-0.10706096,-0.10057525,1.5492988,1.5343974,0.8214245,0.7880236,0.0334009
56,-1.0073978,-0.67476434,"('impractical', 'practical')",0.84233296,1.3022501,-0.08605252,-0.016517155,-0.0837058,0.2036562,-0.287362
49,-0.9897654,-0.8973521,"('unable', 'able')",-1.0371368,-0.68791634,-0.52472824,-0.3522881,-0.8505435,-0.6458522,-0.2046913
41,-0.9585986,-0.978924,"('unforgiving', 'forgiving')",-0.2575147,-0.30982572,-0.10968791,-0.31092846,-0.4419338,-0.5332261,0.0912923
38,-0.94962466,-0.65577245,"('untruthful', 'truthful')",-1.1225426,-0.85126,-0.01480972,0.19479656,-0.695659,-0.4374119,-0.2582471
72,-0.88252914,-0.8410705,"('unambitious', 'ambitious')",-0.39236093,-0.08789852,-0.6823262,-0.77862734,-0.6524054,-0.5691988,-0.0832066
82,-0.87311274,-0.8472094,"('poor', 'rich')",0.5708983,0.41026607,6.4781256,6.403833,2.058637,1.9889631,0.0696739
19,-0.8599657,-0.7969304,"('inhospitable', 'hospitable')",-1.1271213,-1.10323,-0.4356337,-0.18672046,-0.8075736,-0.6956269,-0.1119467
5,0.8549858,0.8212744,"('distant', 'outgoing')",-1.1395099,-1.1722437,-0.61565244,-0.2717409,-0.3000589,-0.2075701,-0.0924888
31,0.854982,0.6961527,"('evil', 'good')",-0.29942206,-0.33163038,-1.2727118,-1.3532251,-0.2390506,-0.3295676,0.090517
43,-0.8498792,-0.58714896,"('irresponsible', 'responsible')",0.06884769,0.60847795,0.7981993,0.7679116,0.0057226,0.2630802,-0.2573576
85,0.8494195,0.6610931,"('insignificant', 'prestigious')",-1.0930593,-1.6436731,0.21647622,0.42262024,-0.0090545,-0.1866532,0.1775987
