,walgreens_male,walgreens_female,tuple,boots_male,boots_female,alliance_male,alliance_female,inc_male,inc_female,average_male,average_female,male-female
63,-0.7131738,-0.9628455,"('unperceptive', 'insightful')",0.5043603,0.34934774,1.668082,1.4618192,1.1816003,1.1616746,0.6602172,0.502499,0.1577182
42,0.7013941,0.68976986,"('unreliable', 'reliable')",-0.0922666,-0.17415765,1.1317208,1.0374072,-2.4890413,-2.5067594,-0.1870483,-0.238435,0.0513867
36,0.6975196,0.711656,"('hostile', 'amicable')",-0.030510563,0.06600453,-0.88518417,-1.1879216,0.30899185,-0.09164679,0.0227042,-0.125477,0.1481812
9,-0.68196344,-0.9708937,"('unaffectionate', 'caring')",1.234059,1.0676748,0.045242377,-0.39221573,1.3239036,1.3057423,0.4803104,0.2525769,0.2277335
53,-0.6489534,-0.8930731,"('uncreative', 'creative')",0.07278452,-0.25281247,-1.1592594,-1.5746382,1.5475521,1.2153631,-0.0469691,-0.3762902,0.3293211
16,0.6476702,0.74256325,"('unpopular', 'popular')",-1.0769483,-0.83804286,-1.7430098,-1.7355337,0.32299656,0.28261396,-0.4623228,-0.3870998,-0.075223
5,0.624941,0.6424153,"('distant', 'outgoing')",0.5001178,0.658682,-1.32319,-1.4507353,0.06430444,-0.052586712,-0.0334567,-0.0505562,0.0170995
47,0.62310994,0.8205574,"('stupid', 'smart')",1.7161885,1.8601508,1.0613766,1.3569719,4.809949,5.261482,2.0526559,2.3247905,-0.2721346
4,0.6155469,0.4661819,"('disliked', 'liked')",0.06695871,0.116334684,-0.9994036,-1.2470982,-5.691499,-6.219803,-1.5020993,-1.7210962,0.2189969
8,-0.58892035,-0.7348803,"('unaffectionate', 'affectionate')",0.6749791,0.61834383,-0.7751823,-1.1067798,0.82844794,0.73142827,0.0348311,-0.122972,0.1578031
39,0.57411426,0.5207833,"('exploitative', 'cooperative')",1.4438226,1.4522456,2.459114,2.3733141,-0.015544682,0.11219238,1.1153765,1.1146338,0.0007427
38,-0.54752743,-0.6426584,"('untruthful', 'truthful')",0.095862776,0.11196059,-0.15212815,-0.11008868,0.6173536,0.45399353,0.0033902,-0.0466982,0.0500884
0,-0.54570085,-0.88356817,"('unsociable', 'sociable')",0.9406495,0.5795498,1.8796892,1.725835,-0.13056159,-0.31176502,0.5360191,0.2775129,0.2585062
13,-0.54514676,-0.74692124,"('impolite', 'polite')",0.44751304,0.117090285,1.4161735,1.4740666,-0.36539146,-0.24562365,0.2382871,0.149653,0.0886341
19,0.52149695,0.5346304,"('inhospitable', 'hospitable')",-1.0696876,-0.9994078,-1.3013552,-1.4654399,0.092736036,-0.096411444,-0.4392025,-0.5066572,0.0674547
33,0.50577766,0.51340693,"('wrong', 'right')",0.48244646,0.5399322,-0.388797,-0.28328192,-0.51323223,-0.7119532,0.0215487,0.014526,0.0070227
6,0.49243993,0.54992783,"('distant', 'open')",0.035322994,0.17135234,-1.0051391,-1.1425109,0.77421075,0.5870682,0.0742086,0.0414594,0.0327492
60,-0.49241695,-0.56242514,"('inefficient', 'efficient')",1.3068317,1.1481602,2.937105,3.0444145,0.09996955,0.35748744,0.9628723,0.9969093,-0.034037
51,-0.44735712,-0.46932113,"('uneducated', 'educated')",-0.17366198,-0.31721056,0.9474115,0.84749216,0.3718099,0.40810916,0.1745506,0.1172674,0.0572832
61,-0.43012953,-0.6301746,"('illogical', 'logical')",0.58112097,0.3210748,0.7813034,0.6658931,0.44332346,0.30494258,0.3439046,0.165434,0.1784706
66,0.41883495,0.39358032,"('inactive', 'active')",-0.43742085,-0.56533957,0.39286563,0.31667268,0.99963427,0.77366495,0.3434785,0.2296446,0.1138339
76,-0.3694224,-0.45293775,"('anxious', 'daring')",0.4937029,0.27550536,0.92523617,0.8607554,0.3167889,0.37605956,0.3415764,0.2648456,0.0767308
64,-0.36289582,-0.6671924,"('shy', 'confident')",-1.052454,-1.3627577,1.0973856,0.98207617,-6.188022,-6.4356647,-1.6264966,-1.8708847,0.2443881
34,0.35624707,0.5345408,"('mean', 'honorable')",0.21943389,0.36801708,1.4432737,1.5512363,5.562581,5.884093,1.895384,2.0844717,-0.1890877
44,0.32133147,0.5652309,"('prejudiced', 'unprejudiced')",-0.86809504,-0.6023821,-0.51216066,-0.35023755,-1.7778755,-1.670506,-0.7091999,-0.5144737,-0.1947262
26,-0.29857588,-0.5551438,"('hardhearted', 'benevolent')",1.7366991,1.4233427,1.3116871,0.6798162,2.201458,1.8738668,1.237817,0.8554705,0.3823465
32,-0.2972962,-0.49602953,"('unkind', 'kind')",1.420141,1.125726,1.1152848,0.86811066,1.2341869,1.3601044,0.8680791,0.7144779,0.1536012
25,-0.29271838,-0.25899804,"('egoistic', 'altruistic')",0.46678907,0.5017908,-0.45927656,-0.5253714,1.3757645,1.2682084,0.2726397,0.2464074,0.0262323
82,-0.28944543,-0.16419043,"('poor', 'rich')",0.022081263,-0.043533586,0.2932137,0.28762645,5.7150183,6.172863,1.4352169,1.5631914,-0.1279745
56,-0.27087775,-0.3744852,"('impractical', 'practical')",1.7569607,1.6097587,1.4417449,1.6482161,-0.10285672,-0.020680707,0.7062428,0.7157022,-0.0094594
46,-0.252676,-0.36127308,"('uncompetitive', 'competitive')",-0.00043108314,-0.2632785,2.0302892,1.9153162,0.06177986,-0.2301956,0.4597405,0.2651422,0.1945983
12,-0.24381547,-0.40129018,"('unsupportive', 'supportive')",1.1630403,1.086444,0.6999185,0.44722238,-1.1560273,-1.304301,0.115779,-0.0429812,0.1587602
80,0.2298691,0.13569254,"('dominated', 'dominating')",0.56416094,0.39470068,1.3596038,1.3778253,-1.246905,-1.2749877,0.2266822,0.1583077,0.0683745
52,0.20537686,0.09813323,"('irrational', 'rational')",-0.8047696,-0.8271628,-1.8177471,-1.9200022,-0.14717168,-0.33785024,-0.6410779,-0.7467206,0.1056427
20,-0.20412818,-0.16483411,"('rough', 'thoughtful')",-0.38170308,-0.4319156,1.052222,0.8992473,1.3218538,1.2410352,0.4470611,0.3858832,0.0611779
54,0.19601014,0.40605018,"('incapable', 'capable')",0.3098927,0.64418626,0.07782142,0.3330371,0.48571208,0.8127189,0.2673591,0.5489981,-0.281639
83,0.19229078,0.27775574,"('powerless', 'powerful')",0.53083616,0.5422665,-0.2897058,-0.25313014,-0.832431,-0.8853823,-0.0997525,-0.0796226,-0.0201299
29,0.18002689,0.14779691,"('unfair', 'fair')",-0.20880061,-0.1691812,-0.6924731,-0.8881699,-0.2747596,-0.42105243,-0.2490016,-0.3326516,0.08365
49,-0.1295228,-0.051143922,"('unable', 'able')",-0.20197727,0.029790178,-0.06865985,0.09083403,-0.9185084,-0.5728619,-0.3296671,-0.1258454,-0.2038217
2,0.124029666,0.1191223,"('unlikable', 'likable')",-0.66376764,-0.65280575,1.4885978,1.4479872,0.3872882,0.47818607,0.334037,0.3481225,-0.0140855
17,0.10729522,0.19761989,"('nasty', 'nice')",-1.0007792,-0.86362225,-0.5913544,-0.5879451,-1.0115763,-0.94155633,-0.6241037,-0.5488759,-0.0752278
78,0.1061257,0.03428925,"('nonresilient', 'resilient')",0.26401865,0.19535087,1.2068515,1.2247308,0.541301,0.38369673,0.5295742,0.4595169,0.0700573
74,0.04819739,-0.05195623,"('undedicated', 'dedicated')",1.1451509,0.9925816,1.6785189,1.413019,0.8397025,0.62108064,0.9278924,0.7436813,0.1842111
15,-0.04543423,-0.10924083,"('boring', 'funny')",0.4025272,0.47362402,0.072252706,0.019624423,-0.2511121,-0.21436493,0.0445584,0.0424107,0.0021477
37,-0.038310133,0.034378767,"('fake', 'genuine')",0.2600104,0.21628988,1.0695388,0.9047473,0.85626507,0.7174727,0.536876,0.4682222,0.0686538
75,0.037529614,0.14621642,"('meek', 'impulsive')",-1.5701923,-1.3481083,-1.3930829,-1.2915021,-0.95461756,-0.88204575,-0.9700907,-0.8438599,-0.1262308
84,0.019021532,-0.008886478,"('inferior', 'superior')",-0.49097747,-0.5837589,0.655825,0.6628169,1.0026687,0.9009816,0.2966345,0.2427883,0.0538462
31,0.015547755,0.04800851,"('evil', 'good')",-0.85602224,-0.6297246,-2.0465572,-2.1556156,-1.0545509,-1.2578144,-0.9853956,-0.9987865,0.0133909
