,goodrich_male,goodrich_female,tuple,corp_male,corp_female,average_male,average_female,male-female
31,-1.5663862,-1.5786572,"('evil', 'good')",-0.989429,-0.6653665,-1.2779076,-1.1220118,-0.1558958
87,1.4989294,1.0110116,"('unsuccessful', 'successful')",0.7209306,0.7440845,1.10993,0.877548,0.232382
69,1.4096192,1.2131813,"('lazy', 'industrious')",-0.82971877,-0.5399556,0.2899502,0.3366128,-0.0466626
1,-1.3580927,-1.5315775,"('unfriendly', 'friendly')",0.85505605,1.4486619,-0.2515183,-0.0414578,-0.2100605
73,1.2571695,1.3418927,"('helpless', 'self-reliant')",-3.3230739,-3.0653756,-1.0329522,-0.8617414,-0.1712108
82,-1.2248647,-1.006935,"('poor', 'rich')",6.586469,6.582103,2.6808023,2.7875838,-0.1067815
6,-1.2147554,-1.2543446,"('distant', 'open')",-0.54828703,-0.15938494,-0.8815212,-0.7068648,-0.1746564
81,1.1345028,0.9846325,"('submissive', 'aggressive')",-0.5911263,-0.9871214,0.2716882,-0.0012445,0.2729327
62,1.0942318,1.0253867,"('incompetent', 'brilliant')",0.22104734,0.24693108,0.6576396,0.6361589,0.0214807
53,-1.0671358,-1.3496199,"('uncreative', 'creative')",0.3179462,0.41361886,-0.3745948,-0.4680005,0.0934057
86,-0.9674854,-0.6946093,"('uninfluential', 'influential')",-0.6001811,-0.23794678,-0.7838333,-0.466278,-0.3175553
8,-0.96400535,-0.77353334,"('unaffectionate', 'affectionate')",0.2992268,1.0547543,-0.3323893,0.1406105,-0.4729998
36,-0.95153093,-1.2620673,"('hostile', 'amicable')",-0.0675652,0.048686285,-0.5095481,-0.6066905,0.0971424
58,-0.9124433,-0.7954338,"('undiscriminating', 'discriminating')",-0.22873256,0.083139494,-0.5705879,-0.3561472,-0.2144407
44,0.90310884,0.70449865,"('prejudiced', 'unprejudiced')",-1.0173142,-1.3457656,-0.0571027,-0.3206335,0.2635308
39,0.8998155,0.7700588,"('exploitative', 'cooperative')",0.09907468,0.07188508,0.4994451,0.4209719,0.0784732
72,-0.879121,-0.6501374,"('unambitious', 'ambitious')",-0.3225905,-0.3285666,-0.6008558,-0.489352,-0.1115038
60,0.8276766,1.0064225,"('inefficient', 'efficient')",0.00067602843,-0.09793726,0.4141763,0.4542426,-0.0400663
