,range_male,range_female,tuple,resources_male,resources_female,corp_male,corp_female,average_male,average_female,male-female
0,1.1033893,0.60338074,"('unsociable', 'sociable')",0.64329386,0.7695658,0.086299494,0.30911085,0.6109942,0.5606858,0.0503084
22,1.0903721,0.49316326,"('untrustworthy', 'trustworthy')",0.18647906,0.21380235,-0.5844741,-0.7816255,0.2307924,-0.0248866,0.255679
80,1.0151521,-0.17201474,"('dominated', 'dominating')",1.1624533,0.88775396,-0.47547314,-0.3986561,0.5673774,0.1056944,0.461683
61,0.9278861,0.6785323,"('illogical', 'logical')",0.5692504,0.6674704,0.43194437,0.68747085,0.643027,0.6778245,-0.0347975
40,-0.9083607,-0.8820835,"('stingy', 'generous')",0.09794047,0.053618073,-2.348903,-2.2630877,-1.0531077,-1.0305177,-0.02259
50,-0.8876404,-0.36826783,"('clumsy', 'skillful')",0.050962415,0.06310636,0.15090959,-0.024658168,-0.2285895,-0.1099399,-0.1186496
27,-0.87369925,-0.91098297,"('hardhearted', 'softhearted')",-0.04516986,-0.018411558,1.0544733,0.98254037,0.0452014,0.0177153,0.0274861
32,0.8508591,0.44326937,"('unkind', 'kind')",0.486872,0.41748387,0.8948146,1.1701561,0.744182,0.6769698,0.0672122
87,0.7932024,0.3886459,"('unsuccessful', 'successful')",0.9267093,0.6757407,0.73967427,0.9411154,0.819862,0.6685007,0.1513613
70,0.73256505,-0.1997172,"('lethargic', 'energetic')",0.4466592,0.51793903,0.8097019,0.2893536,0.6629754,0.2025251,0.4604503
8,-0.729621,-0.049947426,"('unaffectionate', 'affectionate')",-1.056882,-0.69247586,0.56545246,0.36937535,-0.4070169,-0.1243493,-0.2826676
72,0.6932637,0.45208955,"('unambitious', 'ambitious')",0.6488602,0.5934849,0.4589236,-0.3123739,0.6003492,0.2444002,0.355949
88,-0.6689545,-0.20891206,"('low', 'eminent')",-0.35881057,-0.08859859,-0.13707438,-0.15710741,-0.3882798,-0.1515394,-0.2367404
63,0.6639726,0.10373199,"('unperceptive', 'insightful')",1.3459864,1.2118189,0.9813765,0.7636492,0.9971118,0.6930668,0.304045
51,-0.65726703,-0.81576675,"('uneducated', 'educated')",-0.4109732,-0.25201222,-0.08889358,0.35137773,-0.3857112,-0.2388004,-0.1469108
2,0.6340071,0.4689915,"('unlikable', 'likable')",0.47336677,0.5662036,0.61853707,0.6890341,0.5753036,0.5747431,0.0005605
9,0.61837614,0.935803,"('unaffectionate', 'caring')",0.387611,0.5126641,1.4895455,1.2230881,0.8318442,0.8905183,-0.0586741
67,0.5855619,0.87908185,"('doubtful', 'determined')",0.9499866,1.0041745,-0.53352404,-0.44186327,0.3340081,0.4804643,-0.1464562
82,0.5808034,0.06364657,"('poor', 'rich')",0.43717122,0.1850443,7.2853785,6.9362335,2.7677844,2.3949749,0.3728095
64,0.5743907,0.31164145,"('shy', 'confident')",1.0548439,1.1189997,-6.409087,-6.3514795,-1.5932843,-1.6402795,0.0469952
37,0.5618933,0.41239288,"('fake', 'genuine')",-0.06918968,-0.044234745,0.2938847,0.06901296,0.2621961,0.1457237,0.1164724
84,0.5562103,0.8418837,"('inferior', 'superior')",0.53652084,0.56798905,0.22025613,0.71816516,0.4376624,0.709346,-0.2716836
3,0.5426319,-0.3643818,"('repellent', 'pleasant')",0.9219425,0.8966109,1.0893829,1.0936983,0.8513191,0.5419758,0.3093433
33,0.5125354,1.1319412,"('wrong', 'right')",0.3929875,0.6653664,-0.58099043,-0.8355607,0.1081775,0.3205823,-0.2124048
26,-0.48153365,0.19862723,"('hardhearted', 'benevolent')",-0.030155472,0.59037614,0.5730952,1.5240166,0.0204687,0.7710067,-0.750538
17,-0.45876366,-0.24683827,"('nasty', 'nice')",-0.3652649,-0.1457713,-0.57963496,-0.6052805,-0.4678878,-0.33263,-0.1352578
49,0.43119717,-0.048578106,"('unable', 'able')",0.45267284,-0.06506597,0.48302543,-0.05941442,0.4556318,-0.0576862,0.513318
15,0.4087508,0.9421958,"('boring', 'funny')",-0.54716945,-0.40401736,-0.04177411,-0.03328939,-0.0600643,0.1682964,-0.2283607
25,-0.39209732,0.048526667,"('egoistic', 'altruistic')",0.60419375,0.451565,0.6971474,0.917972,0.3030813,0.4726879,-0.1696066
58,-0.36346334,0.11274137,"('undiscriminating', 'discriminating')",0.37458462,0.51702833,-0.25739738,-0.16282019,-0.082092,0.1556498,-0.2377418
68,-0.3425486,-0.41493493,"('dependent', 'independent')",-0.34888205,-0.5704277,-0.43921024,-0.60445356,-0.3768803,-0.5299387,0.1530584
34,-0.3282609,-0.0058605205,"('mean', 'honorable')",-0.068607494,-0.15865628,5.926073,6.0113683,1.8430683,1.9489504,-0.1058821
57,0.3282033,-0.16152668,"('unimaginative', 'imaginative')",0.06815348,0.14343795,-2.9545748,-2.9754722,-0.8527393,-0.9978537,0.1451144
1,-0.29756215,0.21271235,"('unfriendly', 'friendly')",-0.44471958,-0.15893212,1.1496997,1.2327718,0.135806,0.4288507,-0.2930447
38,0.29206312,0.5940868,"('untruthful', 'truthful')",0.51665914,0.5145751,-0.08975172,-0.024857707,0.2396568,0.361268,-0.1216112
78,0.24453002,-0.16953573,"('nonresilient', 'resilient')",0.64474005,0.23451495,0.19410352,0.14524598,0.3611245,0.0700751,0.2910494
54,0.23299202,0.43395892,"('incapable', 'capable')",-0.43127728,-0.37361735,0.98748446,0.63686925,0.2630664,0.2324036,0.0306628
20,0.20848557,-0.026935477,"('rough', 'thoughtful')",-0.1595394,0.00074821897,0.56509453,0.8374239,0.2046802,0.2704122,-0.065732
83,0.1923525,0.20436843,"('powerless', 'powerful')",0.31098828,0.30205685,-0.7817499,-0.97028136,-0.092803,-0.1546187,0.0618157
73,0.16828005,0.18636744,"('helpless', 'self-reliant')",0.374164,0.3355169,-3.384318,-3.868661,-0.9472914,-1.1155922,0.1683008
53,-0.16429193,-0.20389971,"('uncreative', 'creative')",-0.07791247,0.041723553,0.5332274,0.4408126,0.0970077,0.0928788,0.0041289
29,-0.15138778,0.25709844,"('unfair', 'fair')",-0.24243943,-0.15470412,-0.6227346,-0.4788339,-0.3388539,-0.1254799,-0.213374
42,0.14418113,-0.12699904,"('unreliable', 'reliable')",0.6754971,0.5988991,-2.7719285,-3.2061079,-0.6507501,-0.9114025,0.2606524
41,-0.115801916,0.049731985,"('unforgiving', 'forgiving')",-0.0018058661,0.20789436,-0.4199924,0.16186401,-0.1792001,0.1398301,-0.3190302
59,0.0704961,0.61209536,"('foolish', 'wise')",0.7087423,0.73156625,0.046055343,-0.16441758,0.2750979,0.3930813,-0.1179834
86,0.021822527,-0.36459234,"('uninfluential', 'influential')",0.08338853,-0.08471839,-0.06897749,-0.3326778,0.0120779,-0.2606628,0.2727407
