,dr_male,dr_female,tuple,horton_male,horton_female,inc_male,inc_female,average_male,average_female,male-female
14,2.218748,1.8619187,"('antisocial', 'social')",1.7013173,0.83430946,0.10932997,-0.02555517,1.3431319,0.8902243,0.4529076
10,2.2158306,0.9850975,"('unsympathetic', 'sympathetic')",0.907201,0.36893263,0.52803224,0.23172437,1.2170213,0.5285848,0.6884365
11,2.1703818,1.7550229,"('unhelpful', 'helpful')",0.6632914,0.6219577,2.1661978,2.385351,1.6666238,1.5874438,0.07918
70,2.0701442,1.7242143,"('lethargic', 'energetic')",1.5579094,1.496249,1.55734,1.7725984,1.7284646,1.6643538,0.0641108
23,2.0624354,1.8031412,"('insincere', 'sincere')",0.99866474,0.63547206,5.562247,5.9627314,2.8744488,2.8004481,0.0740007
63,2.0595322,1.7772247,"('unperceptive', 'insightful')",1.2807031,1.4360443,1.4160072,1.70396,1.5854141,1.6390762,-0.0536621
52,-2.0472183,-1.8397088,"('irrational', 'rational')",-1.8081031,-1.730451,-0.3884783,-0.7609087,-1.4145999,-1.4436895,0.0290896
79,-1.9474154,-1.4091926,"('wavering', 'unwavering')",-2.2486935,-1.6024019,-0.29983956,-0.24414207,-1.4986494,-1.0852455,-0.4134039
21,1.9286247,0.98595047,"('immoral', 'moral')",1.5455353,0.51811916,-0.12707967,-0.5706626,1.1156935,0.3111356,0.8045579
43,1.9245853,1.3023969,"('irresponsible', 'responsible')",2.3588893,1.8645426,0.9844023,1.0876049,1.755959,1.4181814,0.3377776
65,1.8655696,1.3439251,"('insecure', 'secure')",2.6129253,1.6311432,-0.0862185,0.121784,1.4640921,1.0322841,0.431808
66,-1.758783,-1.567778,"('inactive', 'active')",-0.8243272,-0.714035,0.37728956,-0.028310543,-0.7352735,-0.7700411,0.0347676
25,-1.7555227,-1.814719,"('egoistic', 'altruistic')",0.13586496,0.19007783,1.2499936,0.82883084,-0.1232214,-0.2652701,0.1420487
57,1.7412283,1.8332907,"('unimaginative', 'imaginative')",-0.577793,-0.35647142,-1.6848527,-1.8952221,-0.1738058,-0.1394676,-0.0343382
44,-1.6755509,-2.189299,"('prejudiced', 'unprejudiced')",-1.2743353,-1.5537751,-1.6943597,-1.878118,-1.548082,-1.8737307,0.3256487
86,1.6140815,0.9907181,"('uninfluential', 'influential')",0.5718707,0.38442293,0.200183,0.13962325,0.7953784,0.5049214,0.290457
80,1.6010467,1.3214428,"('dominated', 'dominating')",2.2986436,1.9566545,-1.0179104,-0.7958428,0.9605932,0.8274182,0.133175
41,1.5782586,0.91672355,"('unforgiving', 'forgiving')",1.2860738,1.1161004,0.32309085,0.0143207945,1.0624744,0.6823816,0.3800928
22,1.5625626,0.9331958,"('untrustworthy', 'trustworthy')",1.4045964,1.2285148,-0.24394149,-0.25796893,0.9077392,0.6345806,0.2731586
16,-1.5481224,-1.3195741,"('unpopular', 'popular')",-1.8578075,-1.4864094,0.012471072,-0.22246128,-1.131153,-1.0094816,-0.1216714
74,1.4474528,1.2689455,"('undedicated', 'dedicated')",1.1521125,1.1014498,0.4901172,0.46708402,1.0298942,0.9458264,0.0840678
8,-1.2488879,-1.1590261,"('unaffectionate', 'affectionate')",-1.3989537,-0.98169947,0.5558822,0.6302257,-0.6973197,-0.5035,-0.1938197
53,-1.229714,-0.93509936,"('uncreative', 'creative')",-0.485716,-0.12248421,0.4830238,0.5126022,-0.4108021,-0.1816605,-0.2291416
59,-1.2142917,-0.9504256,"('foolish', 'wise')",-0.9938815,-0.7426935,-0.06770416,-0.055818558,-0.7586258,-0.5829792,-0.1756466
48,1.1749203,0.59165657,"('unintelligent', 'intelligent')",1.0066495,0.73148066,0.41168946,0.3091515,0.8644198,0.5440963,0.3203235
33,-1.136578,-1.3113614,"('wrong', 'right')",0.6297267,0.81589013,-0.90588653,-1.0417025,-0.4709126,-0.5123912,0.0414786
37,1.1001076,0.8963355,"('fake', 'genuine')",1.1445969,1.1549735,0.6433763,0.7046498,0.9626936,0.918653,0.0440406
76,1.0549437,0.7156669,"('anxious', 'daring')",1.5216529,1.147628,0.47422928,0.59151125,1.016942,0.8182687,0.1986733
72,1.0404897,1.5736136,"('unambitious', 'ambitious')",0.24794553,0.3910323,-1.1598936,-0.5091457,0.0428472,0.4851668,-0.4423196
47,1.0342638,1.0683767,"('stupid', 'smart')",0.21595244,-0.16343148,4.627558,4.98051,1.9592581,1.9618185,-0.0025604
75,-1.0069901,-0.53706163,"('meek', 'impulsive')",-2.3417952,-1.7313573,-0.6564321,-0.5212606,-1.3350725,-0.9298932,-0.4051793
19,-0.9524677,-0.52853453,"('inhospitable', 'hospitable')",-1.111147,-0.91455853,-0.37315223,-0.36715648,-0.8122557,-0.6034165,-0.2088392
87,0.9392321,1.2452148,"('unsuccessful', 'successful')",2.0834165,1.5667706,1.1920936,1.2469656,1.4049141,1.3529838,0.0519303
54,-0.9078131,-0.957972,"('incapable', 'capable')",-0.7743902,-0.7271598,0.74348295,0.8477993,-0.3129068,-0.2791108,-0.033796
4,-0.8937437,0.005012201,"('disliked', 'liked')",-1.1384947,-0.4485986,-6.0246644,-5.8374505,-2.6856343,-2.093679,-0.5919553
27,-0.8513616,-1.4061378,"('hardhearted', 'softhearted')",-0.19906405,-0.48201725,0.8816151,0.725382,-0.0562702,-0.387591,0.3313208
29,-0.844888,-0.9947203,"('unfair', 'fair')",-0.43522957,-0.31625867,-0.6160332,-0.64869976,-0.6320502,-0.6532262,0.021176
7,0.839448,0.34440124,"('insensitive', 'sensitive')",1.5321342,1.0366751,1.130817,1.330585,1.1674663,0.9038871,0.2635792
78,0.823216,0.5287819,"('nonresilient', 'resilient')",0.7790162,0.8578356,0.7762933,0.72516185,0.7928418,0.7039264,0.0889154
17,-0.77849525,-0.6884603,"('nasty', 'nice')",-0.78118736,-0.9008634,-0.69593483,-0.77520627,-0.7518725,-0.7881767,0.0363042
1,-0.77669156,-0.7473484,"('unfriendly', 'friendly')",-0.46456093,-0.17147534,1.3329356,0.9925186,0.030561,0.0245649,0.0059961
64,0.7315664,0.30896688,"('shy', 'confident')",0.64949375,0.0243456,-5.717854,-5.7714767,-1.445598,-1.8127214,0.3671234
50,-0.66343343,-0.44076735,"('clumsy', 'skillful')",-0.18609184,0.028270496,0.27200752,0.32396233,-0.1925059,-0.0295115,-0.1629944
24,0.62307894,-0.11455231,"('dishonest', 'honest')",0.9665667,0.616934,0.64574707,0.60154647,0.7451309,0.367976,0.3771549
39,0.57075405,-0.18891189,"('exploitative', 'cooperative')",2.5021505,1.5939258,0.30373406,0.06771661,1.1255462,0.4909102,0.634636
88,0.5031765,0.3084101,"('low', 'eminent')",-0.6666002,-0.92096573,0.52526164,0.18571521,0.1206126,-0.1422801,0.2628927
82,0.49768502,0.92801017,"('poor', 'rich')",0.18734318,0.22675063,5.4639482,6.004653,2.0496588,2.3864713,-0.3368125
3,0.49420014,0.32694918,"('repellent', 'pleasant')",-0.55119264,-0.6872395,0.61759615,0.48964092,0.1868679,0.0431169,0.143751
34,0.4658224,0.47991192,"('mean', 'honorable')",-1.032506,-1.4056208,5.5077105,5.5531955,1.6470089,1.5424956,0.1045133
28,-0.46084628,-0.8403542,"('disloyal', 'loyal')",-0.15753502,-0.052731328,0.91868913,0.9084002,0.1001026,0.0051049,0.0949977
42,0.45292416,0.068355136,"('unreliable', 'reliable')",0.2710895,0.34208754,-2.7612367,-2.4807968,-0.6790743,-0.6901181,0.0110438
15,-0.44728833,-0.4500099,"('boring', 'funny')",0.08766405,0.120327555,0.27002338,0.1517383,-0.029867,-0.0593147,0.0294477
77,0.43035668,-0.13533036,"('unmotivated', 'motivated')",-0.052859083,-0.77870166,-0.71194834,-0.853883,-0.1114836,-0.589305,0.4778214
20,0.37956083,0.056589574,"('rough', 'thoughtful')",0.6352683,0.05040015,1.2255692,0.70984983,0.7467995,0.2722799,0.4745196
2,0.36046398,0.26543766,"('unlikable', 'likable')",0.6414816,0.39742786,0.27403024,0.14859103,0.4253252,0.2704855,0.1548397
9,0.33783334,0.061147206,"('unaffectionate', 'caring')",-0.09441737,0.18225166,1.1989089,1.2353172,0.480775,0.4929054,-0.0121304
84,0.3195888,0.12023805,"('inferior', 'superior')",1.0426193,0.7801234,1.0472395,0.7433853,0.8031492,0.5479156,0.2552336
71,0.3067755,0.34771836,"('diffident', 'self-confident')",1.1910532,1.2106162,0.4136446,0.4197749,0.6371578,0.6593698,-0.022212
18,-0.29199362,-0.7604724,"('disagreeable', 'welcoming')",-0.6184325,-0.7554373,-0.5002608,-0.69217515,-0.470229,-0.7360283,0.2657993
58,0.27757236,0.63220507,"('undiscriminating', 'discriminating')",0.69854146,0.89036554,0.4385261,0.49288142,0.4715466,0.6718173,-0.2002707
68,0.2648008,0.37134013,"('dependent', 'independent')",0.16851795,-0.13684136,-0.9515682,-0.83192396,-0.1727498,-0.1991417,0.0263919
73,-0.2631209,0.33314463,"('helpless', 'self-reliant')",-0.4452667,0.16947225,-2.795817,-2.4141173,-1.1680682,-0.6371668,-0.5309014
40,0.23562647,0.14252107,"('stingy', 'generous')",-0.6350488,0.025722243,-1.599792,-1.7018137,-0.6664048,-0.5111901,-0.1552147
67,0.2293939,-0.34170344,"('doubtful', 'determined')",0.2931624,-0.07117674,-0.5976645,-0.45558143,-0.0250361,-0.2894872,0.2644511
61,0.22543849,-0.14168385,"('illogical', 'logical')",1.3670882,0.9360343,0.2569599,0.06671934,0.6164955,0.2870233,0.3294722
26,-0.15603845,-0.41849852,"('hardhearted', 'benevolent')",1.6367114,1.4114323,1.9210374,1.3667343,1.1339035,0.786556,0.3473475
38,-0.115031466,-0.09574573,"('untruthful', 'truthful')",-0.4529127,0.008752439,-0.310406,0.014753908,-0.2927834,-0.0240798,-0.2687036
49,0.09781888,-0.16797408,"('unable', 'able')",-0.47878954,-0.79868174,-0.23942335,0.009449549,-0.206798,-0.3190688,0.1122708
83,-0.002815254,-0.6458725,"('powerless', 'powerful')",-0.3987167,-0.88362396,-0.64804745,-0.80472827,-0.3498598,-0.7780749,0.4282151
