,lumen_male,lumen_female,tuple,techologies_male,techologies_female,inc_male,inc_female,average_male,average_female,male-female
27,-0.7290002,-0.85110295,"('hardhearted', 'softhearted')",-0.19603768,-0.2497649,1.4055831,1.1079671,0.1601818,0.0023664,0.1578154
54,-0.7253296,-0.43505025,"('incapable', 'capable')",-0.7665573,-0.56658655,0.88847667,1.0912447,-0.2011367,0.0298693,-0.231006
73,0.69266194,0.656732,"('helpless', 'self-reliant')",0.25068676,0.2854819,-2.9768708,-3.0472698,-0.6778407,-0.7016853,0.0238446
62,0.6914391,0.3938231,"('incompetent', 'brilliant')",1.0644065,1.1725904,-0.09558854,-0.0663066,0.553419,0.5000356,0.0533834
35,-0.6840315,-0.21237615,"('corrupt', 'incorrupt')",-1.9494975,-1.8162022,-0.4299207,-0.1872995,-1.0211499,-0.7386259,-0.282524
37,0.6826828,0.44805127,"('fake', 'genuine')",-0.22587594,-0.36964926,0.39206204,0.17729488,0.2829563,0.0852323,0.197724
0,-0.6652815,-0.9814246,"('unsociable', 'sociable')",1.2042079,1.0690799,-0.31332174,-0.48602393,0.0752016,-0.1327896,0.2079912
39,0.6562907,0.55884975,"('exploitative', 'cooperative')",0.57148486,0.52697605,0.32366347,0.31802478,0.5171463,0.4679502,0.0491961
63,-0.61650777,-0.9352169,"('unperceptive', 'insightful')",0.49715307,0.40310824,0.8266335,0.4896554,0.2357596,-0.0141511,0.2499107
10,-0.6024601,-0.61535096,"('unsympathetic', 'sympathetic')",-0.19673295,-0.22023968,-0.33521602,-0.4088329,-0.3781364,-0.4148079,0.0366715
77,-0.60000896,-0.6019601,"('unmotivated', 'motivated')",0.68709004,0.8413322,-1.0918312,-1.0142138,-0.3349167,-0.2582806,-0.0766361
21,0.5907004,0.50474346,"('immoral', 'moral')",1.355455,1.4771991,-0.59384096,-0.50185156,0.4507715,0.4933637,-0.0425922
83,-0.5889751,-0.62336797,"('powerless', 'powerful')",-0.4702017,-0.44998673,-1.2434489,-1.2581878,-0.7675419,-0.7771808,0.0096389
71,-0.5759543,-0.47914505,"('diffident', 'self-confident')",0.6562958,0.62375087,0.17349075,0.098731786,0.0846107,0.0811125,0.0034982
58,-0.5534676,-0.47532836,"('undiscriminating', 'discriminating')",-0.12988034,-0.34790137,-0.21784605,-0.36732134,-0.300398,-0.3968503,0.0964523
17,-0.54181945,-0.73097456,"('nasty', 'nice')",-0.82824826,-0.9464842,-0.6821015,-0.5986013,-0.6840564,-0.7586867,0.0746303
18,-0.5388236,-0.31505734,"('disagreeable', 'welcoming')",-0.41723624,-0.29194957,-0.29885975,-0.23913626,-0.4183065,-0.2820477,-0.1362588
25,-0.53218085,-0.051881272,"('egoistic', 'altruistic')",-0.9673711,-0.70023686,1.2051048,1.586107,-0.0981491,0.2779963,-0.3761454
69,-0.5016228,-0.48388863,"('lazy', 'industrious')",0.6687388,0.5661315,-0.4008213,-0.4480256,-0.0779018,-0.1219276,0.0440258
28,-0.47297668,-0.49809757,"('disloyal', 'loyal')",-0.05301486,-0.1260718,0.8255079,0.8033066,0.0998388,0.0597124,0.0401264
47,0.46305022,0.40954453,"('stupid', 'smart')",0.9717292,0.9556199,5.5053005,5.695357,2.3133599,2.353507,-0.0401471
40,-0.46168983,-0.427721,"('stingy', 'generous')",-0.6425258,-0.67639357,-1.5040672,-1.796565,-0.8694276,-0.9668932,0.0974656
41,-0.4476047,-0.54984343,"('unforgiving', 'forgiving')",-0.6255176,-0.74531835,0.26759887,0.039954066,-0.2685078,-0.4184026,0.1498948
29,-0.4292041,-0.38516304,"('unfair', 'fair')",-1.1844221,-1.1684577,-0.64464885,-0.5740088,-0.7527583,-0.7092099,-0.0435484
15,-0.42005745,-0.33392873,"('boring', 'funny')",-0.052117042,-0.05295653,0.28065577,0.34318358,-0.0638396,-0.0145672,-0.0492724
34,-0.41541222,-0.41680697,"('mean', 'honorable')",-0.077816315,0.010016605,5.716922,5.9152007,1.7412311,1.8361368,-0.0949057
64,0.40068933,0.17660482,"('shy', 'confident')",0.8082867,0.72009057,-6.235347,-6.3468614,-1.675457,-1.8167219,0.1412649
12,-0.39624873,-0.46083513,"('unsupportive', 'supportive')",0.13983887,0.12780277,-1.8225319,-2.0629811,-0.6929806,-0.7986712,0.1056906
22,0.3908566,0.34614718,"('untrustworthy', 'trustworthy')",0.37461424,0.39080536,-0.6345052,-0.72848177,0.0436552,0.0028236,0.0408316
42,0.38957846,0.55019367,"('unreliable', 'reliable')",0.22284319,0.4212837,-2.7729654,-2.6188207,-0.7201813,-0.5491144,-0.1710669
30,0.37835342,0.24372673,"('intolerant', 'tolerant')",1.2622323,1.3267567,0.93646866,1.007199,0.8590181,0.8592275,-0.0002094
68,-0.33709586,-0.4900803,"('dependent', 'independent')",-0.1341124,-0.10153564,-0.55337965,-0.49858487,-0.3415293,-0.3634003,0.021871
33,-0.3245758,-0.21450777,"('wrong', 'right')",-0.6801042,-0.74477696,-0.70375085,-0.8098311,-0.569477,-0.5897053,0.0202283
26,-0.31799725,-0.36291233,"('hardhearted', 'benevolent')",-0.0905382,-0.39421156,1.5809106,1.2982591,0.3907917,0.1803784,0.2104133
46,0.29565695,0.111743785,"('uncompetitive', 'competitive')",0.41962713,0.4686804,-0.45389426,-0.67273664,0.08713,-0.0307708,0.1179008
84,0.27677032,0.31091124,"('inferior', 'superior')",-0.32390082,-0.45144475,0.8891346,0.7726423,0.280668,0.2107029,0.0699651
13,0.25621566,-0.23773499,"('impolite', 'polite')",1.0790718,0.9274805,-0.30115107,-0.5312029,0.3447121,0.0528475,0.2918646
50,0.25058478,0.27517673,"('clumsy', 'skillful')",0.7066526,0.613125,0.18129043,0.07671951,0.3795093,0.3216738,0.0578355
23,-0.23894061,-0.4206174,"('insincere', 'sincere')",0.28077927,0.23967469,4.9655757,5.3123846,1.6691381,1.7104807,-0.0413426
45,-0.18757537,-0.42450964,"('incompetent', 'competent')",0.5719296,0.45201248,0.038904157,-0.25397134,0.1410861,-0.0754895,0.2165756
24,0.1844099,0.12920624,"('dishonest', 'honest')",-0.65621275,-0.68302774,0.3833583,0.5347848,-0.0294815,-0.0063456,-0.0231359
74,-0.18388507,0.0036281105,"('undedicated', 'dedicated')",0.88589007,1.0107883,0.064681716,-0.073064394,0.2555622,0.313784,-0.0582218
48,0.16073474,-0.06192089,"('unintelligent', 'intelligent')",0.6200373,0.5557374,0.5747003,0.36149034,0.4518241,0.2851023,0.1667218
72,-0.1552638,-0.11953634,"('unambitious', 'ambitious')",-0.00020573661,0.007308189,-0.9942036,-0.8991455,-0.3832244,-0.3371245,-0.0460999
3,-0.10917788,-0.12111696,"('repellent', 'pleasant')",0.06992655,0.32267052,0.4319014,0.64605755,0.1308834,0.282537,-0.1516536
49,0.10318762,0.25428104,"('unable', 'able')",-0.21832605,0.04241881,0.12565285,0.27052796,0.0035048,0.1890759,-0.1855711
43,0.0918166,0.0481788,"('irresponsible', 'responsible')",0.061631814,0.10765708,0.26678276,0.32817376,0.1400771,0.1613365,-0.0212594
11,-0.09057538,-0.18609686,"('unhelpful', 'helpful')",1.1254,1.1210318,1.5514812,1.4978366,0.862102,0.8109238,0.0511782
32,-0.041557446,-0.027554793,"('unkind', 'kind')",0.9111976,0.8758182,0.73168474,0.74480593,0.533775,0.5310231,0.0027519
75,-0.027328301,0.10581647,"('meek', 'impulsive')",-0.74707955,-0.6357259,-0.4335105,-0.3229062,-0.4026395,-0.2842719,-0.1183676
20,-0.021168757,-0.19837223,"('rough', 'thoughtful')",0.18933465,0.1327449,1.06397,0.9306116,0.410712,0.2883281,0.1223839
7,0.01583035,-0.3140783,"('insensitive', 'sensitive')",0.4845935,0.45047,0.56078655,0.25100082,0.3537368,0.1291308,0.224606
70,-0.014618628,-0.118630946,"('lethargic', 'energetic')",0.6930116,0.6171964,0.79752946,0.6154248,0.4919741,0.3713301,0.120644
59,0.013456478,0.037500724,"('foolish', 'wise')",-0.8455199,-0.9238531,0.0090970015,0.08143328,-0.2743222,-0.2683064,-0.0060158
87,0.01112205,-0.27038565,"('unsuccessful', 'successful')",0.9895935,0.89466,0.5519695,0.26069158,0.5175617,0.2949887,0.222573
82,0.0068454556,0.25066343,"('poor', 'rich')",-0.08378737,0.13637322,6.071904,6.487566,1.9983207,2.2915343,-0.2932136
