,illinois_male,illinois_female,tuple,tool_male,tool_female,works_male,works_female,inc_male,inc_female,average_male,average_female,male-female
31,-2.1611474,-1.9112449,"('evil', 'good')",-0.07185756,-0.030610526,-1.054869,-1.1847645,-1.104956,-1.3223618,-1.0982075,-1.1122454,0.0140379
60,2.1251135,1.8701365,"('inefficient', 'efficient')",0.65078896,0.53489333,1.4417738,1.5415926,0.30973938,0.3453608,1.1318539,1.0729958,0.0588581
36,-1.973985,-1.8031944,"('hostile', 'amicable')",0.07509973,0.057960402,-1.3894905,-1.5147018,0.0015826002,-0.15998212,-0.8216983,-0.8549795,0.0332812
70,1.8702657,1.8228484,"('lethargic', 'energetic')",-1.11544,-1.070519,-0.4725781,-0.36564282,0.6883405,0.7458843,0.242647,0.2831427,-0.0404957
43,1.7818704,1.5666034,"('irresponsible', 'responsible')",-0.48686868,-0.44295254,-0.86416435,-0.83094054,0.40977845,0.44133627,0.210154,0.1835117,0.0266423
16,-1.5129837,-1.520246,"('unpopular', 'popular')",-0.12314676,-0.15646198,-0.40105185,-0.5714212,0.32117084,0.16813287,-0.4290029,-0.5199991,0.0909962
35,-1.5116447,-1.4334536,"('corrupt', 'incorrupt')",-0.14458539,-0.07419817,-1.6594783,-1.6748414,-0.46008366,-0.54603744,-0.943948,-0.9321327,-0.0118153
12,1.4652452,1.3577919,"('unsupportive', 'supportive')",0.78615665,0.77348,-0.15050146,-0.12407024,-1.5330921,-1.5092163,0.1419521,0.1244963,0.0174558
24,1.3991438,1.2355505,"('dishonest', 'honest')",-0.9146082,-0.7672081,-0.5868709,-0.5302692,1.0484003,1.0238259,0.2365163,0.2404748,-0.0039585
49,-1.3966936,-1.3379722,"('unable', 'able')",-0.31910577,-0.100094944,-1.0861827,-0.78684914,-0.44525525,-0.2845319,-0.8118093,-0.627362,-0.1844473
28,1.3905874,1.2760485,"('disloyal', 'loyal')",0.057978958,0.110050604,-0.6068591,-0.6223387,1.3353516,1.1478392,0.5442647,0.4778999,0.0663648
