,eastman_male,eastman_female,tuple,chemical_male,chemical_female,co_male,co_female,average_male,average_female,male-female
32,-0.30474946,-0.5182325,"('unkind', 'kind')",0.41789612,0.332226,1.1899134,1.2335372,0.4343534,0.3491769,0.0851765
61,-0.2802442,-0.52378684,"('illogical', 'logical')",-0.48917872,-0.5942705,-0.23228993,-0.51598185,-0.3339043,-0.5446797,0.2107754
24,-0.2621837,-0.4005416,"('dishonest', 'honest')",-0.93708277,-0.8302459,0.28650877,0.47234353,-0.3042525,-0.2528147,-0.0514378
16,-0.25110388,-0.29511744,"('unpopular', 'popular')",-0.43873465,-0.43029526,0.3199402,0.05399575,-0.1232994,-0.2238057,0.1005063
49,-0.23113665,-0.30011153,"('unable', 'able')",-0.78229284,-0.7461696,-0.49964136,-0.5061216,-0.5043569,-0.5174676,0.0131107
58,0.22851013,0.023441028,"('undiscriminating', 'discriminating')",0.77731216,0.4950437,0.57427734,0.41639924,0.5266999,0.311628,0.2150719
41,-0.21959084,-0.333009,"('unforgiving', 'forgiving')",1.0130937,0.89978844,0.6871712,0.32098958,0.493558,0.295923,0.197635
84,0.19962564,0.21565658,"('inferior', 'superior')",0.5882141,0.58571374,0.66039276,0.6084967,0.4827442,0.4699557,0.0127885
72,0.19606471,0.3200716,"('unambitious', 'ambitious')",0.21642688,0.37233412,-0.80896306,-0.59081525,-0.1321572,0.0338635,-0.1660207
34,0.19324863,0.2815155,"('mean', 'honorable')",-0.22134472,-0.0627573,5.1626873,5.160963,1.7115304,1.7932404,-0.08171
50,0.13023284,0.14614737,"('clumsy', 'skillful')",-0.812933,-0.81534696,0.35198036,0.24375813,-0.1102399,-0.1418138,0.0315739
20,-0.08891924,-0.019443924,"('rough', 'thoughtful')",0.46103498,0.44091618,0.43962908,0.5009625,0.2705816,0.3074782,-0.0368966
37,-0.078796566,0.063735686,"('fake', 'genuine')",-0.57012224,-0.45326805,0.21312653,0.49242517,-0.1452641,0.0342976,-0.1795617
75,-0.04596885,0.099788815,"('meek', 'impulsive')",-0.8652511,-0.61856276,-0.47752547,-0.34839106,-0.4629151,-0.289055,-0.1738601
67,-0.030895162,-0.19216585,"('doubtful', 'determined')",0.27100685,0.22303456,0.097613074,-0.08315043,0.1125749,-0.0174272,0.1300021
87,0.028980862,-0.10264302,"('unsuccessful', 'successful')",0.20214479,0.018439066,0.7299877,0.49131772,0.3203711,0.1357046,0.1846665
