,morgan_male,morgan_female,tuple,stanley_male,stanley_female,dean_male,dean_female,witter_male,witter_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
2,2.058695,1.6706877,"('unlikable', 'likable')",1.4559222,1.1055976,1.3110124,0.93111515,0.11284116,-0.43488926,1.2993151,1.0220906,0.3160618,0.23831818,1.092308,0.7554866,0.3368214
85,1.9624145,2.6834905,"('insignificant', 'prestigious')",1.6618017,1.8295895,-3.1045327,-3.2028754,1.1085274,1.2068865,2.648952,2.6649184,1.1723065,1.2192183,0.9082448,1.0668713,-0.1586265
86,-1.9556724,-1.7885935,"('uninfluential', 'influential')",-0.82259536,-0.6728845,0.33598292,0.61338913,-2.7300909,-2.5892954,-0.23336364,-0.036203533,-0.8944506,-0.9812933,-1.0500317,-0.9091468,-0.1408849
45,-1.8497484,-1.8071626,"('incompetent', 'competent')",-1.8024175,-1.7317519,0.07871096,0.37553796,-1.7331011,-1.4690579,-0.68396485,-0.3841401,-0.9393623,-0.9378515,-1.1549805,-0.9924044,-0.1625761
57,-1.7051773,-1.2072179,"('unimaginative', 'imaginative')",-0.90275407,-0.46182412,-0.10030943,0.49562976,-2.0937498,-1.4804806,-0.5785591,-0.25240526,-2.4342575,-2.1389894,-1.3024678,-0.8408813,-0.4615865
66,1.6180973,2.2516887,"('inactive', 'active')",1.5299048,1.7599564,-0.22382735,-0.049789555,1.1622906,1.4742752,2.583881,2.7220984,2.3748307,2.6563854,1.5075296,1.8024359,-0.2949063
87,1.5240085,1.3371893,"('unsuccessful', 'successful')",1.2467155,1.1490586,1.6403309,1.6392554,1.4901791,1.4235406,2.7192822,2.7597847,1.5915786,1.5925641,1.7020157,1.650232,0.0517837
71,1.4390439,1.6778327,"('diffident', 'self-confident')",1.974181,2.1535444,0.029783892,-0.0062446035,0.09035291,0.29800168,0.71130335,0.8403251,0.33382887,0.434112,0.7630823,0.8995952,-0.1365129
9,1.4305664,1.9873015,"('unaffectionate', 'caring')",1.20231,1.4897819,-0.5934743,-0.38930792,-1.6547258,-1.413249,0.77128816,0.8652132,0.9619658,1.0141693,0.3529884,0.5923181,-0.2393297
22,-1.3904947,-1.452838,"('untrustworthy', 'trustworthy')",-1.9478182,-1.9728569,0.85474026,1.2239823,-1.3457512,-1.0088816,-0.956908,-0.76752317,-1.6384103,-1.6374649,-1.0707738,-0.9359304,-0.1348434
70,-1.3304913,-1.3915039,"('lethargic', 'energetic')",-0.8927065,-0.8803449,1.2622,1.6040058,-1.1201552,-0.8186152,-0.3603059,-0.1722477,-0.67969006,-0.7394235,-0.5201916,-0.3996882,-0.1205034
40,-1.2177752,-0.48814255,"('stingy', 'generous')",-0.61410046,-0.316816,-0.93872976,-0.6810529,-1.5458965,-1.2159183,-0.6499469,-0.45875335,-2.5221233,-2.350408,-1.2480954,-0.9185152,-0.3295802
83,1.1923138,1.3795913,"('powerless', 'powerful')",1.2400444,1.4693744,1.2450995,1.4103154,-0.26455536,-0.11205346,0.61668015,0.5298575,-0.9323309,-1.0466928,0.5162086,0.6050654,-0.0888568
10,-1.1304054,-1.5172633,"('unsympathetic', 'sympathetic')",-0.48483875,-0.6214151,1.2941855,1.6567342,-2.8218944,-2.6377664,-0.573282,-0.4012829,-0.12128796,-0.20254868,-0.6395872,-0.6205903,-0.0189969
48,-1.114012,-1.1810101,"('unintelligent', 'intelligent')",-0.90847373,-0.87733203,-0.46045512,-0.32968724,-3.031919,-3.0098124,-1.0827938,-1.003216,-1.5086493,-1.6371425,-1.3510505,-1.3397001,-0.0113504
54,1.0860987,1.1220324,"('incapable', 'capable')",0.95674485,0.9842569,-0.5926954,-0.62413883,-0.5442965,-0.46784166,0.7165166,0.5680016,0.703358,0.5818327,0.387621,0.3606906,0.0269304
14,-1.0746063,-1.5942059,"('antisocial', 'social')",-0.8291009,-1.1833571,0.6771646,0.665074,-1.6838564,-1.8221315,0.22417158,0.0231555,-1.3064768,-1.5356034,-0.6654507,-0.9078448,0.2423941
4,-1.0545925,-0.27617046,"('disliked', 'liked')",0.14882359,0.471257,-1.8047726,-1.851598,1.3234019,1.7810425,0.59359,0.8843087,-5.0654755,-4.755998,-0.9765042,-0.6245264,-0.3519778
58,1.0411787,1.6483352,"('undiscriminating', 'discriminating')",0.7092223,1.0827013,0.48921165,0.6653437,-0.88267,-0.44662723,0.27953738,0.6114129,0.3774376,0.51883185,0.3356529,0.6799997,-0.3443468
23,1.0371066,0.34245083,"('insincere', 'sincere')",0.23785205,-0.14307101,1.8968155,1.9135429,-3.2192242,-3.458039,-1.0494041,-1.2088871,3.7715175,3.2600052,0.4457773,0.117667,0.3281103
50,0.96107346,0.61659783,"('clumsy', 'skillful')",0.54938656,0.34294885,0.9708962,0.75021607,1.2550128,1.0570468,1.8813624,1.7416435,0.99281514,0.8229299,1.1017577,0.8885638,0.2131939
36,0.957232,1.3596075,"('hostile', 'amicable')",1.5699131,1.8227756,-2.3423603,-2.582778,0.9649599,1.1349323,0.72899824,0.8203987,0.5617409,0.7426633,0.4067473,0.5495999,-0.1428526
81,-0.9128906,-1.6802617,"('submissive', 'aggressive')",-0.22407936,-0.5185503,2.4417574,2.477781,-1.3119255,-1.6116818,-0.360619,-0.6044383,-1.5724101,-1.8517075,-0.3233612,-0.6314764,0.3081152
