,plum_male,plum_female,tuple,creek_male,creek_female,timber_male,timber_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
58,-0.69147754,-0.68374825,"('undiscriminating', 'discriminating')",-1.121712,-1.0822431,0.33386856,0.24577665,0.63482744,0.5806582,-0.025388602,-0.10719001,-0.1739764,-0.2093493,0.0353729
25,0.6690937,0.56277364,"('egoistic', 'altruistic')",-0.036707807,-0.12938713,1.2386006,1.2259128,1.0064627,0.97924507,1.5925529,1.6166408,0.8940004,0.851037,0.0429634
4,0.66169584,0.75000083,"('disliked', 'liked')",0.41377378,0.4796232,0.020865317,-0.05494956,0.03472908,-0.050945617,-6.905593,-6.7712674,-1.1549058,-1.1295077,-0.0253981
1,0.6446041,0.5491905,"('unfriendly', 'friendly')",-0.410005,-0.57867426,0.80882263,0.760283,-0.30350134,-0.42024788,2.217429,2.1200163,0.5914699,0.4861135,0.1053564
3,-0.6226873,-0.5082621,"('repellent', 'pleasant')",0.10763748,0.15762672,-0.1413871,-0.0868856,0.7471298,0.6309932,0.1283713,-0.010899745,0.0438128,0.0365145,0.0072983
59,0.61902285,0.6605416,"('foolish', 'wise')",0.88117784,0.76346755,1.6647993,1.5551761,0.96718544,0.9807037,0.79744905,0.8393579,0.9859269,0.9598494,0.0260775
69,0.6051089,0.6232644,"('lazy', 'industrious')",0.5783,0.62764466,0.7318862,0.64739853,1.8820748,1.7624539,0.0268136,0.029426776,0.7648367,0.7380376,0.0267991
77,-0.58317494,-0.5875214,"('unmotivated', 'motivated')",0.41179362,0.3632707,0.15023035,0.14720213,-0.1007624,-0.12499188,-0.65460336,-0.6625269,-0.1553033,-0.1729135,0.0176102
84,0.5746841,0.6037465,"('inferior', 'superior')",0.008422155,0.13663709,0.73076785,0.7587577,0.81508875,0.84513646,0.74043673,0.7539136,0.5738799,0.6196383,-0.0457584
78,-0.546757,-0.5423384,"('nonresilient', 'resilient')",0.5322152,0.5975202,0.4025525,0.35823542,0.12468671,0.13643405,0.8707939,0.8230586,0.2766983,0.274582,0.0021163
39,0.5290732,0.48931947,"('exploitative', 'cooperative')",-0.38589546,-0.24357387,0.22019973,0.40053344,0.37733024,0.53752345,-0.2287997,-0.1010848,0.1023816,0.2165435,-0.1141619
31,0.52671146,0.5114447,"('evil', 'good')",-0.27596864,-0.39172217,-0.962978,-1.0110683,0.0128399,-0.14013523,-0.9048779,-0.97321177,-0.3208546,-0.4009386,0.080084
75,0.5244883,0.6566248,"('meek', 'impulsive')",1.0245034,1.1191865,-0.20088677,-0.28074303,-0.1443676,-0.05195035,-0.24462411,-0.09127982,0.1918226,0.2703676,-0.078545
62,-0.4970083,-0.43793076,"('incompetent', 'brilliant')",0.10184641,0.16046694,-0.011562297,0.25703913,-0.6812894,-0.38655716,-0.11318396,-0.04415285,-0.2402395,-0.0902269,-0.1500126
61,0.4893909,0.46598354,"('illogical', 'logical')",-0.5650896,-0.5879521,0.18372802,0.23693624,-0.3854351,-0.36305785,0.12548843,0.081163004,-0.0303835,-0.0333854,0.0030019
26,0.46841997,0.4214678,"('hardhearted', 'benevolent')",-1.1067547,-1.1963613,0.98332036,0.8575409,1.547971,1.3487314,1.6181204,1.5085821,0.7022154,0.5879922,0.1142232
2,-0.46178085,-0.2727617,"('unlikable', 'likable')",-0.43210256,-0.27678818,-0.1745698,0.077646315,0.7058204,0.923613,0.5522721,0.6807283,0.0379279,0.2264875,-0.1885596
79,0.44953683,0.49194956,"('wavering', 'unwavering')",0.057750534,0.00096174795,0.15127371,0.113316186,-0.52205557,-0.6084909,0.44294682,0.51523155,0.1158905,0.1025936,0.0132969
67,-0.44043818,-0.42788732,"('doubtful', 'determined')",-0.20969148,-0.18695873,0.4899995,0.6427693,0.48270753,0.74704987,-0.45644343,-0.25003633,-0.0267732,0.1049874,-0.1317606
38,-0.42044672,-0.25912875,"('untruthful', 'truthful')",0.1430913,0.14024071,0.05483531,0.16736159,-0.9073581,-0.7757965,0.136427,0.24838926,-0.1986903,-0.0957867,-0.1029036
37,-0.40499514,-0.3235692,"('fake', 'genuine')",-0.41003224,-0.39916736,-0.71187145,-0.70132595,-1.1026824,-1.0126213,0.14536656,0.1565301,-0.4968429,-0.4560307,-0.0408122
13,-0.39274487,-0.4265244,"('impolite', 'polite')",-0.7606028,-0.7845357,-0.15780835,-0.18727976,-0.008583032,-0.09249808,-0.095124446,-0.1466722,-0.2829727,-0.327502,0.0445293
29,0.38422066,0.4855382,"('unfair', 'fair')",0.48764,0.58198464,0.12252393,0.20551082,-0.28498375,-0.12241773,-0.46115366,-0.46808347,0.0496494,0.1365065,-0.0868571
8,0.3617915,0.23565318,"('unaffectionate', 'affectionate')",-0.27153662,-0.37713718,0.67676693,0.6165637,-1.2947706,-1.2737287,0.91177905,0.9928354,0.076806,0.0388373,0.0379687
19,-0.35069695,-0.34613818,"('inhospitable', 'hospitable')",-0.80497813,-0.8021932,-1.1685567,-1.1000571,-1.2556064,-1.3071975,0.0002944842,0.011362523,-0.7159087,-0.7088447,-0.007064
64,-0.32802764,-0.2984745,"('shy', 'confident')",-0.3323284,-0.20633192,-0.06190141,-0.06705804,0.91700387,0.84052765,-7.11753,-6.9447837,-1.3845567,-1.3352241,-0.0493326
36,0.3254274,0.28206557,"('hostile', 'amicable')",-0.6671452,-0.83542985,-0.90258133,-1.1368706,-0.4035374,-0.7065871,0.8334357,0.7886095,-0.1628802,-0.3216425,0.1587623
44,0.28292176,0.4767753,"('prejudiced', 'unprejudiced')",-0.06286324,0.13754049,-0.74529344,-0.61096257,-0.56833905,-0.32795396,-1.748735,-1.5612587,-0.5684618,-0.3771719,-0.1912899
66,-0.25738943,-0.2855875,"('inactive', 'active')",-0.26768053,-0.25664353,0.22698735,0.16547076,0.44677693,0.5089773,1.5321922,1.6503168,0.3361773,0.3565068,-0.0203295
87,-0.24268632,-0.23957384,"('unsuccessful', 'successful')",-0.096994,0.010053225,0.9957504,0.9978366,1.2418176,1.258781,0.8845938,0.91578156,0.5564963,0.5885757,-0.0320794
40,0.22895727,0.24822593,"('stingy', 'generous')",0.47951183,0.50337225,0.6096817,0.4875208,0.2601268,0.08191041,-1.6561203,-1.9007643,-0.0155685,-0.115947,0.1003785
30,-0.2167178,-0.19521374,"('intolerant', 'tolerant')",-0.5359137,-0.65520805,0.06869201,0.116544485,0.107351445,0.21068054,0.8604153,0.9132794,0.0567654,0.0780165,-0.0212511
74,-0.21445242,-0.09001115,"('undedicated', 'dedicated')",-0.026714012,0.009814907,-0.7529585,-0.541242,-0.7090745,-0.6496588,-0.22738674,-0.17200871,-0.3861172,-0.2886212,-0.097496
41,-0.1890638,-0.2296595,"('unforgiving', 'forgiving')",-0.13275203,-0.16760725,0.03216825,0.034478974,0.0721772,0.008477565,-0.19507699,-0.28906345,-0.0825095,-0.1286747,0.0461652
28,-0.18779197,-0.32964256,"('disloyal', 'loyal')",0.29673618,0.07710086,0.666141,0.58870125,-0.2685997,-0.3938528,1.1200888,1.0377684,0.3253149,0.196015,0.1292999
16,-0.17039001,-0.15386736,"('unpopular', 'popular')",0.27296057,0.22116157,0.3703389,0.34056947,0.21044758,0.25214934,1.0179735,0.9909575,0.3402661,0.3301941,0.010072
53,-0.16388738,-0.03852191,"('uncreative', 'creative')",-0.5800494,-0.61773974,1.8257129,1.8110565,0.337249,0.27819154,1.3359345,1.3115863,0.5509919,0.5489145,0.0020774
42,0.13895376,0.37435523,"('unreliable', 'reliable')",0.3159991,0.46593112,0.728585,0.74651456,0.83391017,0.9719279,-2.9853313,-2.881009,-0.1935767,-0.0644561,-0.1291206
27,0.10478146,0.056254886,"('hardhearted', 'softhearted')",-0.34830502,-0.4876724,-0.8616041,-0.94987464,-0.7585941,-0.82933086,1.505627,1.4428902,-0.071619,-0.1535466,0.0819276
80,-0.09257415,-0.10289853,"('dominated', 'dominating')",0.14734265,0.16788128,0.17475888,0.15512696,0.876614,0.75539076,-1.37203,-1.4905173,-0.0531777,-0.1030034,0.0498257
12,0.069221966,0.13426076,"('unsupportive', 'supportive')",0.51102465,0.5249146,1.1168344,1.1502415,-0.6396843,-0.60136926,-1.8931496,-1.9018204,-0.1671506,-0.1387546,-0.028396
54,-0.047642563,0.029089574,"('incapable', 'capable')",0.06562849,0.11182716,0.31527215,0.44411302,-0.8759073,-0.5508557,1.0894917,1.2650166,0.1093685,0.2598381,-0.1504696
71,0.044130575,0.045602214,"('diffident', 'self-confident')",1.1221387,1.0138727,1.6695055,1.6940383,-0.48244542,-0.35951054,0.4672813,0.50025964,0.5641222,0.5788525,-0.0147303
15,-0.031810384,-0.031118747,"('boring', 'funny')",-0.5037634,-0.6212688,-0.105383724,-0.2216315,-0.08560036,-0.039757404,0.32218468,0.4240601,-0.0808746,-0.0979433,0.0170687
24,-0.016389161,-0.10239185,"('dishonest', 'honest')",-0.38807154,-0.5499843,-0.2242342,-0.10383492,-0.7809235,-0.7426469,0.7085467,0.69642645,-0.1402143,-0.1604863,0.020272
