,noble_male,noble_female,tuple,corp_male,corp_female,average_male,average_female,male-female
13,0.5351955,0.22211373,"('impolite', 'polite')",-0.12664816,-0.7440464,0.2042737,-0.2609663,0.46524
85,0.48996592,0.93584037,"('insignificant', 'prestigious')",-1.7606773,-0.5740618,-0.6353557,0.1808893,-0.816245
1,0.47344112,0.5782068,"('unfriendly', 'friendly')",0.7427718,1.0915244,0.6081065,0.8348656,-0.2267591
45,0.4435486,-0.18223275,"('incompetent', 'competent')",0.23374489,-0.14607097,0.3386467,-0.1641519,0.5027986
26,-0.4041273,-0.2593229,"('hardhearted', 'benevolent')",0.19143246,0.85414505,-0.1063474,0.2974111,-0.4037585
15,-0.3929034,-0.4059564,"('boring', 'funny')",-0.21542169,-0.22887671,-0.3041625,-0.3174165,0.013254
22,0.3799813,-0.1881257,"('untrustworthy', 'trustworthy')",-0.6483246,-1.1864662,-0.1341716,-0.687296,0.5531244
29,0.37970465,0.35271406,"('unfair', 'fair')",-0.557791,-0.37252682,-0.0890432,-0.0099064,-0.0791368
83,0.34163147,0.18566024,"('powerless', 'powerful')",-0.7587772,-0.823927,-0.2085729,-0.3191334,0.1105605
35,-0.34158075,0.30108,"('corrupt', 'incorrupt')",-1.3810477,-0.43721408,-0.8613142,-0.068067,-0.7932472
58,0.34002203,0.19255376,"('undiscriminating', 'discriminating')",-0.18678913,-0.12904398,0.0766165,0.0317549,0.0448616
68,0.33063906,-0.00605838,"('dependent', 'independent')",-0.15984333,-0.569694,0.0853979,-0.2878762,0.3732741
32,0.32690796,-0.086647905,"('unkind', 'kind')",0.5950644,0.21833816,0.4609862,0.0658451,0.3951411
4,-0.31812453,-0.030112427,"('disliked', 'liked')",-8.322412,-6.962527,-4.3202682,-3.4963195,-0.8239487
46,0.2824683,-0.38576305,"('uncompetitive', 'competitive')",0.028433925,-0.63654304,0.1554511,-0.511153,0.6666041
5,-0.27785823,0.5791133,"('distant', 'outgoing')",-0.8496549,0.086553,-0.5637566,0.3328331,-0.8965897
6,0.27281463,1.0046804,"('distant', 'open')",-0.7971569,-0.046264462,-0.2621711,0.479208,-0.7413791
11,0.25987974,-0.2715345,"('unhelpful', 'helpful')",2.3377454,1.9692458,1.2988126,0.8488556,0.449957
52,-0.25539404,0.32763952,"('irrational', 'rational')",-1.0842587,-0.15464328,-0.6698264,0.0864981,-0.7563245
88,-0.25085178,-0.37484336,"('low', 'eminent')",-0.24431302,-0.5318868,-0.2475824,-0.4533651,0.2057827
47,-0.2373969,-0.683972,"('stupid', 'smart')",5.8428464,5.2862043,2.8027248,2.3011162,0.5016086
3,0.23541212,0.028253399,"('repellent', 'pleasant')",1.1378875,0.5346195,0.6866498,0.2814364,0.4052134
82,-0.21785338,-0.14978215,"('poor', 'rich')",7.319132,6.2904835,3.5506392,3.0703506,0.4802886
66,0.18901452,0.677022,"('inactive', 'active')",0.052397653,0.24249607,0.1207061,0.459759,-0.3390529
59,-0.17267522,0.030831149,"('foolish', 'wise')",-0.5208681,0.2894319,-0.3467717,0.1601315,-0.5069032
73,0.08693587,0.531548,"('helpless', 'self-reliant')",-3.357102,-2.774931,-1.6350831,-1.1216915,-0.5133916
8,0.08371612,0.44935256,"('unaffectionate', 'affectionate')",-0.0063943453,0.21913671,0.0386609,0.3342446,-0.2955837
19,-0.048183184,0.44757512,"('inhospitable', 'hospitable')",-0.42114484,-0.0136902295,-0.234664,0.2169424,-0.4516064
81,-0.040670935,-0.8784186,"('submissive', 'aggressive')",0.4172033,-0.49581018,0.1882662,-0.6871144,0.8753806
33,-0.008281089,0.5032952,"('wrong', 'right')",-0.78800464,-0.2716526,-0.3981429,0.1158213,-0.5139642
