,danaher_male,danaher_female,tuple,corp_male,corp_female,average_male,average_female,male-female
40,-0.9109629,-0.86223036,"('stingy', 'generous')",-2.0681565,-2.220728,-1.4895597,-1.5414791,0.0519194
43,0.8674841,0.8349724,"('irresponsible', 'responsible')",0.22509621,0.17221123,0.5462902,0.5035918,0.0426984
25,-0.85860264,-0.76793796,"('egoistic', 'altruistic')",0.9354635,0.8998188,0.0384304,0.0659404,-0.02751
84,0.83434105,0.7265462,"('inferior', 'superior')",1.2186507,1.2103193,1.0264959,0.9684328,0.0580631
0,0.82204336,0.746929,"('unsociable', 'sociable')",-0.32513815,-0.42480162,0.2484526,0.1610637,0.0873889
82,-0.8177106,-0.45959783,"('poor', 'rich')",5.9359956,5.8135724,2.5591426,2.6769872,-0.1178446
10,0.7928556,0.9423563,"('unsympathetic', 'sympathetic')",-0.57012314,-0.6036674,0.1113662,0.1693445,-0.0579783
72,-0.77281183,-0.64504796,"('unambitious', 'ambitious')",-0.49768105,-0.47682026,-0.6352465,-0.5609341,-0.0743124
48,0.7589265,0.7745237,"('unintelligent', 'intelligent')",1.0584166,1.0929838,0.9086716,0.9337537,-0.0250821
64,0.6953796,0.54064214,"('shy', 'confident')",-6.373459,-5.9553065,-2.8390396,-2.7073321,-0.1317075
23,0.6699186,0.8276762,"('insincere', 'sincere')",5.5834107,5.495173,3.1266646,3.1614246,-0.03476
24,0.6676,0.606437,"('dishonest', 'honest')",0.39316052,0.41266614,0.5303802,0.5095516,0.0208286
51,0.66024774,0.7536904,"('uneducated', 'educated')",0.014256991,0.039957322,0.3372524,0.3968239,-0.0595715
88,-0.6383392,-0.4170932,"('low', 'eminent')",-0.30850735,-0.267323,-0.4734233,-0.3422081,-0.1312152
17,-0.62803435,-0.5670413,"('nasty', 'nice')",-0.6338706,-0.5699727,-0.6309525,-0.568507,-0.0624455
28,-0.6039145,-0.26388723,"('disloyal', 'loyal')",0.7953588,0.8518946,0.0957221,0.2940037,-0.1982816
71,-0.5741841,-0.59715897,"('diffident', 'self-confident')",0.4895102,0.342019,-0.042337,-0.12757,0.085233
69,-0.5540689,-0.81241214,"('lazy', 'industrious')",-0.2828524,-0.27552438,-0.4184607,-0.5439683,0.1255076
57,-0.5338667,-0.315193,"('unimaginative', 'imaginative')",-3.31393,-3.3143444,-1.9238983,-1.8147687,-0.1091296
7,0.52823764,0.67627674,"('insensitive', 'sensitive')",-0.018934732,-0.20583408,0.2546515,0.2352213,0.0194302
42,0.5260871,0.46273303,"('unreliable', 'reliable')",-3.2459207,-3.29978,-1.3599168,-1.4185234,0.0586066
47,0.52311087,0.50291467,"('stupid', 'smart')",5.246167,5.034843,2.884639,2.7688789,0.1157601
74,0.5150011,0.73991925,"('undedicated', 'dedicated')",-0.74299777,-0.71116203,-0.1139983,0.0143786,-0.1283769
59,-0.50130975,-0.63433176,"('foolish', 'wise')",0.452071,0.3255572,-0.0246194,-0.1543873,0.1297679
68,0.47308582,0.30451912,"('dependent', 'independent')",-0.45505422,-0.5793721,0.0090158,-0.1374265,0.1464423
49,0.40288588,0.57517093,"('unable', 'able')",0.27860993,0.33994967,0.3407479,0.4575603,-0.1168124
87,0.3885838,0.43736532,"('unsuccessful', 'successful')",0.9730349,0.9909505,0.6808094,0.7141579,-0.0333485
58,-0.36451304,-0.3633211,"('undiscriminating', 'discriminating')",0.012994617,-0.05720178,-0.1757592,-0.2102614,0.0345022
77,0.3393231,0.5263813,"('unmotivated', 'motivated')",-0.976163,-0.7278088,-0.31842,-0.1007137,-0.2177063
34,-0.32136595,-0.18701695,"('mean', 'honorable')",5.6651964,5.6588774,2.6719153,2.7359302,-0.0640149
38,-0.30714342,-0.1951455,"('untruthful', 'truthful')",0.0075607635,0.28062356,-0.1497913,0.042739,-0.1925303
78,-0.30294597,-0.273553,"('nonresilient', 'resilient')",0.39526147,0.39581573,0.0461577,0.0611314,-0.0149737
33,-0.2879627,-0.53160363,"('wrong', 'right')",-0.6717745,-0.7423525,-0.4798686,-0.636978,0.1571094
20,0.28394124,0.21535581,"('rough', 'thoughtful')",0.9656427,0.76881063,0.624792,0.4920832,0.1327088
29,-0.2771126,-0.6252772,"('unfair', 'fair')",-0.42018983,-0.6515752,-0.3486512,-0.6384262,0.289775
32,0.26397955,0.30144316,"('unkind', 'kind')",0.5498856,0.44054288,0.4069326,0.370993,0.0359396
50,-0.25867522,-0.14047493,"('clumsy', 'skillful')",0.34028742,0.12060568,0.0408061,-0.0099346,0.0507407
12,0.1721864,0.3144156,"('unsupportive', 'supportive')",-2.050865,-2.0445786,-0.9393393,-0.8650815,-0.0742578
61,0.16387476,0.1288213,"('illogical', 'logical')",0.28319785,0.13704214,0.2235363,0.1329317,0.0906046
3,-0.14106151,0.2066112,"('repellent', 'pleasant')",0.40100318,0.32970285,0.1299708,0.268157,-0.1381862
27,-0.12684499,-0.30939507,"('hardhearted', 'softhearted')",0.92326224,0.49257517,0.3982086,0.09159,0.3066186
2,0.08854195,0.2764486,"('unlikable', 'likable')",0.23373987,0.46422568,0.1611409,0.3703371,-0.2091962
41,0.057120495,0.15976407,"('unforgiving', 'forgiving')",-0.1877633,-0.16939862,-0.0653214,-0.0048173,-0.0605041
73,0.04993338,0.006090356,"('helpless', 'self-reliant')",-2.80213,-2.9438424,-1.3760983,-1.468876,0.0927777
86,0.04621643,0.17076316,"('uninfluential', 'influential')",-0.627876,-0.71970826,-0.2908298,-0.2744725,-0.0163573
15,-0.027634976,-0.0023318995,"('boring', 'funny')",-0.112092555,0.06467621,-0.0698638,0.0311722,-0.101036
83,-0.012905829,0.0029198192,"('powerless', 'powerful')",-0.8834939,-0.78751075,-0.4481999,-0.3922955,-0.0559044
44,0.00035934523,-0.15603042,"('prejudiced', 'unprejudiced')",-1.4045334,-1.3499278,-0.702087,-0.7529791,0.0508921
