,danaher_male,danaher_female,tuple,corp_male,corp_female,average_male,average_female,male-female
36,-3.187136,-3.2474575,"('hostile', 'amicable')",-0.2731662,-0.554303,-1.7301511,-1.9008802,0.1707291
60,3.1260612,3.2252746,"('inefficient', 'efficient')",0.13874537,0.3806296,1.6324033,1.8029521,-0.1705488
31,-2.786578,-2.939985,"('evil', 'good')",-0.81743896,-0.98701096,-1.8020084,-1.963498,0.1614896
6,-2.6885383,-2.8136487,"('distant', 'open')",-0.43173468,-0.7238564,-1.5601366,-1.7687526,0.208616
81,2.484005,2.7598727,"('submissive', 'aggressive')",-0.5858667,-0.17557408,0.9490691,1.2921493,-0.3430802
85,-2.448892,-2.38169,"('insignificant', 'prestigious')",-0.12848945,-0.31820056,-1.2886908,-1.3499453,0.0612545
62,2.3894246,2.711335,"('incompetent', 'brilliant')",0.74478924,0.967831,1.567107,1.8395829,-0.2724759
79,-2.2015738,-2.400442,"('wavering', 'unwavering')",-0.2142148,-0.330339,-1.2078943,-1.3653904,0.1574961
8,-2.1682508,-2.061623,"('unaffectionate', 'affectionate')",0.7160828,0.4745464,-0.726084,-0.7935383,0.0674543
5,-2.1107512,-2.2499456,"('distant', 'outgoing')",-0.27720466,-0.43246755,-1.193978,-1.3412066,0.1472286
56,2.106993,2.2339132,"('impractical', 'practical')",-0.31013656,-0.13152441,0.8984282,1.0511944,-0.1527662
35,-1.8638781,-1.9467758,"('corrupt', 'incorrupt')",-0.3982987,-0.44785112,-1.1310884,-1.1973134,0.066225
55,1.8496573,2.0895493,"('incompetent', 'clever')",0.042375073,0.09290642,0.9460162,1.0912279,-0.1452117
21,1.7943349,1.8327863,"('immoral', 'moral')",-0.5384942,-0.48385224,0.6279203,0.674467,-0.0465467
52,-1.7707514,-1.7951257,"('irrational', 'rational')",0.2865728,0.1610425,-0.7420893,-0.8170416,0.0749523
66,-1.7348268,-1.9858837,"('inactive', 'active')",0.08830934,-0.20351334,-0.8232588,-1.0946985,0.2714397
1,-1.7303891,-1.8130478,"('unfriendly', 'friendly')",1.2970282,1.0065486,-0.2166805,-0.4032496,0.1865691
39,1.6812564,1.8287915,"('exploitative', 'cooperative')",0.12794101,0.24716,0.9045987,1.0379758,-0.1333771
46,1.6694696,2.047024,"('uncompetitive', 'competitive')",-0.9961648,-0.8034316,0.3366524,0.6217963,-0.2851439
76,1.6506286,1.8031986,"('anxious', 'daring')",-0.28362772,-0.20925581,0.6835004,0.7969714,-0.113471
80,1.5677232,1.6730652,"('dominated', 'dominating')",-0.8897311,-0.8043178,0.338996,0.4343737,-0.0953777
19,-1.5657362,-1.7414398,"('inhospitable', 'hospitable')",-0.45139244,-0.6519089,-1.0085644,-1.1966743,0.1881099
16,-1.4936308,-1.3157969,"('unpopular', 'popular')",0.28191644,0.26502484,-0.6058571,-0.525386,-0.0804711
67,1.4155587,1.2587208,"('doubtful', 'determined')",-0.4903599,-0.38100383,0.4625994,0.4388584,0.023741
9,-1.3978053,-1.3304248,"('unaffectionate', 'caring')",1.2656112,1.0696936,-0.0660971,-0.1303656,0.0642685
14,1.3493754,1.5179174,"('antisocial', 'social')",-0.6423492,-0.4504601,0.3535131,0.5337287,-0.1802156
11,1.3360114,1.584197,"('unhelpful', 'helpful')",1.9197686,2.1017585,1.62789,1.8429778,-0.2150878
13,1.3195287,1.2734232,"('impolite', 'polite')",-0.70370436,-0.68659747,0.3079122,0.2934129,0.0144993
53,-1.2563661,-1.012796,"('uncreative', 'creative')",0.24212492,0.07789663,-0.5071206,-0.4674497,-0.0396709
70,1.1960816,1.3215587,"('lethargic', 'energetic')",-0.1699506,-0.20151946,0.5130655,0.5600196,-0.0469541
4,-1.183212,-1.1561161,"('disliked', 'liked')",-6.8000093,-6.618183,-3.9916105,-3.8871496,-0.1044609
65,1.1820472,1.1165959,"('insecure', 'secure')",-0.43915388,-0.285318,0.3714467,0.4156389,-0.0441922
75,-1.1346507,-1.1171875,"('meek', 'impulsive')",-0.66600615,-0.66118795,-0.9003284,-0.8891877,-0.0111407
30,1.086563,1.1855465,"('intolerant', 'tolerant')",0.6785476,0.84120476,0.8825553,1.0133756,-0.1308203
22,1.0662538,0.86878514,"('untrustworthy', 'trustworthy')",-1.0803324,-1.1956822,-0.0070393,-0.1634485,0.1564092
26,-0.9952092,-1.2092446,"('hardhearted', 'benevolent')",1.4189159,1.1603914,0.2118533,-0.0244266,0.2362799
45,0.95651203,0.9843577,"('incompetent', 'competent')",-0.13943323,-0.2722881,0.4085394,0.3560348,0.0525046
37,0.94108844,0.71969,"('fake', 'genuine')",-0.017984074,-0.15613942,0.4615522,0.2817753,0.1797769
54,-0.9355436,-0.93592376,"('incapable', 'capable')",0.82887846,0.871774,-0.0533326,-0.0320749,-0.0212577
18,-0.93368495,-0.9013564,"('disagreeable', 'welcoming')",-0.5194058,-0.65703475,-0.7265453,-0.7791955,0.0526502
63,0.91181755,0.90769964,"('unperceptive', 'insightful')",0.86952627,0.75108194,0.8906719,0.8293908,0.0612811
