,cincinnati_male,cincinnati_female,tuple,financial_male,financial_female,corp_male,corp_female,average_male,average_female,male-female
60,3.1183844,2.9504783,"('inefficient', 'efficient')",-0.20953146,-0.062495746,1.0026432,0.8586249,1.3038321,1.2488692,0.0549629
36,-2.3731794,-2.0816333,"('hostile', 'amicable')",0.21554795,0.103308655,-2.1198542,-1.8952898,-1.4258286,-1.2912048,-0.1346238
10,2.193026,1.8466407,"('unsympathetic', 'sympathetic')",-1.1108866,-1.0961697,0.7244848,0.5768159,0.6022081,0.442429,0.1597791
63,2.1885185,2.1683044,"('unperceptive', 'insightful')",1.1886815,1.1487279,1.1938888,1.025559,1.5236963,1.4475304,0.0761659
35,-2.1675684,-1.8079808,"('corrupt', 'incorrupt')",-0.7564294,-0.79508674,-2.2536054,-1.9873039,-1.7258677,-1.5301237,-0.195744
23,2.1054542,2.187499,"('insincere', 'sincere')",0.21693762,0.31890398,6.0284553,6.1576977,2.7836157,2.8880335,-0.1044178
70,2.0971775,1.688615,"('lethargic', 'energetic')",-0.18899933,-0.1368261,1.4383646,1.2923448,1.1155143,0.9480445,0.1674698
16,-1.9980342,-1.6400543,"('unpopular', 'popular')",-0.18267176,-0.19691598,-0.24192509,-0.112337455,-0.8075437,-0.6497693,-0.1577744
31,-1.9855125,-1.8239797,"('evil', 'good')",-0.30257618,-0.45367613,-2.7255461,-2.6773386,-1.6712116,-1.6516647,-0.0195469
43,1.9707545,1.7903044,"('irresponsible', 'responsible')",0.5209263,0.55871224,0.7810226,0.6297529,1.0909011,0.9929232,0.0979779
32,1.8504313,1.7006261,"('unkind', 'kind')",-0.18025866,-0.10382304,0.82718396,0.727205,0.8324522,0.7746693,0.0577829
56,1.8252206,1.7617071,"('impractical', 'practical')",0.4440175,0.6105879,0.24862783,-0.013270378,0.8392886,0.7863415,0.0529471
24,1.6916225,1.5595998,"('dishonest', 'honest')",0.018582184,0.1291306,0.6823979,0.64119524,0.7975342,0.7766418,0.0208924
11,1.6361454,1.6140357,"('unhelpful', 'helpful')",0.14809069,0.1829571,2.5760713,2.572603,1.4534357,1.4565318,-0.0030961
51,1.6349608,1.3600683,"('uneducated', 'educated')",-0.13304481,-0.1273774,0.7924537,0.71311545,0.7647899,0.6486021,0.1161878
39,1.5663049,1.5946289,"('exploitative', 'cooperative')",0.70960176,0.78538114,0.27345067,0.19695538,0.8497857,0.8589885,-0.0092028
30,1.5659645,1.3464149,"('intolerant', 'tolerant')",0.3927119,0.5195128,0.37621683,0.3245452,0.7782977,0.7301576,0.0481401
52,-1.5647848,-1.3092374,"('irrational', 'rational')",0.37657928,0.30345115,-1.4552255,-1.3306046,-0.8811436,-0.7787969,-0.1023467
14,1.5426036,1.2830858,"('antisocial', 'social')",1.8035923,1.7759893,0.5485382,0.30448928,1.2982447,1.1211882,0.1770565
7,1.5091228,1.3154912,"('insensitive', 'sensitive')",0.39842495,0.37034833,0.9577899,0.76186645,0.9551126,0.815902,0.1392106
4,-1.4994233,-1.3390497,"('disliked', 'liked')",0.26587126,0.18874554,-7.302861,-7.507425,-2.8454711,-2.8859097,0.0404386
55,1.4889578,1.0667108,"('incompetent', 'clever')",-0.9354554,-0.915022,1.5028718,1.3036261,0.685458,0.485105,0.200353
8,-1.4693162,-1.395208,"('unaffectionate', 'affectionate')",0.06674995,0.0672809,-1.0629035,-0.9318901,-0.8218233,-0.7532724,-0.0685509
12,1.4384911,1.262673,"('unsupportive', 'supportive')",1.3631337,1.3909572,-2.0031898,-2.2358987,0.266145,0.1392438,0.1269012
62,1.4242837,1.1875411,"('incompetent', 'brilliant')",0.587278,0.5493618,1.1564312,0.9367194,1.0559977,0.8912075,0.1647902
74,1.3832767,1.3559314,"('undedicated', 'dedicated')",0.3490012,0.4348505,-0.37164414,-0.44453618,0.4535446,0.4487486,0.004796
71,1.3798838,1.5533742,"('diffident', 'self-confident')",1.7671354,1.8686278,0.06380006,0.0458242,1.0702731,1.155942,-0.0856689
21,1.376999,1.0456517,"('immoral', 'moral')",0.88273674,0.8995123,0.9347641,0.7136406,1.0648333,0.8862681,0.1785652
85,-1.3504885,-0.6533921,"('insignificant', 'prestigious')",1.5960877,1.7267317,-2.1994374,-1.8929644,-0.6512794,-0.2732083,-0.3780711
13,1.3446827,1.0340346,"('impolite', 'polite')",0.10980216,0.20911974,0.12235086,0.104695834,0.5256119,0.4492834,0.0763285
