,procter_male,procter_female,tuple,&_male,&_female,gamble_male,gamble_female,co_male,co_female,average_male,average_female,male-female
10,-3.4273164,-3.441716,"('unsympathetic', 'sympathetic')",-3.201512,-3.0534174,-3.2950768,-3.2513273,-0.069515556,0.20072858,-2.4983552,-2.3864331,-0.1119221
57,-3.3781347,-3.228146,"('unimaginative', 'imaginative')",-2.0650086,-1.8957226,-2.101365,-1.9944762,-3.1648583,-3.2590227,-2.6773417,-2.594342,-0.0829997
85,2.9141538,2.658102,"('insignificant', 'prestigious')",2.989039,2.9464257,3.2577243,3.2307987,-0.13737671,-0.32094482,2.2558851,2.1285954,0.1272897
48,-2.6540263,-2.8088198,"('unintelligent', 'intelligent')",-2.1211154,-2.1497016,-1.7527637,-1.7034333,0.19312671,0.26182914,-1.5836947,-1.6000314,0.0163367
55,-2.4330933,-2.5207536,"('incompetent', 'clever')",-2.0444398,-2.014972,-1.4473966,-1.3620743,0.5289732,0.3845691,-1.3489892,-1.3783077,0.0293185
69,2.4315133,2.3109634,"('lazy', 'industrious')",2.9559963,2.9464078,1.805141,1.6470861,-0.6315476,-0.86681175,1.6402757,1.5094113,0.1308644
14,-2.386218,-2.490263,"('antisocial', 'social')",-1.0695622,-1.1926793,-0.55208546,-0.8026123,-0.29695988,-0.6714096,-1.0762064,-1.2892411,0.2130347
60,-2.3273265,-2.474794,"('inefficient', 'efficient')",-2.8779001,-2.8928838,-1.7982415,-2.0290792,0.19841164,0.17888205,-1.7012643,-1.8044688,0.1032045
30,-2.2414355,-2.244373,"('intolerant', 'tolerant')",-3.0081453,-3.062655,-1.4526678,-1.4510192,0.39603615,0.37016398,-1.5765531,-1.5969708,0.0204177
81,-2.235719,-2.349786,"('submissive', 'aggressive')",-1.499557,-1.4093746,-1.8450387,-1.9312074,-0.61300623,-0.76155335,-1.5483302,-1.6129802,0.06465
86,-2.1753244,-2.0800624,"('uninfluential', 'influential')",-1.7881516,-1.5377629,-0.670765,-0.48210153,-0.2819342,-0.19384223,-1.2290438,-1.0734423,-0.1556015
0,-2.1371365,-2.3249614,"('unsociable', 'sociable')",-1.5531977,-1.5029871,-0.79852724,-0.9140454,0.036003336,-0.06261686,-1.1132146,-1.2011527,0.0879381
70,-2.0457394,-2.251079,"('lethargic', 'energetic')",-1.6916611,-1.7197282,-1.9690372,-2.1128564,0.41470727,0.29354107,-1.3229326,-1.4475307,0.1245981
5,1.9959036,2.2144446,"('distant', 'outgoing')",1.6024536,1.7949634,2.703529,2.7264998,-0.2195677,-0.089665346,1.5205796,1.6615605,-0.1409809
21,-1.9907411,-2.1294503,"('immoral', 'moral')",-1.8132213,-1.7837614,-2.0103824,-2.1797094,-0.88358086,-0.9624663,-1.6744814,-1.7638469,0.0893655
13,-1.946619,-2.001451,"('impolite', 'polite')",-2.713277,-2.7728279,-1.1483703,-1.4173797,0.4081622,0.4262705,-1.350026,-1.441347,0.091321
65,-1.9435364,-2.194475,"('insecure', 'secure')",-1.7308505,-1.8333559,-1.9627951,-2.1368737,-0.0076044723,-0.08841543,-1.4111967,-1.5632801,0.1520834
28,-1.9363776,-2.0619395,"('disloyal', 'loyal')",-1.664863,-1.702596,-1.3680134,-1.5046405,0.7082351,0.5722338,-1.0652547,-1.1742356,0.1089809
73,1.9327444,2.0950942,"('helpless', 'self-reliant')",0.80166507,0.8049367,0.44677812,0.56690365,-3.4692965,-3.424523,-0.0720273,0.0106028,-0.0826301
3,-1.9245205,-1.8354313,"('repellent', 'pleasant')",-0.53685176,-0.5084304,-0.7561529,-0.9102793,0.38038415,0.34295347,-0.7092853,-0.7277969,0.0185116
6,1.8772718,2.1855295,"('distant', 'open')",1.5136528,1.8395401,2.3905048,2.5943146,-0.1297737,0.062463567,1.4129139,1.670462,-0.2575481
45,-1.8566405,-1.7607837,"('incompetent', 'competent')",-2.2814496,-2.038777,-1.9845757,-2.008241,-0.47182515,-0.55091375,-1.6486228,-1.5896789,-0.0589439
7,-1.8454847,-2.0537968,"('insensitive', 'sensitive')",-2.3033295,-2.24436,-1.9833337,-2.187788,0.1748023,0.13915923,-1.4893364,-1.5866964,0.09736
35,1.7838762,1.8173561,"('corrupt', 'incorrupt')",2.0338874,1.9238634,0.96546113,0.90812415,-0.50642127,-0.53061295,1.0692009,1.0296826,0.0395183
23,-1.764249,-2.0653539,"('insincere', 'sincere')",-2.598875,-2.631361,-1.2539934,-1.4977708,5.867006,5.7664633,0.0624721,-0.1070056,0.1694777
11,-1.750582,-1.9842055,"('unhelpful', 'helpful')",-2.5370939,-2.5292206,-1.2424777,-1.4053208,2.5254543,2.4375951,-0.7511747,-0.8702878,0.1191131
50,1.7383088,1.4175085,"('clumsy', 'skillful')",2.5075138,2.4824576,-0.05850719,-0.063918546,-0.04239055,0.0639914,1.0362313,0.9750097,0.0612216
43,-1.7310251,-1.9748576,"('irresponsible', 'responsible')",-3.2601058,-3.3408074,-1.4336902,-1.6300974,0.8981962,0.8147404,-1.3816562,-1.5327556,0.1510994
62,-1.623545,-1.6987528,"('incompetent', 'brilliant')",-2.5522006,-2.539668,-0.718231,-0.8463552,0.21044731,0.078685,-1.1708823,-1.2515228,0.0806405
79,1.5251924,1.7748302,"('wavering', 'unwavering')",1.9139261,2.0539699,1.1145818,1.2429668,-0.4513488,-0.26711175,1.0255879,1.2011638,-0.1755759
66,1.471939,1.4589542,"('inactive', 'active')",2.0049176,2.0667825,1.5875585,1.6316592,0.8609372,0.8545874,1.481338,1.5029958,-0.0216578
76,-1.4602721,-1.406718,"('anxious', 'daring')",-0.3485815,-0.15416843,-1.7081285,-1.6027509,0.2198572,0.3759426,-0.8242812,-0.6969236,-0.1273576
46,-1.4202555,-1.4356139,"('uncompetitive', 'competitive')",-1.1764065,-1.0836489,-1.3082565,-1.2702161,-0.66908646,-0.6182837,-1.1435013,-1.1019406,-0.0415607
72,-1.3901942,-1.3827184,"('unambitious', 'ambitious')",-1.795821,-1.8909781,-0.52596766,-0.50237274,-0.9593448,-0.8596693,-1.1678319,-1.1589346,-0.0088973
41,-1.3822796,-1.336212,"('unforgiving', 'forgiving')",-1.9352391,-1.9656216,-0.8878526,-0.8314848,0.2742424,0.09966043,-0.9827822,-1.0084145,0.0256323
82,-1.3801173,-1.3519821,"('poor', 'rich')",-1.3528513,-1.0860236,-1.4756103,-1.3365747,5.9698834,6.1153836,0.4403261,0.5852008,-0.1448747
84,1.3410382,1.4771329,"('inferior', 'superior')",0.9843765,0.9058257,0.4283517,0.4962504,0.722443,0.8882255,0.8690523,0.9418586,-0.0728063
71,1.3314825,0.9275155,"('diffident', 'self-confident')",-0.34021837,-0.4899423,2.1959207,1.8351802,0.5507017,0.3495886,0.9344716,0.6555855,0.2788861
75,1.3176813,1.6234593,"('meek', 'impulsive')",0.7097589,0.8047315,0.22490191,0.46685624,-0.47570923,-0.38045737,0.4441582,0.6286474,-0.1844892
27,-1.3057206,-1.3006942,"('hardhearted', 'softhearted')",-1.8274083,-1.8227942,-1.0658367,-1.1577263,0.49323016,0.58060575,-0.9264339,-0.9251522,-0.0012817
33,1.3032593,1.4800923,"('wrong', 'right')",0.5577638,0.55175537,1.3962059,1.4278216,-0.9837746,-1.0429511,0.5683635,0.6041796,-0.0358161
24,-1.2784934,-1.356094,"('dishonest', 'honest')",-2.7645884,-2.7529097,-0.87061405,-0.8259544,0.60989004,0.6863281,-1.0759515,-1.0621575,-0.013794
36,1.2313205,1.1750152,"('hostile', 'amicable')",1.6216551,1.5536166,1.688555,1.7138865,-0.14643274,-0.23227721,1.0987744,1.0525602,0.0462142
