,procter_male,procter_female,tuple,&_male,&_female,gamble_male,gamble_female,co_male,co_female,average_male,average_female,male-female
53,-1.1787574,-1.2106544,"('uncreative', 'creative')",0.07383102,0.17543632,0.36340207,0.34887853,1.1905115,1.2598816,0.1122468,0.1433855,-0.0311387
16,1.1167555,0.9003458,"('unpopular', 'popular')",0.8334233,0.69764435,0.53849334,0.50288653,0.10848392,0.029168986,0.6492891,0.5325115,0.1167776
59,1.0394222,0.9485995,"('foolish', 'wise')",1.1794974,1.2788485,-0.118513696,-0.08763529,-0.16716678,-0.2636787,0.4833098,0.4690335,0.0142763
22,-0.99232256,-1.1439701,"('untrustworthy', 'trustworthy')",-1.2837185,-1.3706226,-2.0155036,-2.0905445,-0.8562429,-1.075058,-1.286947,-1.4200487,0.1331017
17,-0.97119427,-1.0837091,"('nasty', 'nice')",0.13863397,0.022535946,0.032172717,-0.12115151,-0.30804497,-0.3735702,-0.2771081,-0.3889737,0.1118656
63,-0.9654734,-0.93955564,"('unperceptive', 'insightful')",-0.49414667,-0.27504903,-1.1707647,-1.0251783,0.80327195,0.8419885,-0.4567782,-0.3494486,-0.1073296
54,0.94472057,0.69620675,"('incapable', 'capable')",0.039757997,0.02211386,1.1562303,1.1154227,0.89713836,0.81476516,0.7594618,0.6621271,0.0973347
39,-0.9284595,-1.3025658,"('exploitative', 'cooperative')",-0.6260527,-0.8579891,-0.4361359,-0.74713546,0.47044247,0.18878013,-0.3800514,-0.6797276,0.2996762
19,0.901371,0.98005646,"('inhospitable', 'hospitable')",0.59573644,0.83560866,1.137316,1.2158122,-0.029595418,0.087890804,0.651207,0.7798421,-0.1286351
56,-0.8887397,-0.99897385,"('impractical', 'practical')",-1.8726531,-1.9805294,-0.42291728,-0.6329187,0.3892808,0.16532235,-0.6987574,-0.8617749,0.1630175
77,-0.8669282,-0.9853049,"('unmotivated', 'motivated')",-0.5010795,-0.5542439,0.38389906,0.17139807,-0.807247,-0.8929604,-0.4478389,-0.5652778,0.1174389
4,0.8531846,0.9107525,"('disliked', 'liked')",1.0580788,1.0379562,1.1404388,1.0455284,-6.3640757,-6.6833158,-0.8280934,-0.9222696,0.0941762
2,0.788605,0.3991478,"('unlikable', 'likable')",0.8708292,0.72592074,1.9638352,1.7817942,1.2606206,1.0457685,1.2209725,0.9881578,0.2328147
44,0.76352715,0.691258,"('prejudiced', 'unprejudiced')",-0.344573,-0.6611151,-0.83614147,-1.0401849,-1.6255757,-1.862564,-0.5106907,-0.7181515,0.2074608
87,0.73543406,0.6795642,"('unsuccessful', 'successful')",1.3014519,1.3840328,0.7503103,0.71587783,0.4765756,0.3780143,0.8159429,0.7893723,0.0265706
12,-0.7262937,-0.81407297,"('unsupportive', 'supportive')",-0.3567008,-0.27108434,0.13781388,0.1123399,-1.5211163,-1.4959651,-0.6165742,-0.6171956,0.0006214
51,-0.7139639,-0.6367052,"('uneducated', 'educated')",-0.39836726,-0.24770695,-0.25579718,-0.21114016,1.1452392,1.1477841,-0.0557223,0.0130579,-0.0687802
29,0.7009188,0.9501288,"('unfair', 'fair')",0.31396228,0.4630256,0.087623864,0.19389734,-0.6383488,-0.54302114,0.116039,0.2660077,-0.1499687
32,-0.6951578,-1.1689175,"('unkind', 'kind')",-2.1767683,-2.254218,-1.4689307,-1.6424204,1.0328027,1.0079534,-0.8270135,-1.0144007,0.1873872
88,-0.6824667,-0.9981969,"('low', 'eminent')",-0.8892254,-0.7824645,-1.1491417,-1.3473692,-0.34096637,-0.44111624,-0.7654501,-0.8922867,0.1268366
47,-0.67849123,-1.0096635,"('stupid', 'smart')",-0.87334794,-0.9586661,-1.2293284,-1.4348154,5.211926,5.034836,0.6076896,0.4079227,0.1997669
58,-0.64425087,-0.4237926,"('undiscriminating', 'discriminating')",-1.0482467,-0.82939154,-0.13194299,0.12032737,0.31615365,0.4538263,-0.3770717,-0.1697576,-0.2073141
40,-0.6324326,-0.34536898,"('stingy', 'generous')",-0.44470975,-0.2985209,-0.56149054,-0.3768775,-2.419091,-2.2576609,-1.014431,-0.8196071,-0.1948239
8,-0.48379555,-0.6292851,"('unaffectionate', 'affectionate')",-0.37579185,-0.51905954,1.214595,1.420865,0.3230373,0.45910245,0.1695112,0.1829057,-0.0133945
31,0.44997123,0.80669373,"('evil', 'good')",1.1432025,1.3039347,1.3696108,1.6243438,-1.1444873,-1.1074698,0.4545743,0.6568756,-0.2023013
42,0.44778493,0.26765034,"('unreliable', 'reliable')",0.86598194,0.83789206,-0.22603387,-0.31821883,-2.3015175,-2.3534317,-0.3034461,-0.391527,0.0880809
80,0.40610173,0.2949505,"('dominated', 'dominating')",0.18920755,0.15399437,-1.0810227,-1.2083414,-0.45572388,-0.6016514,-0.2353593,-0.340262,0.1049027
20,-0.38321206,-0.56715924,"('rough', 'thoughtful')",1.0325568,0.9596865,-0.41835567,-0.57398,0.85819834,0.6368078,0.2722968,0.1138388,0.158458
1,-0.3741946,-0.31121033,"('unfriendly', 'friendly')",-0.98325616,-0.86725193,0.5995153,0.7609986,1.5435574,1.5302681,0.1964055,0.2782011,-0.0817956
25,0.36916715,0.21517669,"('egoistic', 'altruistic')",1.137911,1.1569808,1.6361437,1.72145,1.0785329,1.0207809,1.0554388,1.0285971,0.0268417
37,-0.3383727,-0.35138294,"('fake', 'genuine')",-0.96943176,-1.0216166,-1.1046082,-1.0446982,0.03344903,0.14355524,-0.5947409,-0.5685357,-0.0262052
18,-0.33431968,-0.53780985,"('disagreeable', 'welcoming')",0.804911,0.85300666,0.04935552,-0.14167263,-1.1675768,-1.2968389,-0.1619075,-0.2808287,0.1189212
61,-0.3332174,-0.36151806,"('illogical', 'logical')",-0.19380622,-0.20086914,0.9002152,0.74014693,0.12317996,0.008228168,0.1240929,0.046497,0.0775959
34,-0.29536495,-0.3856432,"('mean', 'honorable')",-0.54427946,-0.60356104,0.028139003,-0.058151465,5.57365,5.5341153,1.1905361,1.1216899,0.0688462
74,-0.29102144,-0.22913183,"('undedicated', 'dedicated')",-0.23954684,-0.130866,-0.0405829,0.015010089,0.54704785,0.44680557,-0.0060258,0.0254545,-0.0314803
9,-0.28885737,-0.49650544,"('unaffectionate', 'caring')",-0.84536135,-0.8780946,1.6064147,1.7071931,1.1981753,1.2592734,0.4175928,0.3979666,0.0196262
52,0.28209317,0.609582,"('irrational', 'rational')",1.0092613,1.1994221,0.39590412,0.5985485,-0.84904504,-0.7444767,0.2095534,0.415769,-0.2062156
38,-0.27115282,-0.21685699,"('untruthful', 'truthful')",-1.4882803,-1.4614022,0.21816777,0.31597546,0.41539365,0.30431166,-0.2814679,-0.264493,-0.0169749
26,-0.24224555,-0.29848272,"('hardhearted', 'benevolent')",0.70119905,0.81801313,1.124037,1.1536245,1.3664068,1.3605312,0.7373493,0.7584215,-0.0210722
15,0.21631303,0.07816283,"('boring', 'funny')",0.36854064,0.3085483,0.24154574,0.19248125,0.74646205,0.63641703,0.3932154,0.3039024,0.089313
83,0.20902482,0.29875132,"('powerless', 'powerful')",-0.12240928,-0.19382688,1.0704873,1.1588284,-1.063837,-0.9715986,0.0233164,0.0730385,-0.0497221
49,-0.20352921,-0.51595074,"('unable', 'able')",-0.47758773,-0.49717063,-0.5283326,-0.7119664,-0.30030522,-0.5183002,-0.3774387,-0.560847,0.1834083
67,0.20008914,0.3854998,"('doubtful', 'determined')",-0.51556987,-0.466116,0.026076436,0.016823031,-0.27480137,-0.15729775,-0.1410514,-0.0552727,-0.0857787
68,-0.09335656,-0.01988807,"('dependent', 'independent')",-1.0645976,-0.9911999,-0.75689936,-0.8098245,-1.1094686,-1.2071669,-0.7560805,-0.7570199,0.0009394
78,0.0055961534,-0.05210861,"('nonresilient', 'resilient')",0.6441929,0.8452531,0.9953474,0.98561406,0.6351068,0.735234,0.5700608,0.6284981,-0.0584373
64,0.003011562,0.12040074,"('shy', 'confident')",0.5850824,0.5877843,0.3124362,0.22080363,-5.691701,-5.8260417,-1.1977926,-1.2242633,0.0264707
