,hudson_male,hudson_female,tuple,city_male,city_female,bancorp_male,bancorp_female,inc_male,inc_female,average_male,average_female,male-female
77,-1.6768999,-1.6587297,"('unmotivated', 'motivated')",-0.37019822,-0.5380284,0.68666977,0.7538042,-1.2612126,-1.04701,-0.6554102,-0.6224909,-0.0329193
88,-1.618822,-1.6668764,"('low', 'eminent')",-1.0366416,-1.0783718,-1.0180516,-0.96533036,0.26194558,0.33133397,-0.8528925,-0.8448112,-0.0080813
53,1.4430394,1.3800251,"('uncreative', 'creative')",-0.2930608,-0.37326163,0.5819173,0.68928367,1.1079806,0.973566,0.7099692,0.6674033,0.0425659
65,-1.4398332,-1.3897818,"('insecure', 'secure')",-1.082816,-1.1474351,-0.62857383,-0.58770037,-0.32509196,-0.10870679,-0.8690788,-0.808406,-0.0606728
25,1.4210622,1.3532579,"('egoistic', 'altruistic')",-0.60388654,-0.601222,1.1274809,1.1134148,1.7286848,1.5652803,0.9183353,0.8576827,0.0606526
52,1.4083365,1.3654358,"('irrational', 'rational')",0.6699,0.662136,0.45438144,0.4077273,0.015815496,-0.330776,0.6371084,0.5261308,0.1109776
68,-1.3436799,-1.4607832,"('dependent', 'independent')",-0.80121934,-0.8336915,-1.8711323,-1.8489513,-0.5705646,-0.6969088,-1.1466491,-1.2100837,0.0634346
9,1.3306446,1.3338268,"('unaffectionate', 'caring')",0.20221895,0.1933215,0.71287984,0.7072083,1.3983637,1.183783,0.9110268,0.8545349,0.0564919
40,1.3127043,1.3044397,"('stingy', 'generous')",0.7612491,0.76639444,1.1162741,1.0913867,-1.3018563,-1.5860939,0.4720928,0.3940318,0.078061
5,1.2841027,1.2212888,"('distant', 'outgoing')",0.6240677,0.679763,1.4359248,1.3219157,-0.35582054,-0.60967565,0.7470686,0.653323,0.0937456
50,-1.2527982,-1.2415172,"('clumsy', 'skillful')",-0.59570676,-0.5512082,0.7973971,0.7869635,0.46567756,0.44097203,-0.1463576,-0.1411975,-0.0051601
33,1.2329346,1.1423184,"('wrong', 'right')",0.7477587,0.6596931,1.7076315,1.7030432,-0.5375165,-0.7695543,0.7877021,0.6838751,0.103827
6,1.2160532,1.1709309,"('distant', 'open')",0.40462685,0.45920253,1.253816,1.1172112,0.5914489,0.2659278,0.8664862,0.7533181,0.1131681
73,1.1885571,1.2583334,"('helpless', 'self-reliant')",1.4593099,1.5356716,0.982568,0.92940974,-3.3274565,-3.4591882,0.0757447,0.0660566,0.0096881
71,1.1490519,1.0963541,"('diffident', 'self-confident')",1.2749907,1.262482,0.8310208,0.79110247,0.41093838,0.3456431,0.9165004,0.8738954,0.042605
12,1.1367934,1.0925778,"('unsupportive', 'supportive')",1.125162,1.0613198,-0.6373811,-0.61951184,-1.8758289,-1.9487578,-0.0628137,-0.103593,0.0407793
82,-1.0906382,-1.065239,"('poor', 'rich')",-1.2075006,-1.2772101,-1.2904187,-1.3227607,6.3461123,6.5463147,0.6893888,0.7202762,-0.0308874
16,-1.0798725,-1.1949733,"('unpopular', 'popular')",-0.8040927,-0.9608959,0.050365485,-0.06219623,0.390395,0.2011379,-0.3608012,-0.5042319,0.1434307
8,1.0753618,1.1136539,"('unaffectionate', 'affectionate')",-0.20347711,-0.11188348,-0.14824598,-0.16849554,0.93807805,0.63862544,0.4154292,0.3679751,0.0474541
81,-1.029148,-1.0020167,"('submissive', 'aggressive')",0.113819934,0.021157429,-1.4909467,-1.315401,-0.89478385,-0.5443994,-0.8252647,-0.7101649,-0.1150998
72,1.0164468,0.99343204,"('unambitious', 'ambitious')",0.6705969,0.61683923,-1.0301658,-0.9618247,-0.93020254,-0.74658465,-0.0683312,-0.0245345,-0.0437967
46,-1.0103011,-1.0339516,"('uncompetitive', 'competitive')",0.40953928,0.2273174,-0.743398,-0.6586045,-0.7518722,-0.548119,-0.524008,-0.5033395,-0.0206685
27,0.9951439,1.0131232,"('hardhearted', 'softhearted')",0.41585815,0.39401162,-0.137508,-0.16330485,1.5265265,1.3147821,0.7000051,0.639653,0.0603521
32,-0.9520861,-0.98294944,"('unkind', 'kind')",0.10145229,0.053662278,0.21370056,0.27777457,1.1625459,1.1518134,0.1314032,0.1250752,0.006328
14,-0.9329234,-0.8419718,"('antisocial', 'social')",0.14032362,0.074346475,-0.8736744,-0.72214663,-0.7926468,-0.621029,-0.6147302,-0.5277002,-0.08703
55,-0.90722555,-0.7853614,"('incompetent', 'clever')",-0.67177385,-0.76436067,-2.2039602,-2.1024091,-0.07869393,0.19752434,-0.9654133,-0.8636517,-0.1017616
45,-0.8926044,-0.7818172,"('incompetent', 'competent')",-0.23982961,-0.29358992,-1.63996,-1.6385913,-0.2252639,-0.19119066,-0.7494145,-0.7262973,-0.0231172
11,-0.85560125,-0.80344677,"('unhelpful', 'helpful')",0.7160488,0.66460043,-1.3283012,-1.2556156,1.6759456,1.8906671,0.052023,0.1240513,-0.0720283
48,-0.8495434,-0.8648133,"('unintelligent', 'intelligent')",-0.8540237,-0.993713,-1.405845,-1.3747718,0.3695411,0.41359866,-0.6849678,-0.7049249,0.0199571
21,-0.8444519,-0.7730227,"('immoral', 'moral')",0.12897062,0.029166993,-0.84187,-0.7517605,-0.60299003,-0.39669353,-0.5400853,-0.4730774,-0.0670079
31,0.822121,0.90737665,"('evil', 'good')",-0.047454655,0.17717494,0.90651846,0.9188818,-0.8449823,-1.1421472,0.2090506,0.2153215,-0.0062709
49,-0.81536424,-0.837106,"('unable', 'able')",-1.3260239,-1.3531176,-0.4144048,-0.40572593,-0.40916812,-0.27817008,-0.7412403,-0.7185299,-0.0227104
85,0.7880726,0.79387957,"('insignificant', 'prestigious')",-0.98871326,-0.85651225,1.5427475,1.4793842,0.7193326,0.31295562,0.5153599,0.4324268,0.0829331
83,-0.7862418,-0.7528616,"('powerless', 'powerful')",-0.008998066,-0.0153175,0.6378684,0.70937264,-0.83182096,-0.72835505,-0.2472981,-0.1967904,-0.0505077
84,-0.767898,-0.77934986,"('inferior', 'superior')",-2.0231624,-1.9582518,-0.3682182,-0.33401886,0.5464628,0.47790435,-0.653204,-0.6484291,-0.0047749
23,-0.7603693,-0.683544,"('insincere', 'sincere')",-0.32430455,-0.3888789,-0.153392,-0.10326886,5.8446026,6.0441313,1.1516342,1.2171099,-0.0654757
44,-0.74807376,-0.78785294,"('prejudiced', 'unprejudiced')",0.25074705,0.2725991,-0.43165377,-0.51775146,-1.2324892,-1.3109914,-0.5403674,-0.5859991,0.0456317
10,-0.7030665,-0.70442516,"('unsympathetic', 'sympathetic')",-0.5362988,-0.686481,-2.3525953,-2.2963796,-0.062475324,0.117793195,-0.913609,-0.8923731,-0.0212359
60,-0.68754727,-0.6628242,"('inefficient', 'efficient')",0.38408464,0.28883088,-0.8934102,-0.7518669,-0.1128171,0.30709535,-0.3274225,-0.2046912,-0.1227313
3,-0.68481433,-0.68937176,"('repellent', 'pleasant')",0.1965636,0.12137633,-0.69567454,-0.67076373,0.21408418,0.34951413,-0.2424603,-0.2223113,-0.020149
76,-0.6696768,-0.5713923,"('anxious', 'daring')",0.76338655,0.6889441,0.060884327,0.09934768,0.2664244,0.4263201,0.1052546,0.1608049,-0.0555503
