,sovereign_male,sovereign_female,tuple,bancorp_male,bancorp_female,inc_male,inc_female,average_male,average_female,male-female
23,1.9659137,1.597296,"('insincere', 'sincere')",0.16189122,0.22857693,6.4680867,6.2965803,2.8652973,2.7074846,0.1578127
74,1.8162552,1.8330756,"('undedicated', 'dedicated')",0.28938216,0.4068696,0.47209704,0.34665248,0.8592448,0.8621992,-0.0029544
75,-1.679454,-1.3746766,"('meek', 'impulsive')",0.12597454,-0.0896949,-0.51413864,-0.46133658,-0.689206,-0.6419027,-0.0473033
12,1.6178383,1.5746233,"('unsupportive', 'supportive')",-0.37400505,-0.5175347,-1.7614542,-1.8812695,-0.1725403,-0.2747269,0.1021866
44,-1.5735176,-1.4550792,"('prejudiced', 'unprejudiced')",-0.23453026,-0.35975498,-1.5002753,-1.1861372,-1.1027743,-1.0003238,-0.1024505
9,1.5724919,1.6342785,"('unaffectionate', 'caring')",0.43454772,0.45698136,1.2857287,1.2230479,1.0975894,1.1047692,-0.0071798
39,1.5548604,1.5859754,"('exploitative', 'cooperative')",0.444664,0.6238059,-0.18662591,-0.026262619,0.6042995,0.7278395,-0.12354
73,1.5547934,1.863774,"('helpless', 'self-reliant')",0.7912326,0.8565119,-3.7050476,-3.5695162,-0.4530072,-0.2830768,-0.1699304
56,1.5482194,1.5270557,"('impractical', 'practical')",0.2959992,0.5549128,0.4553702,0.2836372,0.7665296,0.7885353,-0.0220057
26,1.5449326,1.6435846,"('hardhearted', 'benevolent')",0.47975135,0.5096577,0.8343253,1.0814055,0.9530031,1.0782159,-0.1252128
16,-1.5402923,-1.5855327,"('unpopular', 'popular')",0.2548962,0.088043004,0.5589415,0.4960759,-0.2421515,-0.3338046,0.0916531
63,1.475924,1.233246,"('unperceptive', 'insightful')",0.42050272,0.2937357,1.7698685,1.2983077,1.2220984,0.9417631,0.2803353
30,1.4207542,1.5430855,"('intolerant', 'tolerant')",-0.5555037,-0.23696604,0.98094606,1.1332836,0.6153988,0.8131344,-0.1977356
84,1.4082762,1.5341611,"('inferior', 'superior')",-0.23010384,-0.18138205,0.5135393,0.5360335,0.5639039,0.6296042,-0.0657003
24,1.4079088,1.1590852,"('dishonest', 'honest')",-1.6497543,-1.4781859,0.9831734,0.9806031,0.2471093,0.2205008,0.0266085
31,-1.3334621,-0.93577725,"('evil', 'good')",0.3524788,0.3718961,-1.4051232,-1.3042122,-0.7953688,-0.6226978,-0.172671
43,1.1908772,1.106283,"('irresponsible', 'responsible')",-1.0661798,-1.0457201,0.7793276,0.72900665,0.3013417,0.2631898,0.0381519
71,1.1471329,1.260951,"('diffident', 'self-confident')",0.7460555,0.70418394,0.63842046,0.66753685,0.8438696,0.8775573,-0.0336877
72,1.1397336,1.0674688,"('unambitious', 'ambitious')",-1.0882479,-1.1285636,-0.7002132,-0.6284945,-0.2162425,-0.2298631,0.0136206
54,1.1283361,1.1985482,"('incapable', 'capable')",1.0255188,0.912018,1.4171879,1.4199499,1.1903476,1.1768387,0.0135089
79,1.0736893,1.3476652,"('wavering', 'unwavering')",0.6636744,0.64775956,0.20294116,0.25633493,0.6467683,0.7505866,-0.1038183
38,1.058029,0.9514707,"('untruthful', 'truthful')",0.1489336,0.07180722,0.18331704,0.024853569,0.4634266,0.3493772,0.1140494
52,-1.015289,-0.741049,"('irrational', 'rational')",-0.18700504,-0.35810313,-0.41625217,-0.33088148,-0.5395154,-0.4766779,-0.0628375
83,0.999966,1.0538452,"('powerless', 'powerful')",0.85164136,0.649411,-0.73362255,-0.7819451,0.3726616,0.3071037,0.0655579
28,0.99660206,0.94351506,"('disloyal', 'loyal')",-1.104971,-0.94976526,1.1011021,1.0375813,0.330911,0.343777,-0.012866
25,-0.97785723,-1.0328078,"('egoistic', 'altruistic')",0.6954902,0.58202034,1.2529924,1.3174515,0.3235418,0.288888,0.0346538
22,-0.9502986,-0.9283307,"('untrustworthy', 'trustworthy')",-1.1247606,-0.943255,-0.8346702,-0.8562698,-0.9699098,-0.9092851,-0.0606247
67,0.947995,1.0505265,"('doubtful', 'determined')",0.046462156,0.16573268,-0.5635637,-0.3675049,0.1436312,0.2829181,-0.1392869
82,-0.9444325,-1.0956564,"('poor', 'rich')",-0.6982738,-0.6480372,7.2175684,7.1734233,1.8582873,1.8099098,0.0483775
57,-0.8979954,-0.7746197,"('unimaginative', 'imaginative')",-0.30488893,-0.22590657,-2.6307817,-2.8578475,-1.2778886,-1.2861245,0.0082359
62,0.8612992,0.5424572,"('incompetent', 'brilliant')",-0.032839697,-0.12774576,0.75317425,0.5810876,0.5272113,0.331933,0.1952783
7,0.8562677,0.76946247,"('insensitive', 'sensitive')",-0.24100341,-0.07895674,0.785912,0.55886585,0.4670587,0.4164572,0.0506015
80,0.85442704,0.47343582,"('dominated', 'dominating')",-0.08072064,-0.27340075,-0.7460295,-0.86529523,0.0092256,-0.2217534,0.230979
13,0.8477371,0.69771934,"('impolite', 'polite')",-0.12331325,0.03437241,0.16655402,0.0821651,0.2969926,0.2714189,0.0255737
76,0.7910801,0.6504575,"('anxious', 'daring')",0.38113317,0.4011852,0.86943835,0.90150166,0.6805506,0.6510481,0.0295025
70,0.7441665,0.5245697,"('lethargic', 'energetic')",-0.84254193,-0.81189424,1.2988135,1.1228348,0.400146,0.2785034,0.1216426
42,0.7208759,0.87779415,"('unreliable', 'reliable')",0.70019794,0.7087382,-2.5156398,-2.429066,-0.3648553,-0.2808445,-0.0840108
10,0.68340445,0.34016016,"('unsympathetic', 'sympathetic')",-1.8521857,-1.814005,0.3444574,0.13959482,-0.2747746,-0.44475,0.1699754
53,-0.6752788,-0.3617402,"('uncreative', 'creative')",0.51269513,0.7312845,1.117015,1.0087557,0.3181438,0.4594333,-0.1412895
18,-0.6613148,-0.5534821,"('disagreeable', 'welcoming')",-0.42679265,-0.4474153,-0.69741195,-0.5816091,-0.5951731,-0.5275021,-0.067671
3,-0.6584808,-1.0645385,"('repellent', 'pleasant')",-0.3393893,-0.4539854,0.24006383,0.122197025,-0.2526021,-0.4654423,0.2128402
2,0.60888934,0.7348752,"('unlikable', 'likable')",1.3560773,1.2430996,0.6490433,0.694542,0.8713366,0.8908389,-0.0195023
66,0.6039143,0.56261605,"('inactive', 'active')",1.260774,1.1019605,0.84208727,0.81208897,0.9022586,0.8255552,0.0767034
34,0.5805339,0.26989096,"('mean', 'honorable')",0.6590691,0.46540165,6.6762767,6.355874,2.6386266,2.3637222,0.2749044
65,0.57471776,0.4247216,"('insecure', 'secure')",-0.34518412,-0.14588246,0.03614108,0.060621466,0.0885582,0.1131535,-0.0245953
36,-0.5639024,-0.082490295,"('hostile', 'amicable')",1.6043385,1.6297988,-0.43765575,-0.20899427,0.2009268,0.4461047,-0.2451779
48,0.5407727,0.11448702,"('unintelligent', 'intelligent')",-1.019656,-1.001115,0.7788539,0.624482,0.0999902,-0.087382,0.1873722
32,0.53959584,0.3877472,"('unkind', 'kind')",0.10617089,0.35246322,1.419867,1.3704143,0.6885446,0.7035416,-0.014997
51,0.5327362,0.3612625,"('uneducated', 'educated')",-1.0538034,-1.0875559,0.9013484,0.6562604,0.1267604,-0.0233443,0.1501047
33,0.53022045,0.772013,"('wrong', 'right')",1.2086691,1.1886091,-0.98048514,-0.99288636,0.2528014,0.3225786,-0.0697772
4,-0.51600313,-0.20177998,"('disliked', 'liked')",0.5009944,0.37516916,-6.7321763,-6.8855968,-2.2490617,-2.2374026,-0.0116591
81,-0.49670222,-0.7680521,"('submissive', 'aggressive')",-1.1535211,-1.0717715,-0.28703097,-0.3829807,-0.6457514,-0.7409348,0.0951834
11,0.47736436,0.23692659,"('unhelpful', 'helpful')",-0.9024246,-0.9907823,2.4036672,2.208515,0.6595356,0.4848864,0.1746492
68,-0.47109583,-0.7181248,"('dependent', 'independent')",-1.3046696,-1.4109964,-0.2173574,-0.47385725,-0.6643743,-0.8676595,0.2032852
60,0.4447424,0.066221096,"('inefficient', 'efficient')",-0.2813318,-0.08882927,0.6532254,0.41814572,0.272212,0.1318459,0.1403661
77,-0.434995,-0.553518,"('unmotivated', 'motivated')",0.818402,0.7665648,-1.1355845,-1.3240545,-0.2507258,-0.3703359,0.1196101
27,0.41089553,0.29074538,"('hardhearted', 'softhearted')",-0.096756615,-0.15249768,1.3791757,1.157198,0.5644382,0.4318152,0.132623
5,0.39828563,0.8160687,"('distant', 'outgoing')",0.9127092,0.91358125,-0.30494487,-0.2249384,0.33535,0.5015705,-0.1662205
37,0.39508125,0.35219452,"('fake', 'genuine')",-1.0252023,-1.0201002,0.5787708,0.4960197,-0.0171167,-0.0572953,0.0401786
87,0.3925908,0.21897131,"('unsuccessful', 'successful')",1.2027137,1.0532972,1.0284866,0.81103617,0.8745971,0.6944349,0.1801622
