,sovereign_male,sovereign_female,tuple,bancorp_male,bancorp_female,inc_male,inc_female,average_male,average_female,male-female
55,-0.3709147,-0.6729584,"('incompetent', 'clever')",-1.5529029,-1.5488509,0.34183583,0.17176645,-0.5273273,-0.6833476,0.1560203
17,-0.3676453,-0.3571752,"('nasty', 'nice')",0.738559,0.6418157,-0.9616073,-0.7833568,-0.1968979,-0.1662388,-0.0306591
58,0.34340355,0.2546486,"('undiscriminating', 'discriminating')",1.0911273,1.0160719,-0.03385708,-0.20974953,0.4668912,0.353657,0.1132342
15,0.33156163,0.6918162,"('boring', 'funny')",1.1489441,1.3722467,0.70300144,0.72528136,0.7278357,0.9297814,-0.2019457
59,0.32572788,0.70371586,"('foolish', 'wise')",-0.18126498,-0.17203721,0.37738806,0.5439668,0.1739503,0.3585485,-0.1845982
21,-0.3117473,-0.6170912,"('immoral', 'moral')",-0.67738515,-0.6570518,-0.42901272,-0.6389478,-0.4727151,-0.6376969,0.1649818
78,0.29654917,0.0074855424,"('nonresilient', 'resilient')",1.2823803,0.92797136,0.7349481,0.32163388,0.7712925,0.4190303,0.3522622
1,-0.2900045,-0.2438558,"('unfriendly', 'friendly')",0.28622413,0.34993502,1.716812,1.6044607,0.5710105,0.57018,0.0008305
85,0.27460736,0.70193875,"('insignificant', 'prestigious')",0.94800836,0.7343205,-0.33916402,-0.17303528,0.2944839,0.4210747,-0.1265908
40,0.26323256,0.20870265,"('stingy', 'generous')",0.89189106,0.7618592,-1.846374,-1.9461963,-0.2304168,-0.3252115,0.0947947
14,-0.25872776,-0.29088268,"('antisocial', 'social')",-0.50936073,-0.53684014,-0.9060154,-0.76727945,-0.5580346,-0.5316674,-0.0263672
69,-0.25053224,-0.054500498,"('lazy', 'industrious')",2.011088,1.8889064,-0.9450442,-0.92204326,0.2718371,0.3041209,-0.0322838
29,-0.23990217,-0.09305657,"('unfair', 'fair')",-0.019695215,-0.09382,-0.540216,-0.5552967,-0.2666045,-0.2473911,-0.0192134
88,0.20981315,0.18710801,"('low', 'eminent')",-1.275138,-1.0600194,0.51839244,0.525918,-0.1823108,-0.1156644,-0.0666464
20,0.2004423,0.17004746,"('rough', 'thoughtful')",0.3456642,0.22937594,0.87687856,0.8070262,0.4743284,0.4021499,0.0721785
19,-0.18903005,0.18179733,"('inhospitable', 'hospitable')",-0.49627045,-0.45875138,-0.17298701,-0.16601235,-0.2860958,-0.1476555,-0.1384403
50,0.17616472,0.23365882,"('clumsy', 'skillful')",0.59547824,0.5173813,0.6307929,0.5683232,0.4674786,0.4397878,0.0276908
0,0.16581711,-0.14283967,"('unsociable', 'sociable')",-0.07367754,-0.016526274,-0.23010199,-0.34571567,-0.0459875,-0.1683606,0.1223731
47,-0.14886543,-0.21449548,"('stupid', 'smart')",0.04133787,0.10994004,6.1662827,6.115345,2.019585,2.0035965,0.0159885
45,-0.11795601,-0.24967772,"('incompetent', 'competent')",-1.1670438,-1.1920612,0.10451758,-0.019311134,-0.3934941,-0.4870167,0.0935226
6,0.11482849,0.50588846,"('distant', 'open')",0.73018813,0.6961641,0.45005992,0.46027458,0.4316922,0.5541091,-0.1224169
49,0.112679824,0.28230533,"('unable', 'able')",-0.25712937,-0.41665316,0.26199356,0.16168137,0.0391813,0.0091112,0.0300701
64,-0.10152005,-0.17985967,"('shy', 'confident')",-0.6989824,-0.7154154,-6.7413774,-6.732792,-2.5139599,-2.542689,0.0287291
8,0.10129708,0.20899919,"('unaffectionate', 'affectionate')",-0.6372353,-0.6435024,0.4632916,0.55863327,-0.0242155,0.0413767,-0.0655922
61,0.076133244,0.04015044,"('illogical', 'logical')",0.32069457,0.35235626,0.2014839,0.01499743,0.1994372,0.1358347,0.0636025
35,-0.059385344,0.44789428,"('corrupt', 'incorrupt')",0.9168742,0.9994591,-0.560737,-0.2767945,0.0989173,0.3901863,-0.291269
86,0.058907248,-0.29933155,"('uninfluential', 'influential')",-1.1546028,-1.1152403,0.48870197,0.14226657,-0.2023312,-0.4241018,0.2217706
46,-0.04952368,-0.5002606,"('uncompetitive', 'competitive')",0.0962105,-0.13463667,-0.2947402,-0.6458663,-0.0826845,-0.4269212,0.3442367
41,0.009977034,0.13561757,"('unforgiving', 'forgiving')",0.56813765,0.57539135,-0.38138232,-0.34058315,0.0655775,0.1234753,-0.0578978
