,ppg_male,ppg_female,tuple,industries_male,industries_female,inc_male,inc_female,average_male,average_female,male-female
1,-1.3946748,-1.126101,"('unfriendly', 'friendly')",-0.70361024,-0.5577508,1.6423374,1.8204931,-0.1519825,0.0455471,-0.1975296
36,-1.3384721,-1.1831579,"('hostile', 'amicable')",-1.1344737,-0.8750348,0.38162258,0.34094095,-0.6971077,-0.5724173,-0.1246904
56,1.2763422,1.2852312,"('impractical', 'practical')",1.965865,1.9367018,0.04826171,0.019982845,1.0968229,1.0806386,0.0161843
68,-1.2341249,-1.272747,"('dependent', 'independent')",-0.681545,-0.8856777,-0.7381483,-0.7152067,-0.884606,-0.9578772,0.0732712
67,1.2169749,1.1798389,"('doubtful', 'determined')",0.75385404,0.7054042,-0.38467288,-0.30414772,0.5287187,0.5270318,0.0016869
39,1.1992745,1.0880585,"('exploitative', 'cooperative')",-0.33366424,-0.3453554,-0.20467035,-0.093397245,0.2203133,0.2164353,0.003878
10,-1.1605076,-0.897474,"('unsympathetic', 'sympathetic')",-0.21114233,-0.2766849,-0.24882944,-0.1692199,-0.5401598,-0.4477929,-0.0923669
26,-1.1372825,-0.98769855,"('hardhearted', 'benevolent')",1.2165419,1.3489735,1.5040293,1.5349585,0.5277629,0.6320778,-0.1043149
73,1.1370466,0.9453176,"('helpless', 'self-reliant')",0.7702261,0.7274242,-3.244324,-3.1812992,-0.4456838,-0.5028524,0.0571686
64,1.1365105,0.7307133,"('shy', 'confident')",0.42274517,0.13326427,-6.8363175,-7.006617,-1.7590206,-2.0475465,0.2885259
42,1.1358501,1.0821984,"('unreliable', 'reliable')",0.24029523,0.31122956,-2.6621516,-2.693828,-0.4286687,-0.4334667,0.004798
60,1.0735832,0.94342077,"('inefficient', 'efficient')",1.8621689,1.5818596,-0.038844347,0.00029584393,0.9656359,0.8418588,0.1237771
48,-1.0428553,-1.036467,"('unintelligent', 'intelligent')",-0.084007494,-0.25924706,0.120726235,0.14566173,-0.3353788,-0.3833508,0.047972
87,1.0327674,0.84086937,"('unsuccessful', 'successful')",1.3602593,1.0319732,0.54040515,0.40717825,0.9778107,0.7600069,0.2178038
18,-0.9857396,-0.75018704,"('disagreeable', 'welcoming')",-0.67985564,-0.39928576,-0.34194866,-0.15101454,-0.6691813,-0.4334958,-0.2356855
31,-0.969084,-0.7764989,"('evil', 'good')",-1.77372,-1.4996188,-0.96303105,-0.7849801,-1.2352784,-1.020366,-0.2149124
86,-0.9169171,-0.8702501,"('uninfluential', 'influential')",0.11212899,-0.17520988,-0.08423855,-0.07485674,-0.2963422,-0.3734389,0.0770967
8,-0.9166081,-0.6898273,"('unaffectionate', 'affectionate')",-0.75534356,-0.45843413,0.6908037,0.9418648,-0.3270493,-0.0687989,-0.2582504
57,-0.88944906,-0.7504704,"('unimaginative', 'imaginative')",0.24387164,0.122996114,-2.5657852,-2.6654658,-1.0704542,-1.0976467,0.0271925
78,-0.866998,-0.9664769,"('nonresilient', 'resilient')",0.26316214,0.100433886,0.02252552,-0.03816294,-0.1937701,-0.301402,0.1076319
80,0.85214734,0.84937,"('dominated', 'dominating')",0.60025686,0.29632273,-1.2723372,-1.2135677,0.0600224,-0.022625,0.0826474
82,-0.83821833,-0.49482402,"('poor', 'rich')",0.36145312,0.48120928,6.4549937,6.459976,1.9927429,2.1487872,-0.1560443
6,-0.82863253,-0.8854261,"('distant', 'open')",-0.92031366,-0.82194984,0.5709276,0.60008806,-0.3926729,-0.369096,-0.0235769
79,-0.81889385,-0.6778856,"('wavering', 'unwavering')",-1.1776061,-1.0806447,-0.05016432,-0.025399547,-0.6822214,-0.5946433,-0.0875781
2,0.81685114,0.8642982,"('unlikable', 'likable')",0.32068288,0.22304359,0.4600025,0.34373397,0.5325122,0.4770253,0.0554869
77,0.8048969,0.5367277,"('unmotivated', 'motivated')",0.4146766,0.11007508,-1.1986215,-1.3072473,0.006984,-0.2201482,0.2271322
49,-0.75196886,-0.6176875,"('unable', 'able')",0.018058363,0.019954728,-0.32009938,-0.23165298,-0.3513366,-0.2764619,-0.0748747
9,-0.7514155,-0.6625668,"('unaffectionate', 'caring')",-0.24540661,-0.13827929,1.0862236,1.2398369,0.0298005,0.1463303,-0.1165298
28,-0.71367997,-0.70195854,"('disloyal', 'loyal')",-0.025053933,0.041417733,1.0334215,1.0636036,0.0982292,0.1343543,-0.0361251
53,-0.71054095,-0.43936014,"('uncreative', 'creative')",0.28602007,0.18038014,1.0924841,1.0032771,0.2226544,0.248099,-0.0254446
34,-0.6641686,-0.4054184,"('mean', 'honorable')",0.2183872,0.3529177,6.2271414,6.3608136,1.92712,2.102771,-0.175651
76,0.6457846,0.43989518,"('anxious', 'daring')",0.63379943,0.4151469,0.27286714,0.23867878,0.5174837,0.3645736,0.1529101
35,-0.6060414,-0.59580034,"('corrupt', 'incorrupt')",-1.0519629,-0.88697475,-0.14068359,-0.155467,-0.5995626,-0.5460807,-0.0534819
61,0.6041215,0.5147343,"('illogical', 'logical')",-0.5706399,-0.7031669,0.22941637,0.22441559,0.0876327,0.0119943,0.0756384
88,-0.5830225,-0.3111621,"('low', 'eminent')",0.64987755,0.85245687,-0.05646281,0.09730592,0.0034641,0.2128669,-0.2094028
62,0.58054376,0.49002257,"('incompetent', 'brilliant')",0.67647517,0.43198237,-0.061987,-0.091796115,0.398344,0.2767363,0.1216077
51,-0.57790554,-0.5273087,"('uneducated', 'educated')",0.28750116,0.17720954,0.110801235,0.12096282,-0.0598677,-0.0763788,0.0165111
74,0.5678841,0.5980288,"('undedicated', 'dedicated')",0.7299094,0.701548,0.27729473,0.17807385,0.5250294,0.4925502,0.0324792
17,-0.54652107,-0.3431236,"('nasty', 'nice')",-0.87262577,-0.5767698,-0.7103574,-0.44389492,-0.7098347,-0.4545961,-0.2552386
0,-0.5456023,-0.6832891,"('unsociable', 'sociable')",-0.16018473,-0.21332876,-0.5889366,-0.55988365,-0.4315746,-0.4855005,0.0539259
12,0.50742054,0.40771112,"('unsupportive', 'supportive')",0.3345314,0.35579023,-1.8934543,-1.8863039,-0.3505008,-0.3742675,0.0237667
66,-0.50202495,-0.3863638,"('inactive', 'active')",-0.2045532,-0.24280381,1.1717257,1.2734935,0.1550492,0.2147753,-0.0597261
84,0.4888757,0.3402742,"('inferior', 'superior')",-0.22112137,-0.28306577,0.60589147,0.63024837,0.2912153,0.2291523,0.062063
33,0.48314697,0.51195794,"('wrong', 'right')",0.09511003,0.13623029,-0.4969487,-0.3994001,0.0271028,0.0829294,-0.0558266
37,0.47565284,0.63265306,"('fake', 'genuine')",0.50500816,0.5429921,0.54445404,0.8093533,0.5083717,0.6616662,-0.1532945
27,-0.4504224,-0.4072369,"('hardhearted', 'softhearted')",-0.011331692,0.015496259,1.4156091,1.515203,0.3179517,0.3744874,-0.0565357
43,0.44106376,0.2923364,"('irresponsible', 'responsible')",0.60758644,0.3919907,0.58537775,0.60418314,0.544676,0.4295034,0.1151726
69,0.43298295,0.4354134,"('lazy', 'industrious')",1.2093533,1.3627543,-0.50270736,-0.31177905,0.3798763,0.4954629,-0.1155866
58,-0.42411098,-0.24607085,"('undiscriminating', 'discriminating')",0.37805918,0.3497528,0.07477309,0.18555452,0.0095738,0.0964122,-0.0868384
81,0.421243,0.615659,"('submissive', 'aggressive')",1.4662753,1.2029886,-0.708283,-0.6577941,0.3930785,0.3869512,0.0061273
14,0.42109796,0.3621589,"('antisocial', 'social')",1.4851543,1.5296268,-0.7241375,-0.5431321,0.3940383,0.4495512,-0.0555129
19,-0.41107932,-0.08344043,"('inhospitable', 'hospitable')",-1.1600592,-0.91289514,-0.1289147,0.027095744,-0.5666844,-0.3230799,-0.2436045
70,0.4047299,0.5633573,"('lethargic', 'energetic')",0.72745204,0.630619,0.80874497,0.832514,0.6469756,0.6754967,-0.0285211
16,-0.3845462,-0.4179736,"('unpopular', 'popular')",-0.5611035,-0.67573684,0.71948916,0.62334317,-0.0753869,-0.1567891,0.0814022
5,-0.37521356,-0.45077175,"('distant', 'outgoing')",-0.31925765,-0.25457132,-0.16004409,-0.08876134,-0.2848384,-0.2647015,-0.0201369
83,-0.36866483,-0.595617,"('powerless', 'powerful')",0.020729747,-0.120721325,-1.036157,-1.0842149,-0.461364,-0.6001844,0.1388204
30,0.3481793,0.5426334,"('intolerant', 'tolerant')",1.5278654,1.6777313,0.9515124,1.1268753,0.942519,1.1157467,-0.1732277
29,0.3453779,0.15155122,"('unfair', 'fair')",-1.3856925,-1.3455381,-0.62492883,-0.6298742,-0.5550811,-0.6079537,0.0528726
75,0.31626773,0.38773865,"('meek', 'impulsive')",-0.40854514,-0.43512493,-0.30895466,-0.36503077,-0.133744,-0.1374724,0.0037284
44,0.30809352,0.06752174,"('prejudiced', 'unprejudiced')",-0.47713673,-0.55519444,-1.0851839,-1.1326602,-0.4180757,-0.5401109,0.1220352
63,0.2918458,0.38358292,"('unperceptive', 'insightful')",0.33800304,0.14419678,0.6506013,0.646819,0.4268167,0.3915329,0.0352838
54,-0.2914073,-0.33849818,"('incapable', 'capable')",-0.09590605,-0.078785844,1.1064068,1.1852571,0.2396978,0.255991,-0.0162932
23,-0.28472918,-0.20991428,"('insincere', 'sincere')",0.014854303,-0.0032455828,5.7577972,5.8216963,1.8293074,1.8695121,-0.0402047
21,0.25240576,0.15741128,"('immoral', 'moral')",0.5803478,0.4773242,-0.9442291,-0.8221588,-0.0371585,-0.0624744,0.0253159
45,-0.25181693,-0.040734544,"('incompetent', 'competent')",0.3529215,0.3162389,-0.19220085,-0.1795533,-0.0303654,0.0319837,-0.0623491
38,-0.23401155,-0.12782621,"('untruthful', 'truthful')",-0.2330872,-0.2623368,-0.10561205,-0.021770291,-0.1909036,-0.1373111,-0.0535925
40,-0.22733344,-0.17843351,"('stingy', 'generous')",-0.4349435,-0.44956753,-1.5804075,-1.5468348,-0.7475615,-0.7249453,-0.0226162
85,-0.22111934,-0.2535625,"('insignificant', 'prestigious')",-0.6814122,-0.39828923,0.47730672,0.624743,-0.1417416,-0.0090363,-0.1327053
13,0.211121,0.18744665,"('impolite', 'polite')",0.5732103,0.43820828,-0.25288153,-0.31524098,0.1771499,0.1034713,0.0736786
7,0.20014346,0.33440804,"('insensitive', 'sensitive')",0.4763683,0.4860422,0.74740607,0.9383276,0.4746393,0.5862593,-0.11162
24,-0.19939092,-0.040900357,"('dishonest', 'honest')",-0.450172,-0.3133672,0.4916329,0.6290732,-0.0526433,0.0916019,-0.1442452
52,-0.18462673,-0.31061092,"('irrational', 'rational')",-1.1504788,-1.1036898,-0.039752364,-0.0932587,-0.458286,-0.5025198,0.0442338
59,0.16851547,0.1146044,"('foolish', 'wise')",0.25698948,0.24724546,0.18590143,0.25421876,0.2038021,0.2053562,-0.0015541
55,-0.16754065,-0.23633543,"('incompetent', 'clever')",-0.109102614,-0.27879378,-0.026629597,-0.048609115,-0.101091,-0.1879128,0.0868218
41,-0.16071513,0.12192731,"('unforgiving', 'forgiving')",-1.021366,-0.7240628,0.14151077,0.32331866,-0.3468568,-0.0929389,-0.2539179
71,0.13250549,0.013053814,"('diffident', 'self-confident')",0.43013912,0.61901474,0.59410024,0.49554497,0.3855816,0.3758712,0.0097104
15,-0.11960432,-0.19540945,"('boring', 'funny')",-0.20194405,0.06318191,0.27390826,0.3920096,-0.01588,0.086594,-0.102474
20,-0.10915963,-0.15848249,"('rough', 'thoughtful')",0.10952903,0.053993143,1.0391269,1.0010654,0.3464988,0.2988587,0.0476401
72,-0.105274916,-0.116539754,"('unambitious', 'ambitious')",-0.11337825,-0.1865887,-0.9716254,-0.91089207,-0.3967595,-0.4046735,0.007914
47,-0.09625189,0.00913877,"('stupid', 'smart')",0.609207,0.6237998,5.624293,5.7124867,2.0457493,2.1151417,-0.0693924
11,-0.08981251,-0.014833454,"('unhelpful', 'helpful')",0.88500434,0.82980484,1.7049794,1.7648077,0.8333904,0.8599264,-0.026536
25,-0.08849658,0.1078946,"('egoistic', 'altruistic')",0.30762672,0.513129,1.5749421,1.5507629,0.5980241,0.7239288,-0.1259047
4,0.08093344,0.082883745,"('disliked', 'liked')",-0.23674065,-0.111118294,-6.661223,-6.7663355,-2.2723433,-2.2648567,-0.0074866
22,0.07402575,0.124772884,"('untrustworthy', 'trustworthy')",-1.2011583,-1.1883618,-1.2867006,-1.264267,-0.804611,-0.7759519,-0.0286591
65,0.04381753,-0.21578115,"('insecure', 'secure')",-0.33122146,-0.6636877,-0.38314372,-0.5652582,-0.2235159,-0.4815757,0.2580598
32,-0.03878855,0.079270616,"('unkind', 'kind')",0.17734164,0.2683558,0.78132695,0.8423095,0.3066267,0.3966453,-0.0900186
3,0.03469309,0.060167156,"('repellent', 'pleasant')",0.41684332,0.32550582,0.25681564,0.2757303,0.2361174,0.2204678,0.0156496
