,goodrich_male,goodrich_female,tuple,corp_male,corp_female,average_male,average_female,male-female
82,-1.6145782,-1.5389643,"('poor', 'rich')",6.050495,5.947457,2.2179585,2.2042463,0.0137122
69,1.6098694,1.5995476,"('lazy', 'industrious')",-0.6460603,-0.6263273,0.4819045,0.4866102,-0.0047057
73,1.3400841,1.2923034,"('helpless', 'self-reliant')",-3.097134,-3.2824316,-0.878525,-0.9950641,0.1165391
10,-1.3369333,-1.2066934,"('unsympathetic', 'sympathetic')",-0.37501124,-0.29350743,-0.8559722,-0.7501004,-0.1058718
87,1.205047,1.3175658,"('unsuccessful', 'successful')",0.82002157,0.98108286,1.0125343,1.1493243,-0.13679
1,-1.1305783,-0.6994704,"('unfriendly', 'friendly')",1.325157,1.3350174,0.0972894,0.3177735,-0.2204841
6,-1.1185012,-0.883906,"('distant', 'open')",-0.80916715,-0.58839625,-0.9638342,-0.7361511,-0.2276831
86,-1.0318723,-0.9573694,"('uninfluential', 'influential')",-0.35587865,-0.26802436,-0.6938754,-0.6126969,-0.0811785
3,-1.0258955,-0.9714154,"('repellent', 'pleasant')",0.8354403,0.8434268,-0.0952276,-0.0639943,-0.0312333
63,-1.012253,-0.8717848,"('unperceptive', 'insightful')",0.43784308,0.57465,-0.287205,-0.1485674,-0.1386376
31,-0.9900232,-0.8486281,"('evil', 'good')",-0.75910413,-0.7669667,-0.8745637,-0.8077974,-0.0667663
72,-0.905857,-0.8734429,"('unambitious', 'ambitious')",-0.6510929,-0.5358072,-0.7784749,-0.704625,-0.0738499
84,0.85336906,0.6560651,"('inferior', 'superior')",1.0797727,1.1077819,0.9665709,0.8819235,0.0846474
27,-0.83639574,-0.86447746,"('hardhearted', 'softhearted')",1.1450187,1.1831194,0.1543115,0.159321,-0.0050095
33,0.79689974,0.91708195,"('wrong', 'right')",-1.0738473,-0.9294034,-0.1384738,-0.0061607,-0.1323131
57,-0.7781079,-0.47717452,"('unimaginative', 'imaginative')",-3.1156883,-3.1056268,-1.9468981,-1.7914007,-0.1554974
8,-0.7446283,-0.5270843,"('unaffectionate', 'affectionate')",0.5256619,0.517754,-0.1094832,-0.0046651,-0.1048181
32,-0.7445577,-0.5605775,"('unkind', 'kind')",0.75015706,0.73472685,0.0027997,0.0870747,-0.084275
53,-0.7204386,-0.7399232,"('uncreative', 'creative')",0.44041136,0.3245046,-0.1400136,-0.2077093,0.0676957
46,-0.7075302,-0.35705566,"('uncompetitive', 'competitive')",-0.8730031,-0.8168102,-0.7902666,-0.5869329,-0.2033337
39,0.7057369,0.6954866,"('exploitative', 'cooperative')",0.014643349,0.2132057,0.3601901,0.4543462,-0.0941561
44,0.6666169,0.7387439,"('prejudiced', 'unprejudiced')",-1.3963119,-1.4586413,-0.3648475,-0.3599487,-0.0048988
67,0.66652197,0.3377015,"('doubtful', 'determined')",-0.47490892,-0.45176864,0.0958065,-0.0570336,0.1528401
71,0.66602474,0.676396,"('diffident', 'self-confident')",0.2750938,0.59276944,0.4705593,0.6345828,-0.1640235
25,0.6639018,0.6171105,"('egoistic', 'altruistic')",1.2072769,1.1072696,0.9355894,0.8621901,0.0733993
35,0.6455506,0.48238376,"('corrupt', 'incorrupt')",-0.41985488,-0.4295555,0.1128479,0.0264141,0.0864338
65,-0.64382315,-0.6778039,"('insecure', 'secure')",-0.20068729,-0.11319187,-0.4222552,-0.3954979,-0.0267573
88,-0.6289349,-0.43889397,"('low', 'eminent')",-0.14930163,-0.24343121,-0.3891183,-0.3411626,-0.0479557
58,-0.62290025,-0.28392568,"('undiscriminating', 'discriminating')",0.21488398,0.22522947,-0.2040081,-0.0293481,-0.17466
80,0.6073742,0.58948946,"('dominated', 'dominating')",-0.78470796,-0.7709688,-0.0886669,-0.0907397,0.0020728
4,0.6044591,0.5811895,"('disliked', 'liked')",-6.759164,-7.015957,-3.0773523,-3.2173836,0.1400313
11,-0.5954904,-0.40979484,"('unhelpful', 'helpful')",1.4061147,1.6531359,0.4053122,0.6216705,-0.2163583
40,0.59351313,0.58104247,"('stingy', 'generous')",-1.5802271,-1.7694741,-0.493357,-0.5942159,0.1008589
81,0.5821809,0.47992557,"('submissive', 'aggressive')",-0.6654237,-0.84410477,-0.0416214,-0.1820896,0.1404682
23,-0.5784819,-0.4770313,"('insincere', 'sincere')",5.6359167,5.8815885,2.5287175,2.7022786,-0.1735611
28,-0.5674369,-0.3070715,"('disloyal', 'loyal')",0.97835344,1.0448215,0.2054583,0.368875,-0.1634167
2,0.5600225,0.75084573,"('unlikable', 'likable')",0.5398293,0.50570524,0.5499259,0.6282755,-0.0783496
38,-0.55424905,-0.28212804,"('untruthful', 'truthful')",-0.46202946,-0.33662474,-0.5081393,-0.3093764,-0.1987629
62,0.5381004,0.6595668,"('incompetent', 'brilliant')",0.07214085,0.25665283,0.3051206,0.4581098,-0.1529892
43,-0.5284718,-0.38038808,"('irresponsible', 'responsible')",0.2132419,0.4573325,-0.157615,0.0384722,-0.1960872
79,-0.524192,-0.38890642,"('wavering', 'unwavering')",-0.41573223,-0.3838887,-0.4699621,-0.3863975,-0.0835646
45,-0.51132965,-0.35824165,"('incompetent', 'competent')",-0.15615651,-0.12863225,-0.3337431,-0.2434369,-0.0903062
17,0.50907624,0.5498812,"('nasty', 'nice')",-0.53180975,-0.48629543,-0.0113668,0.0317929,-0.0431597
64,0.50752205,0.549417,"('shy', 'confident')",-6.40151,-6.195891,-2.9469938,-2.8232369,-0.1237569
70,-0.5014831,-0.38853168,"('lethargic', 'energetic')",0.08567132,0.050092585,-0.2079059,-0.1692196,-0.0386863
61,-0.4917616,-0.2710685,"('illogical', 'logical')",0.56418407,0.83779204,0.0362112,0.2833618,-0.2471506
78,-0.451261,-0.3151347,"('nonresilient', 'resilient')",0.31048006,0.4385163,-0.0703905,0.0616908,-0.1320813
20,0.4394454,0.39844275,"('rough', 'thoughtful')",1.2304578,1.0756632,0.8349516,0.737053,0.0978986
36,-0.43858707,-0.31559682,"('hostile', 'amicable')",0.055209376,-0.17397787,-0.1916889,-0.2447873,0.0530984
85,0.43040395,0.5063719,"('insignificant', 'prestigious')",0.05834297,-0.103657484,0.2443735,0.2013572,0.0430163
54,-0.42032194,-0.1759033,"('incapable', 'capable')",0.39119226,0.5067198,-0.0145648,0.1654083,-0.1799731
49,0.39871523,0.44243276,"('unable', 'able')",-0.029727716,0.10810924,0.1844938,0.275271,-0.0907772
75,0.38297665,0.451814,"('meek', 'impulsive')",-0.9196903,-0.9911113,-0.2683568,-0.2696486,0.0012918
18,-0.37758952,-0.3296776,"('disagreeable', 'welcoming')",-0.35738513,-0.38809824,-0.3674873,-0.3588879,-0.0085994
7,-0.37092757,-0.34199682,"('insensitive', 'sensitive')",0.37513542,0.44349346,0.0021039,0.0507483,-0.0486444
37,0.36780724,0.38011676,"('fake', 'genuine')",0.18656981,0.1490048,0.2771885,0.2645608,0.0126277
24,-0.34586653,-0.013182698,"('dishonest', 'honest')",0.38901466,0.60424125,0.0215741,0.2955293,-0.2739552
77,-0.345067,-0.29707363,"('unmotivated', 'motivated')",-1.3789749,-1.142717,-0.862021,-0.7198953,-0.1421257
9,-0.33424175,-0.07879509,"('unaffectionate', 'caring')",0.9662335,1.1594834,0.3159959,0.5403442,-0.2243483
5,-0.32493103,-0.0010194555,"('distant', 'outgoing')",-0.7165831,-0.45449114,-0.5207571,-0.2277553,-0.2930018
59,0.3114777,0.26446596,"('foolish', 'wise')",-0.12819101,-0.015342306,0.0916433,0.1245618,-0.0329185
52,-0.28353596,-0.15117893,"('irrational', 'rational')",-0.02136723,0.044457473,-0.1524516,-0.0533607,-0.0990909
19,-0.27406597,-0.28958458,"('inhospitable', 'hospitable')",-0.5141785,-0.5098925,-0.3941222,-0.3997386,0.0056164
83,0.2685453,0.34325144,"('powerless', 'powerful')",-1.0272225,-1.00971,-0.3793386,-0.3332292,-0.0461094
16,-0.2653903,-0.18855771,"('unpopular', 'popular')",0.29021066,0.11458421,0.0124102,-0.0369868,0.049397
22,-0.25890076,-0.11872274,"('untrustworthy', 'trustworthy')",-0.8953716,-0.9303334,-0.5771362,-0.524528,-0.0526082
29,-0.23451743,-0.32064927,"('unfair', 'fair')",-0.21023987,-0.27757186,-0.2223786,-0.2991106,0.076732
30,0.22745326,0.116424665,"('intolerant', 'tolerant')",0.75782555,0.5580473,0.4926394,0.337236,0.1554034
0,-0.22210205,-0.2832855,"('unsociable', 'sociable')",0.0007409658,0.0364983,-0.1106805,-0.1233936,0.0127131
76,-0.21067685,-0.097322434,"('anxious', 'daring')",-0.20968854,-0.47266012,-0.2101827,-0.2849913,0.0748086
60,0.20100641,0.1493065,"('inefficient', 'efficient')",0.035857204,0.00499535,0.1184318,0.0771509,0.0412809
74,0.19903481,0.18575472,"('undedicated', 'dedicated')",-0.1605774,-0.22007588,0.0192287,-0.0171606,0.0363893
34,-0.18650483,-0.18188074,"('mean', 'honorable')",5.611058,5.6365347,2.7122767,2.7273269,-0.0150502
42,0.16022575,0.12656896,"('unreliable', 'reliable')",-3.4384022,-3.6431184,-1.6390882,-1.7582747,0.1191865
41,-0.14121231,0.014822077,"('unforgiving', 'forgiving')",0.12951168,0.15985885,-0.0058503,0.0873405,-0.0931908
