,sandisk_male,sandisk_female,tuple,corp_male,corp_female,average_male,average_female,male-female
12,-0.559836,-0.4794273,"('unsupportive', 'supportive')",-1.9429401,-2.0321338,-1.2513881,-1.2557806,0.0043925
21,-0.53842014,-0.6805223,"('immoral', 'moral')",-0.5445162,-0.89871556,-0.5414681,-0.789619,0.2481509
4,-0.53606576,-0.6532185,"('disliked', 'liked')",-7.3407307,-6.726513,-3.9383981,-3.6898656,-0.2485325
15,0.53589725,0.47700718,"('boring', 'funny')",0.26319808,0.116035625,0.3995477,0.2965214,0.1030263
41,-0.5240137,-0.41328976,"('unforgiving', 'forgiving')",-0.04961068,-0.12561885,-0.2868122,-0.2694543,-0.0173579
5,-0.5039254,-0.18187723,"('distant', 'outgoing')",-0.3400818,0.268953,-0.4220036,0.0435379,-0.4655415
63,-0.49719802,-0.73291826,"('unperceptive', 'insightful')",0.79674655,0.37166148,0.1497743,-0.1806284,0.3304027
3,-0.49632576,-0.5081578,"('repellent', 'pleasant')",0.6751953,0.38988003,0.0894348,-0.0591389,0.1485737
74,-0.47987276,-0.42537537,"('undedicated', 'dedicated')",-0.29052782,-0.50062716,-0.3852003,-0.4630013,0.077801
20,0.46913004,0.14055185,"('rough', 'thoughtful')",0.8217068,0.7376267,0.6454184,0.4390893,0.2063291
23,-0.43898684,-0.21574,"('insincere', 'sincere')",6.23541,5.4422855,2.8982117,2.6132727,0.284939
61,-0.4072078,-0.34851953,"('illogical', 'logical')",0.40198073,0.3457471,-0.0026135,-0.0013862,-0.0012273
40,0.3909887,0.42909777,"('stingy', 'generous')",-1.6935604,-1.6330179,-0.6512858,-0.6019601,-0.0493257
46,-0.37361157,-0.48962077,"('uncompetitive', 'competitive')",-0.98916197,-1.4183418,-0.6813868,-0.9539813,0.2725945
50,-0.37108058,-0.73815763,"('clumsy', 'skillful')",0.51287276,0.32901686,0.0708961,-0.2045704,0.2754665
55,-0.36818647,-0.29140377,"('incompetent', 'clever')",0.27291217,-0.2457963,-0.0476371,-0.2686,0.2209629
22,-0.3553272,-0.48782688,"('untrustworthy', 'trustworthy')",-0.68294936,-1.1400543,-0.5191383,-0.8139406,0.2948023
58,0.34887657,0.22248167,"('undiscriminating', 'discriminating')",0.3370265,0.32359546,0.3429515,0.2730386,0.0699129
56,-0.34260944,0.022066068,"('impractical', 'practical')",-0.8227949,-0.9862303,-0.5827022,-0.4820821,-0.1006201
80,-0.34176725,-0.693032,"('dominated', 'dominating')",-0.7536571,-1.1373551,-0.5477122,-0.9151936,0.3674814
39,0.3252738,0.62129366,"('exploitative', 'cooperative')",-0.037746303,-0.070789605,0.1437638,0.275252,-0.1314882
36,-0.31013173,-0.49073595,"('hostile', 'amicable')",-0.050026894,0.1878598,-0.1800793,-0.1514381,-0.0286412
47,-0.28178358,-0.34528095,"('stupid', 'smart')",5.5232315,4.9856668,2.620724,2.3201928,0.3005312
60,-0.25970444,0.12928247,"('inefficient', 'efficient')",-0.35981253,-0.6622393,-0.3097585,-0.2664784,-0.0432801
78,-0.24251416,-0.6236887,"('nonresilient', 'resilient')",0.6132847,0.31037706,0.1853853,-0.1566558,0.3420411
52,-0.23805414,-0.3595366,"('irrational', 'rational')",0.51978004,0.7239474,0.1408629,0.1822054,-0.0413425
66,-0.22235838,-0.31899837,"('inactive', 'active')",0.2673335,0.4064529,0.0224876,0.0437273,-0.0212397
14,0.21197253,0.27971005,"('antisocial', 'social')",-0.47730127,-0.79105294,-0.1326644,-0.2556714,0.123007
26,-0.18481581,-0.22133054,"('hardhearted', 'benevolent')",1.456621,1.6622231,0.6359026,0.7204463,-0.0845437
29,0.17732413,-0.008589737,"('unfair', 'fair')",-0.17019847,-0.16770579,0.0035628,-0.0881478,0.0917106
16,-0.17331928,-0.37574476,"('unpopular', 'popular')",0.13840455,0.32512,-0.0174574,-0.0253124,0.007855
30,0.16803533,0.5018047,"('intolerant', 'tolerant')",0.5445802,0.61410797,0.3563078,0.5579563,-0.2016485
62,-0.1628834,0.1054433,"('incompetent', 'brilliant')",0.22334023,0.106893115,0.0302284,0.1061682,-0.0759398
34,-0.12089277,0.0924823,"('mean', 'honorable')",5.8561115,5.623479,2.8676093,2.8579805,0.0096288
37,-0.11859581,-0.3227066,"('fake', 'genuine')",0.49843165,0.081289314,0.1899179,-0.1207086,0.3106265
42,-0.11724909,-0.23892793,"('unreliable', 'reliable')",-3.5087411,-3.5647514,-1.8129951,-1.9018396,0.0888445
76,0.11621298,0.03779608,"('anxious', 'daring')",-0.25228798,-0.6154195,-0.0680375,-0.2888117,0.2207742
48,0.10535322,0.046518315,"('unintelligent', 'intelligent')",0.82211083,0.6153407,0.463732,0.3309295,0.1328025
68,0.0930246,-0.10185459,"('dependent', 'independent')",-0.5931836,-0.6094355,-0.2500795,-0.3556451,0.1055656
83,-0.07298788,0.04389298,"('powerless', 'powerful')",-1.0326276,-1.0336376,-0.5528077,-0.4948723,-0.0579354
71,0.06935802,0.31087273,"('diffident', 'self-confident')",0.2282388,0.38895437,0.1487984,0.3499135,-0.2011151
81,-0.06124144,-0.039622333,"('submissive', 'aggressive')",-0.9777133,-1.4077374,-0.5194774,-0.7236798,0.2042024
59,0.05443125,-0.18051973,"('foolish', 'wise')",0.3321989,0.44671315,0.1933151,0.1330967,0.0602184
44,-0.050584417,-0.051212437,"('prejudiced', 'unprejudiced')",-1.7495687,-1.6438856,-0.9000766,-0.847549,-0.0525276
18,-0.044644773,0.2076698,"('disagreeable', 'welcoming')",-0.4434382,-0.2911055,-0.2440415,-0.0417179,-0.2023236
75,-0.043303195,-0.22633852,"('meek', 'impulsive')",-0.6989634,-0.44542247,-0.3711333,-0.3358805,-0.0352528
2,0.043159544,0.3477832,"('unlikable', 'likable')",0.21608695,0.6576232,0.1296232,0.5027032,-0.37308
85,0.04313557,0.19495134,"('insignificant', 'prestigious')",-0.1472998,0.43456045,-0.0520821,0.3147559,-0.366838
35,-0.024308857,-0.04116459,"('corrupt', 'incorrupt')",-0.37538767,0.123744205,-0.1998483,0.0412898,-0.2411381
87,-0.022533707,-0.30285615,"('unsuccessful', 'successful')",1.0776495,0.9334609,0.5275579,0.3153024,0.2122555
49,-0.0034410544,-0.00031703338,"('unable', 'able')",0.16809648,0.07982656,0.0823277,0.0397548,0.0425729
