,unum_male,unum_female,tuple,group_male,group_female,average_male,average_female,male-female
46,-2.1730928,-1.9758848,"('uncompetitive', 'competitive')",0.37086654,0.37377587,-0.9011132,-0.8010545,-0.1000587
86,-2.0860615,-1.557235,"('uninfluential', 'influential')",0.4326802,0.6596883,-0.8266907,-0.4487734,-0.3779173
10,-1.9953315,-1.7849488,"('unsympathetic', 'sympathetic')",0.41827655,0.6345231,-0.7885275,-0.5752128,-0.2133147
53,-1.8049135,-2.1261349,"('uncreative', 'creative')",-0.22805148,-0.26009497,-1.0164825,-1.1931149,0.1766324
13,-1.6543761,-1.2823766,"('impolite', 'polite')",0.31061798,0.26253745,-0.6718791,-0.5099196,-0.1619595
45,-1.60926,-0.9681397,"('incompetent', 'competent')",0.6967796,1.0967245,-0.4562402,0.0642924,-0.5205326
12,-1.5001831,-1.230015,"('unsupportive', 'supportive')",-1.129688,-1.0323126,-1.3149356,-1.1311638,-0.1837718
57,-1.472395,-1.287542,"('unimaginative', 'imaginative')",-1.8477515,-1.5694084,-1.6600733,-1.4284751,-0.2315982
69,1.4391067,1.3234292,"('lazy', 'industrious')",-1.1199576,-1.2169098,0.1595746,0.0532597,0.1063149
55,-1.4235488,-1.1891121,"('incompetent', 'clever')",1.0812918,1.0422317,-0.1711285,-0.0734402,-0.0976883
0,-1.3938606,-1.5379157,"('unsociable', 'sociable')",0.95062053,0.6120871,-0.22162,-0.4629143,0.2412943
43,-1.2931603,-1.0296675,"('irresponsible', 'responsible')",0.9821752,1.2451222,-0.1554926,0.1077273,-0.2632199
51,-1.2797985,-1.3565918,"('uneducated', 'educated')",0.69006926,0.4425051,-0.2948646,-0.4570433,0.1621787
58,-1.1966016,-0.8738375,"('undiscriminating', 'discriminating')",0.08968068,0.4626943,-0.5534605,-0.2055716,-0.3478889
11,-1.1857057,-1.4713982,"('unhelpful', 'helpful')",1.8514371,1.7365389,0.3328657,0.1325703,0.2002954
82,-1.1594831,-1.1535611,"('poor', 'rich')",5.121064,5.3577433,1.9807906,2.1020911,-0.1213005
26,1.1248095,1.2797996,"('hardhearted', 'benevolent')",1.2958273,1.3044966,1.2103183,1.2921481,-0.0818298
16,-1.123913,-1.5752021,"('unpopular', 'popular')",-0.37926042,-0.50400573,-0.7515867,-1.0396039,0.2880172
21,-1.1225191,-1.1993932,"('immoral', 'moral')",0.053559914,0.02244152,-0.5344796,-0.5884758,0.0539962
78,-1.1209438,-1.1584607,"('nonresilient', 'resilient')",0.57609844,0.45574322,-0.2724227,-0.3513588,0.0789361
63,-1.1193727,-0.931444,"('unperceptive', 'insightful')",1.168882,1.4322209,0.0247546,0.2503885,-0.2256339
77,-1.115787,-1.2857448,"('unmotivated', 'motivated')",-0.59280914,-0.5841423,-0.8542981,-0.9349436,0.0806455
39,1.0733495,0.6163873,"('exploitative', 'cooperative')",1.3527409,1.0856403,1.2130451,0.8510138,0.3620313
22,-1.0603553,-0.6671932,"('untrustworthy', 'trustworthy')",-0.19710577,0.04205434,-0.6287305,-0.3125694,-0.3161611
44,1.034549,0.95650375,"('prejudiced', 'unprejudiced')",-1.0627478,-1.0924202,-0.0140994,-0.0679582,0.0538588
61,-1.0122523,-1.1148918,"('illogical', 'logical')",0.08571893,-0.10624281,-0.4632667,-0.6105673,0.1473006
67,0.99458754,1.1801953,"('doubtful', 'determined')",-0.31331372,-0.18827759,0.3406369,0.4959589,-0.155322
38,-0.92051625,-0.71368396,"('untruthful', 'truthful')",-0.26287416,-0.184064,-0.5916952,-0.448874,-0.1428212
64,-0.8685311,-0.9418816,"('shy', 'confident')",-4.648748,-4.8661885,-2.7586396,-2.9040351,0.1453955
29,-0.8528683,-0.8343644,"('unfair', 'fair')",-0.83267486,-0.6711238,-0.8427716,-0.7527441,-0.0900275
24,-0.8095926,-0.759279,"('dishonest', 'honest')",0.48990032,0.58920777,-0.1598461,-0.0850356,-0.0748105
7,-0.7846932,-0.8298177,"('insensitive', 'sensitive')",0.9820634,0.982792,0.0986851,0.0764872,0.0221979
68,-0.77341086,-0.8367061,"('dependent', 'independent')",-1.0610514,-1.0063798,-0.9172311,-0.921543,0.0043119
25,0.7485602,0.45109534,"('egoistic', 'altruistic')",0.5106504,0.23983902,0.6296053,0.3454672,0.2841381
9,-0.72431237,-0.9878324,"('unaffectionate', 'caring')",0.99264836,0.87367564,0.134168,-0.0570784,0.1912464
15,0.72002923,0.49962914,"('boring', 'funny')",-0.079138465,-0.09643571,0.3204454,0.2015967,0.1188487
1,-0.71291804,-0.98644966,"('unfriendly', 'friendly')",1.1548357,0.96531594,0.2209588,-0.0105669,0.2315257
70,-0.706493,-0.45263696,"('lethargic', 'energetic')",1.5084224,1.771691,0.4009647,0.659527,-0.2585623
35,0.70433867,0.31768826,"('corrupt', 'incorrupt')",-1.725748,-1.856311,-0.5107046,-0.7693114,0.2586068
56,-0.69630826,-0.24448214,"('impractical', 'practical')",0.82026243,0.96792775,0.0619771,0.3617228,-0.2997457
32,-0.6929397,-0.98343956,"('unkind', 'kind')",1.512131,1.2475511,0.4095956,0.1320558,0.2775398
27,-0.6241063,-0.44246945,"('hardhearted', 'softhearted')",0.46833804,0.60551375,-0.0778841,0.0815222,-0.1594063
19,-0.6182833,-0.6131413,"('inhospitable', 'hospitable')",-1.2705035,-1.1946398,-0.9443934,-0.9038906,-0.0405028
47,-0.59120923,-0.33322927,"('stupid', 'smart')",4.5546722,4.78795,1.9817315,2.2273605,-0.245629
41,-0.5708207,-0.44579574,"('unforgiving', 'forgiving')",0.71327174,0.6274527,0.0712255,0.0908285,-0.019603
74,-0.5657428,-0.44462678,"('undedicated', 'dedicated')",0.802058,0.87343144,0.1181576,0.2144023,-0.0962447
60,-0.5555963,-0.6117691,"('inefficient', 'efficient')",1.7073358,1.7517791,0.5758698,0.570005,0.0058648
23,-0.5548976,-0.7728018,"('insincere', 'sincere')",6.0587096,5.9039598,2.7519059,2.5655789,0.186327
3,-0.5443809,-0.550043,"('repellent', 'pleasant')",0.72045535,0.72316515,0.0880372,0.0865611,0.0014761
31,-0.54151446,-0.45377344,"('evil', 'good')",-1.9474103,-1.8719599,-1.2444624,-1.1628667,-0.0815957
72,-0.54063004,-0.2862194,"('unambitious', 'ambitious')",0.14182317,0.64891386,-0.1994034,0.1813472,-0.3807506
6,-0.5352054,-0.11654709,"('distant', 'open')",-1.332681,-1.1140971,-0.9339432,-0.6153221,-0.3186211
73,0.53029513,0.43141446,"('helpless', 'self-reliant')",-3.3247366,-3.3068473,-1.3972207,-1.4377165,0.0404958
28,-0.5002098,-0.8779709,"('disloyal', 'loyal')",0.9752564,0.5912254,0.2375233,-0.1433727,0.380896
5,-0.49023658,-0.13991888,"('distant', 'outgoing')",-1.3463571,-1.0551245,-0.9182968,-0.5975217,-0.3207751
76,-0.48771086,-0.46700612,"('anxious', 'daring')",0.2838304,0.4473586,-0.1019402,-0.0098238,-0.0921164
81,0.4833006,0.33378908,"('submissive', 'aggressive')",1.4453621,1.332912,0.9643313,0.8333505,0.1309808
8,-0.46382028,-0.7412249,"('unaffectionate', 'affectionate')",0.41351575,0.25229377,-0.0251523,-0.2444656,0.2193133
2,0.45225164,-0.017905973,"('unlikable', 'likable')",0.80733347,0.6040709,0.6297926,0.2930825,0.3367101
85,0.4071001,-0.23537852,"('insignificant', 'prestigious')",-0.92975694,-1.414341,-0.2613284,-0.8248597,0.5635313
88,0.37776837,-0.6059187,"('low', 'eminent')",0.081070825,-0.42568672,0.2294196,-0.5158027,0.7452223
48,-0.3562465,-0.6731557,"('unintelligent', 'intelligent')",0.62512887,0.43909886,0.1344412,-0.1170284,0.2514696
84,0.32673374,-0.05255661,"('inferior', 'superior')",-0.22266342,-0.3931787,0.0520352,-0.2228677,0.2749029
80,0.32059306,0.54964036,"('dominated', 'dominating')",0.4637172,0.6234955,0.3921551,0.5865679,-0.1944128
87,-0.30665013,-0.5066476,"('unsuccessful', 'successful')",1.2667274,1.2063468,0.4800386,0.3498496,0.130189
14,0.28542906,0.5671994,"('antisocial', 'social')",1.3872083,1.4907392,0.8363187,1.0289693,-0.1926506
65,-0.26890838,-0.33640534,"('insecure', 'secure')",1.0859097,1.0620526,0.4085007,0.3628236,0.0456771
50,0.18325293,-0.4930614,"('clumsy', 'skillful')",-0.13861622,-0.4010387,0.0223184,-0.44705,0.4693684
18,-0.15570572,-0.57259953,"('disagreeable', 'welcoming')",-0.60653436,-0.9528752,-0.38112,-0.7627374,0.3816174
30,0.15347585,0.12697968,"('intolerant', 'tolerant')",1.0493064,0.9203302,0.6013911,0.5236549,0.0777362
54,-0.11523366,-0.58107525,"('incapable', 'capable')",0.8724983,0.7813805,0.3786323,0.1001526,0.2784797
52,-0.11184995,-0.7611615,"('irrational', 'rational')",-0.44486898,-0.88041675,-0.2783595,-0.8207891,0.5424296
17,-0.10985364,-0.10400588,"('nasty', 'nice')",-0.7720684,-0.76179236,-0.440961,-0.4328991,-0.0080619
34,-0.10572418,0.06276263,"('mean', 'honorable')",4.1318493,4.2817807,2.0130625,2.1722717,-0.1592092
66,-0.09809041,-0.122026995,"('inactive', 'active')",-0.0028563738,0.28852808,-0.0504734,0.0832505,-0.1337239
37,0.08595679,0.05448015,"('fake', 'genuine')",0.49174643,0.60808724,0.2888516,0.3312837,-0.0424321
40,0.07647002,0.24354653,"('stingy', 'generous')",-1.5993729,-1.7369986,-0.7614514,-0.746726,-0.0147254
36,0.07075731,-0.4286889,"('hostile', 'amicable')",-0.95578706,-1.4980261,-0.4425149,-0.9633575,0.5208426
59,0.06955061,-0.1857527,"('foolish', 'wise')",-1.1666992,-1.1993684,-0.5485743,-0.6925606,0.1439863
33,0.057029184,0.28414297,"('wrong', 'right')",-0.5470297,-0.59113526,-0.2450002,-0.1534961,-0.0915041
83,0.04755556,0.3201792,"('powerless', 'powerful')",-0.6450367,-0.3848447,-0.2987406,-0.0323327,-0.2664079
49,-0.044674706,-0.4003837,"('unable', 'able')",-0.37189054,-0.47093028,-0.2082826,-0.435657,0.2273744
75,0.044239167,0.38227335,"('meek', 'impulsive')",-1.3285431,-0.84365225,-0.642152,-0.2306895,-0.4114625
20,0.043044254,0.05697738,"('rough', 'thoughtful')",0.80244935,0.99202913,0.4227468,0.5245032,-0.1017564
42,0.031903073,0.048917238,"('unreliable', 'reliable')",-2.3960426,-2.4485857,-1.1820698,-1.1998342,0.0177644
4,-0.026429985,0.094115764,"('disliked', 'liked')",-6.0879383,-6.1905565,-3.0571842,-3.0482204,-0.0089638
71,0.026005559,-0.035868652,"('diffident', 'self-confident')",0.34574616,0.15650901,0.1858759,0.0603202,0.1255557
62,0.010742024,-0.018508207,"('incompetent', 'brilliant')",1.3630519,1.4826535,0.686897,0.7320727,-0.0451757
79,-0.0032876842,-0.019075736,"('wavering', 'unwavering')",-1.1294181,-1.0967672,-0.5663529,-0.5579215,-0.0084314
