,goodyear_male,goodyear_female,tuple,tire_male,tire_female,&_male,&_female,rubber_male,rubber_female,co_male,co_female,average_male,average_female,male-female
14,-1.5904851,-1.5050081,"('antisocial', 'social')",-1.0596203,-0.9234939,0.501317,0.4533119,-0.3838964,-0.42492414,-0.100906216,0.06402972,-0.5267182,-0.4672169,-0.0595013
45,-1.568213,-1.7976234,"('incompetent', 'competent')",-1.9624733,-2.0400753,-0.20791316,-0.4623039,-1.5310872,-1.6881745,-0.4135278,-0.59365773,-1.1366429,-1.316367,0.1797241
41,-1.5547863,-1.7151864,"('unforgiving', 'forgiving')",-1.5120834,-1.5941402,-0.24450395,-0.38787794,-1.3782763,-1.4135768,0.09229359,0.11704328,-0.9194713,-0.9987476,0.0792763
46,-1.54211,-1.5500565,"('uncompetitive', 'competitive')",-0.96787035,-1.0423111,-1.0530498,-1.1156915,-1.3470848,-1.3840742,-0.31900355,-0.20867482,-1.0458237,-1.0601617,0.014338
3,-1.5237948,-1.516264,"('repellent', 'pleasant')",-0.99428904,-0.9964081,-0.85660726,-0.85786563,-0.5173874,-0.5775308,0.5499693,0.67398435,-0.6684218,-0.6548168,-0.013605
79,1.5005054,1.4164969,"('wavering', 'unwavering')",1.079259,1.0211787,0.4709004,0.58579576,0.9940362,0.98934674,-0.20490876,-0.31789422,0.7679584,0.7389848,0.0289736
53,-1.4483345,-1.6412449,"('uncreative', 'creative')",0.3065123,0.23342101,-0.094897516,-0.17330793,-0.34602636,-0.38423958,0.70996785,0.60211813,-0.1745556,-0.2726506,0.098095
21,-1.4400971,-1.2457452,"('immoral', 'moral')",-0.41315317,-0.2970665,-0.43289992,-0.32223302,-0.75294507,-0.7077437,-0.3831674,-0.27714482,-0.6844525,-0.5699866,-0.1144659
73,1.4266613,1.5680462,"('helpless', 'self-reliant')",2.1889355,2.1966288,0.5692074,0.7461605,1.1723745,1.3620948,-3.459549,-3.0202918,0.3795259,0.5705277,-0.1910018
7,-1.3820443,-1.2613406,"('insensitive', 'sensitive')",-0.66208196,-0.61257297,0.18668719,0.23473853,-1.0535599,-1.0114714,-0.11894004,-0.12860012,-0.6059878,-0.5558493,-0.0501385
70,-1.344589,-1.2632874,"('lethargic', 'energetic')",-1.4065518,-1.4076228,-0.8399098,-0.7444793,-1.7520964,-1.7881024,0.21209773,0.17280006,-1.0262099,-1.0061384,-0.0200715
1,-1.2747709,-1.6732578,"('unfriendly', 'friendly')",1.0453194,0.88357854,-0.21481188,-0.4094274,0.47381526,0.38149482,1.2002153,0.8212396,0.2459535,0.0007255,0.245228
22,-1.2486607,-1.3470442,"('untrustworthy', 'trustworthy')",-2.4422925,-2.4351072,0.5858475,0.6178634,-2.4415085,-2.488955,-0.751499,-0.65242136,-1.2596228,-1.2611329,0.0015101
58,-1.2259163,-1.432512,"('undiscriminating', 'discriminating')",0.5642067,0.42655253,-0.8678735,-1.0387084,0.30338746,0.2354083,0.14433815,0.16418935,-0.2163715,-0.3290141,0.1126426
78,-1.1833441,-1.3613192,"('nonresilient', 'resilient')",0.8993434,0.6580808,-0.42250198,-0.56756234,1.1920125,0.98977786,0.8735056,0.64347786,0.2718031,0.072491,0.1993121
77,-1.1618077,-1.2373312,"('unmotivated', 'motivated')",-1.5052825,-1.4484423,-0.827994,-0.8986925,-0.8310796,-0.8710614,-0.6154359,-0.5612084,-0.98832,-1.0033471,0.0150271
75,1.1506091,1.1082447,"('meek', 'impulsive')",-0.44012246,-0.47682795,-0.21055634,-0.12410994,0.29786146,0.33030376,-0.30157292,-0.31161746,0.0992438,0.1051986,-0.0059548
8,-1.1051673,-1.1557337,"('unaffectionate', 'affectionate')",0.28307816,0.23649101,-0.95653564,-0.8310865,0.62241465,0.62790626,-0.1662994,-0.44460768,-0.2645019,-0.3134061,0.0489042
85,1.0725275,1.2249398,"('insignificant', 'prestigious')",1.8207947,1.882555,0.2582109,0.4929924,2.5046682,2.6583986,-0.58715594,-0.4800371,1.0138091,1.1557697,-0.1419606
20,-1.0602814,-1.1469661,"('rough', 'thoughtful')",-1.8356757,-1.930863,-0.4292157,-0.4338133,-1.7037177,-1.8248029,0.1483762,0.015373528,-0.9761029,-1.0642143,0.0881114
82,-1.0421059,-1.2581007,"('poor', 'rich')",-1.1227388,-1.2179118,0.4063577,0.45127666,-1.5772669,-1.6548438,6.2153993,5.444583,0.5759291,0.3530006,0.2229285
59,1.0198379,1.1577352,"('foolish', 'wise')",1.5354522,1.6371708,1.356974,1.5201458,1.218549,1.3166934,-0.20610905,-0.30588686,0.9849409,1.0651717,-0.0802308
67,1.0023893,1.1278213,"('doubtful', 'determined')",1.0370326,1.1467654,0.3648607,0.462065,1.1598853,1.2481912,0.21141048,0.36875707,0.7551157,0.87072,-0.1156043
81,-0.9334035,-0.77526647,"('submissive', 'aggressive')",-1.220555,-1.1655867,-0.62884575,-0.5867197,-0.9613564,-0.9799556,-0.38314015,-0.28195077,-0.8254601,-0.7578959,-0.0675642
33,0.9127263,0.6609627,"('wrong', 'right')",1.3987731,1.3328805,0.5489986,0.42438734,1.4632658,1.3982829,-0.9501437,-0.9456405,0.674724,0.5741746,0.1005494
49,-0.87410265,-0.6124849,"('unable', 'able')",-1.2205151,-1.1647426,-1.1597857,-0.85162187,-1.0353556,-0.9427572,-0.56727374,-0.5256467,-0.9714066,-0.8194506,-0.151956
62,-0.866326,-0.7928362,"('incompetent', 'brilliant')",-1.6181108,-1.6134627,-1.1476803,-1.1362051,-1.9744619,-1.9518297,-0.13060361,-0.101253405,-1.1474365,-1.1191174,-0.0283191
4,0.86558324,0.72568744,"('disliked', 'liked')",0.809275,0.8122419,0.59161186,0.44156188,0.6511724,0.6963634,-6.191251,-5.42509,-0.6547217,-0.549847,-0.1048747
66,0.8204191,1.0392282,"('inactive', 'active')",0.40761027,0.44640762,1.1041918,1.3053247,0.91161966,1.0144515,0.9198528,1.0950067,0.8327387,0.9800837,-0.147345
12,-0.8066407,-0.8342563,"('unsupportive', 'supportive')",0.46962005,0.40335342,0.15152283,0.15298717,0.98999393,0.89555174,-1.7178553,-1.7034123,-0.1826718,-0.2171553,0.0344835
5,0.79834384,0.67297155,"('distant', 'outgoing')",2.3658924,2.3857307,0.43033442,0.41794223,1.4440204,1.5138109,-0.31558287,-0.61400294,0.9446016,0.8752905,0.0693111
63,-0.78680825,-0.9180164,"('unperceptive', 'insightful')",0.4572838,0.35453916,0.72360796,0.6260177,-0.1504457,-0.21743721,0.9341622,0.91125983,0.23556,0.1512726,0.0842874
72,-0.7777012,-0.93286157,"('unambitious', 'ambitious')",-0.86477524,-1.0145655,-0.79259604,-0.8680752,-0.8793952,-0.9988353,-1.0095334,-1.1304913,-0.8648003,-0.9889658,0.1241655
50,0.7666804,0.9679643,"('clumsy', 'skillful')",0.4750048,0.46089014,1.5816774,1.7451295,0.7176929,0.8692664,0.44549388,0.44324458,0.7973099,0.897299,-0.0999891
28,-0.75859153,-0.9254237,"('disloyal', 'loyal')",0.05169803,0.008143995,0.104022674,0.05448257,-0.6904477,-0.71603215,0.70413816,0.5339274,-0.1178361,-0.2089804,0.0911443
76,-0.71691674,-0.63576365,"('anxious', 'daring')",-1.915006,-1.9246796,0.185487,0.25895005,-1.3630074,-1.4035232,0.32859892,0.44868743,-0.6961688,-0.6512658,-0.044903
11,-0.66706556,-0.49616355,"('unhelpful', 'helpful')",0.14923424,0.17487924,-0.59769213,-0.42781946,0.8178621,0.86998457,2.66115,2.667746,0.4726977,0.5577254,-0.0850277
84,0.6632588,0.7143943,"('inferior', 'superior')",0.85820407,0.8558873,0.52402,0.6086043,0.6403043,0.6521731,1.02997,1.0525156,0.7431515,0.7767149,-0.0335634
30,-0.63358927,-0.59904146,"('intolerant', 'tolerant')",-0.94899875,-0.8949265,-0.73267925,-0.6777572,-0.67213964,-0.635184,0.36705884,0.47233173,-0.5240696,-0.4669155,-0.0571541
9,-0.6073281,-0.6682919,"('unaffectionate', 'caring')",0.9049181,0.80229455,-0.8151965,-0.84645706,1.0887898,1.0428272,0.60346746,0.2739097,0.2349301,0.1208565,0.1140736
18,-0.5985017,-0.55853206,"('disagreeable', 'welcoming')",-2.0648396,-2.0145392,1.3463111,1.3558648,-1.0806085,-0.953988,-1.0602218,-0.9097676,-0.6915721,-0.6161924,-0.0753797
71,0.59755296,0.65979934,"('diffident', 'self-confident')",2.410465,2.5481627,0.28267223,0.35929328,1.9439192,2.0193443,0.12614515,0.073578626,1.072151,1.1320356,-0.0598846
26,-0.55756843,-0.69414455,"('hardhearted', 'benevolent')",0.6079993,0.65920144,1.4900866,1.490741,0.30602837,0.23974453,1.2450374,1.3316917,0.6183167,0.6054468,0.0128699
32,-0.5469778,-0.22835694,"('unkind', 'kind')",-0.2836063,-0.17542583,0.2722721,0.35065356,-1.1515402,-1.0690669,0.9186305,0.93583727,-0.1582443,-0.0372718,-0.1209725
54,-0.53402334,-0.18454686,"('incapable', 'capable')",0.28153482,0.4248166,0.02744408,0.44317633,0.046607226,0.22582996,0.56820095,0.6817067,0.0779527,0.3181965,-0.2402438
47,-0.51576716,-0.43259612,"('stupid', 'smart')",0.14305533,0.16511475,0.6386988,0.7505373,0.04925511,0.00075184554,5.0704136,4.681673,1.0771312,1.0330961,0.0440351
68,-0.5040561,-0.52944887,"('dependent', 'independent')",-1.3562467,-1.4431998,-0.44024366,-0.52009773,-1.2370423,-1.3398244,-1.0770873,-1.2144047,-0.9229352,-1.0093951,0.0864599
23,-0.4999227,-0.6075113,"('insincere', 'sincere')",-0.51799476,-0.56022584,-1.062723,-1.0049653,-0.47512245,-0.5311183,5.568688,4.824686,0.602585,0.4241731,0.1784119
13,-0.49760488,-0.6098615,"('impolite', 'polite')",-1.1867852,-1.2225986,-0.47578886,-0.6737621,-0.7545939,-0.8465448,0.5046446,0.28477612,-0.4820256,-0.6135982,0.1315726
39,-0.47376427,-0.098557234,"('exploitative', 'cooperative')",-0.45362616,-0.2982574,-0.103601635,0.24076082,-1.08231,-0.9441502,-0.15070145,0.22619578,-0.4528007,-0.1748016,-0.2779991
51,-0.45333925,-0.6993245,"('uneducated', 'educated')",-1.1246692,-1.2605226,0.97718775,0.883928,-1.0614203,-1.2186553,1.0996741,1.0407547,-0.1125134,-0.250764,0.1382506
16,0.41827762,0.39482918,"('unpopular', 'popular')",1.0797119,1.0200214,0.4586685,0.47134125,0.8320657,0.86465544,0.5994943,0.5114484,0.6776436,0.6524591,0.0251845
37,-0.40117642,-0.232495,"('fake', 'genuine')",-0.22049525,-0.2073087,-0.45020074,-0.25952902,-1.1639683,-1.0919293,-0.09692559,-0.30015448,-0.4665533,-0.4182833,-0.04827
40,-0.3661249,-0.9113275,"('stingy', 'generous')",-0.13048565,-0.38655904,-0.4095127,-0.8208117,-0.69352615,-0.92609626,-2.5224085,-2.8434284,-0.8244116,-1.1776445,0.3532329
17,0.35597095,0.40632096,"('nasty', 'nice')",-0.15080135,-0.11609202,-0.594596,-0.62677044,0.2481603,0.25012568,-0.02969196,0.12144883,-0.0341916,0.0070066,-0.0411982
25,0.3486574,0.19679809,"('egoistic', 'altruistic')",0.39443415,0.3011694,0.52988225,0.48545504,0.27986574,0.24853384,1.3221116,1.3200352,0.5749902,0.5103983,0.0645919
38,0.34726626,0.2771354,"('untruthful', 'truthful')",1.0302141,0.95006686,-0.0173591,-0.0032335445,1.1304232,1.1765573,0.24569,0.3084705,0.5472469,0.5417993,0.0054476
29,-0.34187254,-0.6325253,"('unfair', 'fair')",0.6077869,0.4404665,0.80726856,0.7297411,-0.29269528,-0.42697528,-0.64034826,-0.8397796,0.0280279,-0.1458145,0.1738424
24,-0.31641507,-0.4166549,"('dishonest', 'honest')",-0.6952029,-0.72662026,-0.4112381,-0.36500862,-0.9942019,-0.9647867,0.4899854,0.28993905,-0.3854145,-0.4366262,0.0512117
87,0.30097112,0.7002995,"('unsuccessful', 'successful')",0.74807703,0.8799935,0.81662196,0.8978717,0.86956066,1.0116919,0.5469439,0.7968834,0.656435,0.8573481,-0.2009131
56,-0.2865476,-0.27177832,"('impractical', 'practical')",0.68594134,0.7203717,-0.42851558,-0.4845053,0.23915529,0.21467397,0.04449845,0.2174313,0.0509064,0.0792387,-0.0283323
83,-0.28631058,-0.29599622,"('powerless', 'powerful')",1.0564128,1.049526,-0.4874702,-0.40246066,0.45168486,0.50799835,-1.0328127,-0.9584964,-0.0596992,-0.0198858,-0.0398134
42,-0.273526,0.0037897546,"('unreliable', 'reliable')",-0.33404678,-0.179026,1.0219035,1.2912475,-0.094362505,0.029092684,-2.5848637,-1.994666,-0.4529791,-0.1699124,-0.2830667
36,0.24762875,0.07803872,"('hostile', 'amicable')",1.1291143,1.085592,-0.16299114,-0.12593204,0.4264622,0.48174924,-0.33896488,-0.44919777,0.2602499,0.2140501,0.0461998
52,0.21537226,0.108774856,"('irrational', 'rational')",0.8078176,0.73071396,0.5246698,0.64816874,1.0670749,0.9946462,-0.7785671,-0.9518614,0.3672735,0.3060884,0.0611851
74,-0.17371202,-0.20973578,"('undedicated', 'dedicated')",0.51495117,0.4759211,0.41815138,0.47213933,-0.19979018,-0.1508664,-0.2208605,0.037014842,0.067748,0.1248946,-0.0571466
31,-0.16694432,-0.35859066,"('evil', 'good')",0.9982749,0.9679366,-0.11974114,-0.20863624,0.7005732,0.7950618,-1.3130608,-1.6473373,0.0198204,-0.0903132,0.1101336
88,-0.15513362,0.15847525,"('low', 'eminent')",-0.31409717,-0.21762389,-0.024529979,0.25826192,-0.751183,-0.58797234,-0.30044466,-0.04891547,-0.3090777,-0.0875549,-0.2215228
2,-0.1510771,0.2936584,"('unlikable', 'likable')",-1.2289966,-0.986918,1.345072,1.6877083,-0.74097735,-0.49051628,0.73109186,1.2280387,-0.0089774,0.3463942,-0.3553716
19,0.12168394,0.23735125,"('inhospitable', 'hospitable')",0.7392047,0.78594345,-0.5704617,-0.33213055,0.204936,0.30146387,-0.059184507,0.025353812,0.0872357,0.2035964,-0.1163607
6,0.12058786,0.016701642,"('distant', 'open')",1.963842,1.950937,0.4727311,0.47089326,1.111005,1.1527876,-0.5521363,-0.77522963,0.6232059,0.563218,0.0599879
15,0.05596182,0.10616702,"('boring', 'funny')",0.7870446,0.8336288,0.31416962,0.3078958,-0.2709133,-0.27290666,0.3485846,0.38162795,0.2469695,0.2712826,-0.0243131
44,-0.039571118,0.42457142,"('prejudiced', 'unprejudiced')",-2.0156853,-1.8653059,-1.0020969,-0.5039752,-1.1769263,-1.0333749,-1.9074095,-1.639042,-1.2283379,-0.9234253,-0.3049126
80,-0.035725992,0.16576713,"('dominated', 'dominating')",-0.6927088,-0.6133704,0.052050203,0.10232512,-0.83890736,-0.81255615,-0.22956797,0.016016126,-0.348972,-0.2283636,-0.1206084
34,-0.028989982,0.020394016,"('mean', 'honorable')",-0.124425136,-0.12777364,-1.0707998,-0.95306414,0.37749296,0.44450897,5.4686537,5.023234,0.9243863,0.8814598,0.0429265
64,0.007562069,0.13038671,"('shy', 'confident')",-0.63347626,-0.5091928,0.93592143,1.1378078,-0.9089743,-0.8108378,-5.555084,-4.8647695,-1.2308103,-0.9833211,-0.2474892
