,thermo_male,thermo_female,tuple,fisher_male,fisher_female,scientific_male,scientific_female,inc_male,inc_female,average_male,average_female,male-female
45,-0.9269644,-0.90649664,"('incompetent', 'competent')",0.09395562,0.032172326,0.5488098,0.6739786,-0.5259713,-0.5565871,-0.2025426,-0.1892332,-0.0133094
43,-0.9244045,-0.90496653,"('irresponsible', 'responsible')",0.20250194,0.15834856,0.12254433,0.1753811,0.5315032,0.39121655,-0.0169638,-0.0450051,0.0280413
3,-0.91688585,-1.0660958,"('repellent', 'pleasant')",-1.0390079,-1.4014801,-0.373684,-0.44829306,0.2788192,0.08205733,-0.5126896,-0.7084529,0.1957633
44,0.89851063,0.6744646,"('prejudiced', 'unprejudiced')",-0.7055807,-0.83418864,0.06969284,-0.1473363,-1.3906435,-1.6262974,-0.2820052,-0.4833394,0.2013342
7,-0.87181467,-0.947435,"('insensitive', 'sensitive')",0.60077983,0.47972816,0.09196523,0.16054502,1.0216199,0.8043401,0.2106376,0.1242946,0.086343
73,0.863764,0.84639937,"('helpless', 'self-reliant')",1.0748688,1.1797817,-0.2501766,-0.22717531,-2.8082511,-2.96166,-0.2799488,-0.2906636,0.0107148
67,0.80128366,0.98690856,"('doubtful', 'determined')",0.85433495,0.93001807,-0.9279356,-0.87978977,-0.84515274,-0.7777919,-0.0293674,0.0648362,-0.0942036
23,-0.7774638,-1.0432653,"('insincere', 'sincere')",1.2415736,0.71753144,0.08564388,-0.01280844,6.1587577,5.4445868,1.6771278,1.2765111,0.4006167
38,-0.74855435,-0.74151117,"('untruthful', 'truthful')",-0.1796829,-0.2651968,-0.023326367,-0.08556009,0.38967946,0.27652693,-0.140471,-0.2039353,0.0634643
26,-0.6900762,-0.19543701,"('hardhearted', 'benevolent')",0.9641774,1.6481473,0.7904581,1.1731575,1.1506273,1.7871102,0.5537966,1.1032445,-0.5494479
2,0.6846799,0.63841975,"('unlikable', 'likable')",0.9525905,1.0947144,0.44248638,0.44806308,0.4255096,0.51280963,0.6263166,0.6735017,-0.0471851
84,0.68378276,0.67489105,"('inferior', 'superior')",1.9215826,1.9259206,1.1561602,1.1798831,1.0250328,1.0571363,1.1966395,1.2094579,-0.0128184
24,-0.6673256,-0.53226924,"('dishonest', 'honest')",-0.25405434,-0.08226299,-0.47104955,-0.39543894,0.6966581,0.61898524,-0.1739428,-0.0977465,-0.0761963
61,-0.6540271,-0.54320097,"('illogical', 'logical')",-0.5220927,-0.5907546,0.67851925,0.8717395,-0.09392004,-0.04371987,-0.1478802,-0.076484,-0.0713962
27,-0.6456504,-0.67266256,"('hardhearted', 'softhearted')",-1.1166915,-0.9664113,-1.0616795,-0.9912349,1.3153177,1.4666747,-0.3771759,-0.2909085,-0.0862674
77,-0.6384409,-0.7511008,"('unmotivated', 'motivated')",-0.07902582,-0.32714593,1.0774616,0.89155173,-1.2429271,-1.4502287,-0.220733,-0.4092309,0.1884979
85,-0.61429286,-0.2603761,"('insignificant', 'prestigious')",-0.35162622,0.32638332,0.0561518,0.30147296,0.11877169,0.6118626,-0.1977489,0.2448357,-0.4425846
37,-0.6140611,-0.48081973,"('fake', 'genuine')",0.522087,0.7095716,-0.39422175,-0.22213535,0.42488885,0.3007659,-0.0153268,0.0768456,-0.0921724
81,0.6128972,0.23787461,"('submissive', 'aggressive')",-0.16027576,-0.90089375,1.2118717,0.896362,-0.37706834,-0.9848961,0.3218562,-0.1878883,0.5097445
74,-0.6112501,-0.5745056,"('undedicated', 'dedicated')",0.58692473,0.58320665,-0.07813287,-0.0868038,0.0021792725,0.21650764,-0.0250697,0.0346012,-0.0596709
35,0.6011555,0.8926049,"('corrupt', 'incorrupt')",-0.54350597,0.12792736,-0.76332283,-0.7170586,-0.5553378,-0.20887968,-0.3152528,0.0236485,-0.3389013
52,-0.58579385,-0.44779563,"('irrational', 'rational')",-0.5424651,0.11493041,-0.5997702,-0.42615858,-0.3018439,-0.006830206,-0.5074683,-0.1914635,-0.3160048
70,-0.56866306,-0.785615,"('lethargic', 'energetic')",-0.16273017,-0.650208,-0.03568986,-0.022998173,0.7805326,0.45534018,0.0033624,-0.2508703,0.2542327
88,-0.5529643,-0.5113446,"('low', 'eminent')",-1.3035277,-1.2541416,-0.041681215,-0.05579032,0.30346867,0.26618764,-0.3986761,-0.3887722,-0.0099039
18,-0.5387176,-0.47686166,"('disagreeable', 'welcoming')",0.36898822,0.593645,-0.044341274,-0.04031942,-0.17989288,-0.0730679,-0.0984909,0.000849,-0.0993399
80,0.50480914,0.24101324,"('dominated', 'dominating')",0.12749161,-0.14558227,0.6937065,0.538265,-1.1907202,-1.388956,0.0338218,-0.188815,0.2226368
46,-0.48182473,-0.71930325,"('uncompetitive', 'competitive')",0.2584074,-0.06810401,-0.09173553,-0.20797282,-0.30081114,-0.5301535,-0.153991,-0.3813834,0.2273924
62,0.46000195,-0.036334686,"('incompetent', 'brilliant')",1.0017596,0.2637526,1.7255957,1.3198348,0.4600907,-0.14707765,0.911862,0.3500438,0.5618182
4,-0.41435537,-0.31898373,"('disliked', 'liked')",-0.93162763,-0.64391446,-0.29650185,-0.30387497,-5.969573,-5.683088,-1.9030144,-1.7374653,-0.1655491
60,0.3209147,0.037961874,"('inefficient', 'efficient')",0.6462265,-0.11461402,1.1515279,1.1051815,0.38369527,-0.20977022,0.6255911,0.2046898,0.4209013
32,-0.30321229,-0.31180716,"('unkind', 'kind')",0.04493976,0.076255456,0.5679457,0.58132064,1.2509283,1.1989312,0.3901504,0.386175,0.0039754
55,-0.298,-0.45845413,"('incompetent', 'clever')",0.3805986,0.048073262,1.8922248,1.8940494,-0.025651924,-0.22432052,0.4872929,0.314837,0.1724559
51,-0.2975451,-0.34828958,"('uneducated', 'educated')",-0.15282781,-0.2609172,0.664066,0.80256903,0.7240127,0.706106,0.2344264,0.2248671,0.0095593
11,-0.2905939,-0.5429376,"('unhelpful', 'helpful')",-0.17727757,-0.5711401,0.48940125,0.30109546,2.5395985,2.0407891,0.640282,0.3069517,0.3333303
50,-0.29040736,-0.42120728,"('clumsy', 'skillful')",0.8965667,1.031144,-0.20928085,-0.13482796,0.4461041,0.6080324,0.2107456,0.2707853,-0.0600397
16,-0.2881862,-0.31997472,"('unpopular', 'popular')",-0.70044297,-0.4268028,0.044918872,0.021038089,0.320999,0.55999786,-0.1556778,-0.0414354,-0.1142424
39,0.27794382,0.24730594,"('exploitative', 'cooperative')",2.0857325,1.788878,1.1925853,1.0806323,0.37765375,0.21076652,0.9834788,0.8318956,0.1515832
75,0.2761728,0.30379546,"('meek', 'impulsive')",-0.58796597,-0.3907767,-0.751329,-0.81544155,-0.58306956,-0.41761762,-0.4115479,-0.3300101,-0.0815378
42,-0.25919586,-0.2620095,"('unreliable', 'reliable')",-0.42802864,-0.49479002,-0.43999484,-0.5168501,-2.9483523,-3.1670492,-1.0188929,-1.1101747,0.0912818
30,0.25724775,0.17667064,"('intolerant', 'tolerant')",0.3527206,0.19765139,0.5245656,0.6120201,1.3250605,1.1520708,0.6148986,0.5346032,0.0802954
20,-0.25712425,-0.37932363,"('rough', 'thoughtful')",0.6544979,0.5712258,2.1686928,2.0800984,0.9909576,1.1514548,0.889256,0.8558638,0.0333922
56,0.23992717,0.15048663,"('impractical', 'practical')",0.8446509,0.4447602,0.8550722,0.7044451,-0.09966893,-0.6411691,0.4599953,0.1646307,0.2953646
47,0.23102567,0.055049323,"('stupid', 'smart')",-0.03304658,-0.1489466,0.3221569,0.41861662,4.9879723,4.723224,1.377027,1.2619859,0.1150411
25,-0.23064885,-0.1880944,"('egoistic', 'altruistic')",0.6467918,0.9490931,0.6454196,0.47187433,1.1933101,1.3919932,0.5637182,0.6562166,-0.0924984
13,0.22203884,0.35203728,"('impolite', 'polite')",0.83799875,0.50493973,0.4456464,0.75640786,0.16903464,-0.10571073,0.4186797,0.3769185,0.0417612
29,-0.20611596,-0.073757306,"('unfair', 'fair')",0.17993414,0.30432457,-0.16670904,0.065663144,-0.5456561,-0.23486379,-0.1846367,0.0153417,-0.1999784
33,0.19987363,0.51379997,"('wrong', 'right')",0.9804177,1.39931,0.041750915,0.2244601,-0.69382495,-0.41280845,0.1320543,0.4311904,-0.2991361
14,0.17483133,0.22868398,"('antisocial', 'social')",0.41806728,0.37946963,1.2133062,1.3401927,-0.6406787,-0.704376,0.2913815,0.3109926,-0.0196111
65,-0.13908431,-0.21289858,"('insecure', 'secure')",0.6390498,0.21116157,0.22524709,0.2518069,-0.11656777,-0.48739824,0.1521612,-0.0593321,0.2114933
40,-0.1296163,-0.12501575,"('stingy', 'generous')",-0.08056516,0.13129303,0.13184956,-0.0069875177,-1.2847815,-1.1978456,-0.3407784,-0.299639,-0.0411394
34,0.12567173,-0.015547862,"('mean', 'honorable')",-0.5607571,-0.744613,0.376926,0.36291537,6.2945356,5.802332,1.5590941,1.3512716,0.2078225
71,-0.10394424,-0.014323827,"('diffident', 'self-confident')",1.0259446,1.1152084,1.4723387,1.4772099,0.39763483,0.33722153,0.6979935,0.728829,-0.0308355
87,-0.09945565,-0.11154947,"('unsuccessful', 'successful')",-0.17987812,-0.060821906,0.059698,0.16806617,0.41393197,0.5014854,0.048574,0.1242951,-0.0757211
72,-0.07667123,-0.107569635,"('unambitious', 'ambitious')",0.32424,0.27357146,0.036372814,-0.04103621,-1.0144421,-1.0304437,-0.1826251,-0.2263695,0.0437444
58,-0.06718381,0.113678254,"('undiscriminating', 'discriminating')",-0.5622421,-0.4035109,0.07989539,0.29130006,0.13055712,0.21327089,-0.1047433,0.0536846,-0.1584279
76,-0.06625716,-0.30370998,"('anxious', 'daring')",-0.7829013,-1.1914558,0.06896566,-0.094445236,0.18389967,-0.1753708,-0.1490733,-0.4412455,0.2921722
17,0.053995427,0.078251846,"('nasty', 'nice')",-0.014220662,0.18471274,-0.41454315,-0.40031934,-0.7014896,-0.59966266,-0.2690645,-0.1842543,-0.0848102
64,0.049486503,0.18146327,"('shy', 'confident')",0.29889086,0.2886656,-0.041339282,0.047293905,-6.453556,-6.3438234,-1.5366294,-1.4566002,-0.0800292
21,-0.04214347,-0.09798372,"('immoral', 'moral')",-0.42348596,-0.74744624,0.9408149,0.8838204,-0.8175627,-1.138613,-0.0855943,-0.2750556,0.1894613
68,-0.039789006,-0.06556219,"('dependent', 'independent')",-0.33558962,-0.4724943,-0.0292615,0.052688535,-0.314403,-0.398198,-0.1797608,-0.2208915,0.0411307
41,0.031363707,0.2701764,"('unforgiving', 'forgiving')",0.45156527,0.8999358,0.5403972,0.7183909,0.08686453,0.31206432,0.2775477,0.5501419,-0.2725942
22,-0.025872875,0.06319881,"('untrustworthy', 'trustworthy')",-0.34611076,-0.41336268,0.6174394,0.71930164,-0.7595673,-0.7250988,-0.1285279,-0.0889903,-0.0395376
49,-0.025635764,-0.29179484,"('unable', 'able')",-0.5721354,-0.4636885,-0.047140952,-0.22292018,0.17237714,-0.041786183,-0.1181337,-0.2550474,0.1369137
83,-0.024432149,-0.057370495,"('powerless', 'powerful')",-0.3171766,-0.19194153,-0.14426963,-0.20295057,-1.3525208,-1.2873112,-0.4595998,-0.4348934,-0.0247064
59,0.009000871,0.08115095,"('foolish', 'wise')",0.4491708,1.0038419,-0.44309908,-0.2410906,0.09374802,0.33273906,0.0272052,0.2941603,-0.2669551
48,-0.0055710487,-0.2461181,"('unintelligent', 'intelligent')",0.021416096,-0.3483072,2.0931547,1.9189068,0.70077294,0.5676193,0.7024432,0.4730252,0.229418
15,-0.0026228433,0.2303126,"('boring', 'funny')",-0.27147475,-0.13396557,0.18792307,0.28462338,0.29344082,0.43505663,0.0518166,0.2040068,-0.1521902
