,sempra_male,sempra_female,tuple,energy_male,energy_female,average_male,average_female,male-female
86,-1.62118,-2.0530837,"('uninfluential', 'influential')",0.15745778,-0.013918597,-0.7318611,-1.0335011,0.30164
8,-1.3755581,-1.7432951,"('unaffectionate', 'affectionate')",0.9827434,1.0693712,-0.1964074,-0.3369619,0.1405545
10,-1.3360195,-1.6119885,"('unsympathetic', 'sympathetic')",-0.38574067,-0.25737917,-0.8608801,-0.9346839,0.0738038
1,-1.2880157,-1.8061157,"('unfriendly', 'friendly')",1.7536626,1.7561724,0.2328234,-0.0249717,0.2577951
36,-1.1666844,-1.0528455,"('hostile', 'amicable')",-0.7497142,-0.826584,-0.9581993,-0.9397147,-0.0184846
9,-1.1546235,-1.5392752,"('unaffectionate', 'caring')",1.9243184,1.9590943,0.3848475,0.2099096,0.1749379
53,-1.0348669,-1.253212,"('uncreative', 'creative')",0.73909265,0.9396083,-0.1478871,-0.1568018,0.0089147
66,-1.0311792,-1.070241,"('inactive', 'active')",-0.45630223,-0.3059441,-0.7437407,-0.6880925,-0.0556482
57,-1.0264027,-1.343627,"('unimaginative', 'imaginative')",-2.9877765,-2.8610594,-2.0070896,-2.1023431,0.0952535
31,-1.0225377,-0.6104512,"('evil', 'good')",-1.459087,-1.4946194,-1.2408123,-1.0525353,-0.188277
6,-1.0145305,-1.1812631,"('distant', 'open')",0.0010565817,0.0044508427,-0.506737,-0.5884061,0.0816691
12,-0.9564915,-1.0603818,"('unsupportive', 'supportive')",-1.4547106,-1.34983,-1.205601,-1.2051059,-0.0004951
78,-0.90896374,-0.89540845,"('nonresilient', 'resilient')",0.13423711,0.20557177,-0.3873633,-0.3449183,-0.042445
45,-0.8878483,-1.1039996,"('incompetent', 'competent')",-0.009959716,-0.021582663,-0.448904,-0.5627911,0.1138871
44,0.8719941,1.0416172,"('prejudiced', 'unprejudiced')",-1.2570794,-1.2730219,-0.1925426,-0.1157024,-0.0768402
28,-0.8691284,-1.1374053,"('disloyal', 'loyal')",1.1110761,1.0769094,0.1209739,-0.0302479,0.1512218
73,0.82595456,1.0999631,"('helpless', 'self-reliant')",-3.3091683,-3.1961167,-1.241607,-1.0480769,-0.1935301
2,0.794934,0.556823,"('unlikable', 'likable')",0.78918254,0.7818004,0.7920582,0.6693117,0.1227465
61,-0.77974147,-0.70848024,"('illogical', 'logical')",0.45110732,0.5042399,-0.1643171,-0.1021202,-0.0621969
42,0.7631949,0.47182387,"('unreliable', 'reliable')",-3.3107915,-3.2033725,-1.2737982,-1.3657743,0.0919761
0,-0.7598004,-1.4870551,"('unsociable', 'sociable')",0.012729505,-0.10685165,-0.3735354,-0.7969534,0.423418
79,-0.73846316,-0.8858437,"('wavering', 'unwavering')",-0.09959244,-0.06908983,-0.4190278,-0.4774668,0.058439
5,-0.73565507,-0.8884014,"('distant', 'outgoing')",0.16411588,0.17300099,-0.2857696,-0.3577002,0.0719306
19,-0.7328442,-1.193952,"('inhospitable', 'hospitable')",-0.55152935,-0.5882116,-0.6421868,-0.8910818,0.248895
52,-0.72241604,-0.6547813,"('irrational', 'rational')",-0.08605592,-0.02892556,-0.404236,-0.3418534,-0.0623826
48,-0.6918359,-0.61099327,"('unintelligent', 'intelligent')",1.2285064,1.3799714,0.2683353,0.3844891,-0.1161538
30,0.6816132,0.2756502,"('intolerant', 'tolerant')",1.2471178,1.2410759,0.9643655,0.758363,0.2060025
3,-0.6798066,-0.46766886,"('repellent', 'pleasant')",0.16095987,0.0362323,-0.2594234,-0.2157183,-0.0437051
77,-0.67809033,-0.7619302,"('unmotivated', 'motivated')",-0.7386091,-0.628672,-0.7083497,-0.6953011,-0.0130486
46,-0.6724583,-0.97732586,"('uncompetitive', 'competitive')",-0.73071647,-0.69178987,-0.7015874,-0.8345579,0.1329705
54,-0.64119136,-0.99254155,"('incapable', 'capable')",1.0974302,1.2196214,0.2281194,0.1135399,0.1145795
7,-0.63694257,-0.7139685,"('insensitive', 'sensitive')",0.5747713,0.76311,-0.0310856,0.0245707,-0.0556563
55,-0.6175849,-0.5926642,"('incompetent', 'clever')",0.15735626,0.21640345,-0.2301143,-0.1881304,-0.0419839
58,-0.6059362,-0.69344026,"('undiscriminating', 'discriminating')",-0.14231752,-0.016143367,-0.3741269,-0.3547918,-0.0193351
29,-0.5976726,-0.684372,"('unfair', 'fair')",-0.73813283,-0.7613099,-0.6679027,-0.722841,0.0549383
39,0.58571255,0.7275342,"('exploitative', 'cooperative')",-0.13471776,-0.07662681,0.2254974,0.3254537,-0.0999563
43,-0.5647731,-0.93387383,"('irresponsible', 'responsible')",0.8315102,0.8833893,0.1333686,-0.0252423,0.1586109
76,0.55479056,0.6557996,"('anxious', 'daring')",-0.17740926,-0.117026515,0.1886906,0.2693866,-0.080696
60,0.54321,0.42453343,"('inefficient', 'efficient')",1.3142248,1.4104977,0.9287174,0.9175155,0.0112019
68,-0.5296095,-0.38070917,"('dependent', 'independent')",-0.5800903,-0.6610533,-0.5548499,-0.5208812,-0.0339687
21,-0.51000404,-0.4641752,"('immoral', 'moral')",-0.2620881,-0.24884376,-0.3860461,-0.3565095,-0.0295366
71,-0.50298965,-0.52188724,"('diffident', 'self-confident')",1.0493102,1.0564063,0.2731603,0.2672595,0.0059008
56,0.49737534,-0.12775065,"('impractical', 'practical')",0.58025014,0.51631033,0.5388128,0.1942798,0.344533
72,-0.48351833,-0.33790857,"('unambitious', 'ambitious')",0.32656562,0.38341802,-0.0784764,0.0227547,-0.1012311
83,-0.48070765,-0.47204572,"('powerless', 'powerful')",0.1064852,0.14350876,-0.1871112,-0.1642685,-0.0228427
23,-0.48057675,-0.99456406,"('insincere', 'sincere')",6.815523,6.7296224,3.1674733,2.8675292,0.2999441
51,-0.4749494,-0.96349984,"('uneducated', 'educated')",-0.11102633,-0.08795315,-0.2929879,-0.5257265,0.2327386
20,-0.44717008,-0.2395443,"('rough', 'thoughtful')",0.3969775,0.55370307,-0.0250963,0.1570794,-0.1821757
40,-0.4320063,-0.12166272,"('stingy', 'generous')",-2.119238,-1.9423527,-1.2756221,-1.0320077,-0.2436144
67,0.38176584,0.44165498,"('doubtful', 'determined')",-0.25062978,-0.3165664,0.065568,0.0625443,0.0030237
15,0.35982722,-0.10199836,"('boring', 'funny')",0.07968353,-0.19931912,0.2197554,-0.1506587,0.3704141
18,-0.33528465,-0.4683537,"('disagreeable', 'welcoming')",-0.46721324,-0.54328406,-0.4012489,-0.5058188,0.1045699
27,-0.3234919,-0.21696803,"('hardhearted', 'softhearted')",0.82743245,1.0152287,0.2519703,0.3991303,-0.14716
