,legg_male,legg_female,tuple,mason_male,mason_female,inc_male,inc_female,average_male,average_female,male-female
72,-1.4721823,-1.44598,"('unambitious', 'ambitious')",-0.20620298,-0.08197422,-0.98693883,-0.52086234,-0.8884414,-0.6829389,-0.2055025
9,-1.4390111,-1.3957583,"('unaffectionate', 'caring')",0.40821433,0.4517131,1.1892586,1.3802967,0.0528206,0.1454172,-0.0925966
32,-1.4212937,-1.5429717,"('unkind', 'kind')",0.051132068,-0.06265262,0.7617946,0.8242229,-0.202789,-0.2604671,0.0576781
49,-1.3740261,-1.0228846,"('unable', 'able')",-0.8899809,-0.6911075,-0.44509822,-0.11037956,-0.9030351,-0.6081239,-0.2949112
35,1.255946,1.5323895,"('corrupt', 'incorrupt')",-0.25256312,-0.1683136,-0.52538997,-0.5285628,0.159331,0.2785044,-0.1191734
43,-1.2514219,-1.1868651,"('irresponsible', 'responsible')",1.3280582,1.2317765,0.83678705,1.0447587,0.3044745,0.3632234,-0.0587489
46,-1.2421234,-1.2385149,"('uncompetitive', 'competitive')",-0.42471865,-0.35695833,-0.22317716,-0.376045,-0.6300064,-0.6571728,0.0271664
61,-1.19752,-1.1024215,"('illogical', 'logical')",0.31703633,0.15240572,0.122877374,0.078920975,-0.2525354,-0.2903649,0.0378295
78,-1.1516194,-1.1028308,"('nonresilient', 'resilient')",0.05637893,-0.05910276,1.208439,1.128737,0.0377328,-0.0110655,0.0487983
13,-1.1448619,-1.0442615,"('impolite', 'polite')",-0.24143642,-0.12439993,-0.35462865,-0.21037501,-0.580309,-0.4596788,-0.1206302
77,-1.1176224,-1.3670539,"('unmotivated', 'motivated')",0.26113665,0.14144495,-0.69795275,-0.62067384,-0.5181462,-0.6154276,0.0972814
34,-1.1142539,-1.1168723,"('mean', 'honorable')",0.21804966,0.01593764,5.657523,5.8083706,1.5871064,1.5691454,0.017961
8,-1.0943998,-1.1084807,"('unaffectionate', 'affectionate')",-0.6709349,-0.47603375,0.8366231,1.0524175,-0.3095706,-0.1773656,-0.132205
14,-1.0936384,-0.9417,"('antisocial', 'social')",0.34512493,0.54972166,-0.7925648,-0.66108704,-0.5136928,-0.3510218,-0.162671
27,-1.0810823,-1.0348815,"('hardhearted', 'softhearted')",0.47845113,0.06293711,1.6036645,1.4358023,0.3336778,0.1546193,0.1790585
26,-0.9955845,-0.8623531,"('hardhearted', 'benevolent')",-0.07843222,0.019208027,1.7090569,1.4293288,0.2116801,0.1953946,0.0162855
63,-0.99441445,-0.882331,"('unperceptive', 'insightful')",0.47369057,0.4392531,1.3388486,1.5503795,0.2727082,0.3691005,-0.0963923
79,0.9931457,0.8772493,"('wavering', 'unwavering')",0.12756376,0.02856002,0.29125997,0.2785047,0.4706565,0.3947713,0.0758852
75,0.9857996,1.210991,"('meek', 'impulsive')",-1.4659425,-0.96035826,-0.5250198,-0.40285343,-0.3350542,-0.0507402,-0.284314
59,0.9819595,1.0602039,"('foolish', 'wise')",0.5514624,0.19998361,0.27169138,0.45398375,0.6017044,0.5713904,0.030314
45,-0.9675327,-0.7272585,"('incompetent', 'competent')",0.72670054,0.80110234,0.012069788,0.10590987,-0.0762541,0.0599179,-0.136172
40,-0.96389127,-0.79859066,"('stingy', 'generous')",-0.1815309,-0.038752962,-1.5577343,-1.6168754,-0.9010522,-0.818073,-0.0829792
38,-0.94376487,-0.69612324,"('untruthful', 'truthful')",0.41342258,0.6916948,-0.006014589,0.30268422,-0.1787856,0.0994186,-0.2782042
88,-0.9432419,-1.0200329,"('low', 'eminent')",-0.4829768,-0.40608108,0.05390817,0.043098085,-0.4574369,-0.4610053,0.0035684
54,-0.93202776,-0.82005733,"('incapable', 'capable')",0.55074185,0.4153671,0.9423917,1.2891667,0.1870353,0.2948255,-0.1077902
44,0.91734916,0.86857843,"('prejudiced', 'unprejudiced')",-0.5184891,-0.35261568,-1.5968133,-1.609703,-0.3993177,-0.3645801,-0.0347376
65,-0.9158772,-1.0407243,"('insecure', 'secure')",0.9080335,0.560857,-0.6351366,-0.39117286,-0.2143268,-0.2903467,0.0760199
55,-0.8902056,-0.9030508,"('incompetent', 'clever')",1.0933664,0.85225105,0.014050787,-0.044505425,0.0724038,-0.0317684,0.1041722
3,-0.8823022,-1.0967809,"('repellent', 'pleasant')",0.1659083,-0.013933398,-0.093256965,-0.115539946,-0.2698836,-0.4087514,0.1388678
12,-0.87797576,-0.8245853,"('unsupportive', 'supportive')",1.2149788,1.2005447,-1.2813655,-1.2629094,-0.3147875,-0.29565,-0.0191375
42,0.8589453,0.87708354,"('unreliable', 'reliable')",0.30530375,0.32620552,-2.4681387,-2.2073307,-0.4346299,-0.3346806,-0.0999493
67,0.8269925,0.75569993,"('doubtful', 'determined')",1.0347669,1.0421672,-0.4388501,-0.2357589,0.4743031,0.5207027,-0.0463996
19,0.7782972,0.8934423,"('inhospitable', 'hospitable')",-0.63790894,-0.51534176,-0.13901843,-0.010373715,0.0004566,0.1225756,-0.122119
50,0.7588208,0.7465947,"('clumsy', 'skillful')",0.84519625,0.6060005,0.6905617,0.654118,0.7648596,0.6689044,0.0959552
33,0.7407738,0.75826174,"('wrong', 'right')",0.20549321,0.27386346,-0.47383088,-0.44324178,0.1574787,0.1962945,-0.0388158
30,-0.7374863,-0.5293449,"('intolerant', 'tolerant')",-0.10231972,0.16853078,0.94620335,1.0699177,0.0354658,0.2363678,-0.200902
7,-0.7352344,-0.8888354,"('insensitive', 'sensitive')",1.1302464,0.93200934,0.9543954,1.118019,0.4498025,0.3870643,0.0627382
21,-0.72329336,-0.753444,"('immoral', 'moral')",-0.18591446,-0.14558202,-0.8538788,-0.7753921,-0.5876955,-0.5581394,-0.0295561
52,-0.7200763,-0.76851404,"('irrational', 'rational')",-1.0232278,-0.9978044,-0.17283234,-0.3527906,-0.6387122,-0.7063697,0.0676575
69,0.6799558,0.52095324,"('lazy', 'industrious')",1.0019673,0.68490905,-0.19772229,-0.4680376,0.4947336,0.2459416,0.248792
84,0.67486656,0.62669617,"('inferior', 'superior')",0.90216976,0.78049296,1.0445389,1.0633901,0.8738585,0.8235264,0.0503321
81,-0.64923394,-0.8737327,"('submissive', 'aggressive')",-0.74886477,-0.67579347,-0.8201654,-0.72087514,-0.7394214,-0.7568005,0.0173791
18,-0.63662976,-0.5187744,"('disagreeable', 'welcoming')",-0.731365,-0.7060785,-0.8667884,-0.7715406,-0.7449277,-0.6654645,-0.0794632
58,-0.62437844,-0.31131077,"('undiscriminating', 'discriminating')",0.2720812,0.34715375,0.27307525,0.21192199,-0.0264073,0.0825883,-0.1089956
47,-0.6068284,-0.38591513,"('stupid', 'smart')",0.22411758,0.29713887,4.980625,5.321589,1.5326381,1.744271,-0.2116329
82,-0.60012794,-0.121279486,"('poor', 'rich')",0.06849749,0.27683797,5.5676374,6.148504,1.678669,2.1013541,-0.4226851
24,-0.55991304,-0.48619047,"('dishonest', 'honest')",0.20493983,0.41613594,0.45020068,0.7941784,0.0317425,0.2413746,-0.2096321
20,-0.53373504,-0.48612785,"('rough', 'thoughtful')",0.7034524,0.6012345,1.3225073,1.3428473,0.4974082,0.4859846,0.0114236
22,-0.5269269,-0.41638863,"('untrustworthy', 'trustworthy')",-0.6353298,-0.5913375,-1.0918599,-0.8756155,-0.7513722,-0.6277806,-0.1235916
2,-0.48482624,-0.44199452,"('unlikable', 'likable')",0.8917011,0.6775178,0.20639975,0.2897731,0.2044249,0.1750988,0.0293261
66,0.46264082,0.3814269,"('inactive', 'active')",-0.29020262,-0.47139826,1.2455962,0.9579267,0.4726781,0.2893184,0.1833597
17,-0.442533,-0.3585452,"('nasty', 'nice')",0.240473,0.19169426,-0.670276,-0.6618133,-0.2907787,-0.2762214,-0.0145573
56,-0.44056058,-0.12089771,"('impractical', 'practical')",1.3494067,1.7483122,-0.17822038,0.18744048,0.2435419,0.6049517,-0.3614098
4,0.4261031,0.7885477,"('disliked', 'liked')",-1.5034605,-1.0506423,-6.3358407,-6.440712,-2.471066,-2.2342688,-0.2367972
70,-0.41057053,-0.4029802,"('lethargic', 'energetic')",0.809673,0.8517072,0.9212831,1.1146202,0.4401285,0.5211157,-0.0809872
16,-0.39037022,-0.11287658,"('unpopular', 'popular')",-0.96055335,-0.99929047,0.31488764,0.20402138,-0.3453453,-0.3027152,-0.0426301
74,-0.3549174,-0.31750485,"('undedicated', 'dedicated')",1.016204,1.0095633,0.13342094,-0.030025702,0.2649025,0.2206776,0.0442249
15,-0.28762102,0.018403703,"('boring', 'funny')",-0.8535341,-0.6005183,-0.0502157,0.11269487,-0.3971236,-0.1564732,-0.2406504
51,-0.27331686,-0.35851654,"('uneducated', 'educated')",0.14249974,0.23205176,0.2597949,0.4049349,0.0429926,0.0928234,-0.0498308
29,0.267739,0.5467299,"('unfair', 'fair')",-0.026973046,-0.22584903,-0.7717341,-0.595965,-0.1769894,-0.0916947,-0.0852947
83,-0.24367227,-0.31857222,"('powerless', 'powerful')",-0.63995534,-0.641973,-0.7708339,-0.87410915,-0.5514872,-0.6115514,0.0600642
68,-0.20828721,-0.24202394,"('dependent', 'independent')",0.117616065,-0.29877785,-0.6273799,-0.6477381,-0.2393503,-0.39618,0.1568297
80,0.18364471,0.19642209,"('dominated', 'dominating')",-0.42592734,-0.43762007,-0.8549608,-0.9609861,-0.3657478,-0.400728,0.0349802
6,0.18276806,0.30364951,"('distant', 'open')",-0.8832383,-0.8761648,0.21928485,0.35330287,-0.1603951,-0.0730708,-0.0873243
76,-0.1772128,-0.15258555,"('anxious', 'daring')",1.4127668,1.3988427,0.35744503,0.5623237,0.5309997,0.6028603,-0.0718606
71,0.174601,0.1331426,"('diffident', 'self-confident')",1.546757,1.3792576,0.7013931,0.6405189,0.8075836,0.7176397,0.0899439
85,0.12263145,-0.12086815,"('insignificant', 'prestigious')",-0.2980454,-0.71164554,0.47746897,0.1360597,0.100685,-0.2321513,0.3328363
5,0.08750848,0.24294525,"('distant', 'outgoing')",-0.909545,-0.8893824,-0.2918499,-0.10573174,-0.3712955,-0.250723,-0.1205725
37,-0.08152879,-0.19048886,"('fake', 'genuine')",0.01672174,0.003886886,0.51254606,0.8097141,0.1492463,0.207704,-0.0584577
31,0.07742907,0.07828225,"('evil', 'good')",-1.3318477,-1.2322869,-1.3043159,-1.2739979,-0.8529115,-0.8093342,-0.0435773
39,0.07389017,-0.16598874,"('exploitative', 'cooperative')",0.66209376,0.44078606,-0.017305914,-0.019625256,0.2395593,0.0850574,0.1545019
87,0.06973171,0.19466314,"('unsuccessful', 'successful')",0.90312827,0.7591151,1.0315355,0.98360234,0.6681318,0.6457935,0.0223383
25,-0.03086152,-0.16528508,"('egoistic', 'altruistic')",0.23274137,0.11934652,1.1921499,1.0803051,0.4646766,0.3447888,0.1198878
36,0.01648463,0.07319373,"('hostile', 'amicable')",-1.3284268,-1.2041392,-0.16907802,-0.3251594,-0.4936734,-0.4853683,-0.0083051
64,0.006707402,-0.40290752,"('shy', 'confident')",-0.8111967,-1.0330074,-6.258648,-6.583128,-2.354379,-2.6730143,0.3186353
