,legg_male,legg_female,tuple,mason_male,mason_female,inc_male,inc_female,average_male,average_female,male-female
48,-2.4709,-2.4728897,"('unintelligent', 'intelligent')",0.09785781,0.0055290293,0.364614,0.41126838,-0.6694761,-0.6853641,0.015888
57,-2.214808,-2.0391374,"('unimaginative', 'imaginative')",-0.8800362,-0.79699993,-2.3398385,-2.514303,-1.8115609,-1.78348,-0.0280809
23,-2.1773753,-2.137313,"('insincere', 'sincere')",1.1749886,1.0731148,5.356889,5.808574,1.4515007,1.5814587,-0.129958
1,-2.1736555,-1.9535017,"('unfriendly', 'friendly')",-0.8431582,-0.97992337,1.3960999,1.536309,-0.5402379,-0.4657053,-0.0745326
0,-2.1091251,-2.131966,"('unsociable', 'sociable')",0.6529652,0.23187962,-0.45949668,-0.5001829,-0.6385522,-0.8000898,0.1615376
10,-2.0930166,-2.1299448,"('unsympathetic', 'sympathetic')",0.43681365,0.48113143,0.28367817,0.35798204,-0.4575083,-0.4302771,-0.0272312
86,-2.0412703,-2.1563127,"('uninfluential', 'influential')",-0.5312208,-0.66430694,-0.23353721,-0.41540223,-0.9353428,-1.0786739,0.1433311
73,1.8674337,1.9936235,"('helpless', 'self-reliant')",0.1959618,0.5460474,-2.740545,-2.6484628,-0.2257165,-0.0362639,-0.1894526
41,-1.6674911,-1.3961734,"('unforgiving', 'forgiving')",-0.2362981,0.09236289,-0.375357,-0.3006583,-0.7597154,-0.5348229,-0.2248925
11,-1.6427183,-1.4798801,"('unhelpful', 'helpful')",0.7012239,0.685562,1.9121534,2.182575,0.323553,0.4627523,-0.1391993
60,-1.629413,-1.6032414,"('inefficient', 'efficient')",1.0472306,1.1053777,-0.050851442,0.3172219,-0.2110113,-0.060214,-0.1507973
28,-1.5618829,-1.502388,"('disloyal', 'loyal')",0.37142175,0.46682936,0.6317799,0.8207053,-0.1862271,-0.0716178,-0.1146093
53,-1.5571903,-1.3554869,"('uncreative', 'creative')",-0.3338061,-0.22314626,0.83737665,0.8221766,-0.3512066,-0.2521522,-0.0990544
62,-1.5156331,-1.0595293,"('incompetent', 'brilliant')",0.062156133,0.52869016,0.31382433,0.76103437,-0.3798842,0.0767317,-0.4566159
