,legg_male,legg_female,tuple,mason_male,mason_female,inc_male,inc_female,average_male,average_female,male-female
78,-1.0298675,-0.90033144,"('nonresilient', 'resilient')",-0.14474069,-0.20679222,1.4530455,1.3579551,0.0928124,0.0836105,0.0092019
34,-1.0198935,-1.0258019,"('mean', 'honorable')",0.17487594,0.13893782,6.0485873,5.984747,1.7345233,1.6992942,0.0352291
77,-0.9886561,-1.0159824,"('unmotivated', 'motivated')",0.41699708,0.32770142,-0.6048977,-0.6051796,-0.3921856,-0.4311535,0.0389679
40,-0.987549,-1.0110153,"('stingy', 'generous')",0.32994908,0.32440168,-1.5445212,-1.5341704,-0.7340404,-0.7402613,0.0062209
60,-0.9673708,-1.0496426,"('inefficient', 'efficient')",1.3427271,1.1582465,0.51836264,0.6018157,0.2979063,0.2368066,0.0610997
88,-0.95372367,-0.9269192,"('low', 'eminent')",-0.29598862,-0.21538302,0.16358596,0.22576821,-0.3620421,-0.3055114,-0.0565307
75,0.94843745,0.8570424,"('meek', 'impulsive')",-1.1217842,-1.165938,-0.52864146,-0.5918692,-0.2339961,-0.3002549,0.0662588
19,0.94397104,0.97150344,"('inhospitable', 'hospitable')",-0.2707769,-0.24803185,-0.09925397,-0.014428064,0.1913134,0.2363478,-0.0450344
54,-0.9417781,-0.8284206,"('incapable', 'capable')",0.2260549,0.23027286,0.8736284,1.0049958,0.0526351,0.135616,-0.0829809
61,-0.93962866,-0.88166535,"('illogical', 'logical')",0.3864373,0.4235301,0.15080777,0.26980072,-0.1341279,-0.0627782,-0.0713497
62,-0.904925,-0.95444643,"('incompetent', 'brilliant')",0.6369299,0.54959804,0.7101108,0.82087934,0.1473719,0.138677,0.0086949
14,-0.89561623,-0.94900805,"('antisocial', 'social')",0.40548092,0.33855003,-0.8405774,-0.718729,-0.4435709,-0.4430623,-0.0005086
43,-0.89108884,-0.94428486,"('irresponsible', 'responsible')",1.5784982,1.5277948,0.9555557,1.0433601,0.547655,0.5422901,0.0053649
52,-0.8381921,-0.71957386,"('irrational', 'rational')",-0.8057407,-0.6300925,-0.4286738,-0.44137788,-0.6908689,-0.5970147,-0.0938542
59,0.82144815,0.9674708,"('foolish', 'wise')",0.447041,0.6579161,0.17117064,0.3108979,0.4798866,0.6454283,-0.1655417
65,-0.8205332,-0.8782696,"('insecure', 'secure')",0.55848175,0.4854253,-0.25922185,-0.20781088,-0.1737578,-0.2002184,0.0264606
33,0.799687,0.9051732,"('wrong', 'right')",0.47495693,0.557933,-0.68954563,-0.6468525,0.1950328,0.2720846,-0.0770518
63,-0.79239166,-0.7543852,"('unperceptive', 'insightful')",0.74013263,0.57156104,1.5715187,1.6064122,0.5064199,0.4745293,0.0318906
3,-0.7847608,-0.89540243,"('repellent', 'pleasant')",0.2154171,0.0231272,0.042867053,-0.05605647,-0.1754922,-0.3094439,0.1339517
45,-0.7667254,-0.758546,"('incompetent', 'competent')",0.93553597,0.82343686,-0.04707708,-0.0018992573,0.0405778,0.0209972,0.0195806
12,-0.75476086,-0.69591063,"('unsupportive', 'supportive')",1.4278103,1.3536874,-1.294407,-1.2179168,-0.2071192,-0.1867134,-0.0204058
7,-0.72359926,-0.7192239,"('insensitive', 'sensitive')",0.91523,0.8940025,0.89680755,0.94289815,0.3628128,0.3725589,-0.0097461
20,-0.7138719,-0.74905396,"('rough', 'thoughtful')",0.3071463,0.29609677,1.3998691,1.3443245,0.3310478,0.2971224,0.0339254
44,0.7072811,0.64914566,"('prejudiced', 'unprejudiced')",-0.6225527,-0.5836745,-1.6869041,-1.6518831,-0.5340586,-0.528804,-0.0052546
42,0.7061065,0.7847211,"('unreliable', 'reliable')",0.36481225,0.35937068,-2.657012,-2.5557458,-0.5286977,-0.4705514,-0.0581463
67,0.6980045,0.67181885,"('doubtful', 'determined')",1.249642,1.2485845,-0.4397679,-0.3240543,0.5026262,0.5321163,-0.0294901
79,0.6934724,0.82491654,"('wavering', 'unwavering')",0.1927922,0.2914731,0.22660519,0.23909757,0.3709566,0.4518291,-0.0808725
4,0.6808025,0.79791576,"('disliked', 'liked')",-0.9031551,-0.86645776,-6.4020343,-6.362667,-2.2081289,-2.1437364,-0.0643925
13,-0.66169435,-0.7384946,"('impolite', 'polite')",0.14044721,0.0385609,0.12375498,0.14989042,-0.1324974,-0.1833477,0.0508503
81,-0.6214453,-0.8634274,"('submissive', 'aggressive')",-0.4694775,-0.73497283,-0.53642714,-0.47997954,-0.54245,-0.6927933,0.1503433
84,0.6086036,0.6311482,"('inferior', 'superior')",0.60479236,0.7025141,1.0898622,1.1911997,0.7677527,0.8416206,-0.0738679
55,-0.6057394,-0.6931384,"('incompetent', 'clever')",1.1294056,0.9193877,0.06808922,0.111520626,0.1972518,0.11259,0.0846618
18,-0.5311941,-0.4298152,"('disagreeable', 'welcoming')",-0.29768082,-0.2356099,-0.7390029,-0.7651903,-0.5226259,-0.4768718,-0.0457541
17,-0.47734848,-0.42632502,"('nasty', 'nice')",0.27155772,0.21150404,-0.568794,-0.517737,-0.2581949,-0.244186,-0.0140089
70,-0.47328365,-0.5718096,"('lethargic', 'energetic')",0.7783116,0.62582797,0.9936896,1.0077689,0.4329058,0.3539291,0.0789767
38,-0.45799696,-0.42001823,"('untruthful', 'truthful')",0.97101754,0.99485666,0.4275355,0.5025452,0.3135187,0.3591278,-0.0456091
29,0.43982983,0.52041835,"('unfair', 'fair')",-0.0560954,0.0323234,-0.61906004,-0.55897206,-0.0784419,-0.0020768,-0.0763651
22,-0.4344928,-0.4536896,"('untrustworthy', 'trustworthy')",-0.24387264,-0.33647043,-0.93450487,-0.9770272,-0.5376234,-0.5890624,0.051439
21,-0.42372495,-0.4770741,"('immoral', 'moral')",0.104919866,0.10347562,-0.68385786,-0.6396075,-0.334221,-0.3377353,0.0035143
58,-0.41848847,-0.45355594,"('undiscriminating', 'discriminating')",0.27640823,0.23115323,0.039832234,0.09020186,-0.0340827,-0.0440669,0.0099842
30,-0.41142035,-0.4289699,"('intolerant', 'tolerant')",0.42009693,0.34567738,1.1778404,1.2767131,0.3955057,0.3978069,-0.0023012
47,-0.4097729,-0.4132316,"('stupid', 'smart')",0.129102,0.13499603,5.131659,5.114929,1.6169961,1.6122313,0.0047648
50,0.37265566,0.5748084,"('clumsy', 'skillful')",0.2797367,0.39861134,0.71558857,0.76186913,0.4559937,0.5784296,-0.1224359
2,-0.34087497,-0.34002244,"('unlikable', 'likable')",0.9930245,1.0130117,0.19805956,0.2521902,0.283403,0.3083932,-0.0249902
74,-0.3395894,-0.25283995,"('undedicated', 'dedicated')",1.2945291,1.2863253,-0.15178147,-0.1376627,0.2677194,0.2986076,-0.0308882
37,-0.33419484,-0.30976245,"('fake', 'genuine')",-0.2589565,-0.2151093,0.4855867,0.5156023,-0.0358549,-0.0030898,-0.0327651
56,0.33380097,0.3263795,"('impractical', 'practical')",1.9953301,1.8844864,0.32159904,0.41107363,0.8835767,0.8739799,0.0095968
71,0.26251516,0.32809743,"('diffident', 'self-confident')",1.4883496,1.4853584,0.51631033,0.440116,0.7557251,0.7511906,0.0045345
6,0.2583862,0.47249502,"('distant', 'open')",-0.41617322,-0.2594701,0.051733185,0.052855633,-0.0353513,0.0886269,-0.1239782
64,-0.24901322,-0.2281625,"('shy', 'confident')",-0.6118518,-0.6807553,-6.0789557,-6.0180182,-2.3132736,-2.3089787,-0.0042949
80,0.22429335,0.05945652,"('dominated', 'dominating')",-0.59870744,-0.7358884,-0.8631611,-0.81496125,-0.4125251,-0.497131,0.0846059
36,-0.21938209,-0.080593176,"('hostile', 'amicable')",-1.4790803,-1.3051165,-0.6111608,-0.64400595,-0.7698744,-0.6765719,-0.0933025
5,0.21061413,0.33096844,"('distant', 'outgoing')",-0.39566568,-0.2625742,-0.19220191,-0.16557692,-0.1257512,-0.0323942,-0.093357
16,-0.2092606,-0.13812993,"('unpopular', 'popular')",-0.8557275,-0.8100971,0.4221899,0.36838254,-0.2142661,-0.1932815,-0.0209846
31,-0.2055766,-0.13944553,"('evil', 'good')",-1.2359381,-0.99835175,-1.5619941,-1.5305387,-1.0011696,-0.8894453,-0.1117243
66,0.20165028,0.21857738,"('inactive', 'active')",-0.43085793,-0.44564408,0.793731,0.8535484,0.1881744,0.2088272,-0.0206528
15,-0.19975515,-0.2233437,"('boring', 'funny')",-0.86072373,-0.75957066,-0.16461776,-0.15562785,-0.4083656,-0.3795141,-0.0288515
83,-0.16650121,-0.15509516,"('powerless', 'powerful')",-0.53450406,-0.5330291,-0.88859415,-0.88494897,-0.5298665,-0.5243577,-0.0055088
51,-0.15493381,-0.18181509,"('uneducated', 'educated')",0.6432539,0.5847701,0.5783556,0.6088974,0.3555586,0.3372841,0.0182745
85,-0.13954362,0.08908502,"('insignificant', 'prestigious')",-0.6677104,-0.49283725,0.0075686434,0.04196597,-0.2665618,-0.1205954,-0.1459664
24,-0.13534196,-0.1728243,"('dishonest', 'honest')",1.0300813,1.0217847,0.7739447,0.8752567,0.556228,0.5747391,-0.0185111
25,-0.11825114,-0.053789787,"('egoistic', 'altruistic')",0.031229513,0.012470512,0.86350536,0.76329064,0.2588279,0.2406571,0.0181708
68,-0.11482172,-0.20958409,"('dependent', 'independent')",0.21323031,0.1171109,-0.32179198,-0.25724283,-0.0744611,-0.116572,0.0421109
87,0.10483849,0.056433424,"('unsuccessful', 'successful')",0.5160566,0.4392717,0.91399395,1.0604075,0.5116297,0.5187042,-0.0070745
82,-0.09556711,-0.09871873,"('poor', 'rich')",0.3748459,0.3573239,6.0705156,6.084075,2.1165981,2.1142267,0.0023714
39,-0.091761984,-0.12483555,"('exploitative', 'cooperative')",0.3527609,0.40159613,-0.11083902,-0.053141177,0.0500533,0.0745398,-0.0244865
69,0.06389446,0.2472952,"('lazy', 'industrious')",0.3336847,0.5639142,-0.6466641,-0.55503607,-0.0830283,0.0853911,-0.1684194
76,-0.046572287,-0.11383484,"('anxious', 'daring')",1.5268261,1.3129148,0.68771833,0.75706273,0.7226574,0.6520476,0.0706098
