,coca_male,coca_female,tuple,cola_male,cola_female,co_male,co_female,average_male,average_female,male-female
63,0.5284079,0.6376205,"('unperceptive', 'insightful')",0.2362237,0.41499415,0.048297394,0.1674833,0.2709763,0.4066993,-0.135723
76,-0.50533015,-0.33948845,"('anxious', 'daring')",-0.6189506,-0.6136103,0.004081931,0.1415604,-0.3733996,-0.2705128,-0.1028868
6,0.4864441,0.19512561,"('distant', 'open')",0.2701217,0.13702151,-0.72656363,-0.937386,0.0100007,-0.2017463,0.211747
42,0.47071868,0.3544172,"('unreliable', 'reliable')",0.26321396,0.26207227,-2.7661626,-2.8316674,-0.67741,-0.7383927,0.0609827
12,0.36785832,0.32190123,"('unsupportive', 'supportive')",0.37344477,0.40211314,-1.8870604,-1.9147261,-0.3819191,-0.3969039,0.0149848
88,0.3656477,0.34841007,"('low', 'eminent')",-0.11056688,-0.10051152,-0.38591504,-0.1754739,-0.0436114,0.0241416,-0.067753
0,-0.36431086,-0.14679256,"('unsociable', 'sociable')",0.5647182,0.7736239,-0.11411629,0.015356032,0.0287637,0.2140624,-0.1852987
15,0.36293042,0.43062222,"('boring', 'funny')",0.6910115,0.728902,0.104051664,0.15064049,0.3859979,0.4367216,-0.0507237
67,0.34792116,0.44970074,"('doubtful', 'determined')",0.22993012,0.32483724,-0.23627536,-0.14491032,0.1138586,0.2098759,-0.0960173
2,-0.33263272,-0.24526772,"('unlikable', 'likable')",-0.16035494,-0.09877904,0.9067622,0.945376,0.1379248,0.2004431,-0.0625183
24,-0.31775808,-0.39361835,"('dishonest', 'honest')",-0.16357863,-0.21507436,1.1218065,1.0867726,0.2134899,0.15936,0.0541299
31,0.31577247,-0.023869108,"('evil', 'good')",-0.00706112,-0.18414389,-1.5238198,-1.7226051,-0.4050361,-0.6435393,0.2385032
61,0.31396106,0.1950477,"('illogical', 'logical')",-0.022115096,-0.027400922,0.27393505,0.25855154,0.1885937,0.1420661,0.0465276
48,-0.3137494,-0.3046689,"('unintelligent', 'intelligent')",0.32237017,0.3688847,-0.102710314,-0.011900674,-0.0313632,0.0174384,-0.0488016
79,0.3015123,0.17733935,"('wavering', 'unwavering')",-0.11734583,-0.15122567,-1.0534065,-1.0232921,-0.2897467,-0.3323928,0.0426461
8,0.29989088,0.065338954,"('unaffectionate', 'affectionate')",0.054266028,0.0021276847,0.23587412,0.1644766,0.196677,0.0773144,0.1193626
36,-0.29243717,-0.30525598,"('hostile', 'amicable')",-0.37658644,-0.41105282,-0.45074588,-0.4288919,-0.3732565,-0.3817336,0.0084771
11,-0.29243547,-0.07358648,"('unhelpful', 'helpful')",0.23720443,0.39367482,2.4331124,2.5981238,0.7926271,0.9727374,-0.1801103
72,0.25709912,0.26702672,"('unambitious', 'ambitious')",-0.13064937,-0.12109874,-0.36989868,-0.2763954,-0.0811496,-0.0434891,-0.0376605
68,-0.25452298,-0.18429455,"('dependent', 'independent')",-1.1479063,-1.0032238,-1.3534352,-1.3133438,-0.9186215,-0.8336207,-0.0850008
60,-0.25166216,-0.045204096,"('inefficient', 'efficient')",0.43372738,0.5942115,0.40599898,0.44154826,0.1960214,0.3301852,-0.1341638
29,0.24524523,0.1268303,"('unfair', 'fair')",-0.09554454,-0.2016337,-0.619856,-0.75997907,-0.1567184,-0.2782608,0.1215424
80,0.24065465,0.4499126,"('dominated', 'dominating')",-0.084669515,-0.051592305,-0.044173278,0.09187362,0.0372706,0.163398,-0.1261274
66,-0.22348318,-0.21731755,"('inactive', 'active')",-0.6417159,-0.6976507,0.37099105,0.35353777,-0.164736,-0.1871435,0.0224075
43,-0.1977295,-0.15077399,"('irresponsible', 'responsible')",-0.3348594,-0.29032937,0.5921638,0.5878049,0.0198583,0.0489005,-0.0290422
23,-0.19321312,-0.06481518,"('insincere', 'sincere')",0.48124993,0.53414243,5.9344735,6.159754,2.0741701,2.2096937,-0.1355236
49,0.19153835,0.124671,"('unable', 'able')",0.35194924,0.44188827,-0.65663826,-0.60472965,-0.0377169,-0.0127235,-0.0249934
47,-0.18409751,-0.09101398,"('stupid', 'smart')",0.47432432,0.5349599,5.144394,5.279269,1.8115403,1.9077384,-0.0961981
46,-0.17314568,-0.116805375,"('uncompetitive', 'competitive')",-0.10985437,0.0015034303,-0.7126414,-0.61557347,-0.3318805,-0.2436251,-0.0882554
52,0.17136164,-0.0067583825,"('irrational', 'rational')",0.34649122,0.28589904,-0.6134047,-0.6750935,-0.0318506,-0.1319843,0.1001337
35,-0.14646979,-0.26753002,"('corrupt', 'incorrupt')",-0.6897077,-0.81576294,-0.96408105,-0.9637836,-0.6000862,-0.6823589,0.0822727
25,-0.12290819,-0.37350258,"('egoistic', 'altruistic')",-0.10706981,-0.24352431,1.031364,1.0392818,0.2671287,0.1407516,0.1263771
86,-0.12034434,-0.22009598,"('uninfluential', 'influential')",-0.30906987,-0.24057877,-0.27840674,-0.2615639,-0.2359403,-0.2407462,0.0048059
75,-0.12014537,0.06392528,"('meek', 'impulsive')",-0.25123423,-0.22218885,-0.74460214,-0.66361636,-0.3719939,-0.27396,-0.0980339
19,-0.11363208,-0.186004,"('inhospitable', 'hospitable')",-0.76943755,-0.79050356,-0.6781481,-0.73303187,-0.5204059,-0.5698465,0.0494406
78,-0.10173824,-0.3331994,"('nonresilient', 'resilient')",0.027594691,-0.012904406,-0.30570427,-0.42085862,-0.1266159,-0.2556541,0.1290382
41,-0.09622591,0.012212213,"('unforgiving', 'forgiving')",0.7750968,0.800852,0.41954008,0.40296587,0.366137,0.4053434,-0.0392064
62,-0.079664275,0.12398516,"('incompetent', 'brilliant')",-0.52754396,-0.3923528,-0.080323085,0.07762058,-0.2291771,-0.0635824,-0.1655947
20,-0.0591302,-0.0154487975,"('rough', 'thoughtful')",0.12946329,0.11849513,0.23256469,0.32292944,0.1009659,0.1419919,-0.041026
50,-0.004197534,-0.17851575,"('clumsy', 'skillful')",0.11475358,0.088473424,-0.330517,-0.27686673,-0.0733203,-0.122303,0.0489827
30,-0.0027206168,0.3070323,"('intolerant', 'tolerant')",0.058134936,0.20640916,0.4631396,0.6537643,0.1728513,0.3890686,-0.2162173
16,0.00080008805,-0.28159726,"('unpopular', 'popular')",-0.12310377,-0.19827749,-0.16234535,-0.14372788,-0.094883,-0.2078675,0.1129845
