,conagra_male,conagra_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
28,-0.8129322,-0.7315471,"('disloyal', 'loyal')",-0.31088728,-0.34183,0.72306657,0.75567186,-0.1335843,-0.1059018,-0.0276825
54,-0.80078197,-0.8021086,"('incapable', 'capable')",1.3067327,1.2902856,1.0128354,0.8833225,0.506262,0.4571665,0.0490955
27,-0.7826329,-0.8286485,"('hardhearted', 'softhearted')",0.4973938,0.3700742,1.1377847,0.9401128,0.2841819,0.1605128,0.1236691
7,-0.7749233,-0.7083585,"('insensitive', 'sensitive')",0.666154,0.67247576,0.4507218,0.43261656,0.1139842,0.1322446,-0.0182604
20,-0.77231234,-0.7505926,"('rough', 'thoughtful')",0.48205504,0.5568567,1.2445388,0.9538901,0.3180938,0.2533847,0.0647091
67,0.7718234,0.83283895,"('doubtful', 'determined')",0.07754785,0.07209555,-0.32056457,-0.22249755,0.1762689,0.227479,-0.0512101
49,-0.75708,-0.6331333,"('unable', 'able')",0.79835165,0.80561906,-0.119402535,-0.104883716,-0.0260436,0.022534,-0.0485776
2,0.7091098,0.64213246,"('unlikable', 'likable')",0.9677789,1.0265597,0.7067316,0.6475594,0.7945401,0.7720838,0.0224563
52,-0.6870195,-0.9796548,"('irrational', 'rational')",-1.1448318,-1.268729,-0.5175166,-0.69517314,-0.7831226,-0.9811856,0.198063
45,-0.68315154,-0.57171,"('incompetent', 'competent')",0.749613,0.8816175,-0.27458784,-0.16688445,-0.0693755,0.0476743,-0.1170498
19,-0.6686039,-0.6353212,"('inhospitable', 'hospitable')",-0.27969232,-0.25434318,-0.03610954,-0.14943983,-0.3281353,-0.3463681,0.0182328
39,0.6621946,0.594589,"('exploitative', 'cooperative')",1.2777157,1.3162918,0.22171192,0.07108715,0.7205408,0.660656,0.0598848
88,-0.65145904,-0.6025536,"('low', 'eminent')",0.6173,0.5915256,0.091561764,0.24698336,0.0191342,0.0786518,-0.0595176
46,-0.647144,-0.6140256,"('uncompetitive', 'competitive')",1.6413463,1.5550935,0.073510915,0.058047377,0.3559044,0.3330384,0.022866
84,0.63195676,0.5618116,"('inferior', 'superior')",0.21781343,0.08984548,1.0594393,0.95824814,0.6364032,0.5366351,0.0997681
6,-0.59105474,-0.6746387,"('distant', 'open')",-0.5137758,-0.5697306,0.43029425,0.2624293,-0.2248454,-0.3273133,0.1024679
63,-0.5796095,-0.53083014,"('unperceptive', 'insightful')",0.8907748,0.82388324,1.2505298,1.2863846,0.520565,0.5264792,-0.0059142
58,-0.57677907,-0.6398025,"('undiscriminating', 'discriminating')",0.51267093,0.4947102,-0.022087796,-0.11437103,-0.028732,-0.0864878,0.0577558
43,-0.57086396,-0.57188874,"('irresponsible', 'responsible')",1.7560966,1.7149245,0.47145072,0.47730234,0.5522278,0.5401127,0.0121151
42,0.5492195,0.59294623,"('unreliable', 'reliable')",0.763174,0.71745604,-2.1928442,-2.383212,-0.2934836,-0.3576033,0.0641197
12,-0.52751577,-0.4001786,"('unsupportive', 'supportive')",0.8053194,0.86090106,-1.4345508,-1.5506078,-0.3855824,-0.3632951,-0.0222873
55,-0.51176095,-0.3640216,"('incompetent', 'clever')",1.1234274,1.1593467,0.18744016,0.19274957,0.2663689,0.3293582,-0.0629893
35,0.5002233,0.5940777,"('corrupt', 'incorrupt')",-2.2967331,-2.2013695,-0.59855485,-0.6212579,-0.7983549,-0.7428499,-0.055505
38,-0.49426365,-0.23569673,"('untruthful', 'truthful')",-0.33177507,-0.19881648,-0.10567647,0.11494243,-0.3105717,-0.1065236,-0.2040481
26,-0.4915275,-0.6042961,"('hardhearted', 'benevolent')",0.9749193,0.9483599,1.539596,1.4113284,0.6743293,0.5851308,0.0891985
76,0.4816492,0.59762436,"('anxious', 'daring')",1.4908756,1.4864386,0.7033375,0.80226743,0.8919541,0.9621102,-0.0701561
16,-0.47921056,-0.52165806,"('unpopular', 'popular')",-0.6226345,-0.6362561,0.58194387,0.62214684,-0.1733004,-0.1785891,0.0052887
81,-0.4701918,-0.39529997,"('submissive', 'aggressive')",0.3483894,0.4350317,-0.7635319,-0.5202535,-0.2951115,-0.1601739,-0.1349376
14,-0.4634757,-0.3460499,"('antisocial', 'social')",0.9318576,1.0200098,-0.87830967,-0.729393,-0.1366426,-0.0184777,-0.1181649
56,0.4634375,0.6295844,"('impractical', 'practical')",1.8855557,2.0116503,0.1870868,0.38437825,0.84536,1.0085376,-0.1631776
18,-0.44336843,-0.31109896,"('disagreeable', 'welcoming')",-0.55776757,-0.54262686,-0.18761617,-0.22920674,-0.3962507,-0.3609775,-0.0352732
59,0.43157575,0.30943155,"('foolish', 'wise')",0.21879923,0.06192086,0.45855302,0.2558419,0.3696427,0.2090648,0.1605779
5,-0.42869237,-0.42103666,"('distant', 'outgoing')",-0.21949404,-0.16301535,-0.022365104,-0.0865992,-0.2235172,-0.2235504,3.32e-05
61,-0.42786437,-0.42214778,"('illogical', 'logical')",-0.07019381,0.05529566,0.1297121,0.09104826,-0.122782,-0.0919346,-0.0308474
65,-0.41782016,-0.3982283,"('insecure', 'secure')",0.56268793,0.55026305,-0.16250452,-0.027674489,-0.0058789,0.0414534,-0.0473323
70,-0.41405377,-0.20121868,"('lethargic', 'energetic')",0.62605846,0.6296766,0.93328094,0.99369895,0.3817619,0.4740523,-0.0922904
82,-0.40680838,-0.25075468,"('poor', 'rich')",0.7117215,0.7002249,5.55136,5.88724,1.9520911,2.1122367,-0.1601456
87,0.38151038,0.37505174,"('unsuccessful', 'successful')",1.8250847,1.8653835,0.7163641,0.7500782,0.9743197,0.9968378,-0.0225181
68,-0.3810862,-0.40373686,"('dependent', 'independent')",-0.36106497,-0.45472944,-0.21955286,-0.4039317,-0.320568,-0.4207993,0.1002313
79,-0.36461037,-0.19936612,"('wavering', 'unwavering')",-1.1821069,-1.1678405,-0.25258034,-0.16027042,-0.5997659,-0.509159,-0.0906069
29,-0.33755475,-0.28348225,"('unfair', 'fair')",-0.9385757,-0.9429632,-0.5871149,-0.79619604,-0.6210817,-0.6742138,0.0531321
62,-0.29811648,-0.021551033,"('incompetent', 'brilliant')",1.3887042,1.6276301,0.010270663,0.30345333,0.3669528,0.6365108,-0.269558
32,-0.2903436,-0.21712439,"('unkind', 'kind')",1.1062852,1.1063098,0.8655499,0.8979647,0.5604972,0.5957167,-0.0352195
40,-0.28975692,-0.28192326,"('stingy', 'generous')",-0.49102712,-0.5925378,-1.1791015,-1.5172238,-0.6532952,-0.7972283,0.1439331
34,-0.286697,-0.2043712,"('mean', 'honorable')",-0.21753842,-0.21466944,5.820472,5.90507,1.7720788,1.8286764,-0.0565976
75,-0.2846589,-0.18420687,"('meek', 'impulsive')",-1.5552593,-1.5425494,-0.6169135,-0.51666147,-0.8189439,-0.7478059,-0.071138
15,0.27491572,0.25807634,"('boring', 'funny')",0.5092006,0.47782964,0.42126095,0.4218206,0.4017924,0.3859089,0.0158835
41,-0.26542777,-0.2571449,"('unforgiving', 'forgiving')",-0.2618969,-0.2231664,0.022218077,0.118218936,-0.1683689,-0.1206975,-0.0476714
21,-0.23407523,-0.055681314,"('immoral', 'moral')",0.96600413,0.9934957,-0.5094222,-0.51009,0.0741689,0.1425748,-0.0684059
17,-0.23030795,-0.12260833,"('nasty', 'nice')",-0.6984114,-0.635416,-0.5734885,-0.5222239,-0.5007359,-0.4267494,-0.0739865
83,-0.22773606,-0.23936781,"('powerless', 'powerful')",0.6507656,0.6202888,-0.6992019,-0.7659354,-0.0920574,-0.1283381,0.0362807
74,0.22248995,0.29127145,"('undedicated', 'dedicated')",1.0177842,1.0092205,0.53092575,0.36136448,0.5904,0.5539521,0.0364479
4,-0.16106473,-0.054437056,"('disliked', 'liked')",-0.39580658,-0.29642949,-5.367883,-5.5646324,-1.9749182,-1.9718329,-0.0030853
22,0.15857735,0.27521688,"('untrustworthy', 'trustworthy')",0.5407532,0.57320374,-0.74650586,-0.86039895,-0.0157251,-0.0039928,-0.0117323
25,0.15405749,0.1358828,"('egoistic', 'altruistic')",-0.2847693,-0.31144932,1.3287041,1.1255503,0.3993308,0.3166612,0.0826696
66,0.1329245,0.18815255,"('inactive', 'active')",-0.52903503,-0.5711134,0.78552437,0.7257786,0.1298046,0.1142726,0.015532
80,-0.12981296,-0.05457491,"('dominated', 'dominating')",0.5793179,0.72720134,-1.3474368,-1.1445287,-0.2993106,-0.1573008,-0.1420098
47,-0.111949995,-0.1888149,"('stupid', 'smart')",1.4932936,1.4616926,4.9849296,5.1384273,2.122091,2.1371017,-0.0150107
30,-0.10479354,-0.027356945,"('intolerant', 'tolerant')",1.7908789,1.8288723,1.2883657,1.3965663,0.9914837,1.0660272,-0.0745435
60,-0.09188929,0.089031115,"('inefficient', 'efficient')",1.9825712,2.0676217,0.1042005,0.38183463,0.6649608,0.8461625,-0.1812017
85,-0.09072031,-0.22909807,"('insignificant', 'prestigious')",-0.2154893,-0.25770178,0.5905193,0.2852083,0.0947699,-0.0671972,0.1619671
24,0.08886631,0.16252854,"('dishonest', 'honest')",0.068539396,0.08709091,0.5330053,0.5119169,0.230137,0.2538455,-0.0237085
13,0.084367245,0.0768518,"('impolite', 'polite')",1.0880616,1.1060008,-0.10185574,0.13121991,0.3568577,0.4380242,-0.0811665
64,0.08120441,0.07892445,"('shy', 'confident')",0.018127233,0.0269088,-5.8117094,-5.714513,-1.9041258,-1.8695599,-0.0345659
37,0.01607775,0.08395317,"('fake', 'genuine')",0.030177116,-0.08754563,0.42220902,0.2873672,0.1561546,0.0945916,0.061563
50,-0.013044421,-0.005088534,"('clumsy', 'skillful')",0.12376891,0.03867059,0.58520544,0.4739914,0.2319766,0.1691911,0.0627855
71,0.010612663,0.15095824,"('diffident', 'self-confident')",2.4326394,2.5122404,0.5125334,0.5186388,0.9852618,1.0606125,-0.0753507
