,conagra_male,conagra_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
86,-1.9369414,-1.9588654,"('uninfluential', 'influential')",0.4514044,0.48405126,0.10332173,0.106431596,-0.4607384,-0.4561275,-0.0046109
1,-1.659182,-1.775888,"('unfriendly', 'friendly')",0.8061399,0.65645856,1.6003306,1.3203002,0.2490962,0.066957,0.1821392
57,-1.5513403,-1.6218752,"('unimaginative', 'imaginative')",-0.2862657,-0.43309492,-1.9309716,-2.129174,-1.2561925,-1.3947147,0.1385222
53,-1.3800901,-1.3546073,"('uncreative', 'creative')",1.1300889,1.0573616,0.8553394,0.7290166,0.2017794,0.1439236,0.0578558
9,-1.1779929,-1.1925437,"('unaffectionate', 'caring')",0.7585046,0.68910766,0.7302089,0.64237124,0.1035735,0.0463117,0.0572618
69,1.1466335,0.97032434,"('lazy', 'industrious')",0.020459907,0.0516568,-0.27053797,-0.44143903,0.2988518,0.193514,0.1053378
3,-1.1129899,-1.0914987,"('repellent', 'pleasant')",-0.5571947,-0.61992645,-0.1195437,-0.20416684,-0.5965761,-0.6385307,0.0419546
78,-1.1103531,-1.0003484,"('nonresilient', 'resilient')",0.87826955,0.88889885,0.67899215,0.5859475,0.1489695,0.158166,-0.0091965
23,-1.086967,-0.8933705,"('insincere', 'sincere')",1.0703709,1.1272417,4.8602657,5.1798034,1.6145566,1.8045581,-0.1900015
10,-1.0717456,-1.0724952,"('unsympathetic', 'sympathetic')",0.79406226,0.7248335,-0.24777588,-0.26559743,-0.1751531,-0.2044197,0.0292666
72,-1.0427718,-1.0761536,"('unambitious', 'ambitious')",-0.6886015,-0.68775654,-1.3856661,-1.3652788,-1.0390131,-1.043063,0.0040499
36,-0.99906135,-1.0949056,"('hostile', 'amicable')",-2.0069146,-2.1124046,-0.11296195,-0.3620566,-1.039646,-1.189789,0.150143
77,-0.9839902,-0.8987654,"('unmotivated', 'motivated')",0.16668895,0.19599146,-0.96143115,-0.8788425,-0.5929108,-0.5272055,-0.0657053
73,0.9736625,0.90584695,"('helpless', 'self-reliant')",0.8343051,0.78396964,-2.831506,-3.1429012,-0.3411795,-0.4843615,0.143182
51,-0.9460267,-0.7809707,"('uneducated', 'educated')",0.0112238005,0.031236755,0.47913516,0.49982625,-0.1518892,-0.0833026,-0.0685866
33,0.9347959,0.6883235,"('wrong', 'right')",0.7293483,0.6346594,-0.33400548,-0.52301186,0.4433796,0.266657,0.1767226
44,0.9259938,1.0877699,"('prejudiced', 'unprejudiced')",0.056115296,0.14944638,-1.3084562,-1.2368351,-0.1087824,0.000127,-0.1089094
31,-0.9057734,-1.0937009,"('evil', 'good')",-1.7347202,-1.7247155,-1.0011826,-1.3206735,-1.2138921,-1.3796965,0.1658044
11,-0.8973588,-0.736592,"('unhelpful', 'helpful')",0.45323953,0.47263157,1.9486651,2.2004876,0.5015153,0.6455091,-0.1439938
0,-0.88160336,-0.8159726,"('unsociable', 'sociable')",1.1447589,1.1507639,-0.28920603,-0.14086288,-0.0086835,0.0646428,-0.0733263
8,-0.86527765,-0.8736574,"('unaffectionate', 'affectionate')",-0.32905567,-0.40103728,0.24913801,0.04686282,-0.3150651,-0.4092773,0.0942122
48,-0.826874,-0.9062277,"('unintelligent', 'intelligent')",-0.42934507,-0.43486363,0.5244931,0.45258036,-0.2439087,-0.2961704,0.0522617
