,advanced_male,advanced_female,tuple,micro_male,micro_female,devices_male,devices_female,inc_male,inc_female,average_male,average_female,male-female
48,2.0822108,2.0805652,"('unintelligent', 'intelligent')",0.5404724,0.6215764,0.78000224,0.8875494,0.82541674,0.8916782,1.0570254,1.1203424,-0.063317
39,1.509568,1.5513272,"('exploitative', 'cooperative')",1.7409735,1.7178627,0.78012675,0.7808841,0.47117585,0.46653903,1.125461,1.1291533,-0.0036923
12,1.4907231,1.4658827,"('unsupportive', 'supportive')",0.1607584,0.17629282,-0.22706172,-0.16553296,-1.7620656,-1.6721493,-0.0844115,-0.0488767,-0.0355348
82,-1.4209292,-1.5132141,"('poor', 'rich')",-1.2239702,-1.2365916,-0.05919693,-0.09166625,5.68363,5.586476,0.7448834,0.686251,0.0586324
6,-1.4147247,-1.3910263,"('distant', 'open')",-0.37046117,-0.46544045,-0.3987165,-0.5269884,0.16089818,-0.00015775487,-0.505751,-0.5959033,0.0901523
40,1.2984586,1.1081245,"('stingy', 'generous')",0.59522367,0.5146536,0.5952441,0.61671,-1.1042588,-1.1622226,0.3461669,0.2693164,0.0768505
79,-1.1659776,-1.1922852,"('wavering', 'unwavering')",-0.70904875,-0.86057144,-1.3005791,-1.4761599,-0.24864882,-0.33690196,-0.8560635,-0.9664796,0.1104161
55,1.1550884,1.0849557,"('incompetent', 'clever')",-0.07931623,0.038267754,-0.05477192,0.1262841,0.03094651,0.11805035,0.2629867,0.3418895,-0.0789028
5,-1.1359172,-1.0192698,"('distant', 'outgoing')",-0.05013798,-0.03776662,-0.5541659,-0.6014904,-0.42759338,-0.47512376,-0.5419536,-0.5334126,-0.008541
32,-1.1351061,-1.2563691,"('unkind', 'kind')",-0.81501454,-0.86366266,-0.3575917,-0.328135,0.8642218,0.8235427,-0.3608726,-0.406156,0.0452834
31,-1.1239835,-1.1216704,"('evil', 'good')",0.84493816,0.75060034,0.3693853,0.27857754,-0.73881304,-0.842418,-0.1621183,-0.2337276,0.0716093
42,-1.117042,-1.2420692,"('unreliable', 'reliable')",-1.1690301,-1.1538309,-1.9196861,-1.8460236,-3.5756364,-3.5907319,-1.9453486,-1.958164,0.0128154
73,1.1111912,1.092609,"('helpless', 'self-reliant')",1.5276111,1.4503112,0.56678826,0.46714208,-3.0454984,-3.0850854,0.040023,-0.0187558,0.0587788
1,-0.9951536,-1.114484,"('unfriendly', 'friendly')",0.3619961,0.18006627,0.09471974,-0.041038908,1.8792919,1.6818594,0.3352135,0.1766007,0.1586128
84,0.9821291,1.0781671,"('inferior', 'superior')",0.540688,0.58896196,-0.06389093,0.0342978,0.8580681,0.84026855,0.5792485,0.6354238,-0.0561753
38,-0.9203706,-0.90117615,"('untruthful', 'truthful')",-0.91740406,-0.9002526,-0.87108666,-0.80330104,-0.28197187,-0.2618332,-0.7477083,-0.7166408,-0.0310675
67,0.9031931,1.0694749,"('doubtful', 'determined')",-0.020558542,0.15774637,-0.4520798,-0.29012543,-0.9945896,-0.8696512,-0.1410087,0.0168612,-0.1578699
80,0.88243103,0.8438151,"('dominated', 'dominating')",-0.6560043,-0.6533506,-0.6395889,-0.5870273,-1.4491464,-1.3849397,-0.4655771,-0.4453756,-0.0202015
19,-0.831795,-0.72489333,"('inhospitable', 'hospitable')",-0.6910715,-0.7127178,-0.5562999,-0.6404995,-0.19573641,-0.2292235,-0.5687257,-0.5768335,0.0081078
