,fedex_male,fedex_female,tuple,corp_male,corp_female,average_male,average_female,male-female
86,-1.5845582,-1.5257325,"('uninfluential', 'influential')",-0.01851523,-0.16014001,-0.8015367,-0.8429363,0.0413996
57,-1.5794365,-1.5758605,"('unimaginative', 'imaginative')",-3.2811341,-3.1689138,-2.4302855,-2.3723872,-0.0578983
10,-1.5409148,-1.5805901,"('unsympathetic', 'sympathetic')",-0.34300628,-0.4456765,-0.9419605,-1.0131333,0.0711728
53,-1.4001051,-1.3370569,"('uncreative', 'creative')",0.4046417,0.49567902,-0.4977317,-0.4206889,-0.0770428
45,-1.378346,-1.121643,"('incompetent', 'competent')",-0.06408138,-0.038517978,-0.7212137,-0.5800804,-0.1411333
1,-1.2407387,-0.74227786,"('unfriendly', 'friendly')",1.65927,1.6205568,0.2092656,0.4391395,-0.2298739
28,-1.2357742,-0.9786328,"('disloyal', 'loyal')",1.0739725,1.1035684,-0.0809008,0.0624678,-0.1433686
8,-1.2017815,-0.81585157,"('unaffectionate', 'affectionate')",0.841229,0.8845773,-0.1802762,0.0343629,-0.2146391
43,-1.1815976,-0.9807392,"('irresponsible', 'responsible')",0.1885889,0.27584395,-0.4965043,-0.3524476,-0.1440567
6,-1.0029305,-0.7182738,"('distant', 'open')",-0.4890059,-0.5651779,-0.7459682,-0.6417259,-0.1042423
70,-0.9701394,-0.97046465,"('lethargic', 'energetic')",0.48985294,0.3426324,-0.2401432,-0.3139161,0.0737729
18,-0.93657815,-0.6907177,"('disagreeable', 'welcoming')",-0.16092563,-0.28966746,-0.5487519,-0.4901926,-0.0585593
38,-0.9349168,-0.6603532,"('untruthful', 'truthful')",0.060750823,0.10920146,-0.437083,-0.2755759,-0.1615071
52,-0.87801063,-0.6869763,"('irrational', 'rational')",-0.21453303,-0.2518539,-0.5462718,-0.4694151,-0.0768567
13,-0.8647192,-0.5891776,"('impolite', 'polite')",-0.6859201,-0.52241755,-0.7753197,-0.5557976,-0.2195221
9,-0.8432905,-0.56658643,"('unaffectionate', 'caring')",1.3422587,1.3465004,0.2494841,0.389957,-0.1404729
0,-0.8411803,-0.79355824,"('unsociable', 'sociable')",-0.12112765,-0.25679597,-0.481154,-0.5251771,0.0440231
73,0.82522386,0.8847957,"('helpless', 'self-reliant')",-3.4745462,-3.2618277,-1.3246611,-1.188516,-0.1361451
11,-0.7817996,-0.70073986,"('unhelpful', 'helpful')",1.9465708,2.0671163,0.5823855,0.6831882,-0.1008027
63,-0.75387424,-0.7463012,"('unperceptive', 'insightful')",0.9769946,1.0408418,0.1115602,0.1472703,-0.0357101
24,-0.74734676,-0.23611932,"('dishonest', 'honest')",0.82311255,0.83786994,0.0378829,0.3008753,-0.2629924
71,0.7370831,0.5837914,"('diffident', 'self-confident')",0.34276184,0.3412771,0.5399225,0.4625342,0.0773883
41,-0.73185223,-0.30252522,"('unforgiving', 'forgiving')",-0.17995557,-0.1563033,-0.4559039,-0.2294143,-0.2264896
37,-0.72224486,-0.65014344,"('fake', 'genuine')",0.48463988,0.38135055,-0.1188025,-0.1343964,0.0155939
35,-0.67374593,-0.59269786,"('corrupt', 'incorrupt')",-0.60350454,-0.6582617,-0.6386253,-0.6254798,-0.0131455
21,-0.6577401,-0.84442633,"('immoral', 'moral')",-0.5510435,-0.6181661,-0.6043918,-0.7312962,0.1269044
5,-0.632278,-0.4075174,"('distant', 'outgoing')",-0.5381545,-0.51199806,-0.5852163,-0.4597577,-0.1254586
19,-0.6168478,-0.41197824,"('inhospitable', 'hospitable')",-0.35279015,-0.22205861,-0.484819,-0.3170184,-0.1678006
61,-0.6099426,-0.48570237,"('illogical', 'logical')",0.2806193,0.42289063,-0.1646617,-0.0314059,-0.1332558
65,-0.6036451,-0.47401682,"('insecure', 'secure')",-0.11264186,0.027754541,-0.3581435,-0.2231311,-0.1350124
88,-0.600032,-0.570833,"('low', 'eminent')",-0.19923228,-0.23687088,-0.3996321,-0.403852,0.0042199
74,-0.59154326,-0.38452584,"('undedicated', 'dedicated')",-0.20454834,-0.110200524,-0.3980458,-0.2473632,-0.1506826
48,-0.5864264,-0.656799,"('unintelligent', 'intelligent')",0.62539905,0.77827376,0.0194863,0.0607374,-0.0412511
83,0.5703937,0.5763522,"('powerless', 'powerful')",-1.0701919,-1.1090719,-0.2498991,-0.2663598,0.0164607
68,-0.53432417,-0.76451206,"('dependent', 'independent')",-0.22246194,-0.37222496,-0.3783931,-0.5683685,0.1899754
7,-0.53126687,-0.44632524,"('insensitive', 'sensitive')",0.6906255,0.66956395,0.0796793,0.1116194,-0.0319401
46,-0.5243948,-0.6609017,"('uncompetitive', 'competitive')",-0.82023704,-0.872603,-0.672316,-0.7667524,0.0944364
26,-0.51739,-0.14023776,"('hardhearted', 'benevolent')",1.29366,1.4829172,0.388135,0.6713397,-0.2832047
