,fedex_male,fedex_female,tuple,corp_male,corp_female,average_male,average_female,male-female
54,-0.51188153,-0.62128544,"('incapable', 'capable')",0.9925164,0.8386123,0.2403174,0.1086634,0.131654
58,-0.50467366,-0.38872686,"('undiscriminating', 'discriminating')",0.2793773,0.19210947,-0.1126482,-0.0983087,-0.0143395
22,-0.49555653,-0.44611567,"('untrustworthy', 'trustworthy')",-0.66107196,-0.8132346,-0.5783142,-0.6296751,0.0513609
72,-0.48530412,-0.4322249,"('unambitious', 'ambitious')",-0.18008782,-0.13427307,-0.332696,-0.283249,-0.049447
66,-0.47015148,-0.55051196,"('inactive', 'active')",0.30621874,0.032590803,-0.0819664,-0.2589606,0.1769942
55,-0.45837075,-0.53053945,"('incompetent', 'clever')",0.5066393,0.40161481,0.0241343,-0.0644623,0.0885966
59,-0.4448984,-0.07862808,"('foolish', 'wise')",-0.08563095,-0.03043397,-0.2652647,-0.054531,-0.2107337
84,0.44120476,0.5190606,"('inferior', 'superior')",0.7471147,0.8430677,0.5941597,0.6810641,-0.0869044
16,-0.38926834,-0.38983288,"('unpopular', 'popular')",0.08562839,-0.021876156,-0.15182,-0.2058545,0.0540345
64,-0.366719,-0.59654135,"('shy', 'confident')",-6.9242797,-6.841564,-3.6454992,-3.7190528,0.0735536
44,-0.34398356,-0.5182829,"('prejudiced', 'unprejudiced')",-1.7328033,-1.7119008,-1.0383935,-1.1150918,0.0766983
27,-0.34089437,-0.28706777,"('hardhearted', 'softhearted')",1.3838539,1.2358518,0.5214798,0.474392,0.0470878
78,0.33037034,-0.21762855,"('nonresilient', 'resilient')",0.39782315,0.1553292,0.3640968,-0.0311497,0.3952465
31,-0.3192506,0.0005564047,"('evil', 'good')",-0.82316273,-0.8276535,-0.5712067,-0.4135486,-0.1576581
36,-0.3138348,-0.2204981,"('hostile', 'amicable')",-0.5048116,-0.63434047,-0.4093232,-0.4274193,0.0180961
49,0.30363286,-0.06686082,"('unable', 'able')",-0.08180764,-0.12888238,0.1109126,-0.0978716,0.2087842
2,0.2800193,0.37087473,"('unlikable', 'likable')",0.27875373,0.31977382,0.2793865,0.3453243,-0.0659378
69,0.2718644,0.10264925,"('lazy', 'industrious')",-1.2121656,-1.2824082,-0.4701506,-0.5898795,0.1197289
60,-0.26987952,-0.26056254,"('inefficient', 'efficient')",0.11260717,0.22184896,-0.0786362,-0.0193568,-0.0592794
34,0.26153427,0.10072977,"('mean', 'honorable')",6.095655,5.9140553,3.1785946,3.0073926,0.171202
82,-0.26123303,-0.1670659,"('poor', 'rich')",7.05054,6.9880486,3.3946536,3.4104912,-0.0158376
40,0.24404159,0.26427254,"('stingy', 'generous')",-1.5037142,-1.7099363,-0.6298363,-0.7228318,0.0929955
32,-0.23023303,-0.01971197,"('unkind', 'kind')",0.9386867,1.1083772,0.3542269,0.5443326,-0.1901057
20,0.22135276,0.08536914,"('rough', 'thoughtful')",0.67348444,0.7092815,0.4474186,0.3973253,0.0500933
14,0.21872228,0.1309351,"('antisocial', 'social')",-0.25126007,-0.3295458,-0.0162689,-0.0993053,0.0830364
17,-0.21767846,-0.17049935,"('nasty', 'nice')",-0.7940875,-0.78026575,-0.505883,-0.4753826,-0.0305004
42,0.20398939,0.102602355,"('unreliable', 'reliable')",-3.3063064,-3.3761222,-1.5511584,-1.63676,0.0856016
62,-0.20362571,-0.2148871,"('incompetent', 'brilliant')",0.5481806,0.666592,0.1722774,0.2258525,-0.0535751
39,0.19780613,0.44422546,"('exploitative', 'cooperative')",-0.079789296,0.087285094,0.0590084,0.2657553,-0.2067469
29,-0.19576523,-0.14736584,"('unfair', 'fair')",-0.42033857,-0.43668863,-0.3080519,-0.2920272,-0.0160247
23,-0.18730085,-0.048443884,"('insincere', 'sincere')",6.654731,6.5517573,3.2337151,3.2516568,-0.0179417
79,-0.16419217,-0.041404303,"('wavering', 'unwavering')",-0.37395516,-0.36088005,-0.2690737,-0.2011422,-0.0679315
4,0.16306788,0.2183663,"('disliked', 'liked')",-7.0572586,-7.0431495,-3.4470954,-3.4123917,-0.0347037
77,-0.1524624,-0.53846043,"('unmotivated', 'motivated')",-1.2639141,-1.357682,-0.7081882,-0.9480712,0.239883
56,0.13674171,0.28681964,"('impractical', 'practical')",-0.6337703,-0.513988,-0.2485143,-0.1135842,-0.1349301
47,0.12768824,0.16040443,"('stupid', 'smart')",5.7116017,5.4623117,2.9196451,2.811358,0.1082871
76,-0.104988284,-0.21183565,"('anxious', 'daring')",-0.15570141,-0.16151917,-0.1303449,-0.1866774,0.0563325
15,0.09543307,0.2723123,"('boring', 'funny')",-0.14072308,-0.055449367,-0.022645,0.1084315,-0.1310765
81,0.08863985,-0.25786698,"('submissive', 'aggressive')",-0.59472436,-0.74542886,-0.2530423,-0.5016479,0.2486056
50,-0.082373984,-0.22244762,"('clumsy', 'skillful')",0.31589574,0.27984,0.1167609,0.0286962,0.0880647
12,-0.078397736,0.0340335,"('unsupportive', 'supportive')",-1.8908314,-1.9295229,-0.9846146,-0.9477447,-0.0368699
3,0.07668181,-0.10939008,"('repellent', 'pleasant')",1.0037272,0.90181756,0.5402045,0.3962137,0.1439908
87,0.07250236,0.022660078,"('unsuccessful', 'successful')",1.031865,1.1452073,0.5521837,0.5839337,-0.03175
67,0.06433148,0.2030263,"('doubtful', 'determined')",-0.95407695,-0.8992339,-0.4448727,-0.3481038,-0.0967689
25,-0.05206022,-0.042079955,"('egoistic', 'altruistic')",1.3230202,1.3088651,0.63548,0.6333926,0.0020874
75,0.051455256,-0.0531615,"('meek', 'impulsive')",-0.7955849,-0.8177278,-0.3720648,-0.4354447,0.0633799
33,0.04259662,0.1786891,"('wrong', 'right')",-0.73746115,-0.809225,-0.3474323,-0.315268,-0.0321643
85,-0.024813052,0.09767549,"('insignificant', 'prestigious')",-0.38938043,-0.3671169,-0.2070967,-0.1347207,-0.072376
51,-0.020943865,-0.3404633,"('uneducated', 'educated')",1.1530007,0.9165418,0.5660284,0.2880393,0.2779891
30,-0.01705335,0.05653566,"('intolerant', 'tolerant')",0.662056,0.6901011,0.3225013,0.3733184,-0.0508171
80,-0.007877417,-0.3549476,"('dominated', 'dominating')",-0.6340874,-0.6772857,-0.3209824,-0.5161166,0.1951342
