,eog_male,eog_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,male-female
9,-0.99337345,-0.83500654,"('unaffectionate', 'caring')",0.32975167,0.46172464,1.40322,1.4404637,0.2465328,0.3557273,-0.1091945
6,-0.9721731,-0.9981368,"('distant', 'open')",-1.5241657,-1.5238004,-0.0399951,0.18776008,-0.8454447,-0.778059,-0.0673857
8,-0.9716326,-1.0234807,"('unaffectionate', 'affectionate')",-1.0414155,-1.007361,0.84792995,0.85266477,-0.3883727,-0.3927257,0.004353
26,-0.94643533,-1.0421968,"('hardhearted', 'benevolent')",0.26821774,0.47414726,0.99358386,1.2063179,0.1051221,0.2127561,-0.107634
19,-0.8967089,-1.1090513,"('inhospitable', 'hospitable')",-1.6462581,-1.7702572,0.0625975,-0.05233866,-0.8267899,-0.9772158,0.1504259
57,-0.888671,-0.61285925,"('unimaginative', 'imaginative')",-0.21359505,0.06466121,-2.5747397,-2.4305835,-1.2256686,-0.9929272,-0.2327414
78,-0.87158173,-0.8343431,"('nonresilient', 'resilient')",0.61127347,0.7418306,0.37884045,0.5229839,0.0395107,0.1434905,-0.1039798
36,-0.8629606,-0.91370463,"('hostile', 'amicable')",-2.6546934,-2.6041927,-0.2540216,0.04638954,-1.2572252,-1.1571693,-0.1000559
54,-0.83202696,-0.68430847,"('incapable', 'capable')",-0.8610041,-0.71354795,1.1940753,1.1845975,-0.1663186,-0.0710863,-0.0952323
41,-0.8271922,-0.8159732,"('unforgiving', 'forgiving')",0.050909154,0.16558786,0.1349539,0.2937186,-0.2137764,-0.1188889,-0.0948875
64,0.80035955,1.1558182,"('shy', 'confident')",0.7232034,0.7670233,-6.412421,-6.033127,-1.6296194,-1.3700951,-0.2595243
5,-0.7973852,-0.78817284,"('distant', 'outgoing')",-0.8461545,-0.92308563,-0.27492884,-0.105152115,-0.6394895,-0.6054702,-0.0340193
38,-0.75402564,-0.7670903,"('untruthful', 'truthful')",0.2664008,0.16283758,0.311678,0.06882342,-0.0586489,-0.1784765,0.1198276
7,0.62980694,0.8563228,"('insensitive', 'sensitive')",1.0970159,1.2652323,1.2235637,1.1647612,0.9834622,1.0954388,-0.1119766
30,0.5838031,0.69797766,"('intolerant', 'tolerant')",1.6026387,1.6180776,1.2203543,1.0825266,1.1355987,1.1328607,0.002738
65,0.5719119,0.69803745,"('insecure', 'secure')",0.4063084,0.48451763,-0.020056095,-0.18726696,0.3193881,0.3317627,-0.0123746
84,0.54868394,0.38415307,"('inferior', 'superior')",1.1524731,0.99711263,0.9049478,0.90443593,0.8687016,0.7619005,0.1068011
27,-0.54719263,-0.51546097,"('hardhearted', 'softhearted')",-0.033609256,0.06528981,1.7387791,1.841361,0.3859924,0.4637299,-0.0777375
3,-0.5351072,-0.11681281,"('repellent', 'pleasant')",1.0074359,1.194873,0.06345562,0.080985375,0.1785948,0.3863485,-0.2077537
67,0.53200036,0.4814571,"('doubtful', 'determined')",0.42512876,0.21832877,-0.99710107,-1.1151665,-0.013324,-0.1384602,0.1251362
58,-0.5264443,-0.43434978,"('undiscriminating', 'discriminating')",0.7919836,0.82944155,0.088456035,0.24727464,0.1179984,0.2141221,-0.0961237
14,0.5031492,0.5573906,"('antisocial', 'social')",1.045655,1.0672935,-0.6284769,-0.75663453,0.3067758,0.2893499,0.0174259
62,0.5012823,0.8105545,"('incompetent', 'brilliant')",0.83327585,0.89255637,0.6054408,0.31483233,0.6466663,0.6726478,-0.0259815
24,0.49995443,0.6137646,"('dishonest', 'honest')",0.055589706,0.056930013,0.9969451,0.85243577,0.5174964,0.5077101,0.0097863
25,-0.48173565,-0.3221902,"('egoistic', 'altruistic')",0.5582735,0.6867199,1.4188554,1.6979973,0.4984644,0.687509,-0.1890446
17,-0.48124534,-0.45930564,"('nasty', 'nice')",-0.16126668,-0.20836294,-0.62800527,-0.5765532,-0.4235058,-0.4147406,-0.0087652
85,-0.44661838,-0.39438984,"('insignificant', 'prestigious')",-0.35921884,-0.28631806,0.13017556,0.59486705,-0.2252206,-0.0286136,-0.196607
50,0.43977642,0.55038893,"('clumsy', 'skillful')",0.05445808,0.14344662,0.48433104,0.44645566,0.3261885,0.3800971,-0.0539086
28,-0.43939152,-0.42323136,"('disloyal', 'loyal')",-0.034346484,-0.0513825,0.920277,0.8260124,0.1488463,0.1171328,0.0317135
16,-0.41641775,-0.33292735,"('unpopular', 'popular')",-0.29254338,-0.25240618,0.09958822,0.3306941,-0.2031243,-0.0848798,-0.1182445
47,0.38870043,0.48918876,"('stupid', 'smart')",0.283019,0.39859688,5.4079537,5.1196475,2.0265578,2.0024776,0.0240802
35,-0.36088032,-0.66695964,"('corrupt', 'incorrupt')",-1.3466092,-1.4484307,-0.50553244,-0.35050482,-0.737674,-0.8219651,0.0842911
88,-0.3530157,-0.3382648,"('low', 'eminent')",-0.21281837,-0.16337365,0.20541346,0.15948759,-0.1201402,-0.1140503,-0.0060899
79,-0.34879172,-0.38174632,"('wavering', 'unwavering')",-1.5486988,-1.5435323,-0.0035050232,0.02155746,-0.6336652,-0.6345737,0.0009085
21,0.34599668,0.55215514,"('immoral', 'moral')",1.1133205,1.2728132,-0.38609067,-0.32704777,0.3577422,0.4993068,-0.1415646
13,-0.33808807,-0.122425765,"('impolite', 'polite')",-0.11670761,-0.10205793,-0.15886208,-0.2916612,-0.2045526,-0.1720483,-0.0325043
46,-0.33369872,0.1822098,"('uncompetitive', 'competitive')",0.6287017,0.9436217,-0.56402504,-0.42659026,-0.089674,0.2330804,-0.3227544
52,-0.3336075,-0.45570362,"('irrational', 'rational')",-0.58045524,-0.66251904,-0.02466989,0.12351452,-0.3129109,-0.3315694,0.0186585
12,0.33079377,0.6693853,"('unsupportive', 'supportive')",0.9041985,1.0521374,-1.30586,-1.2168044,-0.0236226,0.1682394,-0.191862
82,-0.32408205,-0.3789726,"('poor', 'rich')",-0.028203968,0.047397748,6.1443567,5.844859,1.9306903,1.8377614,0.0929289
29,0.31329003,0.12436274,"('unfair', 'fair')",0.3965721,0.28655246,-0.41150773,-0.48804677,0.0994515,-0.0257105,0.125162
22,0.30817595,0.6200576,"('untrustworthy', 'trustworthy')",-0.025751913,0.16984999,-0.5626349,-0.4935171,-0.0934036,0.0987968,-0.1922004
48,0.30037308,0.17072928,"('unintelligent', 'intelligent')",0.88729113,0.838899,0.7444793,0.5991205,0.6440479,0.5362496,0.1077983
40,-0.28514743,-0.07289788,"('stingy', 'generous')",0.32725567,0.43055132,-1.2601151,-1.0064209,-0.4060023,-0.2162558,-0.1897465
49,0.282848,0.21123946,"('unable', 'able')",-0.43851888,-0.46449107,0.37881756,0.21407855,0.0743822,-0.0130577,0.0874399
20,-0.27379125,-0.3055401,"('rough', 'thoughtful')",0.25653797,0.35599858,0.63872474,0.792845,0.2071572,0.2811011,-0.0739439
51,-0.27298498,-0.27134225,"('uneducated', 'educated')",-0.07683832,-0.114787966,0.6846782,0.58051693,0.1116183,0.0647956,0.0468227
45,-0.25679368,-0.1951189,"('incompetent', 'competent')",0.3402126,0.35774034,-0.14083417,-0.23532674,-0.0191384,-0.0242351,0.0050967
80,0.25355312,0.34951872,"('dominated', 'dominating')",0.83585954,0.83538395,-0.6870046,-0.8850805,0.134136,0.0999407,0.0341953
72,0.24742351,0.29872018,"('unambitious', 'ambitious')",0.5610779,0.40248677,-0.5575824,-0.9441158,0.0836397,-0.0809696,0.1646093
63,0.23023413,0.52674896,"('unperceptive', 'insightful')",1.3775717,1.5311979,1.4598578,1.3726835,1.0225546,1.1435435,-0.1209889
71,0.21771781,0.3553594,"('diffident', 'self-confident')",1.3258132,1.3492285,0.36391103,0.5655284,0.635814,0.7567054,-0.1208914
83,-0.19058725,-0.26069513,"('powerless', 'powerful')",0.16893607,0.079953425,-0.81944317,-1.0171771,-0.2803648,-0.3993063,0.1189415
55,0.18461347,0.38105822,"('incompetent', 'clever')",0.37076864,0.43042958,0.18523896,0.06955425,0.2468737,0.2936807,-0.046807
34,0.18309353,0.36155963,"('mean', 'honorable')",0.28380594,0.32163227,6.0945134,6.0821023,2.1871376,2.255098,-0.0679604
70,-0.18247795,0.29517645,"('lethargic', 'energetic')",0.2644205,0.57367444,0.6405376,0.6717264,0.2408267,0.5135258,-0.2726991
76,-0.17638099,-0.114512295,"('anxious', 'daring')",0.41215396,0.5241071,0.11351715,0.048361544,0.11643,0.1526521,-0.0362221
61,-0.17184024,0.079194896,"('illogical', 'logical')",0.20850766,0.3128423,0.15355046,0.20080636,0.063406,0.1976145,-0.1342085
68,-0.1657402,-0.13676602,"('dependent', 'independent')",-0.492153,-0.5169524,-0.12048521,-0.1422856,-0.2594595,-0.2653347,0.0058752
2,-0.1623098,0.14865673,"('unlikable', 'likable')",0.31584883,0.5163531,0.48590538,0.7797923,0.2131481,0.4816007,-0.2684526
87,0.15549906,0.3305351,"('unsuccessful', 'successful')",0.8510708,0.89316916,0.96523243,0.97878695,0.6572674,0.7341638,-0.0768964
75,0.15513936,0.1655063,"('meek', 'impulsive')",-0.6948316,-0.8195306,-0.38217607,-0.38004166,-0.3072894,-0.3446887,0.0373993
42,0.14221445,0.32656896,"('unreliable', 'reliable')",0.2930596,0.44917372,-2.911531,-2.771447,-0.8254189,-0.6652348,-0.1601841
44,0.13596317,0.21169442,"('prejudiced', 'unprejudiced')",-0.8358897,-0.7989946,-1.7592527,-1.4587008,-0.8197264,-0.6820003,-0.1377261
15,0.1334105,-0.052513655,"('boring', 'funny')",-0.75539863,-0.83877206,0.5631834,0.57183343,-0.0196016,-0.1064841,0.0868825
33,0.13243946,0.16563095,"('wrong', 'right')",0.59815514,0.4341253,-0.4437937,-0.4170802,0.0956003,0.060892,0.0347083
4,-0.12880877,-0.14866588,"('disliked', 'liked')",-0.34994128,-0.4942151,-6.2543354,-5.8957334,-2.2443619,-2.1795381,-0.0648238
77,0.11101625,0.43183586,"('unmotivated', 'motivated')",0.7887893,0.91908145,-1.2465564,-1.0695332,-0.1155836,0.0937947,-0.2093783
32,-0.082580425,-0.015827578,"('unkind', 'kind')",0.30226213,0.4729949,1.0856512,0.95596844,0.435111,0.4710453,-0.0359343
23,-0.07015938,0.09726251,"('insincere', 'sincere')",1.2714058,1.3037624,6.2686043,5.847005,2.4899502,2.4160099,0.0739403
74,-0.061056457,-0.0237354,"('undedicated', 'dedicated')",0.83947706,0.9209122,-0.081007935,0.109397665,0.2324709,0.3355248,-0.1030539
43,-0.059964597,0.18326297,"('irresponsible', 'responsible')",-0.17131923,0.095531,0.37643936,0.3322341,0.0483852,0.203676,-0.1552908
69,0.048688356,0.1501439,"('lazy', 'industrious')",0.52275646,0.6030389,-0.7898811,-0.40974778,-0.0728121,0.1144783,-0.1872904
37,0.047931526,0.07371247,"('fake', 'genuine')",0.26617998,0.27819398,0.7038503,0.62503916,0.3393206,0.3256485,0.0136721
11,0.008433884,0.1734768,"('unhelpful', 'helpful')",0.9547496,1.0060345,2.258235,2.001461,1.0738061,1.0603241,0.013482
