,emerson_male,emerson_female,tuple,electric_male,electric_female,co_male,co_female,average_male,average_female,male-female
15,0.15711576,0.29158843,"('boring', 'funny')",0.24906258,0.24337885,0.44252548,0.53768957,0.2829013,0.3575523,-0.074651
76,0.14781837,0.2415192,"('anxious', 'daring')",-0.7468197,-1.0205129,-0.03959412,-0.113282844,-0.2128651,-0.2974255,0.0845604
87,0.14748134,-0.089338526,"('unsuccessful', 'successful')",-0.42681423,-0.5470807,0.010117684,-0.01665932,-0.0897384,-0.2176929,0.1279545
62,0.13950461,0.23121303,"('incompetent', 'brilliant')",-0.07043009,-0.27957305,-0.004265651,0.1459047,0.021603,0.0325149,-0.0109119
5,0.13677841,0.108402394,"('distant', 'outgoing')",0.21865231,0.37696952,-0.542521,-0.6995463,-0.0623634,-0.0713915,0.0090281
63,0.13546112,0.28722313,"('unperceptive', 'insightful')",-0.8982026,-0.78671455,0.0053372774,0.25351712,-0.252468,-0.0819914,-0.1704766
51,0.12574588,0.52534646,"('uneducated', 'educated')",-0.27570856,-0.23208871,0.17034192,0.27082986,0.0067931,0.1880292,-0.1812361
38,0.10261887,0.33496752,"('untruthful', 'truthful')",-0.026336152,0.04305014,0.27472246,0.4744937,0.1170017,0.2841705,-0.1671688
18,0.09209448,0.061617948,"('disagreeable', 'welcoming')",-0.29729015,-0.36845452,-1.0435559,-1.2017363,-0.4162505,-0.5028576,0.0866071
1,-0.07654271,-0.69220144,"('unfriendly', 'friendly')",-0.019674683,-0.04004979,1.1293043,1.0576138,0.3443623,0.1084542,0.2359081
53,0.07392123,-0.02236285,"('uncreative', 'creative')",-0.49485585,-0.28673035,-0.019166257,0.104664706,-0.1467003,-0.0681428,-0.0785575
82,0.07368616,0.113066845,"('poor', 'rich')",-0.34552568,-0.40221056,5.938918,5.7623177,1.8890262,1.8243914,0.0646348
11,0.048111364,0.07072914,"('unhelpful', 'helpful')",0.14767323,-0.07676669,2.3358135,2.6910508,0.843866,0.8950044,-0.0511384
14,-0.043713532,-0.032438748,"('antisocial', 'social')",0.31601357,0.23532471,-0.3860899,-0.27369124,-0.03793,-0.0236018,-0.0143282
40,0.04246381,0.4682024,"('stingy', 'generous')",-0.32579574,0.026679188,-2.7957492,-2.7291818,-1.0263604,-0.7447667,-0.2815937
6,-0.036442973,-0.08929469,"('distant', 'open')",-0.15661082,0.047339946,-0.4760473,-0.6662756,-0.2230337,-0.2360768,0.0130431
60,0.033647396,0.017282683,"('inefficient', 'efficient')",0.8724078,0.4380141,0.11501742,0.22982344,0.3403575,0.2283734,0.1119841
32,0.021392463,0.09420964,"('unkind', 'kind')",-0.49013147,-0.6098987,0.83665556,0.98691106,0.1226389,0.157074,-0.0344351
64,0.0155665055,0.22536246,"('shy', 'confident')",-0.33783227,-0.42440292,-5.74108,-5.806178,-2.0211151,-2.0017395,-0.0193756
36,0.0026810374,-0.6632559,"('hostile', 'amicable')",-0.6650184,-0.68936974,-0.36880773,-0.69686824,-0.343715,-0.6831646,0.3394496
