,dean_male,dean_female,tuple,foods_male,foods_female,co_male,co_female,average_male,average_female,male-female
10,1.5829765,2.63922,"('unsympathetic', 'sympathetic')",-0.31989497,-0.5511333,-0.209911,0.0021002442,0.3510569,0.6967289,-0.345672
43,1.56623,1.7612858,"('irresponsible', 'responsible')",0.19155078,-0.28702736,0.46908057,0.2985572,0.7422872,0.5909385,0.1513487
67,1.5299712,1.7297126,"('doubtful', 'determined')",0.18308637,0.32043332,-0.36671227,0.22401474,0.4487818,0.7580535,-0.3092717
77,1.4833217,1.84191,"('unmotivated', 'motivated')",-0.52267045,-0.54502076,-1.4905392,-1.3961699,-0.1766293,-0.0330935,-0.1435358
12,1.443327,1.3107516,"('unsupportive', 'supportive')",1.0539374,0.6550392,-2.0011358,-1.8432792,0.1653762,0.0408372,0.124539
30,1.4227064,1.6346153,"('intolerant', 'tolerant')",0.21461755,0.11181609,0.36265,0.71072084,0.666658,0.8190507,-0.1523927
86,1.4144413,1.9015526,"('uninfluential', 'influential')",0.029893128,-0.20066538,-0.19546908,0.02445212,0.4162885,0.5751131,-0.1588246
7,1.3867562,2.2563295,"('insensitive', 'sensitive')",-0.21481991,-0.380581,0.53070486,0.3418836,0.567547,0.7392107,-0.1716637
80,1.320958,2.7181125,"('dominated', 'dominating')",0.10340458,0.02717834,-0.5979441,0.011314981,0.2754729,0.9188685,-0.6433956
24,1.2502196,1.3547757,"('dishonest', 'honest')",-0.088614486,-0.07215782,0.86266416,0.5898922,0.6747564,0.62417,0.0505864
11,1.2427934,1.7636229,"('unhelpful', 'helpful')",-0.07822069,-0.089751944,2.0515628,2.5410616,1.0720452,1.4049775,-0.3329323
79,-1.1806756,-2.1171741,"('wavering', 'unwavering')",0.29436374,0.4836277,-0.30984604,-0.38407922,-0.3987193,-0.6725419,0.2738226
84,1.160961,0.84141636,"('inferior', 'superior')",0.21882826,0.21281974,0.38935816,0.4276731,0.5897158,0.4939697,0.0957461
70,1.1451261,1.7360721,"('lethargic', 'energetic')",-0.19406956,-0.5146544,0.40484244,0.46140337,0.4519663,0.5609403,-0.108974
51,1.1295158,2.530517,"('uneducated', 'educated')",-0.21068469,-0.0047192164,0.27602813,1.0974594,0.3982864,1.2077524,-0.809466
87,1.116782,1.44742,"('unsuccessful', 'successful')",0.6972613,0.5859307,0.52591795,0.44779843,0.7799871,0.8270497,-0.0470626
25,-1.1103694,-1.864739,"('egoistic', 'altruistic')",0.9908899,0.93464005,1.2960241,1.153707,0.3921815,0.074536,0.3176455
22,1.0820409,0.99514306,"('untrustworthy', 'trustworthy')",-0.7987155,-1.065343,-0.7600088,-0.7182167,-0.1588945,-0.2628056,0.1039111
72,1.0181528,0.75761735,"('unambitious', 'ambitious')",-0.7552625,-0.98546153,-0.6906677,-0.9660357,-0.1425924,-0.3979599,0.2553675
33,1.0092003,0.49831182,"('wrong', 'right')",0.5820871,0.4539811,-0.61137617,-0.93946946,0.3266371,0.0042745,0.3223626
65,0.99235696,2.0135384,"('insecure', 'secure')",-0.80688286,-0.8895605,-0.28630465,-0.1601641,-0.0336102,0.3212713,-0.3548815
61,0.94335824,1.0441637,"('illogical', 'logical')",-0.1146545,-0.022538733,-0.16151617,-0.29677942,0.2223959,0.2416152,-0.0192193
37,0.9346153,0.951883,"('fake', 'genuine')",0.5137206,0.24937542,0.69061595,0.43357557,0.7129839,0.5449447,0.1680392
83,0.93410456,1.0270879,"('powerless', 'powerful')",0.11088723,0.29806042,-1.5646582,-1.2729057,-0.1732221,0.0174142,-0.1906363
63,0.92409176,1.5106009,"('unperceptive', 'insightful')",0.92738944,0.7328566,0.27945393,0.20466508,0.7103117,0.8160409,-0.1057292
2,0.92214364,0.7387134,"('unlikable', 'likable')",0.3067218,0.63304913,0.7111846,0.77276015,0.6466833,0.7148409,-0.0681576
15,-0.91288185,-0.34302962,"('boring', 'funny')",0.36470276,0.7251551,0.6834125,0.8897268,0.0450778,0.4239508,-0.378873
48,0.8482459,1.3646197,"('unintelligent', 'intelligent')",0.3619813,0.103463456,-0.56046957,-0.500869,0.2165859,0.3224047,-0.1058188
8,-0.84491634,-1.7574067,"('unaffectionate', 'affectionate')",0.87554425,0.70499617,1.1672877,0.527892,0.3993052,-0.1748395,0.5741447
75,-0.8389957,-2.207783,"('meek', 'impulsive')",-0.705952,-0.69940794,-0.19042844,-0.31781077,-0.5784587,-1.0750005,0.4965418
19,-0.8127094,-1.1707896,"('inhospitable', 'hospitable')",-0.04836722,0.17695281,0.0998737,0.044378046,-0.2537343,-0.3164862,0.0627519
3,0.8084133,1.0430534,"('repellent', 'pleasant')",-1.5372598,-1.5048506,0.48370862,0.5655932,-0.0817126,0.0345986,-0.1163112
14,0.79674375,1.7956725,"('antisocial', 'social')",0.27351302,0.10485881,-0.21795727,0.074483335,0.2840998,0.6583382,-0.3742384
0,0.72909683,1.6274145,"('unsociable', 'sociable')",0.70263153,0.5838335,-0.42619547,0.026999708,0.3351776,0.7460825,-0.4109049
57,0.6753533,1.2080868,"('unimaginative', 'imaginative')",-0.199227,-0.31599322,-3.1193554,-2.6158597,-0.8810764,-0.5745887,-0.3064877
28,0.6195396,1.1113343,"('disloyal', 'loyal')",0.2805196,0.28137374,1.0039849,1.0726527,0.6346814,0.8217869,-0.1871055
1,-0.57798076,-1.3378469,"('unfriendly', 'friendly')",0.58104944,0.3380395,2.040174,1.5170182,0.6810809,0.1724036,0.5086773
66,-0.52836365,-0.6865304,"('inactive', 'active')",-0.03863434,-0.11142036,0.93096834,0.5794524,0.1213234,-0.0728328,0.1941562
59,-0.5197595,-1.4534807,"('foolish', 'wise')",0.62544596,0.80618095,-0.13438088,-0.4367173,-0.0095648,-0.361339,0.3517742
78,0.4676251,0.4506508,"('nonresilient', 'resilient')",0.87659925,0.5002815,-0.055477332,-0.35332793,0.4295823,0.1992015,0.2303808
17,-0.36919224,-0.64670485,"('nasty', 'nice')",-0.5555401,-0.3909053,-0.35133126,-0.19653326,-0.4253545,-0.4113812,-0.0139733
58,0.36345482,0.08730377,"('undiscriminating', 'discriminating')",-0.3186705,-0.49561203,0.44241625,0.19825332,0.1624002,-0.0700183,0.2324185
54,-0.33254457,-0.547237,"('incapable', 'capable')",0.06293049,0.3939333,0.969433,0.90285695,0.233273,0.2498511,-0.0165781
18,0.30291066,0.6002535,"('disagreeable', 'welcoming')",-0.31753704,-0.15841843,-0.78374255,-0.62263113,-0.266123,-0.0602653,-0.2058577
82,0.29636496,0.17494738,"('poor', 'rich')",-0.035444543,-0.115978524,6.5316014,6.334517,2.264174,2.131162,0.133012
53,0.28483072,-0.14734505,"('uncreative', 'creative')",-0.52845013,-0.5281607,0.56419265,0.5783758,0.1068577,-0.0323766,0.1392343
45,0.28082085,0.70868963,"('incompetent', 'competent')",0.6240703,0.048029818,-0.1667588,-0.42736414,0.2460441,0.1097851,0.136259
32,0.2641727,1.3167623,"('unkind', 'kind')",0.26992628,0.506093,1.1297323,1.2957788,0.5546104,1.0395447,-0.4849343
34,-0.21828789,-0.2606709,"('mean', 'honorable')",0.22008131,0.19730663,5.7075434,5.2830086,1.9031123,1.7398815,0.1632308
20,0.20667945,0.17556886,"('rough', 'thoughtful')",-0.17151041,-0.2825809,0.5726322,0.45868102,0.2026004,0.117223,0.0853774
41,0.18670312,0.5488194,"('unforgiving', 'forgiving')",0.5665692,0.65125966,0.51731527,0.72297955,0.4235292,0.6410195,-0.2174903
88,-0.17718992,0.82119274,"('low', 'eminent')",-0.45737207,0.4334171,-0.7107395,0.46113473,-0.4484338,0.5719148,-1.0203486
47,0.14185454,0.20231456,"('stupid', 'smart')",0.5629426,0.289543,5.4207287,5.023563,2.041842,1.8384735,0.2033685
42,-0.13504663,0.63474053,"('unreliable', 'reliable')",0.34330162,0.6522243,-3.3056967,-2.9661639,-1.0324806,-0.559733,-0.4727476
49,-0.11921318,0.0072349533,"('unable', 'able')",-0.28675416,-0.18663959,-0.605747,-0.39172864,-0.3372381,-0.1903778,-0.1468603
26,0.112835616,0.0048168227,"('hardhearted', 'benevolent')",1.0643649,0.92843115,1.6134934,1.4204115,0.9302313,0.7845531,0.1456782
71,-0.107047185,-0.26453888,"('diffident', 'self-confident')",1.3462874,1.5573016,0.2672494,0.10932082,0.5021632,0.4673612,0.034802
64,-0.100195624,0.49897337,"('shy', 'confident')",-0.54207915,-0.21241993,-6.947696,-6.2742586,-2.5299904,-1.9959017,-0.5340887
50,0.093985975,-0.042127054,"('clumsy', 'skillful')",-0.13800187,-0.12984464,-0.31655267,-0.5993506,-0.1201895,-0.2571074,0.1369179
40,0.085349955,-0.23568627,"('stingy', 'generous')",0.37693924,0.12288998,-2.051917,-2.4237883,-0.529876,-0.8455282,0.3156522
9,0.08133529,-0.39171383,"('unaffectionate', 'caring')",0.9636172,0.66738874,1.5261929,0.90619063,0.8570485,0.3939552,0.4630933
38,0.07553372,-0.43984768,"('untruthful', 'truthful')",0.4930539,0.5082752,0.09339885,0.2762543,0.2206622,0.1148939,0.1057683
27,-0.060477097,-0.16974817,"('hardhearted', 'softhearted')",-0.35080704,-0.77554333,1.309275,0.780691,0.2993303,-0.0548668,0.3541971
68,-0.036781415,0.03562641,"('dependent', 'independent')",-1.1570168,-1.1567703,-1.5131997,-1.3205926,-0.9023326,-0.8139122,-0.0884204
