,dean_male,dean_female,tuple,foods_male,foods_female,co_male,co_female,average_male,average_female,male-female
31,-3.434615,-4.7837286,"('evil', 'good')",-0.32711786,-0.05235654,-0.53258234,-1.058407,-1.4314384,-1.9648307,0.5333923
46,3.1887531,3.9929738,"('uncompetitive', 'competitive')",0.2211405,-0.1471554,-0.9218544,-0.54365355,0.8293463,1.1007217,-0.2713754
36,-3.1161046,-4.4067254,"('hostile', 'amicable')",-0.6048648,-0.4222513,-0.14980492,-0.5564213,-1.2902581,-1.7951326,0.5048745
6,-2.4285758,-3.2284818,"('distant', 'open')",0.31307858,0.4292003,0.0654549,-0.56488866,-0.6833474,-1.1213901,0.4380427
29,-2.3467286,-2.919708,"('unfair', 'fair')",-0.8782735,-0.91679,-0.5826649,-0.9036017,-1.2692223,-1.5800333,0.310811
62,2.3204014,2.7330146,"('incompetent', 'brilliant')",0.6283822,0.31112587,-0.21810931,-0.16693977,0.9102248,0.9590669,-0.0488421
23,2.2210498,2.6369162,"('insincere', 'sincere')",-0.26071754,-0.38465694,6.153911,5.9681897,2.7047478,2.7401498,-0.035402
81,2.1681545,3.6761572,"('submissive', 'aggressive')",0.18103047,0.35149398,-1.0991523,-0.23961823,0.4166776,1.2626777,-0.8460001
44,-2.105387,-2.2005382,"('prejudiced', 'unprejudiced')",-0.9462641,-0.9734301,-1.6336712,-1.7754742,-1.5617741,-1.6498141,0.08804
4,-2.1052501,-2.6672728,"('disliked', 'liked')",0.528596,0.73062694,-6.9298935,-6.476914,-2.835516,-2.80452,-0.030996
5,-1.9924212,-3.07791,"('distant', 'outgoing')",0.53857404,0.67795527,-0.10977685,-0.72719765,-0.521208,-1.0423841,0.5211761
39,1.9396094,2.3502471,"('exploitative', 'cooperative')",0.46719015,0.5140577,0.22857329,0.44155523,0.8784576,1.1019533,-0.2234957
74,1.9291606,2.2609048,"('undedicated', 'dedicated')",0.51504546,0.371515,0.1468825,0.534692,0.8636962,1.055704,-0.1920078
52,-1.90579,-2.5392148,"('irrational', 'rational')",0.24134558,0.44623396,-0.34870613,-0.54751635,-0.6710502,-0.8801657,0.2091155
35,-1.8962595,-2.876438,"('corrupt', 'incorrupt')",-0.97555023,-0.58389074,-0.46877962,-0.5244798,-1.1135298,-1.3282695,0.2147397
69,-1.8302436,-2.3610353,"('lazy', 'industrious')",0.60791194,0.9859792,-0.9393249,-1.093211,-0.7205522,-0.8227557,0.1022035
16,-1.801222,-2.2742746,"('unpopular', 'popular')",-0.7816801,-0.61333835,0.08570477,-0.14870797,-0.8323991,-1.0121069,0.1797078
85,-1.7607452,-3.3092859,"('insignificant', 'prestigious')",0.50152755,0.99451685,-0.55454665,-0.62738895,-0.6045881,-0.9807193,0.3761312
21,1.7560471,2.6938102,"('immoral', 'moral')",0.48454824,0.4849504,-0.96118367,-0.5913496,0.4264706,0.8624703,-0.4359997
56,1.7167296,2.8631701,"('impractical', 'practical')",0.94775736,0.9036747,-0.54029024,0.28424704,0.7080655,1.3503639,-0.6422984
60,1.6430137,2.968873,"('inefficient', 'efficient')",0.50215703,-0.018198451,-0.40939963,-0.34626487,0.5785904,0.8681366,-0.2895462
76,1.6352012,2.189251,"('anxious', 'daring')",-0.6168824,-0.8453002,-0.19940531,-0.034039788,0.2729712,0.436637,-0.1636658
13,1.6346494,2.5118573,"('impolite', 'polite')",0.74171567,0.58679193,-0.009373724,0.23771931,0.7889972,1.1121229,-0.3231257
73,1.6288427,0.86882937,"('helpless', 'self-reliant')",0.89444077,0.8605816,-3.3511553,-3.717743,-0.2759573,-0.6627773,0.38682
55,1.6017694,2.916379,"('incompetent', 'clever')",0.24309275,-0.1383292,-0.012629446,0.17947185,0.6107443,0.9858405,-0.3750962
