,bmc_male,bmc_female,tuple,software_male,software_female,inc_male,inc_female,average_male,average_female,male-female
85,0.5282268,0.5482228,"('insignificant', 'prestigious')",0.2650426,0.6161305,0.6973605,0.9979984,0.4968766,0.7207839,-0.2239073
60,0.51718104,0.45983762,"('inefficient', 'efficient')",0.79840857,0.3764572,-0.13984093,-0.4813073,0.3919162,0.1183292,0.273587
58,-0.4638504,-0.60133183,"('undiscriminating', 'discriminating')",0.53097034,0.4881582,0.08762884,-0.046583198,0.0515829,-0.0532523,0.1048352
47,-0.46266076,-0.40024477,"('stupid', 'smart')",0.15423073,0.31875247,5.455608,5.2417846,1.7157259,1.7200974,-0.0043715
32,-0.46118057,-0.5553433,"('unkind', 'kind')",-0.7038019,-0.6703976,1.0025628,0.90010726,-0.0541399,-0.1085445,0.0544046
81,-0.45627254,-0.47109288,"('submissive', 'aggressive')",-0.85838836,-1.1580238,-1.0534322,-1.2850757,-0.7893643,-0.9713975,0.1820332
42,0.44579104,0.30549186,"('unreliable', 'reliable')",-1.6794717,-1.7125156,-2.688182,-2.8671503,-1.3072876,-1.4247246,0.117437
56,0.4392159,0.30688667,"('impractical', 'practical')",0.32493663,-0.0306298,-0.116052106,-0.35602865,0.2160335,-0.0265906,0.2426241
82,-0.43917942,-0.6945617,"('poor', 'rich')",0.14616942,0.0637121,6.585402,6.238036,2.0974639,1.8690621,0.2284018
27,-0.40596336,-0.5888602,"('hardhearted', 'softhearted')",0.098750725,0.17106083,1.4863403,1.3729347,0.3930426,0.3183784,0.0746642
52,0.38172606,0.51761484,"('irrational', 'rational')",0.77386713,1.0580637,0.1729145,0.42240533,0.4428359,0.666028,-0.2231921
70,-0.38034558,-0.5063678,"('lethargic', 'energetic')",-1.2964569,-1.3285266,0.58589166,0.38599896,-0.363637,-0.4829652,0.1193282
25,-0.3648039,-0.3189794,"('egoistic', 'altruistic')",0.2561587,0.41941875,1.4872947,1.6552807,0.4595498,0.58524,-0.1256902
24,0.3292696,0.31593332,"('dishonest', 'honest')",-1.551704,-1.4996363,0.48389977,0.43870217,-0.2461782,-0.2483336,0.0021554
84,0.3292443,0.22401112,"('inferior', 'superior')",0.842335,0.73471016,0.9126205,0.86412954,0.6947332,0.6076169,0.0871163
34,-0.32887107,-0.42632872,"('mean', 'honorable')",0.12113217,0.016315822,5.7821054,5.588156,1.8581222,1.7260478,0.1320744
2,0.31520224,0.49137917,"('unlikable', 'likable')",0.24330363,0.43214738,0.6595671,0.8190397,0.4060243,0.5808554,-0.1748311
49,-0.30883825,-0.41224754,"('unable', 'able')",0.46067256,0.35584575,0.16996339,-0.09814522,0.1072659,-0.0515157,0.1587816
44,0.30511117,0.75112885,"('prejudiced', 'unprejudiced')",-0.98778355,-0.76421076,-1.562197,-1.2720544,-0.7482897,-0.4283788,-0.3199109
43,-0.29506633,-0.32357258,"('irresponsible', 'responsible')",-0.86030483,-0.780551,0.34615585,0.2590528,-0.2697384,-0.2816903,0.0119519
45,0.29102612,0.013750285,"('incompetent', 'competent')",-0.11664715,-0.42804942,-0.057453416,-0.3749199,0.0389752,-0.263073,0.3020482
64,0.28454462,0.4951156,"('shy', 'confident')",-0.6719665,-0.6739465,-6.585234,-6.2413964,-2.3242188,-2.1400758,-0.184143
23,-0.28249756,-0.42652515,"('insincere', 'sincere')",0.69428337,0.52255595,5.591837,5.2146554,2.0012075,1.7702287,0.2309788
21,0.2824813,0.3263674,"('immoral', 'moral')",0.21512288,0.1802919,-0.8809149,-0.95293814,-0.1277702,-0.1487596,0.0209894
72,-0.28021678,-0.26777643,"('unambitious', 'ambitious')",-0.8791536,-1.0196888,-0.7842643,-1.0980241,-0.6478782,-0.7951632,0.147285
13,-0.26737523,-0.3238118,"('impolite', 'polite')",-0.32649538,-0.40442857,-0.29562497,-0.5786503,-0.2964985,-0.4356302,0.1391317
7,-0.26684082,-0.44936377,"('insensitive', 'sensitive')",-0.069331706,-0.17845051,0.78132284,0.4948912,0.1483834,-0.0443077,0.1926911
11,-0.2618213,-0.31099525,"('unhelpful', 'helpful')",0.8532116,0.72997063,1.6034486,1.5441947,0.731613,0.65439,0.077223
14,-0.25896063,0.059561666,"('antisocial', 'social')",-0.44662875,-0.44549868,-1.0026153,-0.94942385,-0.5694016,-0.4451203,-0.1242813
41,-0.25710547,-0.24472074,"('unforgiving', 'forgiving')",-0.4921363,-0.44200295,0.03926248,0.0647379,-0.2366598,-0.2073286,-0.0293312
28,-0.24515666,-0.34960434,"('disloyal', 'loyal')",-0.27901492,-0.3270851,1.2004521,1.0651237,0.2254268,0.1294781,0.0959487
38,-0.24444501,-0.57257867,"('untruthful', 'truthful')",-0.68332565,-0.83104,-0.21327458,-0.37971553,-0.3803484,-0.5944448,0.2140964
71,-0.24361026,-0.52985346,"('diffident', 'self-confident')",1.0290259,1.0339158,0.8114949,0.61396354,0.5323035,0.3726753,0.1596282
68,-0.24160627,-0.39654073,"('dependent', 'independent')",-0.77952886,-0.8740987,-0.561062,-0.7851754,-0.527399,-0.6852716,0.1578726
55,0.21494353,0.27047974,"('incompetent', 'clever')",0.07391571,-0.108142555,-0.13483493,-0.19432212,0.0513414,-0.0106616,0.062003
77,-0.19791554,-0.3993173,"('unmotivated', 'motivated')",0.9056582,0.6313743,-1.2906954,-1.3799238,-0.1943176,-0.3826223,0.1883047
59,0.18582484,0.27255177,"('foolish', 'wise')",0.5363839,0.85839164,0.5882503,0.6477438,0.4368197,0.5928957,-0.156076
40,-0.18557847,-0.13201681,"('stingy', 'generous')",-0.6801723,-0.6633606,-1.4654162,-1.5535372,-0.7770557,-0.7829715,0.0059158
22,0.15713513,0.28608122,"('untrustworthy', 'trustworthy')",-0.46418676,-0.32469267,-0.9502377,-0.95281136,-0.4190964,-0.3304743,-0.0886221
48,-0.15701607,-0.41791308,"('unintelligent', 'intelligent')",0.7560942,0.36297882,0.5001342,0.30262482,0.3664041,0.0825635,0.2838406
37,0.13609946,0.06361529,"('fake', 'genuine')",-0.50501513,-0.56065404,0.5428605,0.39658713,0.0579816,-0.0334839,0.0914655
30,0.12057028,0.23923245,"('intolerant', 'tolerant')",0.73368937,0.856264,0.7889767,0.799379,0.5477455,0.6316251,-0.0838796
3,-0.10272062,-0.024054784,"('repellent', 'pleasant')",-0.18357551,-0.19869348,0.108039945,0.125806,-0.0594187,-0.0323141,-0.0271046
69,0.10088579,0.13710517,"('lazy', 'industrious')",0.28508702,0.36601457,-0.40341467,-0.2698253,-0.005814,0.0777648,-0.0835788
17,-0.0917065,-0.012141356,"('nasty', 'nice')",-0.24628249,-0.23968768,-0.6875234,-0.70072246,-0.3418375,-0.3175172,-0.0243203
74,0.0779076,0.16398026,"('undedicated', 'dedicated')",-0.17603303,-0.31650206,0.116300754,0.26195726,0.0060584,0.0364785,-0.0304201
61,0.07547572,0.11795762,"('illogical', 'logical')",1.0491751,1.0419061,0.1435364,0.07822676,0.4227291,0.4126968,0.0100323
12,-0.07398699,-0.1831669,"('unsupportive', 'supportive')",-0.34474024,-0.37828824,-1.5960013,-1.737536,-0.6715762,-0.7663304,0.0947542
65,-0.06720548,0.23742335,"('insecure', 'secure')",-0.18441795,-0.19629787,-0.48756695,-0.6614381,-0.2463968,-0.2067709,-0.0396259
15,0.05819983,0.17090473,"('boring', 'funny')",0.31524014,0.39697453,0.2632948,0.27076197,0.2122449,0.2795471,-0.0673022
50,-0.05597283,-0.24451438,"('clumsy', 'skillful')",0.18762659,0.198003,0.74094176,0.48981476,0.2908652,0.1477678,0.1430974
19,-0.05454552,-0.26169232,"('inhospitable', 'hospitable')",-0.17153466,-0.24175775,0.2230596,0.021047134,-0.0010069,-0.160801,0.1597941
35,-0.05191058,0.10513169,"('corrupt', 'incorrupt')",-0.0751044,0.2370752,-0.12141484,0.16445749,-0.0828099,0.1688881,-0.251698
80,0.04976181,0.108818375,"('dominated', 'dominating')",-1.0167099,-1.0861751,-1.4797314,-1.5552139,-0.8155599,-0.8441902,0.0286303
63,0.048938252,-0.22541146,"('unperceptive', 'insightful')",0.20715013,-0.03369161,1.0758388,0.7404126,0.4439757,0.1604365,0.2835392
76,-0.036819138,0.095101774,"('anxious', 'daring')",-0.7849261,-0.90070146,-0.08170372,-0.09454237,-0.3011497,-0.3000474,-0.0011023
75,-0.031788066,-0.20822012,"('meek', 'impulsive')",-0.6276045,-0.64369905,-0.23708804,-0.34028423,-0.2988269,-0.3974011,0.0985742
20,0.02548372,0.043969147,"('rough', 'thoughtful')",0.83695674,0.6713672,0.92492026,0.9855818,0.5957869,0.5669727,0.0288142
16,0.022546051,-0.11113894,"('unpopular', 'popular')",0.1851471,0.26785585,0.75334036,0.79267794,0.3203445,0.3164649,0.0038796
4,0.017734595,-0.07309155,"('disliked', 'liked')",-0.7341121,-0.7248382,-6.042348,-5.9112616,-2.2529084,-2.2363971,-0.0165113
83,-0.014794424,-0.04745791,"('powerless', 'powerful')",0.046757564,-0.04512,-1.0400653,-1.1224384,-0.3360341,-0.4050055,0.0689714
51,0.009654954,-0.20423657,"('uneducated', 'educated')",-0.595171,-0.8163436,0.31812,0.19901063,-0.089132,-0.2738565,0.1847245
