,pg&e_male,pg&e_female,tuple,corp_male,corp_female,average_male,average_female,male-female
67,-0.79546595,-0.41283762,"('doubtful', 'determined')",-0.2854053,0.08406378,-0.5404356,-0.1643869,-0.3760487
61,0.7952989,0.7134069,"('illogical', 'logical')",-0.22496936,0.009923972,0.2851648,0.3616655,-0.0765007
84,0.7843677,0.8314354,"('inferior', 'superior')",-0.07129322,0.045136593,0.3565372,0.438286,-0.0817488
73,0.7682058,0.8041465,"('helpless', 'self-reliant')",0.5098345,0.7017327,0.6390202,0.7529396,-0.1139194
0,-0.7664989,-0.19742748,"('unsociable', 'sociable')",-2.0400589,-1.5602027,-1.4032788,-0.8788151,-0.5244637
26,0.7379693,0.7267538,"('hardhearted', 'benevolent')",0.9653913,0.94892687,0.8516803,0.8378403,0.01384
42,0.733316,0.59500533,"('unreliable', 'reliable')",1.1186879,1.3116778,0.9260019,0.9533416,-0.0273397
13,-0.7121046,-0.29752856,"('impolite', 'polite')",-1.863973,-1.4044757,-1.2880388,-0.8510021,-0.4370367
11,-0.696786,-0.39115405,"('unhelpful', 'helpful')",-1.9085709,-1.4897754,-1.3026785,-0.9404647,-0.3622138
72,0.6759861,0.47615176,"('unambitious', 'ambitious')",-1.0015609,-0.8641041,-0.1627874,-0.1939762,0.0311888
3,-0.6726682,-0.44458306,"('repellent', 'pleasant')",-1.4318199,-1.3965689,-1.0522441,-0.920576,-0.1316681
51,-0.658993,-0.64252084,"('uneducated', 'educated')",-0.40640175,-0.09881946,-0.5326974,-0.3706701,-0.1620273
57,-0.6559432,-0.52555865,"('unimaginative', 'imaginative')",-1.458497,-1.3578494,-1.0572201,-0.941704,-0.1155161
83,0.6116519,0.69893247,"('powerless', 'powerful')",-0.7751346,-0.58996516,-0.0817414,0.0544837,-0.1362251
76,0.58539957,0.69984806,"('anxious', 'daring')",0.49570674,0.37747028,0.5405532,0.5386592,0.001894
60,0.573215,0.72631806,"('inefficient', 'efficient')",-1.6815765,-1.364399,-0.5541807,-0.3190404,-0.2351403
8,-0.56788164,-0.5490446,"('unaffectionate', 'affectionate')",-0.39808208,-0.38481203,-0.4829819,-0.4669283,-0.0160536
59,0.5645144,0.23651576,"('foolish', 'wise')",0.983398,0.9844538,0.7739562,0.6104848,0.1634714
21,0.5604449,0.8040647,"('immoral', 'moral')",-0.43494824,-0.119616866,0.0627483,0.3422239,-0.2794756
6,0.55897737,0.24204934,"('distant', 'open')",1.1909596,1.0637296,0.8749685,0.6528895,0.222079
86,-0.5410813,-0.8930746,"('uninfluential', 'influential')",-1.7961209,-1.9019082,-1.168601,-1.3974913,0.2288903
9,0.5233865,0.5257279,"('unaffectionate', 'caring')",-0.6737124,-0.6462483,-0.0751629,-0.0602602,-0.0149027
82,-0.52253544,-0.61322355,"('poor', 'rich')",-0.40968433,-0.27688462,-0.4661099,-0.4450541,-0.0210558
64,-0.5145049,-0.5637086,"('shy', 'confident')",-0.30211356,-0.02407172,-0.4083092,-0.2938901,-0.1144191
80,0.46512842,0.26241636,"('dominated', 'dominating')",-0.5269069,-0.4852687,-0.0308892,-0.1114262,0.080537
52,0.44044,0.19808331,"('irrational', 'rational')",0.6290086,0.8233204,0.5347243,0.5107018,0.0240225
34,-0.42162803,-0.34389314,"('mean', 'honorable')",-0.5938105,-0.62544197,-0.5077193,-0.4846675,-0.0230518
71,0.42068583,0.47927386,"('diffident', 'self-confident')",-0.7551901,-0.53056395,-0.1672521,-0.025645,-0.1416071
63,-0.39681304,-0.40747297,"('unperceptive', 'insightful')",-0.15590733,-0.09836338,-0.2763602,-0.2529182,-0.023442
25,0.36264274,0.3147934,"('egoistic', 'altruistic')",0.30605832,0.49517596,0.3343505,0.4049847,-0.0706342
4,0.3217354,0.26350167,"('disliked', 'liked')",0.32954752,0.46718904,0.3256415,0.3653454,-0.0397039
87,0.3117604,0.46299022,"('unsuccessful', 'successful')",0.94253534,1.1371672,0.6271479,0.8000787,-0.1729308
1,0.3109275,0.15938666,"('unfriendly', 'friendly')",-0.78761685,-0.74138904,-0.2383447,-0.2910012,0.0526565
12,0.29965794,0.27228135,"('unsupportive', 'supportive')",-0.75630176,-0.603739,-0.2283219,-0.1657288,-0.0625931
65,-0.29619384,-0.19433048,"('insecure', 'secure')",-1.116731,-1.0895529,-0.7064624,-0.6419417,-0.0645207
14,0.28423437,0.61647046,"('antisocial', 'social')",-0.9752909,-0.6642508,-0.3455282,-0.0238902,-0.321638
78,-0.26547942,-0.43573582,"('nonresilient', 'resilient')",-0.581219,-0.87498957,-0.4233492,-0.6553627,0.2320135
74,-0.25035334,-0.4033969,"('undedicated', 'dedicated')",-0.6527974,-0.40083292,-0.4515754,-0.4021149,-0.0494605
54,0.23689766,0.22627583,"('incapable', 'capable')",0.10384433,0.10291906,0.170371,0.1645975,0.0057735
37,0.23592716,-0.02458335,"('fake', 'genuine')",-0.5445187,-0.56051177,-0.1542958,-0.2925476,0.1382518
22,-0.22933383,-0.30169263,"('untrustworthy', 'trustworthy')",-0.54393053,-0.38628983,-0.3866322,-0.3439912,-0.042641
23,-0.22328967,0.08381364,"('insincere', 'sincere')",-2.0188732,-1.8355521,-1.1210815,-0.8758692,-0.2452123
20,-0.2129207,-0.3963665,"('rough', 'thoughtful')",-0.5956076,-0.5725288,-0.4042642,-0.4844477,0.0801835
75,-0.19240235,-0.12982245,"('meek', 'impulsive')",0.28762484,0.38806656,0.0476112,0.129122,-0.0815108
32,0.19112265,0.2558372,"('unkind', 'kind')",-0.5349019,-0.21823548,-0.1718896,0.0188009,-0.1906905
31,-0.18195724,-0.5472179,"('evil', 'good')",0.81879294,0.63796395,0.3184178,0.045373,0.2730448
48,0.16415572,0.3352355,"('unintelligent', 'intelligent')",-1.3613985,-1.540523,-0.5986214,-0.6026438,0.0040224
43,-0.16051136,-0.008316558,"('irresponsible', 'responsible')",-2.0564,-1.7240516,-1.1084557,-0.8661841,-0.2422716
30,-0.15653525,0.46522963,"('intolerant', 'tolerant')",-1.3378229,-0.8269101,-0.7471791,-0.1808402,-0.5663389
19,0.15303907,0.15055078,"('inhospitable', 'hospitable')",0.08777649,0.15491404,0.1204078,0.1527324,-0.0323246
27,0.14998557,0.15376467,"('hardhearted', 'softhearted')",-1.7251562,-1.9296415,-0.7875853,-0.8879384,0.1003531
44,0.14513357,0.15371801,"('prejudiced', 'unprejudiced')",0.10855751,0.12979564,0.1268455,0.1417568,-0.0149113
55,0.1172203,0.13632292,"('incompetent', 'clever')",-1.6173232,-1.6653004,-0.7500514,-0.7644887,0.0144373
45,0.111753136,0.2907167,"('incompetent', 'competent')",-1.9322449,-1.945731,-0.9102459,-0.8275071,-0.0827388
66,0.105914816,-0.09219295,"('inactive', 'active')",1.3415592,1.1043928,0.723737,0.5060999,0.2176371
24,-0.10262795,-0.32503083,"('dishonest', 'honest')",-1.0753186,-1.006017,-0.5889733,-0.6655239,0.0765506
16,-0.07897844,-0.22238953,"('unpopular', 'popular')",0.31690493,0.17772137,0.1189632,-0.0223341,0.1412973
7,-0.07401543,0.0125687495,"('insensitive', 'sensitive')",-1.3491399,-1.1252058,-0.7115777,-0.5563185,-0.1552592
5,0.058624946,0.0025394624,"('distant', 'outgoing')",0.59059644,0.71588343,0.3246107,0.3592114,-0.0346007
50,-0.04375782,-0.071552664,"('clumsy', 'skillful')",1.1711861,1.032587,0.5637141,0.4805172,0.0831969
36,-0.035633884,-0.27089646,"('hostile', 'amicable')",-0.312998,-0.37372655,-0.1743159,-0.3223115,0.1479956
58,-0.03290184,-0.16103594,"('undiscriminating', 'discriminating')",0.014751874,-0.14207788,-0.009075,-0.1515569,0.1424819
79,0.0017019995,0.074743755,"('wavering', 'unwavering')",0.759868,0.64508945,0.380785,0.3599166,0.0208684
