,big_male,big_female,tuple,lots_male,lots_female,inc_male,inc_female,average_male,average_female,male-female
69,-3.0589445,-3.11466,"('lazy', 'industrious')",-2.2969198,-2.214951,-0.71277404,-0.8851529,-2.0228796,-2.0715879,0.0487083
36,-2.868924,-2.926221,"('hostile', 'amicable')",-4.481296,-4.44531,-0.36694363,-0.41812474,-2.5723879,-2.5965519,0.024164
31,-2.5299935,-2.4366255,"('evil', 'good')",-3.1598172,-3.1229582,-0.9023547,-0.93313634,-2.1973885,-2.16424,-0.0331485
62,2.4231634,2.1922553,"('incompetent', 'brilliant')",4.489801,4.289393,1.1110682,0.97794646,2.6746775,2.4865316,0.1881459
81,2.3964329,2.3205442,"('submissive', 'aggressive')",3.726566,3.6087215,-0.23813838,-0.103162356,1.9616203,1.9420346,0.0195857
80,2.0687912,1.8980587,"('dominated', 'dominating')",1.2743316,1.0834515,-1.5626507,-1.6386153,0.5934907,0.4476316,0.1458591
52,-2.0227354,-1.9234799,"('irrational', 'rational')",-3.317879,-3.269074,-0.023699816,-0.34429687,-1.7881047,-1.845617,0.0575123
60,1.9547194,1.8791533,"('inefficient', 'efficient')",5.412162,5.32929,0.59896123,0.8480826,2.6552809,2.6855087,-0.0302278
32,1.8335586,1.5891876,"('unkind', 'kind')",1.5618763,1.3613051,1.179172,1.2736924,1.524869,1.4080617,0.1168073
55,1.8106322,1.5947589,"('incompetent', 'clever')",3.9749799,3.821288,-0.0015416071,0.039782725,1.9280235,1.8186099,0.1094136
35,-1.6722798,-1.6151435,"('corrupt', 'incorrupt')",-3.9663746,-3.8751192,-0.7244352,-0.7659137,-2.12103,-2.0853923,-0.0356377
11,1.6539451,1.5978467,"('unhelpful', 'helpful')",1.7978327,1.7120235,2.4850104,2.559878,1.9789295,1.9565827,0.0223468
26,-1.6145585,-1.5527345,"('hardhearted', 'benevolent')",-0.6657411,-0.54542303,0.9343963,1.2131116,-0.4486345,-0.2950153,-0.1536192
63,1.564478,1.4320892,"('unperceptive', 'insightful')",2.0421207,2.0239027,1.4311043,1.5176463,1.6792343,1.6578794,0.0213549
87,1.5596299,1.262563,"('unsuccessful', 'successful')",1.7199577,1.5888734,0.86374557,0.874614,1.3811111,1.2420168,0.1390943
24,1.5359817,1.6938261,"('dishonest', 'honest')",2.4494386,2.3675373,0.98405695,1.0616713,1.6564924,1.7076782,-0.0511858
56,1.5205657,1.545814,"('impractical', 'practical')",3.8967056,3.8810034,0.026189946,0.14984494,1.8144871,1.8588875,-0.0444004
