,affiliated_male,affiliated_female,tuple,computer_male,computer_female,services_male,services_female,inc_male,inc_female,average_male,average_female,male-female
62,0.7593086,1.3774182,"('incompetent', 'brilliant')",-0.21626152,-0.17451443,0.6575915,0.6569386,-0.11343462,-0.10296519,0.271801,0.4392193,-0.1674183
1,-0.7548035,-1.0547643,"('unfriendly', 'friendly')",1.6847532,1.3992051,-0.025481928,-0.1901194,1.7696213,1.6701704,0.6685222,0.456123,0.2123992
16,-0.743405,-0.84847564,"('unpopular', 'popular')",-0.3099126,-0.3172578,0.2755401,0.18459639,0.6429563,0.6379639,-0.0337053,-0.0857933,0.052088
15,0.7316544,0.22886625,"('boring', 'funny')",0.23442864,0.22740154,-0.80495644,-0.80068624,0.37716442,0.22292455,0.1345728,-0.0303735,0.1649463
84,0.7078734,0.64915115,"('inferior', 'superior')",1.2780037,1.2481452,0.2684396,0.2542454,0.5117702,0.43220317,0.6915217,0.6459363,0.0455854
48,0.70115685,1.4302005,"('unintelligent', 'intelligent')",0.25110656,0.24850503,-1.0457624,-1.0639993,0.2756816,0.29644355,0.0455457,0.2277874,-0.1822417
44,-0.6103838,-0.8119932,"('prejudiced', 'unprejudiced')",-1.3520905,-1.1926684,0.06376836,0.21847796,-1.4435753,-1.2934843,-0.8355703,-0.769917,-0.0656533
54,0.59905326,0.35920018,"('incapable', 'capable')",0.38722527,0.3199651,0.07129844,0.04809603,1.1073488,1.2074516,0.5412315,0.4836782,0.0575533
52,-0.57969224,-1.228389,"('irrational', 'rational')",1.1463732,0.99362886,0.41966775,0.39445028,-0.37137693,-0.3435302,0.1537429,-0.04596,0.1997029
50,0.5485886,0.24485359,"('clumsy', 'skillful')",-0.09790142,-0.19078487,0.808751,0.64845395,0.05223701,0.12315948,0.3279188,0.2064205,0.1214983
58,0.53822684,0.55951244,"('undiscriminating', 'discriminating')",0.69844794,0.48260477,0.41501698,0.20022345,0.05957339,-0.07603051,0.4278163,0.2915775,0.1362388
6,-0.49859807,-1.146016,"('distant', 'open')",1.253224,1.253576,-0.8348825,-0.7541294,0.52732587,0.57114816,0.1117673,-0.0188553,0.1306226
68,-0.4587729,-0.3283263,"('dependent', 'independent')",-0.53789574,-0.6111814,-0.18432353,-0.24276356,-0.8533094,-0.91527987,-0.5085754,-0.5243878,0.0158124
61,0.4454293,0.5301574,"('illogical', 'logical')",2.0182238,1.8375223,1.0338573,0.8715634,0.32917124,0.27906242,0.9566704,0.8795764,0.077094
20,0.4334441,0.5959177,"('rough', 'thoughtful')",0.53656226,0.52084494,0.22551525,0.15030926,0.90142465,1.011265,0.5242366,0.5695843,-0.0453477
85,-0.42903754,-1.6354333,"('insignificant', 'prestigious')",1.4461282,1.2637178,0.3335654,0.07415968,0.4578417,0.27700514,0.4521244,-0.0051377,0.4572621
64,0.3458555,0.33946535,"('shy', 'confident')",-0.50514084,-0.59784806,-0.14118093,-0.18250984,-6.1957884,-6.52226,-1.6240636,-1.7407882,0.1167246
38,0.34097937,0.13262883,"('untruthful', 'truthful')",0.4047438,0.36665738,-0.22241893,-0.30213943,-0.018360458,-0.20361009,0.1262359,-0.0016158,0.1278517
19,0.33713844,-0.26136175,"('inhospitable', 'hospitable')",0.63013065,0.5989028,-0.33270666,-0.3506708,-0.061389618,-0.1342344,0.1432932,-0.036841,0.1801342
83,0.33062556,0.4423999,"('powerless', 'powerful')",0.62174034,0.59196895,-0.21656385,-0.19731873,-0.8970298,-0.80536276,-0.0403069,0.0079218,-0.0482287
4,-0.30682242,-1.1043072,"('disliked', 'liked')",-0.2690164,-0.23281422,-0.033826437,-0.10402353,-6.0395,-6.4398527,-1.6622914,-1.9702494,0.307958
82,0.29774833,0.74612015,"('poor', 'rich')",-0.1952577,-0.23783055,0.37379313,0.38290992,6.4719067,6.618622,1.7370476,1.8774554,-0.1404078
27,0.27616286,0.33128595,"('hardhearted', 'softhearted')",-0.41814154,-0.3521697,0.6053363,0.6758353,1.4044105,1.4910135,0.466942,0.5364913,-0.0695493
79,-0.24618913,-0.9693814,"('wavering', 'unwavering')",0.16172619,0.12390567,-0.67742187,-0.6554794,0.024177313,-0.03928855,-0.1844269,-0.3850609,0.200634
72,0.23746936,0.4469447,"('unambitious', 'ambitious')",-0.9277124,-0.89409,-1.3767381,-1.3553606,-0.9240199,-0.6197074,-0.7477502,-0.6055533,-0.1421969
75,-0.22326733,-0.7300049,"('meek', 'impulsive')",0.043560497,0.16091654,-0.56520176,-0.46127254,-0.5189093,-0.48007962,-0.3159544,-0.3776101,0.0616557
33,0.21257937,-0.14824526,"('wrong', 'right')",1.4413409,1.4172485,0.4460857,0.44784683,-0.4516471,-0.53051007,0.4120898,0.296585,0.1155048
40,0.19618255,0.22906068,"('stingy', 'generous')",-0.24457204,-0.31173885,0.23784074,0.23766759,-1.7276956,-1.7877712,-0.3845611,-0.4081954,0.0236343
3,-0.16535516,0.124590695,"('repellent', 'pleasant')",-0.60708076,-0.60191166,0.5873843,0.5382463,0.25767994,0.2767821,0.0181571,0.0844269,-0.0662698
17,0.15332177,-0.1423927,"('nasty', 'nice')",0.04554437,0.12271509,0.71743584,0.6563081,-0.23986739,-0.3611127,0.1691086,0.0688795,0.1002291
49,-0.14215921,-0.05021206,"('unable', 'able')",-0.36120194,-0.3691337,0.055399057,0.05603882,-0.20546083,-0.1849721,-0.1633557,-0.1370698,-0.0262859
59,0.12712014,-0.4173523,"('foolish', 'wise')",1.6567016,1.7488608,0.0021331664,0.088601366,0.18087846,0.24981785,0.4917083,0.4174819,0.0742264
78,-0.12363051,0.58147925,"('nonresilient', 'resilient')",-0.50084794,-0.54958355,0.50830853,0.5514537,0.17006315,-0.026714098,0.0134733,0.1391588,-0.1256855
18,-0.08527134,-0.036115095,"('disagreeable', 'welcoming')",-0.1743404,-0.3452404,0.28582144,0.35907757,-0.2595779,-0.33666003,-0.058342,-0.0897345,0.0313925
9,0.057732377,-0.22067562,"('unaffectionate', 'caring')",0.86532813,0.7385077,0.10662922,0.075824365,1.3221906,1.4548837,0.5879701,0.512135,0.0758351
69,0.02851145,-0.5374524,"('lazy', 'industrious')",0.9975607,1.1750758,1.2063466,1.2238449,-0.7372302,-0.77143204,0.3737971,0.2725091,0.101288
47,-0.0077308267,0.1359483,"('stupid', 'smart')",0.27051187,0.23004165,1.1304655,1.1167167,5.642575,5.884139,1.7589554,1.8417114,-0.082756
