,affiliated_male,affiliated_female,tuple,computer_male,computer_female,services_male,services_female,inc_male,inc_female,average_male,average_female,male-female
51,3.5746813,3.6398313,"('uneducated', 'educated')",-0.9943183,-1.2174994,0.1766037,-0.02074441,0.17030522,-0.03044846,0.731818,0.5927848,0.1390332
70,3.3245487,3.9875648,"('lethargic', 'energetic')",-1.2249444,-1.3153156,0.5210173,0.45946088,1.0180787,0.9749007,0.9096751,1.0266528,-0.1169777
31,-2.74547,-3.568187,"('evil', 'good')",0.2634409,0.33715785,-1.3772311,-1.2408917,-1.3393914,-1.1407156,-1.2996629,-1.4031591,0.1034962
7,2.6318488,3.1203709,"('insensitive', 'sensitive')",0.07943825,-0.06927923,0.19350706,0.16144742,0.8283855,0.87565845,0.9332949,1.0220494,-0.0887545
74,2.5769393,2.8554108,"('undedicated', 'dedicated')",0.46207717,0.3888713,0.11338399,-0.009614203,0.5746439,0.32750043,0.9317611,0.8905421,0.041219
39,2.4073865,2.4090192,"('exploitative', 'cooperative')",1.277954,1.0878975,0.92576826,0.8689857,0.36468962,0.32179263,1.2439497,1.1719238,0.0720259
24,2.0859025,2.2293932,"('dishonest', 'honest')",-0.13187426,-0.2729495,-0.2667799,-0.37100434,1.1024878,1.0095611,0.697434,0.6487501,0.0486839
12,2.044104,2.2606354,"('unsupportive', 'supportive')",0.1545388,0.14680475,0.5273937,0.5981014,-1.7717322,-1.9401399,0.2385761,0.2663504,-0.0277743
42,1.9747622,2.1114306,"('unreliable', 'reliable')",-0.56958157,-0.74012506,0.66106236,0.6080542,-2.3728206,-2.4412303,-0.0766444,-0.1154676,0.0388232
80,1.9640335,2.5519896,"('dominated', 'dominating')",-1.23401,-1.3313946,1.1634145,0.93926376,-0.9773595,-0.9192869,0.2290196,0.3101429,-0.0811233
14,1.9475039,2.5034475,"('antisocial', 'social')",0.22696532,0.13585952,1.0547394,0.97814775,-0.31047982,-0.45435598,0.7296821,0.7907747,-0.0610926
43,1.9034624,2.556824,"('irresponsible', 'responsible')",-0.59536123,-0.7431327,-0.6922603,-0.70351577,0.6253179,0.5122157,0.3102897,0.4055978,-0.0953081
11,1.804002,2.03286,"('unhelpful', 'helpful')",0.726117,0.6613062,1.5204988,1.4589229,2.3929465,2.0992267,1.6108911,1.5630789,0.0478122
56,1.6976577,2.1504357,"('impractical', 'practical')",0.694025,0.6908555,0.4960485,0.56970465,0.16310617,-0.028635096,0.7627093,0.8455902,-0.0828809
81,1.6964939,2.4453702,"('submissive', 'aggressive')",-0.15423739,-0.24649788,0.55133694,0.5197571,-0.66397303,-0.76407266,0.3574051,0.4886392,-0.1312341
88,1.6832352,1.2859849,"('low', 'eminent')",0.7491252,0.5043546,0.67957556,0.35038534,0.61593044,0.31850195,0.9319667,0.6148067,0.31716
87,1.6660159,1.8398468,"('unsuccessful', 'successful')",0.41187677,0.22089662,1.7938646,1.7215009,0.7423596,0.6241525,1.1535292,1.1015992,0.05193
45,1.648625,2.0605521,"('incompetent', 'competent')",-0.46155366,-0.4268684,1.2782925,1.291606,-0.05370579,-0.12733853,0.6029146,0.6994878,-0.0965732
25,-1.6126602,-1.8937205,"('egoistic', 'altruistic')",0.6305533,0.5387631,1.2971439,1.1491373,1.2796172,1.3199863,0.3986636,0.2785416,0.120122
66,1.4925326,1.3286409,"('inactive', 'active')",-0.45221654,-0.4364197,0.17484325,0.21129909,1.1319547,1.0962735,0.5867785,0.5499485,0.03683
60,1.4222008,2.3881922,"('inefficient', 'efficient')",0.13712123,0.08475856,1.2320468,1.2489221,-0.074630424,-0.09789948,0.6791846,0.9059933,-0.2268087
46,1.3734633,2.4382954,"('uncompetitive', 'competitive')",-1.049851,-1.3058282,0.83099264,0.63849807,-0.083171904,-0.48979473,0.2678583,0.3202926,-0.0524343
71,1.3543135,1.2405522,"('diffident', 'self-confident')",1.3231153,1.3130991,0.5170265,0.5368804,0.41284502,0.383684,0.9018251,0.8685539,0.0332712
86,1.3359758,2.1580641,"('uninfluential', 'influential')",0.48383045,0.26979282,-0.28266293,-0.3693674,0.35480982,0.29654977,0.4729882,0.5887598,-0.1157716
76,1.3201061,1.6499708,"('anxious', 'daring')",-1.7094495,-1.7994336,0.7419412,0.650321,0.3411282,0.28080812,0.1734315,0.1954166,-0.0219851
53,-1.270063,-1.1666135,"('uncreative', 'creative')",1.4633358,1.2246778,-0.058225036,-0.3345999,1.0444077,0.9282393,0.2948638,0.1629259,0.1319379
10,1.2650576,1.9633039,"('unsympathetic', 'sympathetic')",-1.1405003,-1.3799843,-0.31638113,-0.4734452,0.42026463,0.20902112,0.0571102,0.0797239,-0.0226137
23,1.2604783,1.4512479,"('insincere', 'sincere')",-0.121522255,-0.23749213,0.5040804,0.47585177,5.5739503,5.620145,1.8042467,1.8274381,-0.0231914
55,1.2475358,2.2312899,"('incompetent', 'clever')",-0.9228407,-1.077874,0.027267516,-0.05592844,0.07941305,0.0861068,0.1078439,0.2958986,-0.1880547
36,-1.2168473,-2.2479773,"('hostile', 'amicable')",0.17977914,0.09130263,-0.90704584,-0.9739898,0.21250695,0.15486136,-0.4329017,-0.7439507,0.311049
32,1.2141948,1.7402453,"('unkind', 'kind')",-0.030740187,-0.115664095,0.2788881,0.3588262,1.4047962,1.4547925,0.7167847,0.85955,-0.1427653
77,1.1530359,1.4863665,"('unmotivated', 'motivated')",-0.15645769,-0.3484659,-0.115890294,-0.2146193,-1.0048101,-1.1153091,-0.0310305,-0.048007,0.0169765
65,1.1376774,1.9207941,"('insecure', 'secure')",-0.26440528,-0.42570177,-0.13760234,-0.07320002,-0.04697609,-0.04625243,0.1721734,0.34391,-0.1717366
8,-1.087233,-1.5320061,"('unaffectionate', 'affectionate')",0.24309228,0.11837877,-0.6728659,-0.6774314,0.5770603,0.7399711,-0.2349866,-0.3377719,0.1027853
2,1.0118856,0.7447673,"('unlikable', 'likable')",0.33647034,0.18352869,0.892027,0.80856633,0.5857974,0.5198159,0.7065451,0.5641695,0.1423756
63,1.0060487,1.3401326,"('unperceptive', 'insightful')",0.08914931,0.0011729114,1.161629,1.1385088,0.9961907,0.7755883,0.8132544,0.8138506,-0.0005962
22,1.0019659,1.2482601,"('untrustworthy', 'trustworthy')",-0.06581346,-0.22843897,0.5051316,0.45203018,-0.4728508,-0.49057186,0.2421083,0.2453199,-0.0032116
37,1.0009054,1.037006,"('fake', 'genuine')",-0.570889,-0.66788393,0.38883722,0.30171755,0.41916147,0.491037,0.3095038,0.2904692,0.0190346
13,0.99010235,1.2810329,"('impolite', 'polite')",-0.37961432,-0.5519518,0.14635435,0.06517634,-0.05587344,-0.20459658,0.1752422,0.1474152,0.027827
41,0.9885557,0.81089324,"('unforgiving', 'forgiving')",-0.07156667,-0.26158154,0.50330615,0.45878547,0.60505533,0.4774804,0.5063376,0.3713944,0.1349432
5,-0.9390575,-1.7061313,"('distant', 'outgoing')",1.2310966,1.2686561,-0.7658064,-0.6096617,-0.3386733,-0.3675617,-0.2031101,-0.3536747,0.1505646
35,-0.9312043,-2.1303332,"('corrupt', 'incorrupt')",0.6575664,0.7513253,-0.28541097,-0.34495887,-0.043390684,-0.16040799,-0.1506099,-0.4710937,0.3204838
30,0.9291331,0.9382159,"('intolerant', 'tolerant')",0.8316712,0.6245392,0.0699605,0.04981664,1.0016327,0.8303749,0.7080994,0.6107367,0.0973627
26,0.8938791,0.96456814,"('hardhearted', 'benevolent')",1.2571343,1.2049311,1.2583675,1.3035383,1.9106156,1.9394145,1.3299991,1.3531131,-0.023114
67,0.8897432,0.76562095,"('doubtful', 'determined')",0.4944107,0.7421845,0.6285105,0.8015919,-0.70895284,-0.63053185,0.3259279,0.4197164,-0.0937885
73,0.87999356,0.30338848,"('helpless', 'self-reliant')",1.0449966,0.892388,-0.58006585,-0.71912843,-3.4865503,-3.4844275,-0.5354065,-0.7519448,0.2165383
0,0.86505497,1.3352356,"('unsociable', 'sociable')",-0.03034952,-0.30674547,0.7716873,0.6219759,0.18150958,-0.033589587,0.4469756,0.4042191,0.0427565
34,0.85307026,1.0612403,"('mean', 'honorable')",0.08526543,0.15426299,0.080513656,0.22632036,5.861338,5.8266063,1.7200469,1.8171074,-0.0970605
28,0.8149746,0.8724142,"('disloyal', 'loyal')",0.12646683,-0.20478532,0.31387156,0.044797182,1.5040108,1.4399794,0.6898309,0.5381014,0.1517295
21,0.8064893,1.3377664,"('immoral', 'moral')",0.24390501,0.07509943,0.6696025,0.6183772,-0.46179357,-0.4735971,0.3145508,0.3894115,-0.0748607
29,-0.8002486,-1.227499,"('unfair', 'fair')",0.034947805,0.1274294,-0.8422851,-0.7008762,-0.96534336,-0.757892,-0.6432323,-0.6397095,-0.0035228
57,0.7945768,1.1862742,"('unimaginative', 'imaginative')",0.45763266,0.20952198,-1.0192779,-1.1549265,-1.9852959,-2.3925135,-0.4380911,-0.5379109,0.0998198
