,rockwell_male,rockwell_female,tuple,automation_male,automation_female,inc_male,inc_female,average_male,average_female,male-female
10,-1.0108633,-1.0790815,"('unsympathetic', 'sympathetic')",-1.5029092,-1.4460968,0.279601,0.37042502,-0.7447238,-0.7182511,-0.0264727
86,1.0036422,0.7047793,"('uninfluential', 'influential')",0.6543446,0.6066778,0.23112743,0.12046354,0.6297048,0.4773069,0.1523979
49,-0.94592524,-0.80260175,"('unable', 'able')",0.015565414,0.14295533,-0.14794183,-0.013295878,-0.3594339,-0.2243141,-0.1351198
74,0.89674157,0.7547793,"('undedicated', 'dedicated')",0.19243997,0.12984273,0.5014117,0.22194561,0.5301977,0.3688559,0.1613418
12,0.8525632,0.8137672,"('unsupportive', 'supportive')",0.041544184,0.11005732,-1.5336114,-1.6662025,-0.213168,-0.2474594,0.0342914
36,0.84216756,0.3145349,"('hostile', 'amicable')",0.027955122,-0.5775467,-0.074083745,-0.38185027,0.2653463,-0.214954,0.4803003
85,0.8272106,0.21266925,"('insignificant', 'prestigious')",-0.7238083,-1.1299773,-0.44897616,-0.34190518,-0.1151913,-0.4197377,0.3045464
40,0.8201754,0.5783615,"('stingy', 'generous')",-0.12239918,-0.2795992,-1.4828638,-1.5984569,-0.2616959,-0.4332315,0.1715356
35,0.738041,0.48325548,"('corrupt', 'incorrupt')",0.63422644,0.32680178,-0.5059926,-0.44471413,0.2887583,0.1217811,0.1669772
56,0.72989917,1.0023559,"('impractical', 'practical')",0.5260423,0.82532024,0.12528244,-0.08448729,0.4604079,0.581063,-0.1206551
8,0.7029558,0.15056194,"('unaffectionate', 'affectionate')",-0.88981485,-1.4226173,-0.38067722,-0.32600608,-0.1891788,-0.5326871,0.3435083
64,-0.6843285,-0.67989385,"('shy', 'confident')",-0.23115806,-0.096303254,-5.7879157,-6.2139554,-2.2344675,-2.3300508,0.0955833
30,-0.66788167,-0.51006013,"('intolerant', 'tolerant')",-1.0650706,-0.8783865,0.74939007,0.7797087,-0.3278541,-0.2029126,-0.1249415
57,-0.66620624,-0.96540666,"('unimaginative', 'imaginative')",-0.11476086,-0.1652841,-1.9454285,-2.3512697,-0.9087985,-1.1606535,0.251855
2,0.6640604,0.5733338,"('unlikable', 'likable')",0.12381296,-0.11199787,0.41991708,0.2512538,0.4025968,0.2375299,0.1650669
5,0.6599659,0.3458587,"('distant', 'outgoing')",-0.9028585,-1.2860848,-0.90294254,-0.8178533,-0.3819451,-0.5860264,0.2040813
50,-0.6495998,-1.0791689,"('clumsy', 'skillful')",-0.38571912,-0.595961,0.35896385,0.20133403,-0.2254517,-0.4912653,0.2658136
72,-0.61507195,-0.3550892,"('unambitious', 'ambitious')",-0.40955573,-0.1571386,-1.080278,-1.0715826,-0.7016352,-0.5279368,-0.1736984
87,0.61344254,0.58546996,"('unsuccessful', 'successful')",0.9412357,1.0639501,0.88227236,0.7803527,0.8123169,0.8099243,0.0023926
79,-0.59966063,-0.866483,"('wavering', 'unwavering')",-1.1061814,-1.5260679,-0.15268783,-0.1825617,-0.6195099,-0.8583709,0.238861
42,-0.5944388,-0.6545178,"('unreliable', 'reliable')",-0.92643887,-0.9818959,-2.3892941,-2.717495,-1.3033906,-1.4513028,0.1479122
31,0.56293666,0.3574389,"('evil', 'good')",-0.56630445,-1.012908,-1.6479592,-1.526155,-0.5504423,-0.727208,0.1767657
68,-0.53322965,-0.5605587,"('dependent', 'independent')",0.74523926,0.7007983,-0.30357474,-0.31556708,-0.0305217,-0.0584425,0.0279208
48,0.5293976,0.5032577,"('unintelligent', 'intelligent')",1.0658519,1.0766103,0.6949838,0.8014397,0.7634111,0.7937693,-0.0303582
45,-0.5128889,-0.66114676,"('incompetent', 'competent')",-0.67296237,-0.631028,-0.2383541,-0.25396416,-0.4747351,-0.5153797,0.0406446
51,-0.5124521,-0.73333,"('uneducated', 'educated')",-0.37033817,-0.31824046,0.8544208,0.74508893,-0.0094565,-0.1021605,0.092704
24,0.5047564,0.540348,"('dishonest', 'honest')",-1.8234446,-1.7738572,0.3983062,0.6457093,-0.306794,-0.1959333,-0.1108607
76,-0.4791507,-0.2979323,"('anxious', 'daring')",0.10103977,0.17695485,0.72582334,0.80616593,0.1159041,0.2283962,-0.1124921
21,-0.46822116,-0.43459737,"('immoral', 'moral')",-0.24734473,-0.03173483,-0.46433666,-0.63315475,-0.3933009,-0.3664956,-0.0268053
52,0.46544337,-0.07763764,"('irrational', 'rational')",-0.086681694,-0.54944545,-0.5357986,-0.7288675,-0.0523456,-0.4519835,0.3996379
55,-0.46493512,-0.52127504,"('incompetent', 'clever')",-0.54905146,-0.4842653,0.27059042,0.30506,-0.2477987,-0.2334934,-0.0143053
41,0.4648534,0.31512678,"('unforgiving', 'forgiving')",-0.52614135,-0.8591999,0.15119597,-0.20594192,0.0299693,-0.250005,0.2799743
15,0.45026544,0.45609808,"('boring', 'funny')",-0.6190402,-0.71028334,0.107242405,0.14363001,-0.0205108,-0.0368517,0.0163409
29,0.4433967,0.35398477,"('unfair', 'fair')",-1.1793025,-1.1984229,-0.81399673,-0.82449704,-0.5166341,-0.5563117,0.0396776
38,-0.42967942,-0.26317662,"('untruthful', 'truthful')",-1.2751741,-1.323759,-0.38307655,-0.18888488,-0.6959767,-0.5919401,-0.1040366
4,-0.42105505,-0.6181318,"('disliked', 'liked')",-0.62908614,-0.89616895,-5.9597163,-6.420413,-2.3366192,-2.6449046,0.3082854
73,0.41331646,0.37772253,"('helpless', 'self-reliant')",-0.15899304,-0.13831773,-3.1999047,-3.425134,-0.9818604,-1.0619097,0.0800493
82,-0.4050811,-0.66496295,"('poor', 'rich')",-0.49189627,-0.72686857,5.9353604,6.3364058,1.679461,1.6481915,0.0312695
63,0.3866247,0.40361556,"('unperceptive', 'insightful')",0.15627798,0.17780039,1.4106107,1.3095212,0.6511711,0.6303124,0.0208587
66,-0.38509652,-0.38135046,"('inactive', 'active')",-0.10185245,-0.08741969,1.0775284,1.1167427,0.1968598,0.2159909,-0.0191311
20,0.38336533,0.30447078,"('rough', 'thoughtful')",1.3103099,1.2332845,1.0602825,1.0492674,0.9179859,0.8623409,0.055645
7,-0.35807505,-0.43697962,"('insensitive', 'sensitive')",-1.285491,-1.1979518,0.58419913,0.55027467,-0.3531223,-0.3615522,0.0084299
60,-0.3441247,-0.09548924,"('inefficient', 'efficient')",1.2929655,1.5855148,0.43024796,0.36963862,0.4596963,0.6198881,-0.1601918
27,-0.33327964,-0.37141597,"('hardhearted', 'softhearted')",-0.50164795,-0.63005924,1.24072,1.3257116,0.1352642,0.1080788,0.0271854
65,-0.31488925,-0.434066,"('insecure', 'secure')",-0.29559696,-0.24705857,0.23280191,0.050025634,-0.1258948,-0.2103663,0.0844715
80,-0.3024974,-0.040951036,"('dominated', 'dominating')",0.5024911,0.98039657,-0.6142496,-0.7130492,-0.1380853,0.0754655,-0.2135508
11,-0.28804177,-0.28308657,"('unhelpful', 'helpful')",-0.104419805,-0.046867978,2.1422603,2.2017803,0.5832663,0.6239419,-0.0406756
46,-0.28221512,-0.36480296,"('uncompetitive', 'competitive')",0.87435865,1.0776424,0.47563705,0.22219522,0.3559269,0.3116782,0.0442487
0,-0.27824977,-0.295909,"('unsociable', 'sociable')",0.33942258,0.3765699,-0.28288913,-0.3627051,-0.0739054,-0.0940147,0.0201093
32,0.24374127,0.09030342,"('unkind', 'kind')",-1.3932459,-1.4152441,0.74174696,0.74842,-0.1359192,-0.1921736,0.0562544
83,-0.24128157,-0.21364579,"('powerless', 'powerful')",0.048388407,0.13345373,-0.7861595,-0.7833927,-0.3263509,-0.2878616,-0.0384893
43,-0.22377217,-0.04532247,"('irresponsible', 'responsible')",-0.9193208,-0.82940423,0.2122327,0.2533859,-0.3102868,-0.2071136,-0.1031732
62,-0.20944154,-0.064726636,"('incompetent', 'brilliant')",-0.16004986,0.032463457,0.20208433,0.30203938,-0.0558024,0.0899254,-0.1457278
78,0.20024867,-0.0351384,"('nonresilient', 'resilient')",1.5032969,1.4211339,0.96107036,0.8788186,0.8882053,0.754938,0.1332673
59,-0.1864862,-0.42583507,"('foolish', 'wise')",-1.2975637,-1.5086489,-0.23198524,-0.11556103,-0.5720117,-0.6833483,0.1113366
23,-0.16320337,-0.19678803,"('insincere', 'sincere')",-1.1454979,-1.2216523,5.429514,5.728504,1.3736041,1.4366879,-0.0630838
22,-0.1610354,-0.25702316,"('untrustworthy', 'trustworthy')",-0.7284764,-0.6782339,-0.65078753,-0.8921508,-0.5134331,-0.6091359,0.0957028
54,0.14634636,0.041690197,"('incapable', 'capable')",-0.5059378,-0.70820594,0.9423522,1.1316556,0.1942536,0.1550466,0.039207
13,-0.12080456,0.08442673,"('impolite', 'polite')",-0.31110483,-0.008673392,0.1248136,0.11685606,-0.1023653,0.0642031,-0.1665684
14,-0.11873053,-0.15387282,"('antisocial', 'social')",0.06781141,0.27376223,-0.83893,-0.9631478,-0.2966164,-0.2810861,-0.0155303
18,-0.117821924,-0.4830112,"('disagreeable', 'welcoming')",-0.9214523,-1.0543333,-0.7421383,-0.68855655,-0.5938042,-0.741967,0.1481628
34,-0.09350506,-0.02718515,"('mean', 'honorable')",0.24281663,0.26930124,5.8504076,6.187911,1.9999064,2.1433423,-0.1434359
47,0.08002808,0.1833479,"('stupid', 'smart')",-0.29102015,-0.12751196,5.286334,5.6952024,1.6917807,1.9170127,-0.225232
67,0.07520643,0.47486824,"('doubtful', 'determined')",0.8553084,1.1423366,-0.69994354,-0.43889144,0.0768571,0.3927712,-0.3159141
19,0.073508725,-0.13550968,"('inhospitable', 'hospitable')",-0.6304356,-0.92654514,-0.11417366,-0.07064869,-0.2237002,-0.3775678,0.1538676
28,-0.034740936,-0.4765732,"('disloyal', 'loyal')",-1.3843741,-1.6241853,0.92552847,0.80007756,-0.1645289,-0.4335603,0.2690314
88,-0.017010037,-0.23533031,"('low', 'eminent')",-1.1258079,-1.2801626,-0.15897325,-0.20255464,-0.4339304,-0.5726825,0.1387521
6,-0.010519452,-0.2182846,"('distant', 'open')",-1.1658021,-1.5436833,-0.23435776,-0.098396584,-0.4702264,-0.6201215,0.1498951
37,-0.0050307997,0.008309204,"('fake', 'genuine')",-0.013131067,0.09944557,0.15834948,0.36818686,0.0467292,0.1586472,-0.111918
