,amazon_male,amazon_female,tuple,com_male,com_female,inc_male,inc_female,average_male,average_female,male-female
6,2.6653907,2.591447,"('distant', 'open')",0.67464423,0.66021943,0.46621585,0.3012982,1.2687503,1.1843216,0.0844287
85,2.3032556,2.1783059,"('insignificant', 'prestigious')",0.18600453,0.011756158,1.15891,1.032143,1.2160567,1.0740684,0.1419883
81,-2.288003,-2.115672,"('submissive', 'aggressive')",0.10264429,0.18961692,-0.9771091,-0.7825719,-1.054156,-0.9028757,-0.1512803
9,2.0627244,1.9531869,"('unaffectionate', 'caring')",0.55139637,0.41598988,1.1206785,0.87281734,1.2449331,1.0806647,0.1642684
5,1.9387228,1.8861852,"('distant', 'outgoing')",0.5820049,0.5552295,-0.4514808,-0.5849247,0.6897489,0.61883,0.0709189
80,-1.8715156,-1.7099953,"('dominated', 'dominating')",-1.6074319,-1.4698079,-1.3668711,-1.1131345,-1.6152728,-1.4309793,-0.1842935
1,1.7386725,1.4773729,"('unfriendly', 'friendly')",0.7844612,0.5844304,1.7523395,1.3844016,1.4251577,1.148735,0.2764227
82,-1.5920869,-1.6609836,"('poor', 'rich')",-0.014509462,-0.03220608,6.271054,6.0607667,1.5548191,1.455859,0.0989601
71,1.563785,1.4972792,"('diffident', 'self-confident')",1.8032547,1.6224338,0.60581595,0.5551144,1.3242852,1.2249424,0.0993428
13,-1.5535206,-1.5120162,"('impolite', 'polite')",-0.38591933,-0.25358197,-0.643417,-0.5505756,-0.8609523,-0.7720579,-0.0888944
45,-1.549729,-1.357693,"('incompetent', 'competent')",-0.32175776,-0.23444295,-0.89063734,-0.8156788,-0.920708,-0.8026049,-0.1181031
65,-1.5413355,-1.5364614,"('insecure', 'secure')",-0.049058877,0.013644919,-0.4584038,-0.35124344,-0.6829327,-0.6246866,-0.0582461
53,1.5398989,1.5128849,"('uncreative', 'creative')",0.72478956,0.73236597,1.2134691,1.024313,1.1593858,1.0898546,0.0695312
70,-1.5254705,-1.2108797,"('lethargic', 'energetic')",-0.6461207,-0.4073466,0.6043272,0.88799906,-0.5224214,-0.2434091,-0.2790123
25,1.4558622,1.2795403,"('egoistic', 'altruistic')",0.16659889,0.06646499,2.0368729,1.9450759,1.219778,1.0970271,0.1227509
39,1.3949223,1.1631368,"('exploitative', 'cooperative')",2.116294,2.0005665,0.32384372,0.25940412,1.2783533,1.1410359,0.1373174
78,-1.3833432,-1.381587,"('nonresilient', 'resilient')",-0.7364041,-0.7649963,-0.2122052,-0.11067703,-0.7773175,-0.7524201,-0.0248974
44,-1.3519995,-1.3415723,"('prejudiced', 'unprejudiced')",-0.012488915,-0.013277076,-0.7094536,-0.7322111,-0.6913141,-0.6956868,0.0043727
55,-1.333086,-1.207457,"('incompetent', 'clever')",-0.0072152913,0.06081239,0.047281828,0.097784325,-0.4310065,-0.3496201,-0.0813864
