,cisco_male,cisco_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
30,-0.6401856,-0.59841496,"('intolerant', 'tolerant')",-0.15185386,-0.37567517,0.5258491,0.55654097,-0.0887301,-0.139183,0.0504529
34,0.59910744,0.40791452,"('mean', 'honorable')",0.62894654,0.5676699,6.078347,6.115278,2.4354671,2.3636208,0.0718463
7,-0.57130146,-0.7503804,"('insensitive', 'sensitive')",-0.65681064,-0.8167223,0.39390665,0.40281174,-0.2780685,-0.388097,0.1100285
2,0.56876373,0.5887715,"('unlikable', 'likable')",0.70381033,0.64784986,0.5261513,0.57100385,0.5995751,0.6025418,-0.0029667
20,0.5584432,0.34695476,"('rough', 'thoughtful')",0.10563965,0.08793907,1.1126924,1.1320106,0.5922584,0.5223015,0.0699569
74,0.5396801,0.4956405,"('undedicated', 'dedicated')",-0.24318406,-0.49140832,0.18406,0.100759536,0.1601854,0.0349972,0.1251882
83,0.5025055,0.41994637,"('powerless', 'powerful')",0.49210942,0.48043376,-0.37736917,-0.51272583,0.2057486,0.1292181,0.0765305
88,0.47903678,0.44245237,"('low', 'eminent')",-0.5831395,-0.6616672,-0.20226064,-0.15542328,-0.1021211,-0.1248794,0.0227583
66,0.4771115,0.63801944,"('inactive', 'active')",-0.54008025,-0.3630803,1.033977,1.1095022,0.3236694,0.4614805,-0.1378111
29,-0.44544882,-0.40590376,"('unfair', 'fair')",-0.044934154,-0.00092539936,-0.7884905,-0.6794369,-0.4262911,-0.3620887,-0.0642024
68,-0.42285132,-0.62319857,"('dependent', 'independent')",0.33595243,0.1653726,0.22749512,0.13534266,0.0468654,-0.1074944,0.1543598
27,-0.4113607,-0.6333936,"('hardhearted', 'softhearted')",-0.73454815,-0.8310614,0.8735103,0.8455466,-0.0907995,-0.2063028,0.1155033
49,-0.39735752,-0.5511948,"('unable', 'able')",0.30708116,0.2733272,-0.23531815,-0.17797205,-0.1085315,-0.1519465,0.043415
4,0.34802124,0.21941335,"('disliked', 'liked')",-0.9487288,-0.857991,-5.704101,-6.0056505,-2.1016029,-2.2147427,0.1131398
11,-0.3363312,-0.3432772,"('unhelpful', 'helpful')",0.635481,0.4731895,2.1516268,2.0985217,0.8169255,0.7428114,0.0741141
23,-0.328993,-0.43866014,"('insincere', 'sincere')",0.34433198,0.1579456,5.2653947,5.4068117,1.7602445,1.7086991,0.0515454
78,0.2981712,-0.033612054,"('nonresilient', 'resilient')",1.9573934,1.7081236,0.9888743,0.72378767,1.0814797,0.7994331,0.2820466
50,0.2844577,0.13682719,"('clumsy', 'skillful')",0.8224355,0.7695822,0.12130596,0.13689168,0.4093997,0.347767,0.0616327
18,0.27271208,0.19928612,"('disagreeable', 'welcoming')",0.111567184,0.06901993,-0.8552699,-0.84574723,-0.1569969,-0.1924804,0.0354835
58,0.2309626,0.17171943,"('undiscriminating', 'discriminating')",0.11573825,-0.029271517,0.04331113,-0.13015261,0.130004,0.0040984,0.1259056
86,0.2130034,-0.009593893,"('uninfluential', 'influential')",-0.70451176,-0.9908033,0.09899789,-0.14709152,-0.1308368,-0.3824962,0.2516594
63,0.13547814,-0.116628155,"('unperceptive', 'insightful')",0.3396241,0.21172369,1.2389385,1.098976,0.5713469,0.3980238,0.1733231
67,0.13169418,0.36834303,"('doubtful', 'determined')",-0.50141597,-0.35542202,-0.66792345,-0.5457217,-0.3458817,-0.1776002,-0.1682815
28,0.075677715,-0.12243274,"('disloyal', 'loyal')",-0.84674215,-1.0011024,0.4239084,0.38880047,-0.1157187,-0.2449116,0.1291929
24,-0.07412338,-0.13954926,"('dishonest', 'honest')",-1.8406786,-1.7877192,0.51695627,0.6155304,-0.4659486,-0.437246,-0.0287026
40,0.051327962,-0.038573638,"('stingy', 'generous')",0.5082339,0.38901296,-1.4384055,-1.6407788,-0.2929479,-0.4301132,0.1371653
48,-0.02791728,-0.3472162,"('unintelligent', 'intelligent')",-0.23254403,-0.4720651,0.5381988,0.4260756,0.0925792,-0.1310686,0.2236478
32,-0.019737933,-0.09273499,"('unkind', 'kind')",-0.46958104,-0.5277099,0.69138926,0.8125502,0.0673568,0.0640351,0.0033217
87,-0.011149565,0.08012896,"('unsuccessful', 'successful')",1.0225517,0.9689595,0.7457675,0.6941439,0.5857232,0.5810775,0.0046457
38,0.00091495365,0.0038840994,"('untruthful', 'truthful')",0.022932861,0.042761136,0.10398091,0.103485644,0.0426096,0.0500436,-0.007434
