,disney_male,disney_female,tuple,walt_male,walt_female,co_male,co_female,average_male,average_female,male-female
87,0.49969026,0.19295147,"('unsuccessful', 'successful')",0.57764393,0.38016108,0.5562158,0.44997722,0.5445166,0.3410299,0.2034867
86,-0.48783308,-0.69830304,"('uninfluential', 'influential')",-0.4694941,-0.820333,-0.5239593,-0.6961345,-0.4937622,-0.7382569,0.2444947
58,-0.43230027,-0.3660704,"('undiscriminating', 'discriminating')",-0.51550317,-0.4887175,-0.08957954,-0.116562195,-0.3457943,-0.3237834,-0.0220109
5,0.43213192,0.86806417,"('distant', 'outgoing')",0.56932443,1.0454099,-0.8545703,-0.6053954,0.048962,0.4360263,-0.3870643
76,0.4256882,0.24401928,"('anxious', 'daring')",-0.92833865,-1.1621605,0.34064156,0.43371394,-0.054003,-0.1614758,0.1074728
82,0.41376716,0.56266177,"('poor', 'rich')",0.066277586,0.115645036,6.033701,6.191324,2.1712486,2.2898769,-0.1186283
39,0.4133822,0.023060404,"('exploitative', 'cooperative')",0.4146832,0.12796387,0.57167286,0.3885509,0.4665794,0.1798584,0.286721
49,0.39133206,0.6334204,"('unable', 'able')",0.07288531,0.23017895,-0.83624244,-0.64310646,-0.1240084,0.0734976,-0.197506
61,0.3832625,0.42290917,"('illogical', 'logical')",0.4409081,0.3080823,-0.17246571,-0.18777001,0.217235,0.1810738,0.0361612
70,-0.3741707,-0.6078331,"('lethargic', 'energetic')",-1.6390712,-1.8511688,0.51304287,0.47796428,-0.5000664,-0.6603458,0.1602794
34,-0.36259317,-0.40019867,"('mean', 'honorable')",-0.015824107,-0.113351464,5.4436183,5.393323,1.6884003,1.6265909,0.0618094
57,-0.3556626,-0.4881849,"('unimaginative', 'imaginative')",-0.9835258,-1.2351409,-3.3023508,-3.311094,-1.5471797,-1.67814,0.1309603
60,0.3456189,0.20162301,"('inefficient', 'efficient')",-0.5655473,-0.87585276,0.60359967,0.51918834,0.1278904,-0.0516805,0.1795709
10,-0.3416667,-0.6197618,"('unsympathetic', 'sympathetic')",-1.2048216,-1.5465641,-0.2513394,-0.4283208,-0.5992759,-0.8648823,0.2656064
74,0.33788013,0.30231622,"('undedicated', 'dedicated')",0.17261219,0.05793313,0.08134694,0.11033289,0.1972798,0.1568607,0.0404191
7,0.29734272,0.09948194,"('insensitive', 'sensitive')",-0.42416862,-0.64199704,0.22501884,0.09275222,0.032731,-0.149921,0.182652
19,-0.28799626,-0.09161646,"('inhospitable', 'hospitable')",-0.036595613,0.23002474,-0.4359582,-0.17970303,-0.2535167,-0.0137649,-0.2397518
42,0.2876551,0.39218754,"('unreliable', 'reliable')",-0.23863305,-0.09045512,-2.9596825,-2.8628097,-0.9702202,-0.8536924,-0.1165278
55,0.28313118,-0.005875515,"('incompetent', 'clever')",-0.46252006,-0.8145781,0.3686242,0.202948,0.0630784,-0.2058352,0.2689136
20,-0.27112263,-0.35300916,"('rough', 'thoughtful')",-0.51284045,-0.65067816,0.46185103,0.40628207,-0.1073707,-0.1991351,0.0917644
54,0.25270963,0.4363655,"('incapable', 'capable')",0.5527731,0.7570275,0.7504223,0.83286184,0.518635,0.6754183,-0.1567833
27,0.23008585,0.20338729,"('hardhearted', 'softhearted')",-0.28717893,-0.35014015,0.64726573,0.58900535,0.1967242,0.1474175,0.0493067
33,0.21176444,0.38105083,"('wrong', 'right')",0.63289344,0.7767877,-0.86832553,-0.8175389,-0.0078892,0.1134332,-0.1213224
67,-0.20991234,-0.110589415,"('doubtful', 'determined')",-0.30398858,-0.13545933,-0.15929857,-0.10566651,-0.2243998,-0.1172384,-0.1071614
24,-0.20796417,-0.4482782,"('dishonest', 'honest')",-0.7482617,-1.055844,0.4885651,0.36682633,-0.1558869,-0.3790986,0.2232117
38,0.2046518,0.28207487,"('untruthful', 'truthful')",-0.34012607,-0.25861523,0.07504205,0.062489234,-0.0201441,0.0286496,-0.0487937
0,-0.19658226,-0.44348022,"('unsociable', 'sociable')",-0.22126447,-0.60322034,-0.05068625,-0.23337784,-0.1561777,-0.4266928,0.2705151
18,-0.1842021,0.059061557,"('disagreeable', 'welcoming')",0.46839386,0.5509522,-1.20441,-1.1123974,-0.3067394,-0.1674612,-0.1392782
30,0.18003982,-0.050629087,"('intolerant', 'tolerant')",-0.5272418,-0.76883453,0.4247121,0.32383588,0.0258367,-0.1652092,0.1910459
6,-0.15366188,0.24586889,"('distant', 'open')",0.5984552,1.0926138,-0.66395324,-0.43031594,-0.0730533,0.3027223,-0.3757756
65,0.14912999,-0.2802964,"('insecure', 'secure')",-0.23227619,-0.6791746,0.1528054,-0.05685582,0.0232197,-0.3387756,0.3619953
17,-0.11638694,-0.06080462,"('nasty', 'nice')",-0.121844575,-0.024656266,-0.5576588,-0.54494524,-0.2652968,-0.2101354,-0.0551614
29,0.104299024,0.2957295,"('unfair', 'fair')",-0.6471729,-0.471995,-1.0341424,-0.9851251,-0.5256721,-0.3871302,-0.1385419
47,0.08501426,-0.0071016923,"('stupid', 'smart')",0.40710437,0.34984508,4.8880987,4.961232,1.7934059,1.7679919,0.025414
25,0.084889464,0.10968163,"('egoistic', 'altruistic')",0.23687032,0.20295356,1.1813376,1.1746854,0.5010325,0.4957735,0.005259
83,-0.05767428,-0.21010745,"('powerless', 'powerful')",0.11430918,0.10511939,-0.9921616,-1.0814428,-0.3118422,-0.395477,0.0836348
73,-0.04058156,-0.092036925,"('helpless', 'self-reliant')",0.018661752,0.1179782,-3.6990774,-3.7550943,-1.2403324,-1.243051,0.0027186
51,-0.024096373,-0.06952498,"('uneducated', 'educated')",0.25951186,0.15507638,0.7226272,0.6776925,0.3193476,0.2544146,0.064933
78,0.019028682,0.1843242,"('nonresilient', 'resilient')",-0.29964486,-0.31202486,0.16671355,0.2581165,-0.0379675,0.043472,-0.0814395
28,0.009402353,-0.19064309,"('disloyal', 'loyal')",-0.42101794,-0.6780364,0.69329065,0.44397384,0.0938917,-0.1415685,0.2354602
