,baxter_male,baxter_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
71,2.3750837,2.1001844,"('diffident', 'self-confident')",1.2285827,1.1318222,0.53940463,0.6576755,1.3810237,1.2965607,0.084463
44,-2.0391562,-1.9510263,"('prejudiced', 'unprejudiced')",0.26226026,0.14917846,-1.063235,-1.3064356,-0.9467103,-1.0360945,0.0893842
75,-1.983775,-1.7810391,"('meek', 'impulsive')",-0.46106422,-0.3008022,-0.5650239,-0.4028866,-1.0032877,-0.8282426,-0.1750451
39,1.9540035,1.7384331,"('exploitative', 'cooperative')",0.7849815,0.7558106,-0.019707661,-0.010116266,0.9064258,0.8280424,0.0783834
9,1.8035243,1.8032601,"('unaffectionate', 'caring')",0.47290626,0.5620225,0.9546026,1.2694392,1.0770111,1.2115739,-0.1345628
16,-1.6811002,-1.4211943,"('unpopular', 'popular')",-0.027752958,-0.049720533,0.9089376,0.41390583,-0.2666386,-0.3523363,0.0856977
56,1.4651874,1.129598,"('impractical', 'practical')",1.4706925,1.5789801,0.06600019,0.16804856,1.0006267,0.9588756,0.0417511
32,1.4419715,0.9859928,"('unkind', 'kind')",0.5157035,0.3660775,1.1926275,1.0967813,1.0501008,0.8162839,0.2338169
66,-1.4008493,-1.4061744,"('inactive', 'active')",0.79323506,0.5307326,0.6427104,0.32949406,0.0116987,-0.1819826,0.1936813
61,1.3875713,1.2913009,"('illogical', 'logical')",-0.31233898,-0.5409281,0.12505567,-0.022939716,0.400096,0.2424777,0.1576183
57,-1.3197033,-1.4111123,"('unimaginative', 'imaginative')",-0.24969712,-0.48967287,-2.630657,-2.5406563,-1.4000192,-1.4804805,0.0804613
26,1.2909365,1.1413221,"('hardhearted', 'benevolent')",1.4850905,1.4077065,1.6087672,1.5394639,1.4615981,1.3628308,0.0987673
59,1.2901045,1.2326505,"('foolish', 'wise')",0.9871319,0.83977044,0.81974864,0.82620394,1.0323284,0.9662083,0.0661201
4,-1.2859356,-0.8484557,"('disliked', 'liked')",-0.25072473,-0.23267798,-6.1266675,-6.2841153,-2.5544427,-2.4550831,-0.0993596
74,1.2159516,1.1238587,"('undedicated', 'dedicated')",0.5840784,0.55993944,0.007872761,0.012172378,0.6026343,0.5653235,0.0373108
3,-1.2038786,-1.3272934,"('repellent', 'pleasant')",-0.22008938,-0.43509716,0.30188832,-0.13739432,-0.3740266,-0.6332616,0.259235
12,1.1571112,1.1265104,"('unsupportive', 'supportive')",0.76209706,0.6617428,-1.8868874,-1.6503716,0.0107736,0.0459605,-0.0351869
64,-1.1568254,-1.2008096,"('shy', 'confident')",0.10998812,-0.020758078,-6.192948,-6.251501,-2.4132617,-2.4910229,0.0777612
1,1.095881,1.0601836,"('unfriendly', 'friendly')",0.4960656,0.44893128,1.5647025,1.7617356,1.0522164,1.0902836,-0.0380672
40,-1.0892373,-0.9186408,"('stingy', 'generous')",-0.16459316,0.0151296295,-2.033795,-1.8842351,-1.0958752,-0.9292488,-0.1666264
23,1.0890921,0.6792993,"('insincere', 'sincere')",0.5484548,0.6463944,5.6567335,5.741345,2.4314268,2.3556795,0.0757473
46,-1.0369132,-0.92071784,"('uncompetitive', 'competitive')",0.00024995953,0.08938095,-0.62424445,-0.67128146,-0.5536359,-0.5008728,-0.0527631
68,-0.99253964,-0.8307744,"('dependent', 'independent')",-0.117767066,0.17742224,-0.93741125,-0.6836786,-0.6825727,-0.445677,-0.2368957
48,0.92913127,0.97105217,"('unintelligent', 'intelligent')",0.25287324,0.5241261,0.37507266,0.7159603,0.5190257,0.7370462,-0.2180205
82,-0.9082039,-0.9455736,"('poor', 'rich')",-1.045826,-0.5911236,6.153509,6.237266,1.3998264,1.5668564,-0.16703
43,0.90560377,0.8461435,"('irresponsible', 'responsible')",0.56965405,0.6070159,0.32788047,0.5158653,0.6010461,0.6563416,-0.0552955
37,-0.90081805,-0.73214245,"('fake', 'genuine')",-1.0217974,-0.8470854,-0.11477828,0.24430773,-0.6791313,-0.4449734,-0.2341579
84,0.8516577,0.906597,"('inferior', 'superior')",0.6036367,0.6894547,0.6378398,0.9400989,0.6977114,0.8453835,-0.1476721
50,-0.81652695,-0.6375277,"('clumsy', 'skillful')",-0.093840614,-0.007974545,0.1798543,0.44906393,-0.2435044,-0.0654794,-0.178025
41,0.7903042,0.7691539,"('unforgiving', 'forgiving')",0.3612569,0.14093257,0.09953396,-0.16763632,0.4170316,0.2474834,0.1695482
11,0.774727,0.67206526,"('unhelpful', 'helpful')",1.0165349,1.0076541,2.133092,2.3619728,1.3081179,1.3472308,-0.0391129
27,0.7493095,0.7762705,"('hardhearted', 'softhearted')",-0.056493506,-0.01699055,0.9210647,1.060633,0.5379602,0.6066376,-0.0686774
20,-0.72414005,-0.8731888,"('rough', 'thoughtful')",0.13752264,0.31041318,0.8851719,0.891787,0.0995182,0.1096705,-0.0101523
