,ameriprise_male,ameriprise_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.6405716,-2.5701106,"('unfriendly', 'friendly')",1.2692144,1.2863164,2.2546077,2.3384292,0.2944168,0.351545,-0.0571282
8,-2.2739203,-2.180796,"('unaffectionate', 'affectionate')",-0.13125776,-0.17431398,0.733196,0.64295506,-0.5573273,-0.5707183,0.013391
86,-2.2142267,-2.329161,"('uninfluential', 'influential')",-0.11500993,-0.17868155,0.094240464,-0.010941472,-0.7449988,-0.8395947,0.0945959
9,-2.017112,-1.9102707,"('unaffectionate', 'caring')",1.304812,1.2539228,1.2624837,1.2999797,0.1833946,0.2145439,-0.0311493
53,-1.8940692,-2.0358348,"('uncreative', 'creative')",1.26293,1.212506,0.913149,0.8453651,0.0940033,0.0073455,0.0866578
44,1.7649446,1.7431824,"('prejudiced', 'unprejudiced')",-0.29868746,-0.25379872,-1.4707003,-1.5483526,-0.0014811,-0.0196563,0.0181752
57,-1.7228234,-1.7773365,"('unimaginative', 'imaginative')",-0.25323495,-0.18901215,-2.3415806,-2.5769646,-1.439213,-1.5144377,0.0752247
0,-1.6462464,-1.562642,"('unsociable', 'sociable')",0.46279013,0.42711914,-0.45386055,-0.37612507,-0.5457723,-0.5038826,-0.0418897
12,-1.6032435,-1.6134564,"('unsupportive', 'supportive')",1.2170022,1.2227273,-1.2830606,-1.4108769,-0.556434,-0.6005353,0.0441013
73,1.3924469,1.2896082,"('helpless', 'self-reliant')",0.69576114,0.57969534,-2.592962,-3.1189773,-0.1682514,-0.4165579,0.2483065
28,-1.3772453,-1.3690753,"('disloyal', 'loyal')",0.12571816,0.06986859,0.85827017,0.8564004,-0.1310857,-0.1476021,0.0165164
10,-1.3653369,-1.3623544,"('unsympathetic', 'sympathetic')",-0.6885198,-0.53471595,-0.16287322,0.02399337,-0.73891,-0.624359,-0.114551
69,1.3323306,1.5369353,"('lazy', 'industrious')",0.7895115,0.7684766,-0.327785,-0.3845794,0.598019,0.6402775,-0.0422585
48,-1.3319322,-1.5080062,"('unintelligent', 'intelligent')",-0.6598191,-0.67485714,0.2627769,0.38224974,-0.5763248,-0.6002045,0.0238797
42,1.288955,1.114125,"('unreliable', 'reliable')",0.4652605,0.3952784,-2.4268541,-2.859905,-0.2242129,-0.4501672,0.2259543
55,-1.2770205,-1.3036505,"('incompetent', 'clever')",-0.41289267,-0.32234627,-0.20977631,-0.07632456,-0.6332298,-0.5674405,-0.0657893
58,-1.2414837,-1.294611,"('undiscriminating', 'discriminating')",1.1415033,1.235095,0.08584267,0.21014865,-0.0047126,0.0502109,-0.0549235
46,-1.1920755,-1.3992416,"('uncompetitive', 'competitive')",0.83645695,0.8637049,-0.455471,-0.54999435,-0.2703632,-0.3618437,0.0914805
31,-1.1424104,-0.9875343,"('evil', 'good')",-0.9002539,-0.82412964,-0.8279664,-0.85715145,-0.9568769,-0.8896051,-0.0672718
77,-1.1148329,-1.2071203,"('unmotivated', 'motivated')",0.8092203,0.7803023,-1.2714765,-1.2574226,-0.5256964,-0.5614135,0.0357171
78,-1.1119632,-1.3048688,"('nonresilient', 'resilient')",1.1548473,0.881759,0.48790124,0.18899034,0.1769284,-0.0780398,0.2549682
72,-1.0910367,-1.0169824,"('unambitious', 'ambitious')",-0.15952808,-0.10940756,-1.2837965,-1.1674606,-0.8447871,-0.7646168,-0.0801703
11,-0.99084663,-1.1410043,"('unhelpful', 'helpful')",0.48539108,0.4408027,1.8481387,1.951545,0.447561,0.4171145,0.0304465
19,-0.98109555,-0.9983236,"('inhospitable', 'hospitable')",-0.4957388,-0.488683,0.2258019,0.19127922,-0.4170108,-0.4319092,0.0148984
45,-0.974155,-1.0473415,"('incompetent', 'competent')",-0.48592982,-0.4708318,-0.42612445,-0.45412263,-0.6287364,-0.657432,0.0286956
43,-0.9145092,-0.95140296,"('irresponsible', 'responsible')",1.0533125,1.09989,0.48976678,0.5562694,0.2095234,0.2349188,-0.0253954
25,-0.91062856,-0.77219504,"('egoistic', 'altruistic')",-0.030335769,-0.022192754,1.6591376,1.7090136,0.2393911,0.3048753,-0.0654842
63,-0.8992031,-0.96713835,"('unperceptive', 'insightful')",1.4930133,1.4487149,1.3893073,1.2717032,0.6610391,0.5844266,0.0766125
16,-0.887902,-1.0397389,"('unpopular', 'popular')",-0.64534587,-0.7499895,0.26370293,0.16565074,-0.4231817,-0.5413592,0.1181775
71,-0.8854841,-1.015087,"('diffident', 'self-confident')",1.7893163,1.7306545,0.6217005,0.4624103,0.5085109,0.3926593,0.1158516
38,-0.8793839,-0.8432205,"('untruthful', 'truthful')",0.57392544,0.6429357,0.2317113,0.26633745,-0.0245824,0.0220176,-0.0466
52,-0.866631,-0.7709223,"('irrational', 'rational')",-0.27997696,-0.30120534,-0.05395,0.0026267823,-0.4001859,-0.3565003,-0.0436856
24,-0.82127523,-0.74227035,"('dishonest', 'honest')",0.03289413,0.20810005,0.67950404,0.92335284,-0.0362924,0.1297275,-0.1660199
23,-0.80032456,-0.9405865,"('insincere', 'sincere')",0.92892647,0.9448516,5.4367867,5.831992,1.8551296,1.945419,-0.0902894
85,-0.74773115,-0.653605,"('insignificant', 'prestigious')",1.0398159,1.0622075,0.9624813,0.7983928,0.4181887,0.4023317,0.015857
61,-0.7354351,-0.6677216,"('illogical', 'logical')",1.2467191,1.3290725,0.22362837,0.37016952,0.2449708,0.3438401,-0.0988693
36,-0.7268942,-0.5909389,"('hostile', 'amicable')",-0.24297976,-0.2294611,0.30402893,0.31527263,-0.2219483,-0.1683758,-0.0535725
54,-0.72561866,-0.71226287,"('incapable', 'capable')",0.8766707,0.8418644,1.2112255,1.1042925,0.4540925,0.411298,0.0427945
67,0.71045464,0.76612633,"('doubtful', 'determined')",0.13781029,0.16454454,-0.6911949,-0.6193529,0.0523567,0.1037727,-0.051416
41,-0.6890161,-0.5568975,"('unforgiving', 'forgiving')",1.0928115,1.2346764,-0.06751476,0.10498758,0.1120935,0.2609221,-0.1488286
3,-0.61900026,-0.5910508,"('repellent', 'pleasant')",-0.116248704,0.008427268,0.013214247,0.073039085,-0.2406783,-0.1698615,-0.0708168
50,0.6103727,0.4559996,"('clumsy', 'skillful')",0.31871617,0.15821852,0.4717637,0.13611278,0.4669509,0.2501103,0.2168406
2,0.60366154,0.78505564,"('unlikable', 'likable')",2.3226414,2.4028316,0.75598747,0.7709819,1.2274301,1.319623,-0.0921929
80,0.6036159,0.43255043,"('dominated', 'dominating')",0.06276328,-0.029073402,-1.0049826,-1.1256559,-0.1128678,-0.2407263,0.1278585
64,0.5978632,0.6901606,"('shy', 'confident')",0.47705126,0.5761926,-6.2133865,-6.4226346,-1.712824,-1.7187605,0.0059365
76,0.55346936,0.5531504,"('anxious', 'daring')",0.09961506,0.117122404,0.13486522,0.14391163,0.2626499,0.2713948,-0.0087449
37,0.55228496,0.39018938,"('fake', 'genuine')",-0.79771477,-0.7534427,0.37942764,0.4961452,0.0446659,0.0442973,0.0003686
30,0.55099934,0.525247,"('intolerant', 'tolerant')",0.7374296,0.8564102,1.2313734,1.222217,0.8399342,0.8679581,-0.0280239
5,-0.5442497,-0.37551638,"('distant', 'outgoing')",0.5533364,0.63127065,-0.010694161,-0.103168145,-0.0005358,0.050862,-0.0513978
6,-0.54408747,-0.43465823,"('distant', 'open')",-0.3477432,-0.2775737,0.4579072,0.44871223,-0.1446412,-0.0878399,-0.0568013
26,-0.50333613,-0.3608443,"('hardhearted', 'benevolent')",1.1476661,1.2746888,1.5539135,1.6919599,0.7327478,0.8686015,-0.1358537
62,-0.5018208,-0.5297429,"('incompetent', 'brilliant')",0.7233408,0.72283024,0.018995505,-0.012538618,0.0801718,0.0601829,0.0199889
18,-0.4878173,-0.57567495,"('disagreeable', 'welcoming')",-0.4524603,-0.35967472,-0.23307872,-0.23773184,-0.3911188,-0.3910272,-9.16e-05
74,-0.47733286,-0.5751898,"('undedicated', 'dedicated')",0.75367427,0.7334521,0.5873428,0.41732532,0.2878947,0.1918625,0.0960322
56,0.47647193,0.34621644,"('impractical', 'practical')",0.65755224,0.6348115,-0.2494952,-0.20603825,0.294843,0.2583299,0.0365131
66,0.45529428,0.6628686,"('inactive', 'active')",0.7745778,0.8180017,1.2135572,1.2084959,0.8144765,0.8964554,-0.0819789
7,-0.4355189,-0.498586,"('insensitive', 'sensitive')",0.7502133,0.79333055,0.9711609,0.9721408,0.4286184,0.4222951,0.0063233
27,-0.43546596,-0.4001731,"('hardhearted', 'softhearted')",-0.32475874,-0.23621629,1.6685873,1.633496,0.3027875,0.3323689,-0.0295814
83,-0.41329557,-0.43281344,"('powerless', 'powerful')",0.50000954,0.40689224,-1.1832755,-1.260831,-0.3655205,-0.4289174,0.0633969
14,-0.36545295,-0.187991,"('antisocial', 'social')",1.5477517,1.7218522,-1.089376,-0.86814624,0.0309742,0.221905,-0.1909308
81,0.3616788,0.45683804,"('submissive', 'aggressive')",0.9048805,0.86799663,-0.3530602,-0.43708137,0.3044997,0.2959178,0.0085819
15,0.35955712,0.44061953,"('boring', 'funny')",0.1144321,0.1507951,0.33533025,0.40106097,0.2697732,0.3308252,-0.061052
32,-0.3533191,-0.3858138,"('unkind', 'kind')",0.26263943,0.2834042,1.0891029,1.1945506,0.3328077,0.364047,-0.0312393
88,-0.3308486,-0.36000407,"('low', 'eminent')",-0.890039,-0.8919758,0.45178646,0.5103848,-0.2563671,-0.2471983,-0.0091688
35,0.3304259,0.3532605,"('corrupt', 'incorrupt')",-1.2583282,-1.2812053,-0.14495036,-0.12039453,-0.3576176,-0.3494465,-0.0081711
40,-0.27171934,-0.3366011,"('stingy', 'generous')",1.0988107,1.2301538,-1.1548892,-1.3646011,-0.109266,-0.1570162,0.0477502
22,-0.24863629,-0.37846968,"('untrustworthy', 'trustworthy')",-0.31994304,-0.18131113,-0.9386008,-0.87865394,-0.5023934,-0.4794783,-0.0229151
82,-0.2437605,-0.43664175,"('poor', 'rich')",-0.40677625,-0.41040412,5.633434,5.764739,1.6609656,1.639231,0.0217346
49,-0.2251282,-0.13666849,"('unable', 'able')",-0.98216605,-0.944951,-0.17365679,-0.17960247,-0.460317,-0.4204073,-0.0399097
4,-0.22425716,-0.24776252,"('disliked', 'liked')",-0.20964797,-0.3035494,-5.421247,-6.094279,-1.9517174,-2.2151969,0.2634795
84,0.21207634,0.21981202,"('inferior', 'superior')",0.33488667,0.42701802,0.92784756,1.004827,0.4916035,0.5505524,-0.0589489
29,-0.18068105,-0.25540116,"('unfair', 'fair')",-0.59494585,-0.45929867,-0.80654514,-0.5806107,-0.5273907,-0.4317702,-0.0956205
39,-0.16317743,-0.096901625,"('exploitative', 'cooperative')",0.8498239,0.8546091,-0.10036732,0.09867753,0.1954264,0.2854617,-0.0900353
59,-0.16055368,-0.16773452,"('foolish', 'wise')",0.61918837,0.62717414,0.65191615,0.5189301,0.3701836,0.3261232,0.0440604
65,-0.14142436,-0.18519445,"('insecure', 'secure')",-0.08691853,-0.13370682,-0.5195119,-0.37280053,-0.2492849,-0.2305673,-0.0187176
51,-0.13968165,-0.33821136,"('uneducated', 'educated')",0.026268415,-0.06276015,0.8531174,0.6311012,0.2465681,0.0767099,0.1698582
60,0.12609595,0.016042702,"('inefficient', 'efficient')",0.56919664,0.6223537,-0.14476909,0.037866645,0.1835078,0.225421,-0.0419132
87,0.1135685,0.10236348,"('unsuccessful', 'successful')",1.1851997,1.0569674,0.78165656,0.68989515,0.6934749,0.6164087,0.0770662
13,-0.10768639,-0.16201508,"('impolite', 'polite')",0.7512477,0.7288126,-0.11387667,-0.0613123,0.1765616,0.1684951,0.0080665
47,-0.088387296,-0.118804276,"('stupid', 'smart')",1.0661149,1.0554955,4.9849443,5.317417,1.9875573,2.0847028,-0.0971455
70,-0.067913294,-0.24294929,"('lethargic', 'energetic')",0.1503344,0.25574237,0.6510461,0.5953071,0.2444891,0.2027001,0.041789
68,0.06057795,-0.19634296,"('dependent', 'independent')",-1.801828,-1.7717835,-0.41379374,-0.4503922,-0.7183479,-0.8061728,0.0878249
75,0.058060683,0.09921271,"('meek', 'impulsive')",-0.68805397,-0.6617594,-0.3904063,-0.50263083,-0.3401332,-0.3550591,0.0149259
17,0.04970768,0.19436511,"('nasty', 'nice')",-0.28659523,-0.20354456,-0.5339491,-0.38066185,-0.2569455,-0.1299471,-0.1269984
20,0.048534837,-0.10702047,"('rough', 'thoughtful')",0.036606573,-0.0038186908,0.7971769,0.8940406,0.2941061,0.2610672,0.0330389
79,0.029038403,0.0576957,"('wavering', 'unwavering')",-0.66085845,-0.71355903,0.42281055,0.30117223,-0.0696698,-0.1182304,0.0485606
33,-0.02206786,0.09437725,"('wrong', 'right')",0.93898076,1.0051649,-0.70234424,-0.7562266,0.0715229,0.1144385,-0.0429156
34,0.011351073,0.02216498,"('mean', 'honorable')",0.6820972,0.66439015,5.81497,6.0912733,2.1694727,2.2592761,-0.0898034
21,-0.0006427057,-0.07537715,"('immoral', 'moral')",0.9246118,1.0097101,-0.6317087,-0.55573314,0.0974201,0.1261999,-0.0287798
