,tellabs_male,tellabs_female,tuple,inc_male,inc_female,average_male,average_female,male-female
36,-2.3763425,-2.2086213,"('hostile', 'amicable')",-0.33572543,-0.31845704,-1.356034,-1.2635392,-0.0924948
60,2.200351,2.1955252,"('inefficient', 'efficient')",0.6967341,0.7314898,1.4485426,1.4635074,-0.0149648
19,-2.0529895,-1.931318,"('inhospitable', 'hospitable')",-0.36839762,-0.3156622,-1.2106936,-1.1234901,-0.0872035
79,-2.042564,-1.9647932,"('wavering', 'unwavering')",-0.07200854,-0.14869213,-1.0572863,-1.0567427,-0.0005436
6,-1.9371526,-1.9546778,"('distant', 'open')",0.12894432,-0.013588543,-0.9041042,-0.9841332,0.080029
31,-1.9100412,-1.8258411,"('evil', 'good')",-1.2633748,-1.399064,-1.5867081,-1.6124525,0.0257444
53,-1.8685039,-1.7329746,"('uncreative', 'creative')",0.8409372,0.87615794,-0.5137833,-0.4284084,-0.0853749
85,-1.7770323,-1.5919805,"('insignificant', 'prestigious')",-0.18118945,0.098387495,-0.9791108,-0.7467965,-0.2323143
1,-1.707526,-1.4854448,"('unfriendly', 'friendly')",1.2738307,1.2593243,-0.2168477,-0.1130602,-0.1037875
5,-1.6871995,-1.6221796,"('distant', 'outgoing')",-0.33733362,-0.38090384,-1.0122665,-1.0015417,-0.0107248
8,-1.6605289,-1.606348,"('unaffectionate', 'affectionate')",0.45765725,0.27994627,-0.6014358,-0.6632009,0.0617651
30,1.6070926,1.5991603,"('intolerant', 'tolerant')",1.4324181,1.4770418,1.5197554,1.5381011,-0.0183457
66,-1.5198108,-1.6384879,"('inactive', 'active')",0.47218192,0.39554927,-0.5238144,-0.6214693,0.0976549
81,1.434334,1.3675053,"('submissive', 'aggressive')",0.006579168,-0.080330595,0.7204566,0.6435874,0.0768692
9,-1.4175376,-1.2613957,"('unaffectionate', 'caring')",0.9804294,0.8688153,-0.2185541,-0.1962902,-0.0222639
52,-1.3998677,-1.3387073,"('irrational', 'rational')",-0.45374,-0.44285637,-0.9268038,-0.8907819,-0.0360219
14,1.1827465,1.1797884,"('antisocial', 'social')",-0.57657707,-0.59037775,0.3030847,0.2947053,0.0083794
56,1.1013644,1.1724222,"('impractical', 'practical')",0.49861795,0.4185941,0.7999911,0.7955081,0.004483
21,1.0864763,1.1476077,"('immoral', 'moral')",-0.54510415,-0.55886596,0.2706861,0.2943709,-0.0236848
80,1.070974,0.8460154,"('dominated', 'dominating')",-1.1451283,-1.1944499,-0.0370771,-0.1742173,0.1371402
62,1.0291632,1.0614189,"('incompetent', 'brilliant')",0.70456016,0.691068,0.8668617,0.8762435,-0.0093818
55,1.0234929,0.887054,"('incompetent', 'clever')",0.4376408,0.35793832,0.7305669,0.6224962,0.1080707
65,1.012736,0.94962746,"('insecure', 'secure')",0.112170845,-0.005861152,0.5624534,0.4718831,0.0905703
