,black_male,black_female,tuple,&_male,&_female,decker_male,decker_female,corp_male,corp_female,average_male,average_female,male-female
57,-1.7535844,-1.6633606,"('unimaginative', 'imaginative')",-2.0123467,-2.0552177,-3.7086031,-3.416091,-3.5171826,-3.7084184,-2.7479291,-2.710772,-0.0371571
34,-1.664688,-1.3633031,"('mean', 'honorable')",-0.6436416,-0.48929527,0.22617604,0.34664118,5.2155204,5.2438474,0.7833417,0.9344726,-0.1511309
30,-1.5373362,-1.4550512,"('intolerant', 'tolerant')",-1.8670022,-1.8540406,-2.0022032,-2.068865,0.523827,0.3690587,-1.2206787,-1.2522246,0.0315459
41,-1.5126754,-1.4653865,"('unforgiving', 'forgiving')",-0.63383764,-0.7389407,-0.2465431,-0.16448468,-0.008086946,-0.23819211,-0.6002858,-0.651751,0.0514652
10,-1.5036557,-1.4193263,"('unsympathetic', 'sympathetic')",-2.5295784,-2.778039,-3.5358748,-3.621379,-0.74527925,-0.9898369,-2.0785971,-2.2021453,0.1235482
48,-1.4800626,-1.3562183,"('unintelligent', 'intelligent')",-1.4067605,-1.4321581,-2.2959409,-2.2771077,0.573908,0.3398489,-1.1522141,-1.1814088,0.0291947
22,-1.4525433,-1.2921752,"('untrustworthy', 'trustworthy')",-0.86138433,-0.9784623,-1.6701145,-1.555116,-1.6054704,-1.5492122,-1.3973782,-1.3437414,-0.0536368
20,-1.4441568,-1.3442506,"('rough', 'thoughtful')",-0.119543836,-0.061598055,-0.54714805,-0.47137177,0.6963575,0.68530804,-0.3536228,-0.2979781,-0.0556447
26,-1.3903126,-1.2844086,"('hardhearted', 'benevolent')",0.65386534,0.47128293,0.23820826,0.4321226,1.1473389,0.94944865,0.162275,0.1421114,0.0201636
73,1.3746692,1.4310662,"('helpless', 'self-reliant')",1.0465636,1.042531,0.34993416,0.38838693,-3.01702,-2.894237,-0.0614633,-0.0080633,-0.0534
0,-1.3411329,-1.3485515,"('unsociable', 'sociable')",-1.3242118,-1.6105808,-1.292048,-1.4091866,-0.32712033,-0.5603281,-1.0711282,-1.2321616,0.1610334
6,1.2453061,1.527318,"('distant', 'open')",1.0311803,1.4122754,1.89221,2.3581266,-0.59614635,-0.41120082,0.8931375,1.2216297,-0.3284922
88,-1.2149804,-1.2056962,"('low', 'eminent')",-0.5197334,-0.455205,-1.7127457,-1.5144619,-0.63633,-0.71994936,-1.0209473,-0.9738281,-0.0471192
47,-1.1991937,-1.0656903,"('stupid', 'smart')",-0.4293697,-0.39960927,-1.7943563,-1.7436774,4.4275146,4.554177,0.2511487,0.3363,-0.0851513
45,-1.1968505,-1.2890272,"('incompetent', 'competent')",-1.5325191,-1.857508,-1.8069077,-1.9875848,-0.14357162,-0.43206465,-1.1699622,-1.3915461,0.2215839
31,-1.1779588,-1.1788769,"('evil', 'good')",0.7019983,0.7979739,2.128013,2.4508717,-0.8934707,-0.9120908,0.1896454,0.2894695,-0.0998241
33,1.1763964,1.2016869,"('wrong', 'right')",1.1837894,1.4027902,1.1340289,1.2199539,-0.2647692,-0.19676378,0.8073614,0.9069168,-0.0995554
55,-1.1697278,-1.0933809,"('incompetent', 'clever')",-1.391881,-1.6036317,-3.3318162,-3.5435486,-0.32907343,-0.43079424,-1.5556246,-1.6678389,0.1122143
1,-1.1275097,-0.49512365,"('unfriendly', 'friendly')",-1.0258797,-0.76636744,0.5659032,1.1572424,1.0199722,0.9669012,-0.1418785,0.2156631,-0.3575416
11,-1.0877545,-0.9554725,"('unhelpful', 'helpful')",-2.3553863,-2.3397183,-2.1368766,-2.2257836,1.8191372,1.7231667,-0.94022,-0.9494519,0.0092319
50,1.0337138,1.1299604,"('clumsy', 'skillful')",1.9782728,1.9225014,0.3940673,0.4019429,-0.016472328,-0.05377204,0.8473954,0.8501582,-0.0027628
18,-1.0211371,-0.91871613,"('disagreeable', 'welcoming')",1.1341065,1.2924984,-0.17425615,-0.082868576,-0.6180357,-0.63851774,-0.1698306,-0.086901,-0.0829296
82,-0.9790377,-0.73776734,"('poor', 'rich')",-0.589173,-0.5352754,-1.5947355,-1.5820178,5.5420923,5.6063194,0.5947865,0.6878147,-0.0930282
49,-0.9701224,-1.1599194,"('unable', 'able')",-0.4787705,-0.60904425,-0.11451247,-0.11282482,-0.13319159,-0.14484212,-0.4241492,-0.5066576,0.0825084
17,-0.9680764,-1.0760621,"('nasty', 'nice')",-0.038150184,-0.11950098,0.2970558,0.37879705,-0.5900488,-0.6952236,-0.3248049,-0.3779974,0.0531925
87,0.9609676,0.78871137,"('unsuccessful', 'successful')",2.3508198,2.1619112,0.24614708,0.042825192,1.315131,1.3488936,1.2182664,1.0855854,0.132681
65,-0.9505899,-1.0350326,"('insecure', 'secure')",-0.8401188,-1.162933,-2.142135,-2.422446,-0.65578353,-0.6814859,-1.1471568,-1.3254745,0.1783177
35,0.9099756,0.88486093,"('corrupt', 'incorrupt')",1.3720167,1.5758677,2.9194531,3.1043537,-0.47261024,-0.19930537,1.1822088,1.3414443,-0.1592355
27,-0.8781909,-0.7387485,"('hardhearted', 'softhearted')",-1.3953878,-1.3216733,-0.30554196,-0.23199262,0.8398987,0.7700305,-0.4348055,-0.380596,-0.0542095
