,black_male,black_female,tuple,&_male,&_female,decker_male,decker_female,corp_male,corp_female,average_male,average_female,male-female
79,0.87515146,0.8042909,"('wavering', 'unwavering')",0.8948762,0.9658744,1.0654134,1.2268279,-0.32449454,-0.3821856,0.6277366,0.6537018,-0.0259652
80,0.86532503,0.66259134,"('dominated', 'dominating')",-0.3315785,-0.5510657,-1.3436236,-1.6170015,-0.67681944,-0.6469344,-0.3716741,-0.5381026,0.1664285
29,0.8374437,0.7489446,"('unfair', 'fair')",-0.27641988,-0.3688075,-0.35007614,-0.20191279,-0.41234466,-0.36387625,-0.0503492,-0.046413,-0.0039362
53,-0.8337931,-0.5231528,"('uncreative', 'creative')",-0.5630846,-0.3813057,-0.6139183,-0.3089421,-0.12356259,-0.1487348,-0.5335897,-0.3405339,-0.1930558
69,0.81864864,0.8048425,"('lazy', 'industrious')",2.114122,2.2527497,2.3150072,2.4111,-0.112493105,0.1921148,1.2838212,1.4152017,-0.1313805
8,-0.8089117,-0.71811044,"('unaffectionate', 'affectionate')",-0.4468264,-0.4434265,1.0513042,1.1787472,0.1284639,0.1142011,-0.0189925,0.0328528,-0.0518453
81,-0.7946383,-0.9199132,"('submissive', 'aggressive')",-1.0780339,-1.3902677,-2.9878514,-3.0990946,-0.54849976,-0.75641906,-1.3522558,-1.5414237,0.1891679
40,-0.7861657,-0.5629945,"('stingy', 'generous')",-0.75993717,-0.56412417,-0.41173494,-0.21056609,-1.9691721,-2.1120439,-0.9817525,-0.8624321,-0.1193204
86,-0.761767,-0.60263336,"('uninfluential', 'influential')",-1.5996069,-1.7191569,-1.5434203,-1.4516839,-0.5136832,-0.7997725,-1.1046194,-1.1433117,0.0386923
85,0.7535943,0.8444858,"('insignificant', 'prestigious')",1.2218345,1.5569577,2.1864035,2.561946,-0.16882348,-0.2838546,0.9982522,1.1698837,-0.1716315
66,0.7367159,0.7233453,"('inactive', 'active')",1.7999673,1.864896,0.35133117,0.38291514,0.5836522,0.6506004,0.8679166,0.9054393,-0.0375227
70,-0.7189586,-0.55824184,"('lethargic', 'energetic')",-1.3042121,-1.3842722,-2.1686409,-2.2567286,-0.28478402,-0.26605383,-1.1191489,-1.1163241,-0.0028248
59,0.6964441,0.61133945,"('foolish', 'wise')",1.2535484,1.2211376,0.34629458,0.38906994,0.19511276,0.33121327,0.6228499,0.6381901,-0.0153402
77,-0.68973804,-0.7299042,"('unmotivated', 'motivated')",-0.7979997,-0.767256,-0.64319295,-0.80439425,-0.6054474,-0.6644919,-0.6840945,-0.7415116,0.0574171
13,-0.6807611,-0.7538362,"('impolite', 'polite')",-1.3357521,-1.4129591,-1.7496192,-1.9930747,-0.4296617,-0.7719606,-1.0489485,-1.2329577,0.1840092
23,-0.64708245,-0.45048952,"('insincere', 'sincere')",-1.7911279,-1.6131028,-0.74239784,-0.7912096,5.1786547,5.1200104,0.4995116,0.5663021,-0.0667905
42,0.6405988,0.70328975,"('unreliable', 'reliable')",1.0328835,0.92958707,-1.0581666,-0.9239018,-2.7768626,-2.7888277,-0.5403867,-0.5199631,-0.0204236
63,-0.61752504,-0.4060914,"('unperceptive', 'insightful')",-0.26108927,-0.23385876,-1.3947074,-1.2579268,1.0337923,0.7915769,-0.3098823,-0.276575,-0.0333073
32,-0.61010766,-0.35937324,"('unkind', 'kind')",-1.0536684,-1.0272998,-1.7711179,-1.6002295,0.3185536,0.16500929,-0.7790851,-0.7054733,-0.0736118
71,0.59764224,0.95393056,"('diffident', 'self-confident')",-0.06819704,0.16189718,2.1199722,2.3799078,0.46190584,0.4478725,0.7778308,0.985902,-0.2080712
21,-0.5950345,-0.48668864,"('immoral', 'moral')",-0.79377204,-0.87187475,-3.4561641,-3.3078732,-0.9001281,-0.97570056,-1.4362748,-1.4105343,-0.0257405
16,0.5705247,0.5266773,"('unpopular', 'popular')",1.0074481,1.1293975,0.04725712,-0.027426263,0.44162628,0.37279063,0.516714,0.5003598,0.0163542
67,0.56186646,0.47274712,"('doubtful', 'determined')",0.17020464,0.08752093,1.1483716,0.98641485,0.020065904,0.07381535,0.4751271,0.4051245,0.0700026
68,0.5592993,0.32215345,"('dependent', 'independent')",-0.42730927,-0.63885874,-0.5064193,-0.669292,-0.36490092,-0.4705977,-0.1848325,-0.3641487,0.1793162
64,-0.55521274,-0.6274953,"('shy', 'confident')",0.42456415,0.25581074,-0.6315063,-0.74383014,-5.4211974,-5.4333754,-1.5458381,-1.6372225,0.0913844
84,0.54208124,0.5793356,"('inferior', 'superior')",0.54392684,0.3722863,0.14479929,0.113063745,0.98906463,0.99608314,0.554968,0.5151922,0.0397758
4,-0.49885213,-0.5974654,"('disliked', 'liked')",0.98226863,0.88068134,0.85531604,1.0758883,-5.7463994,-5.971634,-1.1019168,-1.1531324,0.0512156
14,-0.4898752,-0.537488,"('antisocial', 'social')",-0.48895863,-0.82680273,-1.6653497,-1.7795566,-0.44571185,-0.55434567,-0.7724739,-0.9245483,0.1520744
2,0.48919135,0.6755431,"('unlikable', 'likable')",1.3903337,1.4970151,0.7366238,0.7999542,0.5889155,0.73494977,0.8012661,0.9268656,-0.1255995
58,-0.47214076,-0.28762966,"('undiscriminating', 'discriminating')",-0.24653798,-0.29878318,-0.54958427,-0.48945838,0.0056148767,-0.150862,-0.315662,-0.3066833,-0.0089787
44,-0.47149354,-0.52706057,"('prejudiced', 'unprejudiced')",-0.21084896,-0.018397717,-0.8457401,-0.87967235,-1.427241,-1.182351,-0.7388309,-0.6518704,-0.0869605
76,0.46295822,0.6197496,"('anxious', 'daring')",0.76006126,0.7442961,-1.2422335,-1.1960851,-0.47401723,-0.5317341,-0.1233078,-0.0909434,-0.0323644
5,0.4624684,0.6931992,"('distant', 'outgoing')",0.9109404,1.2451671,2.6151037,2.8669326,-0.07507923,0.049360286,0.9783583,1.2136648,-0.2353065
9,0.46015963,0.7391799,"('unaffectionate', 'caring')",-0.86081874,-0.69254565,0.4442165,0.6324777,0.92822295,0.90997434,0.2429451,0.3972716,-0.1543265
24,-0.43294477,-0.22984812,"('dishonest', 'honest')",-1.1287668,-1.086931,-0.706972,-0.5355614,0.53007334,0.45610517,-0.4346525,-0.3490588,-0.0855937
78,0.4303014,0.7069836,"('nonresilient', 'resilient')",-0.48412344,-0.4757904,-0.0998721,0.11671708,0.6985782,0.5560795,0.136221,0.2259974,-0.0897764
75,0.4269664,0.32277757,"('meek', 'impulsive')",0.34501326,0.4481201,1.1794797,1.1451069,-0.44097063,-0.31256506,0.3776222,0.4008599,-0.0232377
28,-0.40785545,-0.33044153,"('disloyal', 'loyal')",-1.3394834,-1.4334114,-1.4456476,-1.3416628,0.2259094,0.010859992,-0.7417693,-0.7736639,0.0318946
39,0.40782988,0.598923,"('exploitative', 'cooperative')",-0.7930248,-0.70488244,1.5911248,1.6166052,0.03585756,0.13829733,0.3104469,0.4122358,-0.1017889
7,-0.40720588,-0.18842739,"('insensitive', 'sensitive')",-1.7379073,-1.7122364,-0.99093425,-0.94500816,-0.081675276,-0.11269994,-0.8044307,-0.739593,-0.0648377
19,0.38442177,0.36559924,"('inhospitable', 'hospitable')",-0.014323194,-0.019011553,1.3434285,1.3511873,-0.022139965,-0.058479708,0.4228468,0.4098238,0.013023
38,0.38395745,0.58664274,"('untruthful', 'truthful')",-1.3205842,-1.1346982,-0.16361195,0.0030391952,0.5004916,0.53344977,-0.1499368,-0.0028916,-0.1470452
12,0.35139248,0.71463066,"('unsupportive', 'supportive')",-0.4083708,-0.3117424,0.0013318043,0.10543689,-1.5818666,-1.7164963,-0.4093783,-0.3020428,-0.1073355
54,-0.30931568,0.010174923,"('incapable', 'capable')",-0.19569008,-0.059756964,1.0765591,1.2861071,0.64437026,0.8028166,0.3039809,0.5098354,-0.2058545
37,0.3007748,0.38870162,"('fake', 'genuine')",-0.44065994,-0.44430658,-0.24151051,-0.36837614,-0.3488692,-0.2327109,-0.1825662,-0.164173,-0.0183932
60,-0.29466513,-0.04815094,"('inefficient', 'efficient')",-1.1814302,-1.2139816,-2.4551158,-2.52444,0.13862617,0.081002824,-0.9481462,-0.9263924,-0.0217538
43,-0.251737,0.058910333,"('irresponsible', 'responsible')",-1.6035838,-1.548332,-1.3107373,-1.3457978,0.25982207,0.16828136,-0.726559,-0.6667345,-0.0598245
62,-0.23609705,-0.06506124,"('incompetent', 'brilliant')",-1.5235662,-1.4557787,-1.6159515,-1.6615535,0.85801667,0.8694277,-0.6293995,-0.5782415,-0.051158
56,-0.2318717,-0.03271492,"('impractical', 'practical')",-1.4825189,-1.5097663,-1.3565022,-1.4079928,-0.3317117,-0.4196797,-0.8506511,-0.8425385,-0.0081126
25,-0.22973564,-0.022381574,"('egoistic', 'altruistic')",0.1101087,0.37659127,1.2126546,1.5553569,0.62513006,0.91148293,0.4295394,0.7052624,-0.275723
61,0.14576305,0.15611812,"('illogical', 'logical')",0.0027147382,-0.084433794,-0.18962735,-0.24639754,0.41029194,0.362246,0.0922856,0.0468832,0.0454024
46,-0.1280902,-0.0964963,"('uncompetitive', 'competitive')",-0.37171754,-0.56466526,-2.3994684,-2.5327823,-0.93800473,-1.2830758,-0.9593202,-1.1192549,0.1599347
15,-0.12518346,-0.20014697,"('boring', 'funny')",0.7741976,0.80644137,-0.25395864,-0.24337965,-0.36470398,-0.41958293,0.0075879,-0.014167,0.0217549
51,0.09909205,0.16547284,"('uneducated', 'educated')",-0.24298555,-0.4169202,-2.16227,-2.2966418,0.58654785,0.39742053,-0.4299039,-0.5376672,0.1077633
74,0.06431947,0.24463482,"('undedicated', 'dedicated')",-0.3175485,-0.38218132,-0.22398974,-0.09593815,-0.6067419,-0.7334361,-0.2709902,-0.2417302,-0.02926
36,0.056114376,0.037872255,"('hostile', 'amicable')",0.76622945,0.8706223,2.0174994,2.3865817,-0.6261565,-0.6169681,0.5534217,0.669527,-0.1161053
3,-0.047879986,-0.1202489,"('repellent', 'pleasant')",-0.98659426,-1.0552843,-1.1026716,-1.1328386,0.34272447,0.32652304,-0.4486054,-0.4954622,0.0468568
52,0.027481474,-0.12540333,"('irrational', 'rational')",1.2305179,1.2158667,1.2084264,1.2815566,-0.20129246,-0.17863813,0.5662833,0.5483454,0.0179379
72,0.018248372,0.13709068,"('unambitious', 'ambitious')",-0.47007266,-0.3905062,-0.78165746,-0.60824704,-0.37474233,-0.24868761,-0.402056,-0.2775875,-0.1244685
83,0.0017480627,0.0048959106,"('powerless', 'powerful')",-0.1606607,-0.13239206,-0.16119242,-0.121783994,-0.8745735,-0.9316924,-0.2986696,-0.2952431,-0.0034265
