,pitney_male,pitney_female,tuple,bowes_male,bowes_female,inc_male,inc_female,average_male,average_female,male-female
10,-2.460025,-2.1417215,"('unsympathetic', 'sympathetic')",-2.3446455,-1.5832105,0.11065522,0.02781648,-1.5646717,-1.2323718,-0.3322999
69,2.4326663,2.3787086,"('lazy', 'industrious')",1.4269485,0.90481275,-0.4249003,-0.4563754,1.1449049,0.942382,0.2025229
86,-2.0210402,-1.8473023,"('uninfluential', 'influential')",-1.973846,-1.6822631,-0.29744795,-0.46686846,-1.430778,-1.3321446,-0.0986334
46,-1.6600679,-1.1353627,"('uncompetitive', 'competitive')",-1.6210071,-0.9110984,0.0057381317,-0.027028687,-1.091779,-0.6911633,-0.4006157
57,-1.5308166,-1.1273838,"('unimaginative', 'imaginative')",-1.6585013,-0.8372444,-2.2690914,-2.0872405,-1.8194698,-1.3506228,-0.468847
35,1.496568,1.4509814,"('corrupt', 'incorrupt')",1.0343796,0.76699686,-0.45590413,-0.5453009,0.6916812,0.5575591,0.1341221
43,-1.4815334,-1.292083,"('irresponsible', 'responsible')",-0.9511184,-0.63957316,0.80033225,0.8611516,-0.5441065,-0.3568348,-0.1872717
21,-1.4796062,-1.5626138,"('immoral', 'moral')",-0.7768095,-0.55865717,-0.5661879,-0.7686053,-0.9408678,-0.9632921,0.0224243
65,-1.4466636,-1.3773035,"('insecure', 'secure')",-0.36836258,-0.41543984,-0.23990878,-0.11826513,-0.6849783,-0.6370028,-0.0479755
45,-1.4452939,-0.5834816,"('incompetent', 'competent')",-1.2970669,-0.3427325,-0.3236145,-0.21300654,-1.0219918,-0.3797402,-0.6422516
48,-1.4268624,-1.4110179,"('unintelligent', 'intelligent')",-1.6135806,-1.4878542,0.63280964,0.41412902,-0.8025444,-0.8282477,0.0257033
3,-1.3606015,-1.4275607,"('repellent', 'pleasant')",-1.4795258,-1.3350741,-0.001969085,-0.15586376,-0.9473655,-0.9728328,0.0254673
63,-1.3252524,-1.0684323,"('unperceptive', 'insightful')",-0.8608901,-0.47489265,1.2452137,1.4175621,-0.3136429,-0.0419209,-0.271722
22,-1.3076566,-0.80524105,"('untrustworthy', 'trustworthy')",-0.6381835,0.0998747,-0.9280833,-0.752128,-0.9579744,-0.4858315,-0.4721429
62,-1.2934196,-0.9237554,"('incompetent', 'brilliant')",-1.0263332,-0.6967691,0.11783252,0.29564142,-0.7339734,-0.4416277,-0.2923457
1,-1.2333581,-1.4660357,"('unfriendly', 'friendly')",-1.4417658,-1.4108789,1.7616885,1.5977345,-0.3044785,-0.4263933,0.1219148
23,-1.2210435,-1.2463622,"('insincere', 'sincere')",-1.2551504,-1.0799025,5.4130197,5.244487,0.9789419,0.9727407,0.0062012
82,-1.2160007,-0.8459874,"('poor', 'rich')",-1.0623808,-0.49457097,5.221302,5.196629,0.9809736,1.2853569,-0.3043833
11,-1.2137263,-1.1262357,"('unhelpful', 'helpful')",-0.58897865,-0.5026928,2.0339901,2.0264688,0.0770951,0.1325134,-0.0554183
70,-1.2114406,-0.70784384,"('lethargic', 'energetic')",-0.84057665,-0.17904052,0.5892705,0.96968776,-0.4875822,0.0276011,-0.5151833
73,1.1538564,1.0667286,"('helpless', 'self-reliant')",0.7343522,0.77801317,-2.9950354,-2.803309,-0.3689423,-0.3195224,-0.0494199
32,-1.1398343,-1.2158452,"('unkind', 'kind')",-0.6247771,-0.66677356,1.0931147,1.0468512,-0.2238322,-0.2785892,0.054757
55,-1.1396893,-0.82150966,"('incompetent', 'clever')",-0.5053177,-0.14199287,0.12054363,-0.057890404,-0.5081545,-0.3404643,-0.1676902
80,-1.1379619,-0.69091845,"('dominated', 'dominating')",-0.31762514,-0.13627961,-1.4624355,-1.3110145,-0.9726742,-0.7127376,-0.2599366
