,principal_male,principal_female,tuple,financial_male,financial_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
31,-3.2480266,-2.8733425,"('evil', 'good')",-0.18564677,0.13631272,-1.6516846,-1.6406255,-1.3931451,-1.4277295,-1.6196258,-1.4513462,-0.1682796
70,3.2364466,3.1225102,"('lethargic', 'energetic')",0.27645558,0.19080976,1.8510773,1.9873549,1.349197,1.5735676,1.6782941,1.7185607,-0.0402666
62,2.9963,2.3565533,"('incompetent', 'brilliant')",0.74192774,0.21241583,1.6783191,1.2575287,1.1008903,0.8735213,1.6293592,1.1750048,0.4543544
60,2.9052207,2.3109632,"('inefficient', 'efficient')",-0.39952016,-0.9746609,1.6447871,1.2734939,0.60255,0.41431436,1.1882595,0.7560276,0.4322319
6,-2.7935565,-2.8281772,"('distant', 'open')",0.12921427,0.30104628,-1.5244298,-1.5674969,0.115567416,0.08297919,-1.0183012,-1.0029122,-0.015389
36,-2.656921,-2.2069561,"('hostile', 'amicable')",0.35631508,0.75468814,-1.6293797,-1.3788972,-0.49184355,-0.5690149,-1.1054573,-0.8500451,-0.2554122
46,2.6215107,2.253588,"('uncompetitive', 'competitive')",0.3518686,0.10428615,2.4802067,2.468941,-0.55712736,-0.64127547,1.2241147,1.0463849,0.1777298
43,2.5738757,2.426868,"('irresponsible', 'responsible')",0.6162206,0.5166364,1.4789697,1.6274322,1.277139,1.454831,1.4865513,1.506442,-0.0198907
39,2.5650604,2.7405305,"('exploitative', 'cooperative')",0.79244643,0.82417834,1.4285887,1.6644819,0.21405675,0.4290014,1.2500381,1.414548,-0.1645099
56,2.5419507,2.0320275,"('impractical', 'practical')",0.6135255,0.31060284,1.533832,1.3101475,0.43665224,0.3445248,1.2814901,0.9993257,0.2821644
80,2.4199173,2.512389,"('dominated', 'dominating')",-0.11173572,-0.15441884,2.3541322,2.3749967,-0.78747016,-0.6430523,0.9687108,1.0224786,-0.0537678
13,2.4008398,2.0611136,"('impolite', 'polite')",-0.084645286,-0.31906658,0.45825124,0.5420037,-0.12532154,-0.144216,0.662281,0.5349587,0.1273223
85,-2.3818445,-2.3639803,"('insignificant', 'prestigious')",1.6262217,2.0072575,-0.75910425,-0.7059661,-0.7461582,-0.6160081,-0.5652213,-0.4196743,-0.145547
30,2.325161,2.1966105,"('intolerant', 'tolerant')",0.004390221,-0.12629336,0.19991207,0.17671102,1.1460618,1.1535231,0.9188813,0.8501378,0.0687435
65,2.290988,2.1355026,"('insecure', 'secure')",-0.6876765,-0.86052024,1.1333303,1.1673582,0.034100644,0.010552771,0.6926856,0.6132233,0.0794623
12,2.2612145,2.1023083,"('unsupportive', 'supportive')",1.238313,1.171994,1.7202742,1.6208292,-1.6789006,-1.5908964,0.8852253,0.8260588,0.0591665
21,2.1508374,2.0129864,"('immoral', 'moral')",0.12771314,0.030586997,0.84438765,0.8689108,-0.8979168,-0.82202077,0.5562553,0.5226158,0.0336395
45,2.1185691,1.8776718,"('incompetent', 'competent')",-0.42083937,-0.76926106,0.89544344,0.5772003,0.0653992,0.011860461,0.6646431,0.4243679,0.2402752
1,-2.065501,-2.4949229,"('unfriendly', 'friendly')",1.1836292,1.113089,-0.08482329,-0.34199807,1.3976716,1.2054684,0.1077441,-0.1295909,0.237335
35,-2.0460317,-1.6563506,"('corrupt', 'incorrupt')",-0.13209519,0.23700288,-1.5773306,-1.4510112,-0.73756725,-0.74556047,-1.1232562,-0.9039798,-0.2192764
55,2.0155578,1.7042383,"('incompetent', 'clever')",-1.0975505,-1.3935107,0.6878216,0.5708806,0.14260852,0.111853145,0.4371094,0.2483653,0.1887441
23,1.9977348,1.4695511,"('insincere', 'sincere')",0.078834526,-0.31286037,0.66775256,0.49836037,6.7751784,6.6059637,2.3798752,2.0652537,0.3146215
10,1.9971448,1.7482277,"('unsympathetic', 'sympathetic')",-1.2462034,-1.4391066,0.5849085,0.5808278,0.40833932,0.57864785,0.4360473,0.3671492,0.0688981
52,-1.9828641,-2.0015707,"('irrational', 'rational')",0.32671973,0.5969695,-1.5329741,-1.5563983,-0.7637562,-0.8416428,-0.9882187,-0.9506606,-0.0375581
11,1.9340472,1.4734114,"('unhelpful', 'helpful')",-0.16630095,-0.44637808,0.34929782,0.16013856,2.2448702,2.270837,1.0904785,0.8645023,0.2259762
42,1.9291373,2.010463,"('unreliable', 'reliable')",1.2620376,1.3406465,2.142367,2.2209547,-2.7365253,-2.7600698,0.6492541,0.7029986,-0.0537445
25,-1.9267926,-2.1250668,"('egoistic', 'altruistic')",0.3574308,0.22248937,-0.21061009,-0.5314795,1.0797307,0.7771453,-0.1750603,-0.4142278,0.2391675
51,1.9062848,1.4931716,"('uneducated', 'educated')",-0.5643891,-0.8782506,0.47286695,0.13095468,0.41024184,0.28411967,0.5562511,0.2574988,0.2987523
14,1.8863772,1.9201858,"('antisocial', 'social')",1.4166523,1.2156618,1.9589598,1.8917418,-0.3846923,-0.35575402,1.2193244,1.1679589,0.0513655
81,1.8650237,1.7012393,"('submissive', 'aggressive')",0.42719382,0.11056292,2.5756922,2.4680345,-0.31000322,-0.27182704,1.1394765,1.0020024,0.1374741
5,-1.850984,-1.9908719,"('distant', 'outgoing')",1.0799074,1.1728865,-0.96896553,-1.0664941,-0.37468877,-0.5142858,-0.5286827,-0.5996913,0.0710086
7,1.8452966,1.7849106,"('insensitive', 'sensitive')",0.3693943,0.3424477,0.8727729,0.9712766,1.2916639,1.3291368,1.0947819,1.1069429,-0.012161
8,-1.8006504,-2.0207329,"('unaffectionate', 'affectionate')",0.40562135,0.47570667,-0.34009862,-0.5635983,0.6254523,0.6127315,-0.2774189,-0.3739733,0.0965544
76,1.6470101,1.7342354,"('anxious', 'daring')",-0.35517612,-0.36352366,1.2158222,1.3958138,0.37161207,0.57843304,0.719817,0.8362397,-0.1164227
69,-1.5657921,-1.216186,"('lazy', 'industrious')",1.3401519,1.519515,0.5145536,0.40502498,-0.987766,-1.095749,-0.1747131,-0.0968488,-0.0778643
73,1.4650122,1.5463057,"('helpless', 'self-reliant')",1.551283,1.6036073,0.17397255,0.17430674,-3.4044344,-3.7072086,-0.0535417,-0.0957473,0.0422056
74,1.4356849,1.2807102,"('undedicated', 'dedicated')",0.8407959,0.85015845,1.4432428,1.4050246,0.29185992,0.49017522,1.0028958,1.0065172,-0.0036214
72,1.4281133,1.3207422,"('unambitious', 'ambitious')",0.5128349,0.39696765,0.9452041,0.7550566,0.02962572,-0.13711601,0.7289445,0.5839126,0.1450319
16,-1.4179441,-1.6093804,"('unpopular', 'popular')",-0.1360485,-0.32145807,-0.34828693,-0.62648654,0.16433644,-0.09111154,-0.4344857,-0.6621091,0.2276234
83,1.391338,1.7300717,"('powerless', 'powerful')",1.1113528,1.3304827,0.38272154,0.579291,-0.74618953,-0.5203573,0.5348057,0.779872,-0.2450663
22,1.1877604,1.0822744,"('untrustworthy', 'trustworthy')",-0.094019555,-0.09911381,1.075676,1.0463445,-0.60378015,-0.5068048,0.3914092,0.3806751,0.0107341
2,1.1717608,1.1362902,"('unlikable', 'likable')",2.4552848,2.4014127,1.7573657,1.849777,0.46390083,0.3786311,1.4620781,1.4415277,0.0205504
4,-1.1711535,-1.1292424,"('disliked', 'liked')",0.63442916,0.59084445,0.24639487,0.0426336,-7.3130455,-7.3851566,-1.9008437,-1.9702302,0.0693865
32,1.1528693,0.9547387,"('unkind', 'kind')",-0.2700767,-0.54957664,0.9084886,0.6476314,1.0893147,1.2334516,0.720149,0.5715613,0.1485877
84,1.1527724,0.97478825,"('inferior', 'superior')",0.41551366,0.50362885,0.22347966,0.094604954,0.29188746,0.3134366,0.5209133,0.4716147,0.0492986
63,1.1299686,0.692544,"('unperceptive', 'insightful')",1.257682,0.9768249,2.7400358,2.5315158,1.2594714,1.1917706,1.5967895,1.3481638,0.2486257
87,1.120153,1.051025,"('unsuccessful', 'successful')",1.3851205,1.2529932,1.8178719,1.7712665,0.62541085,0.5768046,1.2371391,1.1630224,0.0741167
61,1.0959398,0.77232724,"('illogical', 'logical')",1.1931583,1.1067656,0.6666729,0.5377571,0.19711316,0.19139597,0.788221,0.6520615,0.1361595
77,1.0957432,0.9447269,"('unmotivated', 'motivated')",0.8105869,0.7182996,1.1282248,0.9657754,-0.8343959,-0.9526593,0.5500398,0.4190356,0.1310042
67,1.0826192,1.0740123,"('doubtful', 'determined')",0.31294277,0.39394912,0.69507104,0.7375114,-0.62513644,-0.5013086,0.3663741,0.4260411,-0.059667
58,1.0662869,1.1822569,"('undiscriminating', 'discriminating')",1.4045068,1.613623,1.21919,1.3229461,-0.116541,-0.1021584,0.8933607,1.0041668,-0.1108061
24,1.0552989,0.9268198,"('dishonest', 'honest')",-0.020963224,-0.09913805,-0.36227718,-0.34004468,1.0485365,1.0199527,0.4301488,0.3768975,0.0532513
59,-0.9298737,-0.7176699,"('foolish', 'wise')",1.1452425,1.4342202,-1.1376321,-1.0593786,0.18970616,0.10793846,-0.1831393,-0.0587225,-0.1244168
75,-0.88168454,-0.75455284,"('meek', 'impulsive')",0.4621234,0.4989529,-0.1576441,-0.23263454,-0.25563323,-0.39822975,-0.2082096,-0.2216161,0.0134065
37,0.881451,0.84103733,"('fake', 'genuine')",-0.7224772,-0.64843905,-0.19437747,-0.09214896,0.4577115,0.5853992,0.105577,0.1714621,-0.0658851
47,0.8180853,0.62047446,"('stupid', 'smart')",0.56168413,0.42084983,0.6615585,0.5555346,6.48302,6.45518,2.1310868,2.0130098,0.118077
41,0.8004817,0.5282009,"('unforgiving', 'forgiving')",0.8123187,0.69074047,0.86069673,0.7616801,-0.1608043,-0.08444723,0.5781732,0.4740436,0.1041296
53,-0.792647,-1.0344232,"('uncreative', 'creative')",1.1184455,0.9925225,0.056620575,-0.03144818,1.1355798,1.0521439,0.3794997,0.2446987,0.134801
28,0.7710818,0.3833379,"('disloyal', 'loyal')",0.25214577,0.0330953,0.19501634,-0.03748951,1.0686141,0.9449344,0.5717145,0.3309695,0.240745
