,pactiv_male,pactiv_female,tuple,corp_male,corp_female,average_male,average_female,male-female
39,1.9897199,1.8221109,"('exploitative', 'cooperative')",-0.130714,-0.17039563,0.929503,0.8258576,0.1036454
60,1.8950127,2.1596346,"('inefficient', 'efficient')",0.14635433,0.23606634,1.0206835,1.1978505,-0.177167
6,-1.7216736,-1.8775481,"('distant', 'open')",-0.57935077,-0.6142711,-1.1505122,-1.2459096,0.0953974
31,-1.6689844,-1.9026446,"('evil', 'good')",-0.65240407,-0.9925402,-1.1606942,-1.4475924,0.2868982
36,-1.5656961,-1.5254991,"('hostile', 'amicable')",-0.034056783,-0.19876273,-0.7998765,-0.8621309,0.0622544
53,-1.5447032,-1.225393,"('uncreative', 'creative')",0.51373214,0.41713205,-0.5154855,-0.4041305,-0.111355
85,-1.5423758,-1.6159421,"('insignificant', 'prestigious')",-0.07852939,-0.45828664,-0.8104526,-1.0371144,0.2266618
14,1.5339301,1.4077721,"('antisocial', 'social')",0.025265832,-0.200537,0.7795979,0.6036175,0.1759804
21,1.5150231,1.5969614,"('immoral', 'moral')",-0.3062692,-0.26735827,0.604377,0.6648015,-0.0604245
65,1.492267,1.4896054,"('insecure', 'secure')",-0.2249296,-0.07306222,0.6336687,0.7082716,-0.0746029
8,-1.4705837,-1.6861905,"('unaffectionate', 'affectionate')",0.9391943,0.7076011,-0.2656947,-0.4892947,0.2236
1,-1.4303834,-1.3803234,"('unfriendly', 'friendly')",1.6878861,1.490579,0.1287513,0.0551278,0.0736235
66,-1.387013,-1.9307433,"('inactive', 'active')",0.056158915,-0.2652612,-0.665427,-1.0980023,0.4325753
16,-1.363209,-1.2490833,"('unpopular', 'popular')",0.23882106,0.2607417,-0.562194,-0.4941708,-0.0680232
30,1.3382407,1.2504216,"('intolerant', 'tolerant')",0.7829413,0.98664933,1.060591,1.1185355,-0.0579445
84,1.2470193,1.2701389,"('inferior', 'superior')",0.9353463,1.049261,1.0911828,1.1596999,-0.0685171
86,-1.2424523,-1.2301612,"('uninfluential', 'influential')",-0.051013418,-0.43824038,-0.6467329,-0.8342008,0.1874679
4,-1.1662973,-0.8903985,"('disliked', 'liked')",-6.7556634,-6.9326296,-3.9609804,-3.911514,-0.0494664
5,-1.144734,-1.2782518,"('distant', 'outgoing')",-0.46274593,-0.4989801,-0.80374,-0.888616,0.084876
19,-1.1353906,-1.2944467,"('inhospitable', 'hospitable')",-0.40750366,-0.18844093,-0.7714472,-0.7414438,-0.0300034
75,-1.1057466,-1.2350765,"('meek', 'impulsive')",-0.98398334,-0.9396771,-1.044865,-1.0873768,0.0425118
52,-1.0341078,-1.1372916,"('irrational', 'rational')",-0.032498747,-0.20551866,-0.5333033,-0.6714051,0.1381018
56,1.0308355,1.2681128,"('impractical', 'practical')",-0.7149874,-0.5060665,0.1579241,0.3810231,-0.223099
49,1.0119501,1.4661928,"('unable', 'able')",0.15365796,0.61516917,0.582804,1.040681,-0.457877
62,0.9447695,1.2261009,"('incompetent', 'brilliant')",0.46042028,0.6944856,0.7025949,0.9602933,-0.2576984
72,-0.9192507,-0.8214458,"('unambitious', 'ambitious')",-0.5368247,-0.54701823,-0.7280377,-0.684232,-0.0438057
9,-0.9070252,-0.92048055,"('unaffectionate', 'caring')",1.4195291,1.4537855,0.2562519,0.2666525,-0.0104006
81,0.8957262,0.89510655,"('submissive', 'aggressive')",-0.6893985,-0.60113716,0.1031638,0.1469847,-0.0438209
79,-0.83358717,-1.0428953,"('wavering', 'unwavering')",-0.4773706,-0.43800113,-0.6554789,-0.7404482,0.0849693
35,-0.8261491,-0.7451562,"('corrupt', 'incorrupt')",-0.66937333,-0.47611034,-0.7477612,-0.6106333,-0.1371279
55,0.8168908,0.9142483,"('incompetent', 'clever')",0.66841704,0.4143401,0.7426539,0.6642942,0.0783597
20,0.7991535,0.6879806,"('rough', 'thoughtful')",0.7294659,0.4734599,0.7643097,0.5807202,0.1835895
17,-0.78850675,-0.95605785,"('nasty', 'nice')",-0.7014996,-0.84852165,-0.7450032,-0.9022897,0.1572865
25,-0.7633547,-0.6322619,"('egoistic', 'altruistic')",1.4546299,1.3770643,0.3456376,0.3724012,-0.0267636
76,0.7514654,0.62250704,"('anxious', 'daring')",-0.3676977,-0.42114097,0.1918838,0.100683,0.0912008
82,-0.7433662,-0.5322247,"('poor', 'rich')",6.4771028,6.855637,2.8668683,3.1617062,-0.2948379
22,0.7254506,0.5535018,"('untrustworthy', 'trustworthy')",-0.70615274,-0.8979178,0.0096489,-0.172208,0.1818569
73,0.7184206,0.6477652,"('helpless', 'self-reliant')",-3.051458,-3.0074995,-1.1665187,-1.1798671,0.0133484
27,-0.71150386,-0.6697999,"('hardhearted', 'softhearted')",1.3581287,1.3314474,0.3233124,0.3308237,-0.0075113
50,0.6840488,1.0231863,"('clumsy', 'skillful')",0.25816825,0.47947466,0.4711085,0.7513305,-0.280222
18,-0.642967,-0.24220097,"('disagreeable', 'welcoming')",-0.15623173,-0.1674949,-0.3995994,-0.2048479,-0.1947515
42,0.59791386,0.74098897,"('unreliable', 'reliable')",-3.460406,-3.4720798,-1.431246,-1.3655454,-0.0657006
67,0.5927126,0.6237253,"('doubtful', 'determined')",-0.9132008,-0.87891436,-0.1602441,-0.1275945,-0.0326496
38,-0.59265333,-0.44396502,"('untruthful', 'truthful')",-0.25971955,-0.08973007,-0.4261864,-0.2668476,-0.1593388
57,-0.59229386,-0.50247,"('unimaginative', 'imaginative')",-2.9234426,-3.3393545,-1.7578683,-1.9209123,0.163044
29,0.5904342,0.54855126,"('unfair', 'fair')",-0.16123335,-0.4248012,0.2146004,0.061875,0.1527254
70,0.5721059,0.4409095,"('lethargic', 'energetic')",0.12382966,0.18762107,0.3479678,0.3142653,0.0337025
48,0.56829405,0.9519826,"('unintelligent', 'intelligent')",1.1537058,1.1276373,0.8609999,1.0398099,-0.17881
64,0.56821775,0.41697723,"('shy', 'confident')",-6.4980197,-6.696074,-2.964901,-3.1395483,0.1746473
68,0.54142386,0.4652702,"('dependent', 'independent')",-0.2785008,-0.22187266,0.1314615,0.1216988,0.0097627
23,0.52712053,0.7109704,"('insincere', 'sincere')",6.036771,6.375653,3.2819457,3.5433116,-0.2613659
69,0.5094536,0.3378043,"('lazy', 'industrious')",-0.6569837,-0.65965307,-0.073765,-0.1609244,0.0871594
80,0.48024455,0.53167486,"('dominated', 'dominating')",-0.84554285,-0.7760943,-0.1826492,-0.1222097,-0.0604395
40,-0.47722358,-0.30676094,"('stingy', 'generous')",-1.3884163,-1.7671851,-0.93282,-1.036973,0.104153
11,0.45559686,0.63697374,"('unhelpful', 'helpful')",1.6583551,1.7644058,1.056976,1.2006898,-0.1437138
87,0.45028043,0.13134697,"('unsuccessful', 'successful')",0.8754199,0.7765781,0.6628501,0.4539626,0.2088875
71,0.4398493,0.2625947,"('diffident', 'self-confident')",0.45295826,0.5124736,0.4464038,0.3875341,0.0588697
32,0.4097663,0.56697965,"('unkind', 'kind')",1.0683537,1.0443795,0.73906,0.8056796,-0.0666196
88,-0.40227947,-0.66135854,"('low', 'eminent')",-0.234968,-0.23700394,-0.3186237,-0.4491812,0.1305575
59,0.38664737,0.5110457,"('foolish', 'wise')",0.17116685,0.40816486,0.2789071,0.4596053,-0.1806982
37,0.37688816,0.1443382,"('fake', 'genuine')",0.18520027,0.16632745,0.2810442,0.1553328,0.1257114
2,0.3687812,0.22957107,"('unlikable', 'likable')",0.28946796,0.14627975,0.3291246,0.1879254,0.1411992
61,0.34851882,0.27201137,"('illogical', 'logical')",0.596226,0.3478377,0.4723724,0.3099245,0.1624479
78,0.3449577,0.8636234,"('nonresilient', 'resilient')",0.5919293,0.6900857,0.4684435,0.7768545,-0.308411
43,0.32245,0.38111043,"('irresponsible', 'responsible')",0.28627747,0.16058166,0.3043637,0.270846,0.0335177
10,-0.29959732,-0.39406535,"('unsympathetic', 'sympathetic')",-0.46765518,-0.54164654,-0.3836263,-0.4678559,0.0842296
7,0.29835024,0.4978302,"('insensitive', 'sensitive')",0.71098363,0.7625652,0.5046669,0.6301977,-0.1255308
83,0.28500515,0.06923305,"('powerless', 'powerful')",-0.9509223,-1.0248042,-0.3329586,-0.4777856,0.144827
24,0.25928044,-0.024094637,"('dishonest', 'honest')",0.5383432,0.54216695,0.3988118,0.2590362,0.1397756
74,0.25723547,0.30101347,"('undedicated', 'dedicated')",-0.15518339,-0.39020696,0.051026,-0.0445967,0.0956227
44,0.25282314,0.17769083,"('prejudiced', 'unprejudiced')",-1.6586899,-1.5911899,-0.7029334,-0.7067495,0.0038161
54,-0.23935524,-0.32675824,"('incapable', 'capable')",0.7936749,1.0449007,0.2771598,0.3590712,-0.0819114
12,-0.22240555,-0.04049444,"('unsupportive', 'supportive')",-1.7929453,-1.9217134,-1.0076754,-0.9811039,-0.0265715
26,-0.21705002,-0.50508463,"('hardhearted', 'benevolent')",1.5922658,1.2093321,0.6876079,0.3521237,0.3354842
63,0.21423922,0.41727793,"('unperceptive', 'insightful')",1.038795,0.9689677,0.6265171,0.6931228,-0.0666057
0,0.20371789,0.025611194,"('unsociable', 'sociable')",0.11912015,-0.18102463,0.161419,-0.0777067,0.2391257
41,-0.19796139,0.13498124,"('unforgiving', 'forgiving')",0.07133007,-0.1909,-0.0633157,-0.0279594,-0.0353563
15,0.19003429,-0.06130562,"('boring', 'funny')",0.1346251,-0.03130312,0.1623297,-0.0463044,0.2086341
58,0.17620882,-0.30726716,"('undiscriminating', 'discriminating')",0.4640954,-0.04688654,0.3201521,-0.1770768,0.4972289
3,-0.14810866,0.0011872454,"('repellent', 'pleasant')",0.7527054,0.79278207,0.3022984,0.3969847,-0.0946863
77,0.14655785,0.5135993,"('unmotivated', 'motivated')",-1.1145215,-0.9152753,-0.4839818,-0.200838,-0.2831438
47,0.13450232,-0.16371766,"('stupid', 'smart')",5.3783484,5.3442173,2.7564254,2.5902498,0.1661756
28,0.13372076,0.41952327,"('disloyal', 'loyal')",1.1358994,1.1590898,0.6348101,0.7893065,-0.1544964
45,-0.08558916,0.08026792,"('incompetent', 'competent')",0.1505683,-0.016973492,0.0324896,0.0316472,0.0008424
33,-0.082541615,-0.27423158,"('wrong', 'right')",-0.6931451,-0.7537199,-0.3878434,-0.5139757,0.1261323
13,-0.0764348,-0.14072464,"('impolite', 'polite')",-0.8015269,-0.7957862,-0.4389808,-0.4682554,0.0292746
34,0.06629404,0.053153463,"('mean', 'honorable')",5.8021092,6.044213,2.9342017,3.0486832,-0.1144815
46,-0.06480884,0.10545474,"('uncompetitive', 'competitive')",-0.7965593,-0.8836882,-0.4306841,-0.3891167,-0.0415674
51,-0.018347688,0.035887267,"('uneducated', 'educated')",0.7105571,0.54633844,0.3461047,0.2911128,0.0549919
