,molson_male,molson_female,tuple,coors_male,coors_female,beverage_male,beverage_female,co_male,co_female,average_male,average_female,male-female
33,1.2606624,1.5182548,"('wrong', 'right')",1.4298286,1.6149288,1.7604371,1.774677,-0.22858082,-0.16100161,1.0555868,1.1867148,-0.131128
60,-1.2017959,-1.4140283,"('inefficient', 'efficient')",-2.3880618,-2.409932,0.16907881,-0.026860513,0.057615746,0.02115641,-0.8407907,-0.9574161,0.1166254
59,1.1787217,1.3867496,"('foolish', 'wise')",1.2844499,1.4397745,1.0722831,1.1943403,0.21365169,0.22282495,0.9372766,1.0609224,-0.1236458
86,-1.1270105,-1.0624545,"('uninfluential', 'influential')",-1.7225875,-1.6963601,-0.15297508,-0.17675488,-0.76551586,-0.7482169,-0.9420222,-0.9209466,-0.0210756
76,-1.0741521,-1.1678231,"('anxious', 'daring')",-1.6583679,-1.6712884,-1.0395145,-1.0883791,-0.09408949,-0.09175709,-0.966531,-1.0048119,0.0382809
0,-1.069036,-1.050356,"('unsociable', 'sociable')",-1.8500226,-1.7741294,0.54900706,0.5603018,0.02701337,0.023587978,-0.5857595,-0.5601489,-0.0256106
14,-1.0685295,-1.4149617,"('antisocial', 'social')",-2.5923157,-2.7005432,0.103481725,-0.21561153,-1.1269957,-1.1559993,-1.1710898,-1.3717788,0.200689
66,1.0618625,1.1365247,"('inactive', 'active')",0.6887137,0.7389978,-0.14599389,-0.008251846,0.76784045,0.8794069,0.5931057,0.6866694,-0.0935637
77,-1.0584929,-0.965923,"('unmotivated', 'motivated')",-0.7956649,-0.6829582,-0.015034087,0.044296738,-1.1082655,-0.8794574,-0.7443644,-0.6210105,-0.1233539
28,-0.99940723,-0.9983311,"('disloyal', 'loyal')",-1.1035161,-1.2468466,0.15179664,0.11227319,1.2844397,1.1984005,-0.1666718,-0.233626,0.0669542
88,-0.99788254,-0.87879,"('low', 'eminent')",-1.2051772,-1.23627,-0.1667953,-0.123843744,-0.2627643,-0.31734598,-0.6581548,-0.6390624,-0.0190924
7,-0.9922278,-1.206227,"('insensitive', 'sensitive')",-1.0575038,-1.1103219,-0.013620134,-0.14709347,0.4141682,0.2575023,-0.4122959,-0.551535,0.1392391
45,-0.9800288,-1.106426,"('incompetent', 'competent')",-2.3190176,-2.4544058,0.3543757,0.16223443,-0.4012691,-0.47969764,-0.836485,-0.9695737,0.1330887
20,-0.97199076,-1.0226542,"('rough', 'thoughtful')",-0.28860664,-0.41777596,-0.3172629,-0.41007447,0.4241701,0.36536422,-0.2884226,-0.3712851,0.0828625
6,0.95904845,1.2306842,"('distant', 'open')",1.2101218,1.4118239,1.6197335,1.8225315,0.12904894,0.19402733,0.9794881,1.1647667,-0.1852786
78,-0.9248249,-0.9578599,"('nonresilient', 'resilient')",0.012770718,0.058635455,0.3046376,0.21934175,0.047151685,-0.03497209,-0.1400662,-0.1787137,0.0386475
49,-0.90777016,-0.8925994,"('unable', 'able')",-0.7679045,-0.69999725,-0.20447232,-0.15702698,-0.77475166,-0.91136503,-0.6637247,-0.6652472,0.0015225
23,-0.9075546,-0.91495186,"('insincere', 'sincere')",-1.7096899,-1.7194902,0.09128654,0.09790344,6.017449,6.17577,0.8728727,0.9098078,-0.0369351
36,0.8951559,1.1348325,"('hostile', 'amicable')",2.046376,2.1638958,0.12537792,0.28671652,0.18109833,0.19065544,0.812002,0.9440251,-0.1320231
43,-0.8838592,-0.7758276,"('irresponsible', 'responsible')",-1.4772052,-1.4720035,0.35338688,0.3880255,0.8610182,0.7039341,-0.2866648,-0.2889679,0.0023031
4,0.8393204,0.8644933,"('disliked', 'liked')",0.65093404,0.6657912,0.9870735,0.9420728,-6.6607537,-6.9628778,-1.0458565,-1.1226301,0.0767736
80,-0.7997505,-1.0077521,"('dominated', 'dominating')",-0.44416112,-0.6287424,-0.7692818,-0.8507087,-0.7586504,-0.84505,-0.692961,-0.8330632,0.1401022
27,-0.7867352,-0.71816254,"('hardhearted', 'softhearted')",-0.45439136,-0.3116652,0.18176582,0.299816,0.89396304,0.9750103,-0.0413494,0.0612496,-0.102599
17,-0.75051135,-0.75591224,"('nasty', 'nice')",-0.74625784,-0.6678347,-1.1887337,-1.1936297,-0.7943995,-0.8597138,-0.8699756,-0.8692726,-0.000703
52,0.7304922,0.9633033,"('irrational', 'rational')",0.91551775,1.0831357,0.5369749,0.6733114,-0.17989486,-0.08710492,0.5007725,0.6581614,-0.1573889
75,0.716168,0.8188371,"('meek', 'impulsive')",0.8585525,0.87305737,-0.6476188,-0.5242424,-0.47777537,-0.4864287,0.1123316,0.1703058,-0.0579742
67,0.6558321,0.5604579,"('doubtful', 'determined')",0.055601936,0.12070356,0.527916,0.44191584,-0.44518903,-0.4745427,0.1985403,0.1621336,0.0364067
22,-0.6411666,-0.7540457,"('untrustworthy', 'trustworthy')",-0.974247,-1.0384508,-1.2652981,-1.4299469,-0.6195514,-0.73769605,-0.8750658,-0.9900349,0.1149691
24,-0.6313083,-0.61891127,"('dishonest', 'honest')",-1.5409553,-1.516245,-0.031020239,-0.007666927,0.939057,0.97904605,-0.3160567,-0.2909442,-0.0251125
29,0.62662196,0.5688157,"('unfair', 'fair')",0.20035917,0.25607187,0.13382128,0.18618058,-0.72422326,-0.79549634,0.0591448,0.0538929,0.0052519
47,-0.62304896,-0.5709937,"('stupid', 'smart')",-0.66619915,-0.7024161,0.1818939,0.12494192,5.265611,5.496837,1.0395643,1.0870923,-0.047528
34,-0.6024828,-0.57649904,"('mean', 'honorable')",-0.2626295,-0.2368598,-0.19539091,-0.30166256,5.2660704,5.3275776,1.0513918,1.053139,-0.0017472
37,-0.59954685,-0.44038764,"('fake', 'genuine')",-0.4266354,-0.34327096,0.26926962,0.27560222,0.28403893,0.25987247,-0.1182184,-0.062046,-0.0561724
64,0.5634641,0.55560035,"('shy', 'confident')",-0.4287916,-0.44196013,0.06445737,-0.003978528,-5.7476435,-5.919883,-1.3871284,-1.4525553,0.0654269
51,-0.5561731,-0.6903308,"('uneducated', 'educated')",-1.1636866,-1.2765596,-0.24563588,-0.3723293,0.073292136,0.09165579,-0.4730509,-0.561891,0.0888401
68,-0.5517494,-0.48969597,"('dependent', 'independent')",-0.80503243,-0.7372253,-0.53337103,-0.5095434,-1.3649845,-1.2952164,-0.8137844,-0.7579203,-0.0558641
87,0.55033714,0.5962577,"('unsuccessful', 'successful')",0.09441851,0.1293912,1.0273986,1.0952047,0.14318998,0.08291202,0.4538361,0.4759414,-0.0221053
84,0.5463378,0.5750356,"('inferior', 'superior')",1.3284715,1.2937716,0.75459766,0.7353364,0.72976804,0.65107274,0.8397937,0.8138041,0.0259896
74,0.54025316,0.5303269,"('undedicated', 'dedicated')",0.002302695,-0.08414749,0.88169175,0.73340154,0.32045597,0.17355019,0.4361759,0.3382828,0.0978931
82,-0.5353122,-0.5459683,"('poor', 'rich')",-0.81853104,-0.93697846,-0.23004258,-0.22419366,6.3515873,6.369747,1.1919254,1.1656517,0.0262737
13,-0.5345442,-0.5944023,"('impolite', 'polite')",-1.4515208,-1.4339453,-0.3190385,-0.26939246,-0.17109446,-0.17184842,-0.6190495,-0.6173971,-0.0016524
16,0.5294397,0.58992314,"('unpopular', 'popular')",1.0224004,1.1326213,-0.0050980747,0.015842773,0.29712105,0.3280181,0.4609658,0.5166013,-0.0556355
39,0.51705325,0.57677853,"('exploitative', 'cooperative')",0.8199629,0.8987145,0.74116665,0.9248684,0.44003564,0.46529874,0.6295546,0.716415,-0.0868604
83,-0.5040551,-0.42562866,"('powerless', 'powerful')",-0.054374248,0.0045403987,0.15809909,0.07885389,-1.4110855,-1.5202609,-0.4528539,-0.4656238,0.0127699
31,0.49077573,0.4455065,"('evil', 'good')",1.4797966,1.5201819,-0.35891786,-0.33866468,-1.4273674,-1.3248891,0.0460718,0.0755337,-0.0294619
79,0.48557267,0.52141136,"('wavering', 'unwavering')",1.0979712,1.1903713,0.4920535,0.43000406,-0.18457909,-0.33484197,0.4727545,0.4517362,0.0210183
32,-0.4466549,-0.2715763,"('unkind', 'kind')",-1.2436692,-1.1753733,0.36488813,0.3992044,1.2913463,1.1416101,-0.0085224,0.0234662,-0.0319886
8,-0.4311746,-0.24189074,"('unaffectionate', 'affectionate')",-0.1474607,-0.08193769,1.2474172,1.2262563,0.70806533,0.59407884,0.3442118,0.3741267,-0.0299149
40,0.31247044,0.30018532,"('stingy', 'generous')",0.27095693,0.19349486,0.5849524,0.47968456,-2.1206274,-2.0859065,-0.2380619,-0.2781354,0.0400735
61,-0.29236126,-0.15224002,"('illogical', 'logical')",-0.8827617,-0.68430656,0.0961071,0.28772622,-0.08320457,0.036784865,-0.2905551,-0.1280089,-0.1625462
25,0.27105433,0.3682903,"('egoistic', 'altruistic')",1.594306,1.6943302,0.75269425,0.8391657,1.2590463,1.2945682,0.9692752,1.0490886,-0.0798134
56,-0.26803124,-0.3246646,"('impractical', 'practical')",-0.8331847,-0.9234788,1.0372146,0.85941017,-0.3420978,-0.5775147,-0.1015248,-0.241562,0.1400372
50,0.26210853,0.32861185,"('clumsy', 'skillful')",0.8094511,0.8789068,0.48632446,0.39935783,0.5569704,0.46210012,0.5287136,0.5172441,0.0114695
19,-0.20661913,-0.04057996,"('inhospitable', 'hospitable')",0.42155218,0.55899,0.3082436,0.3179966,-0.10918858,-0.17678678,0.103497,0.164905,-0.061408
44,-0.17787212,-0.03878775,"('prejudiced', 'unprejudiced')",-0.30072138,-0.13332006,-0.7032363,-0.5761346,-1.3288835,-1.2822742,-0.6276783,-0.5076292,-0.1200491
1,0.15550852,0.36848485,"('unfriendly', 'friendly')",0.61833614,0.61094385,1.6625118,1.6233292,2.031186,2.0193684,1.1168857,1.1555316,-0.0386459
41,0.14121678,0.14024763,"('unforgiving', 'forgiving')",-0.7228102,-0.71748483,0.2523179,0.2653726,0.53238684,0.5867185,0.0507778,0.0687135,-0.0179357
38,0.14066723,0.42271724,"('untruthful', 'truthful')",-0.67713547,-0.49098444,0.06096185,0.1439032,0.3370858,0.5049483,-0.0346052,0.1451461,-0.1797513
2,-0.09737953,-0.04055523,"('unlikable', 'likable')",0.42368138,0.44220236,0.8617567,0.774791,0.9845679,0.7934571,0.5431566,0.4924738,0.0506828
15,-0.09529932,-0.050262053,"('boring', 'funny')",0.8657718,0.8514551,0.93644357,0.8831939,-0.033191085,-0.16522992,0.4184313,0.3797893,0.038642
9,-0.09079854,0.24737483,"('unaffectionate', 'caring')",-0.016713127,0.15172341,1.3590488,1.5018394,1.363948,1.3268301,0.6538713,0.806942,-0.1530707
58,-0.081196204,0.09724484,"('undiscriminating', 'discriminating')",-0.033907548,0.05705696,0.37567303,0.29819408,0.07884218,0.06097249,0.0848529,0.1283671,-0.0435142
26,0.07651554,-0.03551823,"('hardhearted', 'benevolent')",0.20678887,0.045641206,1.8429286,1.6697878,1.285249,1.0185319,0.8528705,0.6746107,0.1782598
12,0.040329847,0.15712444,"('unsupportive', 'supportive')",-0.3225405,-0.22482078,1.0771503,1.0419528,-1.5259312,-1.5911412,-0.1827479,-0.1542212,-0.0285267
53,0.022981495,0.04849183,"('uncreative', 'creative')",1.1434937,1.1173486,0.510823,0.48274523,0.9837261,0.9385837,0.6652561,0.6467923,0.0184638
42,-0.022088699,-0.18760365,"('unreliable', 'reliable')",0.041672923,0.0214158,0.73385906,0.5440285,-2.4663713,-2.7903466,-0.428232,-0.6031265,0.1748945
54,0.014541402,0.24918759,"('incapable', 'capable')",0.059122488,0.20022741,0.8604243,0.99876654,0.84980404,0.81328243,0.445973,0.565366,-0.119393
18,-0.012203287,-0.051921785,"('disagreeable', 'welcoming')",-0.6835954,-0.6021337,0.3020507,0.27815646,-0.57367307,-0.4844503,-0.2418553,-0.2150873,-0.026768
63,0.0039557335,0.12796412,"('unperceptive', 'insightful')",-0.6415825,-0.5434503,0.43683833,0.36880586,0.5217113,0.48698384,0.0802307,0.1100759,-0.0298452
72,0.00058360584,0.034680948,"('unambitious', 'ambitious')",-0.34893528,-0.39835328,-0.4167749,-0.48496038,-0.32338756,-0.34736878,-0.2721285,-0.2990004,0.0268719
