,freeport_male,freeport_female,tuple,mcmoran_male,mcmoran_female,inc_male,inc_female,average_male,average_female,male-female
48,-0.31183898,-0.26082382,"('unintelligent', 'intelligent')",-1.5799776,-1.5937276,0.55532587,0.48176977,-0.4454969,-0.4575939,0.012097
43,0.3088097,0.5139327,"('irresponsible', 'responsible')",-0.973201,-0.8341735,0.9158437,1.0703115,0.0838175,0.2500236,-0.1662061
63,-0.29439843,-0.13186376,"('unperceptive', 'insightful')",-0.47694704,-0.41520467,1.559092,1.8159983,0.2625822,0.4229767,-0.1603945
88,-0.29380724,-0.4973268,"('low', 'eminent')",-0.30779076,-0.5737228,0.5599696,0.52764934,-0.0138761,-0.1811334,0.1672573
52,-0.27969074,-0.97263384,"('irrational', 'rational')",-0.1935284,-0.7828501,-0.040776163,-0.3846674,-0.1713318,-0.7133838,0.542052
23,0.26017466,0.39676273,"('insincere', 'sincere')",-0.78596544,-0.66045564,6.013355,6.2170315,1.829188,1.9844462,-0.1552582
41,-0.22917478,-0.35940924,"('unforgiving', 'forgiving')",-0.7240785,-0.9525715,0.118024275,0.081921615,-0.2784097,-0.4100197,0.13161
26,0.21705645,-0.21970467,"('hardhearted', 'benevolent')",-0.12508704,-0.35782504,1.942162,1.586496,0.6780438,0.3363221,0.3417217
34,-0.20367497,0.101909265,"('mean', 'honorable')",-0.63477224,-0.5635711,5.991557,6.1552706,1.7177033,1.8978696,-0.1801663
33,0.20128353,-0.077134594,"('wrong', 'right')",1.0264478,0.805812,-0.50971854,-0.69520056,0.2393376,0.0111589,0.2281787
57,-0.20051798,-0.3929065,"('unimaginative', 'imaginative')",-1.2111713,-1.4883063,-2.0941768,-2.2755404,-1.168622,-1.3855844,0.2169624
30,0.18983257,0.32657856,"('intolerant', 'tolerant')",-0.5968689,-0.6396778,1.2034522,1.2047749,0.265472,0.2972252,-0.0317532
0,-0.17835154,-0.41722453,"('unsociable', 'sociable')",-1.3156534,-1.7495325,-0.16276935,-0.487846,-0.5522581,-0.8848677,0.3326096
69,0.16721809,0.17090839,"('lazy', 'industrious')",1.5038396,1.446372,-0.9974507,-1.0665846,0.2245357,0.1835653,0.0409704
3,0.15919939,0.23556238,"('repellent', 'pleasant')",-0.5112055,-0.42999804,0.15718222,0.18652017,-0.0649413,-0.0026385,-0.0623028
84,0.15690187,0.3954381,"('inferior', 'superior')",0.17719233,0.2926762,0.92009425,1.2580703,0.4180628,0.6487282,-0.2306654
22,0.15025693,0.028342452,"('untrustworthy', 'trustworthy')",0.24155772,0.15109688,-0.5034486,-0.57780063,-0.0372113,-0.1327871,0.0955758
61,0.14606884,0.08436549,"('illogical', 'logical')",-0.9935231,-1.2290376,0.6424913,0.5265454,-0.068321,-0.2060422,0.1377212
20,-0.11432852,0.2669401,"('rough', 'thoughtful')",-0.1270144,0.031676583,1.1323245,1.03643,0.2969939,0.4450155,-0.1480216
47,-0.09455453,-0.011660751,"('stupid', 'smart')",-0.25188348,-0.37565517,4.9140058,4.8312955,1.5225226,1.4813266,0.041196
51,0.09282848,0.15413517,"('uneducated', 'educated')",0.18775052,0.08134598,0.82335556,0.72708184,0.3679782,0.3208543,0.0471239
11,0.04488894,0.3015913,"('unhelpful', 'helpful')",-0.9237696,-0.83661956,2.2483141,2.3738656,0.4564778,0.6129458,-0.156468
83,0.037524194,0.2750062,"('powerless', 'powerful')",-1.1154054,-1.1395857,-0.7573163,-0.9763452,-0.6117325,-0.6136416,0.0019091
15,0.02199608,-0.321975,"('boring', 'funny')",0.20948282,-0.1161737,0.3980967,0.28699833,0.2098585,-0.0503834,0.2602419
71,-0.016247727,-0.18058701,"('diffident', 'self-confident')",-0.14478141,-0.15665463,0.45716083,0.3184025,0.0987106,-0.0062797,0.1049903
58,-0.008734353,0.03425632,"('undiscriminating', 'discriminating')",-0.7393329,-0.9355717,0.53031063,0.54847157,-0.0725855,-0.1176146,0.0450291
