,freeport_male,freeport_female,tuple,mcmoran_male,mcmoran_female,inc_male,inc_female,average_male,average_female,male-female
19,-1.723796,-1.6169373,"('inhospitable', 'hospitable')",0.4362184,0.5513358,0.13646826,0.2943569,-0.3837031,-0.2570815,-0.1266216
1,-1.56879,-1.9370944,"('unfriendly', 'friendly')",-1.4063296,-1.4552968,1.9899358,2.0283875,-0.3283946,-0.4546679,0.1262733
36,-1.5123385,-1.8408383,"('hostile', 'amicable')",0.3844341,0.18189046,-0.2069791,-0.4101295,-0.4449612,-0.6896924,0.2447312
53,-1.5061388,-1.3600938,"('uncreative', 'creative')",-1.1113364,-0.9386321,1.0917451,1.2082466,-0.5085766,-0.3634931,-0.1450835
8,-1.5032746,-1.8593045,"('unaffectionate', 'affectionate')",-0.93938243,-1.0343847,0.9491444,0.7616432,-0.4978375,-0.710682,0.2128445
80,1.4943602,1.4411576,"('dominated', 'dominating')",-0.51737976,-0.5920133,-0.813472,-1.0979896,0.0545028,-0.0829484,0.1374512
5,-1.4518272,-1.5792319,"('distant', 'outgoing')",0.3931773,0.43955034,-0.342605,-0.36641902,-0.467085,-0.5020336,0.0349486
85,-1.4043947,-1.6587452,"('insignificant', 'prestigious')",0.7497117,0.65894675,0.21669935,0.36515647,-0.1459946,-0.2115473,0.0655527
6,-1.3922528,-1.5449617,"('distant', 'open')",0.1757583,0.1320802,0.19338372,0.21546973,-0.341037,-0.3991373,0.0581003
31,-1.3920543,-1.6977495,"('evil', 'good')",0.67143214,0.41967648,-1.3705289,-1.3956785,-0.6970504,-0.8912505,0.1942001
35,-1.3856602,-1.6366161,"('corrupt', 'incorrupt')",1.588851,1.5086215,-0.60315716,-0.6735368,-0.1333221,-0.2671771,0.133855
16,-1.343625,-1.408907,"('unpopular', 'popular')",-0.33582687,-0.42627168,0.046862237,0.058427308,-0.5441965,-0.5922505,0.048054
79,-1.2198975,-1.4383509,"('wavering', 'unwavering')",1.0356286,0.8216503,0.09829994,0.08246989,-0.0286563,-0.1780769,0.1494206
9,-1.1727922,-1.2845097,"('unaffectionate', 'caring')",-1.1057466,-1.0829802,1.416512,1.4230052,-0.2873422,-0.3148282,0.027486
66,-1.1660432,-1.2403587,"('inactive', 'active')",0.0005351156,-0.25182682,0.8474653,0.54826784,-0.1060143,-0.3146393,0.208625
14,1.1369501,1.03603,"('antisocial', 'social')",-1.0679917,-1.2382547,-0.45796618,-0.7643418,-0.1296693,-0.3221888,0.1925195
27,-1.113498,-1.0279496,"('hardhearted', 'softhearted')",-0.4473805,-0.19794792,1.7154264,1.6803408,0.051516,0.1514811,-0.0999651
62,1.0631201,1.2845143,"('incompetent', 'brilliant')",-1.0461228,-0.8508459,0.26631868,0.4149396,0.0944387,0.2828693,-0.1884306
39,0.91861904,1.1965598,"('exploitative', 'cooperative')",-0.24343753,-0.17184341,0.12516671,0.33113888,0.2667827,0.4519517,-0.185169
42,0.9170151,1.0165648,"('unreliable', 'reliable')",0.54094064,0.59666955,-2.8745944,-2.5210757,-0.4722129,-0.3026138,-0.1695991
7,0.8946222,1.1653076,"('insensitive', 'sensitive')",-0.40394178,-0.24429719,1.3099442,1.3513341,0.6002082,0.7574482,-0.15724
78,-0.83365846,-0.6359963,"('nonresilient', 'resilient')",-0.74003726,-0.48668706,0.61263746,0.5398592,-0.3203527,-0.1942747,-0.126078
38,-0.80854386,-0.8880181,"('untruthful', 'truthful')",-0.40651864,-0.48428425,0.054618154,0.15125984,-0.3868148,-0.4070141,0.0201993
77,-0.77595395,-0.46846128,"('unmotivated', 'motivated')",-1.4536011,-1.2372321,-1.3942906,-1.4413877,-1.2079485,-1.049027,-0.1589215
37,0.77481246,0.9418349,"('fake', 'genuine')",0.4597808,0.47732896,0.7633077,0.7946113,0.665967,0.7379251,-0.0719581
25,-0.7649668,-0.9614278,"('egoistic', 'altruistic')",-0.2806828,-0.3025866,1.265685,1.190571,0.0733451,-0.0244811,0.0978262
73,0.75403285,0.975813,"('helpless', 'self-reliant')",1.6590532,1.9532295,-3.045739,-2.7085874,-0.2108843,0.0734851,-0.2843694
56,0.70344734,0.90606606,"('impractical', 'practical')",-0.67013013,-0.47046664,-0.28946203,-0.002178276,-0.0853816,0.1444737,-0.2298553
82,-0.6802317,-0.6392663,"('poor', 'rich')",-0.05610256,-0.011204079,5.901518,6.11709,1.7217278,1.8222067,-0.1004789
60,0.67573255,1.1471585,"('inefficient', 'efficient')",-1.8777622,-1.5372751,0.0132775735,0.359115,-0.3962507,-0.0103339,-0.3859168
86,-0.6600319,-0.6974807,"('uninfluential', 'influential')",-1.7900143,-1.7750602,0.3564243,-0.013577849,-0.6978739,-0.8287063,0.1308324
44,0.6445658,0.8327557,"('prejudiced', 'unprejudiced')",0.081902824,0.08693285,-2.0254514,-1.8708922,-0.4329943,-0.3170679,-0.1159264
81,0.64434564,0.72737163,"('submissive', 'aggressive')",-0.7809665,-1.0479186,-0.7635127,-0.89359254,-0.3000445,-0.4047132,0.1046687
65,0.64369154,0.92122865,"('insecure', 'secure')",-0.8256789,-0.88072574,-0.11053209,0.0051315837,-0.0975065,0.0152115,-0.112718
21,0.6195639,0.80368376,"('immoral', 'moral')",-0.8538299,-0.77757555,-0.7158969,-0.70888376,-0.316721,-0.2275919,-0.0891291
64,0.618456,0.52575463,"('shy', 'confident')",-0.03594973,-0.064379044,-6.3004627,-6.3184752,-1.9059855,-1.9523665,0.046381
18,-0.61084795,-0.53131896,"('disagreeable', 'welcoming')",-0.33415753,-0.05421193,-0.35925984,-0.18531439,-0.4347551,-0.2569484,-0.1778067
72,-0.60414416,-0.54990405,"('unambitious', 'ambitious')",-1.0916617,-1.04813,-0.66715,-0.6612526,-0.7876519,-0.7530956,-0.0345563
67,0.6020484,0.57119536,"('doubtful', 'determined')",0.5221511,0.51611745,-0.5822509,-0.70309234,0.1806495,0.1280735,0.052576
75,-0.5847302,-0.66094106,"('meek', 'impulsive')",1.1418144,1.0685585,-0.4642204,-0.5878584,0.0309546,-0.0600803,0.0910349
28,-0.55794394,-0.81637967,"('disloyal', 'loyal')",-0.45790946,-0.5840477,1.058618,0.9993698,0.0142548,-0.1336858,0.1479406
54,-0.5189247,-0.7009485,"('incapable', 'capable')",-0.1603895,-0.24989226,1.1088762,1.1060388,0.1431873,0.0517327,0.0914546
55,0.50667125,0.59448546,"('incompetent', 'clever')",-1.27046,-1.2885778,0.22787796,0.11038105,-0.1786369,-0.1945704,0.0159335
59,-0.5008718,-0.7406603,"('foolish', 'wise')",1.1564388,1.0506417,0.16079885,0.23277481,0.272122,0.1809187,0.0912033
29,0.50087076,0.4865167,"('unfair', 'fair')",0.56882334,0.5513097,-0.14478981,-0.13880444,0.3083014,0.299674,0.0086274
46,0.4971316,0.6851646,"('uncompetitive', 'competitive')",-1.708822,-1.693366,0.07198043,-0.086276725,-0.3799033,-0.3648261,-0.0150772
49,-0.48666507,-0.30615148,"('unable', 'able')",-1.1187358,-0.91676587,-0.06983973,-0.020439759,-0.5584135,-0.4144524,-0.1439611
13,0.47957894,0.6135917,"('impolite', 'polite')",-0.67724144,-0.682775,0.22399917,0.32385707,0.0087789,0.0848912,-0.0761123
76,0.4749284,0.81670177,"('anxious', 'daring')",-0.67845094,-0.5036302,0.31289226,0.6693052,0.0364566,0.3274589,-0.2910023
40,0.4461344,0.22204031,"('stingy', 'generous')",-0.025150325,-0.077598244,-1.3186786,-1.2975633,-0.2992315,-0.3843737,0.0851422
70,0.43956685,0.82712454,"('lethargic', 'energetic')",-0.34572628,-0.10799439,1.0983014,1.2943558,0.3973807,0.671162,-0.2737813
12,-0.42666167,-0.5270357,"('unsupportive', 'supportive')",-0.7260535,-0.60237706,-1.2975552,-1.1905828,-0.8167568,-0.7733318,-0.043425
45,0.4172256,0.17259645,"('incompetent', 'competent')",-0.39790866,-0.7500763,0.026421297,-0.18268818,0.0152461,-0.2533893,0.2686354
17,-0.40197185,-0.7034545,"('nasty', 'nice')",-0.38830727,-0.55124694,-0.6473923,-0.979379,-0.4792238,-0.7446934,0.2654696
10,-0.37204495,-0.4512533,"('unsympathetic', 'sympathetic')",-2.0380018,-2.215494,0.4444202,0.13047679,-0.6552089,-0.8454235,0.1902146
2,0.3705644,0.3560811,"('unlikable', 'likable')",-0.046612814,-0.10678695,0.5394802,0.62546015,0.2878106,0.2915848,-0.0037742
24,0.36983368,0.3138778,"('dishonest', 'honest')",-0.9482525,-1.0037811,0.9436126,1.0981193,0.1217312,0.136072,-0.0143408
87,0.36608183,0.34756985,"('unsuccessful', 'successful')",-0.07544328,-0.3444909,1.0491623,0.8576087,0.4466003,0.2868959,0.1597044
4,-0.3647394,-0.70418704,"('disliked', 'liked')",0.34946662,0.30880332,-6.458715,-6.408209,-2.1579959,-2.2678642,0.1098683
50,-0.3575418,-0.23796572,"('clumsy', 'skillful')",1.2146937,1.2073838,0.60180426,0.5081998,0.4863187,0.4925393,-0.0062206
32,-0.35518727,-0.49378654,"('unkind', 'kind')",-0.9391443,-1.109988,1.3418313,1.3007414,0.0158333,-0.101011,0.1168443
74,0.33673382,0.27546495,"('undedicated', 'dedicated')",0.50555074,0.64585704,0.4043116,0.5332411,0.415532,0.4848544,-0.0693224
68,0.31785935,0.6092864,"('dependent', 'independent')",0.27338782,0.34023488,-0.36260992,-0.121072575,0.0762124,0.2761496,-0.1999372
